year,rares_ADJ fois_NOUN
1922,7.451714623130101e-08
1923,9.235874642854469e-08
1924,7.60605871619191e-08
1925,8.578578558626759e-08
1926,9.585679094925581e-08
1927,9.030872405446644e-08
1928,7.426926629250374e-08
1929,7.464072382390441e-08
1930,1.1028783575284251e-07
1931,8.325910272333203e-08
1932,8.548438756861287e-08
1933,8.717703536831323e-08
1934,7.548395331014035e-08
1935,9.933675926276919e-08
1936,9.699771652549316e-08
1937,9.191516170403702e-08
1938,1.0761127811065307e-07
1939,9.788192301130039e-08
1940,1.0143131845552489e-07
1941,1.2986610897769424e-07
1942,6.371844563091145e-08
1943,1.0161323160673419e-07
1944,1.1888788975511488e-07
1945,1.3506725338174874e-07
1946,8.491873870752897e-08
1947,9.775114051535638e-08
1948,1.0437012321062866e-07
1949,1.011151837815305e-07
1950,1.2443372554571397e-07
1951,1.3539980159293918e-07
1952,1.0861148069807314e-07
1953,1.465240586639993e-07
1954,1.6222409726651676e-07
1955,1.3139850807419862e-07
1956,1.1947963685088325e-07
1957,1.0690395413348597e-07
1958,1.1415696121730434e-07
1959,1.4493897992906568e-07
1960,1.467216605988142e-07
1961,1.1742389460778213e-07
1962,1.3381527708133945e-07
1963,1.325540921470747e-07
1964,1.3323891323580028e-07
1965,1.4172591988881322e-07
1966,1.5010893150702032e-07
1967,1.533334312853185e-07
1968,1.3833560785769805e-07
1969,1.1763152940602595e-07
1970,1.2554519912555406e-07
1971,1.5672112851916609e-07
1972,1.3389683317655e-07
1973,1.5436970102200576e-07
1974,1.2657535819471377e-07
1975,1.365043829082424e-07
1976,1.291257092361775e-07
1977,1.7571578325714654e-07
1978,1.544553782650837e-07
1979,1.4454374763772648e-07
1980,1.80787793624404e-07
1981,1.9103158876987436e-07
1982,1.5953280296798766e-07
1983,1.7303966615145328e-07
1984,1.8092906373112783e-07
1985,1.6903717892091663e-07
1986,1.738400783324323e-07
1987,1.9799045958279748e-07
1988,2.014842124253846e-07
1989,1.909866540472649e-07
1990,1.8361953380008345e-07
1991,2.127711837829338e-07
1992,2.3196865583940962e-07
1993,1.994114740000441e-07
1994,2.4211914251281996e-07
1995,2.2665844312541594e-07
1996,2.1245607229047891e-07
1997,2.272779937584346e-07
1998,2.479427223534003e-07
1999,2.303381450019515e-07
2000,2.452007379361021e-07
2001,2.663776683675678e-07
2002,2.95732462518572e-07
2003,3.075189169976511e-07
2004,3.087758670972107e-07
2005,2.9769785214739386e-07
2006,3.529031573634711e-07
2007,3.830705850305094e-07
2008,3.878527650158503e-07
2009,4.620378604158759e-07
2010,5.781922709502396e-07
2011,6.496928222077258e-07
2012,6.777867156415596e-07
2013,7.137371085264022e-07
2014,7.916867730273225e-07
2015,7.015461278570001e-07
2016,6.798138088015548e-07
2017,8.218502216550405e-07
2018,8.443977321803686e-07
2019,8.07387607437704e-07
