year,quelques_DET humeurs_NOUN,quelques_DET fumeurs_NOUN
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.78918940668882e-09,1.8945948143667124e-09
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,7.820225356169885e-09,0.0
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,1.798966087207532e-09,0.0
1989,4.390497743145261e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,5.448650919337439e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,2.2039776670368383e-09,4.407955389584828e-09
1993,4.4313659408601325e-09,2.2156829704300662e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,4.794894259418925e-09,1.438468344439059e-09
1998,4.291316191284977e-09,1.9072516899143466e-09
1999,4.113180906983871e-09,1.3710603763428253e-09
2000,1.3254094488601709e-09,2.6508187866980393e-09
2001,4.8193329327261836e-09,3.0668482198237257e-09
2002,1.3143663935011318e-09,2.628732898024566e-09
2003,4.583615265119079e-09,2.083461403401543e-09
2004,5.726228741176342e-09,2.642874807889939e-09
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,1.6471559671771274e-09,5.353256837814513e-09
2007,3.1955835755326234e-09,2.3966877371606188e-09
2008,2.1287198670449925e-09,6.811903652259588e-09
2009,2.384096253749135e-09,4.291373256748443e-09
2010,3.3066551718974324e-09,6.613310177261411e-09
2011,4.971163480860241e-09,5.7359579308524644e-09
2012,4.085103255668798e-09,7.829781267787439e-09
2013,2.7891249310130206e-09,6.136074981455408e-09
2014,2.1654451842767486e-10,5.630157451363971e-09
2015,1.5516027351836215e-09,1.0861219812419165e-08
2016,3.1070099826280284e-09,7.871092222444531e-09
2017,3.0187335409159743e-09,9.55932333290832e-09
2018,3.097759937453759e-09,7.228106779777477e-09
2019,2.806086474294034e-09,6.3774694414320265e-09
