year,quelques_DET humeurs_NOUN,quelques_DET fumeurs_NOUN
1800,1.0690159513160324e-07,0.0
1801,7.857902772911984e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,6.046051481689574e-08,0.0
1804,9.145848167690929e-08,0.0
1805,3.980028751016107e-08,0.0
1806,2.881669036725043e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,3.172503681980743e-08,0.0
1809,7.454800510231507e-08,0.0
1810,7.020380277111826e-09,4.680253518074551e-09
1811,7.521229861140455e-09,0.0
1812,3.200649700829672e-08,0.0
1813,1.4378708002027452e-08,2.0130190847567064e-08
1814,5.034683425719777e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,3.9399266071882266e-08,0.0
1817,1.401186100480345e-08,1.556873407970727e-09
1818,9.775365583664097e-08,0.0
1819,1.5526575580793178e-08,1.2421260464634543e-08
1820,3.678609061807947e-08,1.1866481131050932e-09
1821,1.1833785507064931e-08,0.0
1822,1.804610860745015e-08,5.012807946513931e-09
1823,1.7788837070042973e-08,0.0
1824,1.6000115010683658e-08,0.0
1825,5.899646993157148e-08,0.0
1826,1.145037931138404e-08,0.0
1827,7.373818444733615e-09,7.373818444733615e-09
1828,1.0089530988466322e-08,9.172301251858528e-10
1829,5.143905745796928e-09,0.0
1830,1.3567886369969528e-08,6.262101504006523e-09
1831,7.795603274018958e-09,1.5591206103948707e-09
1832,1.352996914505411e-08,1.3529969367098715e-09
1833,3.243415847009601e-08,0.0
1834,1.4001796166951408e-08,1.120143711119681e-08
1835,6.050470346963266e-09,0.0
1836,1.4113575197427508e-08,0.0
1837,6.957891152126194e-09,3.478945576063097e-09
1838,1.2624323808552163e-08,6.943378316748294e-09
1839,8.38977065598101e-09,6.9914751765765004e-09
1840,3.184844388215424e-08,9.554533164646273e-09
1841,1.9903700021473014e-08,5.778493683550323e-09
1842,8.720745015011744e-09,3.3541325272778977e-09
1843,7.678984559333912e-09,7.678984559333912e-09
1844,1.0977122322231025e-08,5.488561272137815e-09
1845,2.2320911785556063e-09,6.69627359117797e-09
1846,1.3465353276842507e-08,2.9272506640865004e-09
1847,1.6179670936367074e-09,7.550513103637968e-09
1848,2.654923214606697e-08,1.6090443422100975e-09
1849,2.513824481908955e-09,1.6758829879393033e-09
1850,2.7155984128057753e-09,2.7155984128057753e-09
1851,8.384270167027807e-09,1.2898877521649865e-09
1852,5.859491114534876e-09,5.208436348880241e-09
1853,1.3138249599364826e-08,3.5831591027601917e-09
1854,5.195664620760709e-09,6.754363734984281e-09
1855,1.5920811335945473e-09,1.539011762474729e-08
1856,5.177189343896771e-09,6.73034605824796e-09
1857,1.0739319655783675e-08,7.810414537345878e-09
1858,8.31924928945682e-09,5.3830437884982985e-09
1859,1.4258085379026397e-08,5.092173349652285e-09
1860,1.830873536112776e-09,3.204028820036342e-09
1861,6.6023493339173456e-09,8.488735048217677e-09
1862,1.490935552794781e-08,9.487771457372673e-09
1863,8.990317212909105e-09,4.994620939058336e-09
1864,6.233146443435089e-09,1.342523825442754e-08
1865,1.882737743486018e-09,6.589582324245669e-09
1866,2.919367858567057e-09,8.271541951376804e-09
1867,2.6690463172940326e-08,4.85281148598915e-09
1868,8.89177353968762e-09,9.87974813071446e-09
1869,4.883519366671862e-09,1.3185501579471293e-08
1870,7.454263428741115e-09,4.013834153937523e-09
1871,0.0,5.3105884134652115e-09
1872,6.047339295989218e-10,8.466275014384905e-09
1873,4.190203295451056e-09,5.38740402289406e-09
1874,2.6885741633009275e-08,8.961913877669758e-09
1875,2.8607636259891933e-09,4.005069165202713e-09
1876,6.04601479992084e-10,2.418405919968336e-09
1877,2.4739263970730008e-09,3.0924081073635534e-09
1878,4.22736201599605e-09,6.039088673581716e-10
1879,1.832797580370027e-09,6.720257683667796e-09
1880,8.984985200299889e-09,3.2089231272180996e-09
1881,0.0,7.669758217421219e-09
1882,2.6621540527571597e-09,3.9932310791357395e-09
1883,8.847074628448581e-09,6.319338941018771e-10
1884,0.0,1.3203393933736152e-09
1885,4.511945039809007e-09,4.511944928786704e-09
1886,0.0,1.2906927748801422e-09
1887,6.528924623161458e-10,2.6115699047757346e-09
1888,1.268122939990235e-09,9.510922049926762e-09
1889,0.0,1.8795409673089125e-09
1890,6.554386478008212e-10,6.554386366985909e-09
1891,6.374220040683554e-10,8.286485941866317e-09
1892,0.0,2.5074049503359674e-09
1893,6.158416554491453e-10,1.2932674930965504e-08
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,1.8055843487019274e-09,0.0
1896,5.89702897624278e-10,1.179405795248556e-09
1897,2.9133566670225264e-09,3.496028022631492e-09
1898,1.584339415217073e-08,5.6583548957434e-10
1899,7.185851913504848e-09,5.527578395003729e-10
1900,1.3496738171525635e-08,2.07642125715779e-09
1901,1.2295225282343836e-08,3.912117296778206e-09
1902,8.347482705062248e-09,7.365426046845869e-09
1903,3.2401321625741275e-09,9.1803746826713e-09
1904,8.061937784020756e-09,2.6873125946735854e-09
1905,2.0643036169332163e-09,0.0
1906,4.629765903985117e-09,3.600929110447737e-09
1907,1.5428530120153994e-09,0.0
1908,0.0,6.875944702500192e-09
1909,1.1552065082298668e-08,4.400786846048277e-09
1910,2.137660271017694e-09,5.878565634276356e-09
1911,4.788336838146279e-09,4.25629931299909e-09
1912,2.0837684910901544e-09,2.083768435579003e-09
1913,1.590896969716482e-09,1.4318072061314524e-08
1914,0.0,6.69674382614005e-09
1915,2.3561523843085297e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,2.762354567309444e-09
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,2.4232791773215467e-08,2.2718242842501013e-09
1922,6.640141769764796e-09,5.902348387820666e-09
1923,1.0615948120573648e-09,0.0
1924,0.0,9.02413699321869e-09
1925,0.0,1.2097995716331411e-08
1926,2.229227691330493e-09,7.802297030679028e-09
1927,6.689535148041159e-09,1.0034302277972529e-08
1928,0.0,0.0
1929,0.0,1.1140406375176326e-09
1930,1.0503603542488804e-09,5.251801771244402e-09
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,0.0,1.0959536611565568e-09
1933,2.2941324395731044e-09,0.0
1934,0.0,7.188948103475923e-09
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,0.0
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,9.639558484764166e-09
1945,0.0,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,6.523132700664291e-09,0.0
1949,2.9451024952109606e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.3307008807124134e-09,2.1322803522849654e-09
1952,0.0,5.272401959466322e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,0.0,9.385607846468247e-10
1956,1.744228317335228e-09,1.744228317335228e-09
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,2.4816730892496253e-09,0.0
1959,0.0,3.1002992395556817e-09
1960,0.0,2.7683333403416555e-09
1961,2.0844477810477713e-09,2.08444772553662e-09
1962,6.341956404476434e-10,3.170978146727066e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,4.258777885901566e-09,6.083968329129164e-10
1965,0.0,2.188817405102128e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,1.9721342336964653e-09,2.465167847631733e-09
1968,3.5931326802796093e-09,2.245707841908029e-09
1969,1.8167031212712459e-09,3.1792304344691047e-09
1970,6.898087434592526e-09,3.219107563845469e-09
1971,5.652237344833111e-09,3.083038491169532e-09
1972,4.1041173792777386e-09,3.5911027485013847e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,0.0,0.0
1975,1.1422960355389478e-09,1.7134440533084216e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,6.464460078348111e-09,1.7630346071939584e-09
1978,1.7821774056514528e-09,5.940591352171509e-10
1979,4.096381456264453e-09,2.9259866751729646e-09
1980,3.411090521154847e-09,2.2740602734216964e-09
1981,2.5302198114474095e-09,3.1627747087981106e-09
