year,quelques_DET oies_NOUN,quelques_DET foies_NOUN
1870,3.4404292748035914e-09,1.1468097582678638e-09
1871,8.496941816815706e-09,2.1242354542039266e-09
1872,5.442605477412599e-09,8.4662747923403e-09
1873,5.986004469882289e-10,2.095101514498765e-08
1874,6.572069888299836e-09,1.1949218281515073e-09
1875,5.721527251978387e-09,1.716458086775674e-09
1876,3.02300739996042e-09,0.0
1877,6.80329748092845e-09,6.184815992682502e-10
1878,9.058632954861423e-09,6.039088673581716e-10
1879,7.94212295929242e-09,4.27652757650776e-09
1880,6.417846032391594e-09,0.0
1881,1.3945015142624584e-09,9.064259565150223e-09
1882,5.989846396659004e-09,1.3310770263785798e-08
1883,6.319338829996468e-09,6.319338941018771e-10
1884,7.2618666635548834e-09,0.0
1885,6.445635636342928e-09,0.0
1886,1.0325542088018835e-08,3.2267319927115068e-09
1887,1.0446279397058333e-08,6.528924623161458e-10
1888,1.141310668195672e-08,0.0
1889,3.7590820456401275e-09,1.8795409673089125e-09
1890,7.209825181320184e-09,1.3108772956016423e-09
1891,1.0836173736095134e-08,0.0
1892,8.149066088591894e-09,0.0
1893,3.0792082772457263e-09,6.158416554491453e-10
1894,6.301539290376468e-09,5.671385139294216e-09
1895,3.0093072478365457e-09,1.2037228991346183e-09
1896,6.486731818355906e-09,0.0
1897,8.157398867503218e-09,1.7480140668268973e-09
1898,7.355861253444118e-09,1.6975064687230201e-09
1899,6.080336234504102e-09,3.8693048765026106e-09
1900,4.6719478286050276e-09,1.5573159428683425e-09
1901,7.265360535413379e-09,5.588738916095792e-10
1902,3.928227076954727e-09,9.820567692386817e-10
1903,3.2401321625741275e-09,0.0
1904,1.0211787859759625e-08,0.0
1905,5.160758931310738e-09,0.0
1906,7.716276506641861e-09,5.144184522798412e-10
1907,1.131425531042396e-08,5.142843373384665e-10
1908,5.893666887857307e-09,1.964555629285769e-09
1909,8.251475669407426e-09,0.0
1910,1.0688301688155377e-08,1.068830135508847e-09
1911,3.7242618988742038e-09,0.0
1912,6.772247651554153e-09,1.0418842455450772e-09
1913,1.1136278676993072e-08,3.181793939432964e-09
1914,2.678697486047099e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,0.0,0.0
1917,2.1932848870420685e-09,0.0
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,7.366278753639932e-09,5.524709134618888e-09
1920,5.300562211374427e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,1.180469710870824e-08,7.377935484775833e-10
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,7.802297030679028e-09,0.0
1927,1.3379070296082318e-08,4.4596899506643695e-09
1928,0.0,5.713020723163709e-09
1929,4.4561625500705304e-09,2.2280812750352652e-09
1930,3.1510810627466412e-09,0.0
1931,4.5621426636444085e-09,4.5621426636444085e-09
1932,8.767629400274757e-09,0.0
1933,1.3764794637438627e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,7.188948103475923e-09
1935,1.196828414151696e-08,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,6.482607117774819e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.5214697501875207e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,1.4516176261025748e-08,0.0
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,1.0798709482173763e-08,0.0
1950,2.1270722960764488e-09,0.0
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,6.326882129314981e-09,0.0
1953,9.696444758233724e-09,6.464296653518886e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,4.36057079333807e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,0.0
1958,6.617794590102477e-09,0.0
1959,1.3176271185244559e-08,0.0
1960,6.920833239831836e-09,6.920833350854139e-10
1961,9.032606829162404e-09,0.0
1962,2.5367825617905737e-09,0.0
1963,8.405868778815773e-09,2.5864212993553792e-09
1964,1.2776333657704697e-08,1.2167936658258327e-09
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,7.200797069728537e-09,1.6617224263271169e-09
1967,4.930335695263466e-09,4.930335584241163e-10
1968,7.635406917838594e-09,4.4914158503495116e-10
1969,7.720988265402795e-09,1.3625273131978588e-09
1970,4.59872487312829e-09,0.0
1971,7.193756479395574e-09,0.0
1972,2.5650733759263744e-09,0.0
1973,2.7566018356850464e-09,2.7566018356850464e-09
1974,4.500457340128605e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,0.0
1976,6.856232359631065e-09,3.9994687561772935e-09
1977,2.3507127355770763e-09,0.0
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,5.851973350345929e-09,5.851973350345929e-10
1980,4.548120602354544e-09,5.685150683554241e-10
1981,5.69299452024552e-09,6.325549528618524e-10
1982,9.932003885992913e-09,6.207502289967692e-10
1983,2.526126308133314e-09,0.0
1984,5.219107646059484e-09,0.0
1985,7.820225467192188e-09,1.8046674155058895e-09
1986,4.795588426365072e-09,5.994485463567401e-10
1987,3.055408426266837e-09,0.0
1988,1.7989661427186832e-09,5.996553809062277e-10
1989,6.036934285802431e-09,0.0
1990,9.262707045820662e-09,1.089730194969718e-09
1991,6.447611611282156e-09,5.861465202094962e-10
1992,6.611932834577061e-09,0.0
1993,7.75489034099408e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,4.337960546330066e-09,5.422450821690461e-10
1996,3.2028553142993132e-09,0.0
1997,2.876936688878118e-09,4.79489448146353e-10
1998,5.2449422582867555e-09,9.536258449571733e-10
1999,7.769341975327748e-09,4.570201161957499e-10
2000,5.743440834038438e-09,4.4180314962005696e-10
2001,4.381211921034023e-09,4.3812117822561447e-10
2002,5.695587723675288e-09,4.38122149670761e-10
2003,5.000307723435071e-09,8.333845835650777e-10
2004,3.9643121285681815e-09,0.0
2005,5.404499625605297e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,5.991719120856942e-09,7.988958938831558e-10
2008,5.960415716543821e-09,4.257439678578834e-10
2009,6.675469732542183e-09,1.430457752249481e-09
2010,9.919965127114239e-09,4.2514138876015295e-09
2011,1.56782850591064e-08,2.2943831279320648e-09
2012,1.3957436206801788e-08,3.063827413996023e-09
2013,1.3666712872506537e-08,2.5102124823206395e-09
2014,1.2776126934177512e-08,3.681256854903836e-09
2015,1.0639561565106703e-08,2.21657536769726e-09
2016,1.5120782848043746e-08,2.899876117012923e-09
2017,7.798395401659164e-09,1.0062445321423752e-09
2018,1.3165480483579017e-08,3.872199894061623e-09
2019,9.693753133532823e-09,7.652963596171958e-09
