year,vingt - deux âmes,vingt - deux femmes
1800,0.0,3.4447684704730364e-09
1801,0.0,0.0
1802,0.0,0.0
1803,2.14285567068373e-09,2.14285567068373e-08
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.4782087554010559e-08
1816,0.0,5.0662816164503965e-09
1817,8.530617989777056e-09,0.0
1818,1.303322894052883e-09,1.8246520738784966e-08
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,1.1880353589788228e-08
1822,0.0,0.0
1823,0.0,0.0
1824,2.7562614413056963e-09,2.7562614413056963e-09
1825,9.610704454487973e-10,0.0
1826,2.883177252499536e-09,9.61059121173946e-10
1827,0.0,1.4084916344359044e-08
1828,0.0,3.0069324807868725e-09
1829,9.365494157975718e-09,2.9033030646274938e-08
1830,0.0,3.424176275856894e-09
1831,0.0,1.7114482275815135e-08
1832,0.0,5.633983590769276e-08
1833,0.0,1.2673779803407115e-09
1834,6.137246266746388e-09,2.3526109060867384e-08
1835,0.0,1.6599210894696625e-08
1836,0.0,2.5702213690692588e-08
1837,0.0,1.0627383417727287e-08
1838,1.3764486217482386e-09,4.129345754222413e-09
1839,0.0,4.5855470531819265e-09
1840,0.0,2.0875616790760887e-09
1841,0.0,9.125727840064712e-09
1842,0.0,1.4670415993123243e-08
1843,0.0,8.390431460725267e-09
1844,0.0,1.4361537736817809e-08
1845,0.0,5.490364163307504e-09
1846,0.0,7.687925851485033e-09
1847,0.0,8.246839655612348e-09
1848,0.0,2.114163955013737e-08
1849,0.0,1.1926474918766417e-08
1850,5.201046704428336e-09,4.4580401592497765e-09
1851,5.646854983609728e-09,2.823427491804864e-09
1852,2.85341283934315e-09,4.993472302317059e-09
1853,0.0,7.844450422567206e-09
1854,0.0,5.114865420097203e-09
1855,1.1635575836166367e-09,4.072451709191682e-09
1856,5.671140224094984e-10,3.4026841344569903e-09
1857,0.0,9.629455455240077e-09
1858,0.0,1.0185877030721713e-08
1859,3.344556187556691e-09,7.246538480387699e-09
1860,5.017982029897894e-09,9.032367742634051e-09
1861,2.0655375188027847e-09,1.136045657545992e-08
1862,0.0,5.44619338516128e-09
1863,0.0,1.9189146271969548e-08
1864,0.0,1.312384922957932e-08
1865,0.0,1.5478816006719853e-09
1866,0.0,1.3348265603951859e-08
1867,0.0,9.58199741774024e-09
1868,2.7049558148917185e-09,5.409911407738832e-09
1869,0.0,2.1429249486004665e-09
1870,0.0,2.513315333629862e-09
1871,0.0,2.3329851384090716e-09
1872,4.643458062503214e-09,5.3068092142893875e-09
1873,0.0,6.560424425927636e-10
1874,0.0,4.588614821443571e-09
1875,1.886091061109596e-09,2.5147880999831784e-09
1876,0.0,1.062532994922094e-08
1877,0.0,8.169072529540244e-09
1878,0.0,1.0634940039722096e-08
1879,1.3441058266394634e-09,2.688211653278927e-09
1880,0.0,2.8267932439263177e-09
1881,7.684392566709164e-10,3.0737570266836656e-09
1882,1.4655266999952232e-09,8.793159977926734e-09
1883,6.966609511493971e-10,5.573287609195177e-09
1884,2.1824526630354057e-09,5.092389621097482e-09
1885,7.102083920962343e-10,8.522500927199417e-09
1886,0.0,4.2668775179777185e-09
1887,0.0,2.1607871047990557e-09
1888,0.0,1.397803872649206e-09
1889,0.0,6.914062211649252e-09
1890,0.0,2.8915898564463305e-09
1891,0.0,2.8108828598050195e-09
1892,6.917188488664294e-10,4.150312982176274e-09
1893,6.792941764643956e-10,7.472236163152957e-09
1894,1.3917619279268933e-09,2.0876429474014913e-09
1895,1.328391507904314e-09,1.0627132063234512e-08
1896,0.0,1.1707837366259355e-08
1897,0.0,7.086025766156467e-09
1898,1.2485185107991015e-09,3.745555421375002e-09
1899,0.0,9.150615376540827e-09
1900,1.7208012792480076e-09,6.309604838605765e-09
1901,0.0,4.317142199283808e-09
1902,0.0,3.244291502113583e-09
1903,0.0,1.7882977321193039e-09
1904,0.0,1.187045350903304e-09
1905,0.0,5.128106383978093e-09
1906,0.0,5.675657277492974e-09
1907,1.1367379260107668e-09,8.525534056502693e-09
1908,0.0,7.594810336186697e-09
1909,0.0,3.0330327138727853e-09
1910,0.0,5.898358468314768e-10
1911,0.0,7.046172534330708e-09
1912,5.74772174299909e-10,1.7243164673885758e-09
1913,0.0,3.5106602069845394e-09
1914,0.0,8.863912270840046e-09
1915,0.0,9.09166786300375e-09
1916,0.0,0.0
1917,0.0,7.2366139747259695e-09
1918,1.2637696444883773e-09,3.791309044487434e-09
1919,0.0,6.080967729360509e-09
1920,8.343376545205672e-10,1.6686753090411344e-09
1921,8.356959568800448e-10,0.0
1922,0.0,4.886332227727053e-09
1923,0.0,0.0
1924,0.0,1.424905637925633e-09
1925,2.4370372386783856e-09,2.4370372386783856e-09
1926,0.0,4.938281339406103e-09
1927,0.0,3.702804063365761e-09
1928,0.0,1.2651650838080286e-09
1929,0.0,8.63983906640442e-09
1930,0.0,4.650317464438558e-09
1931,0.0,1.2628545986714812e-09
1932,0.0,4.8515280681726836e-09
1933,0.0,1.2687977335446021e-09
1934,0.0,2.6548352405342257e-09
1935,0.0,2.6527477992033255e-09
1936,0.0,4.0266878720274235e-09
1937,0.0,6.973795318998555e-09
1938,0.0,1.4344111454178687e-09
1939,0.0,1.0165305042164618e-08
1940,2.8146149855245994e-09,2.8146149855245994e-09
1941,0.0,3.2809635008845817e-09
1942,3.3643954289175326e-09,0.0
1943,0.0,0.0
