year,vingt - deux âmes,vingt - deux femmes
1944,0.0,1.0648351533859568e-08
1945,0.0,4.805924103123971e-09
1946,1.5397358943403106e-09,1.5397358943403106e-09
1947,0.0,6.58391385854884e-09
1948,3.609619714239898e-09,7.219239428479796e-09
1949,0.0,3.244822410763959e-09
1950,0.0,2.35255281921809e-09
1951,0.0,5.899529753605748e-09
1952,0.0,7.0081694891754864e-09
1953,0.0,1.1908261043913626e-09
1954,0.0,2.1613446588020224e-09
1955,0.0,7.271478308368273e-09
1956,0.0,4.823445420854e-09
1957,0.0,2.9336328921658605e-09
1958,0.0,1.829783657925077e-09
1959,0.0,1.7148831243929408e-09
1960,0.0,3.061346287580591e-09
1961,0.0,1.533625781924286e-09
1962,6.994257950587723e-10,2.7977031802350893e-09
1963,1.4264366354765912e-09,3.566091644202629e-09
1964,0.0,3.355656641446103e-09
1965,6.033863408916318e-10,5.430476957002384e-09
1966,0.0,1.8331725026854429e-09
1967,0.0,3.2591320753283526e-09
1968,4.940934328345747e-10,3.952747462676598e-09
1969,4.992740665343831e-10,3.4949185767629842e-09
1970,0.0,3.0347264701191534e-09
1971,0.0,4.533065922629476e-09
1972,0.0,4.522403340700976e-09
1973,6.093281434971232e-10,1.8279844304913695e-09
1974,0.0,5.597361074638485e-09
1975,0.0,7.578680794040338e-09
1976,0.0,3.1556841584290396e-09
1977,6.494660920175477e-10,5.195728569606928e-09
1978,0.0,3.926081848515395e-09
1979,0.0,5.153156124038105e-09
1980,0.0,5.009333836625274e-09
1981,6.962825871426048e-10,3.481412935713024e-09
1982,1.3637428963875209e-09,6.136843033743844e-09
1983,6.941931474102603e-10,6.941931474102603e-10
1984,0.0,2.5472526310466037e-09
1985,0.0,7.930096801445075e-09
1986,1.316708742038486e-09,7.900252563253218e-09
1987,0.0,7.385047684493884e-09
1988,0.0,4.610069659349847e-09
1989,0.0,4.21946450002153e-09
1990,0.0,4.775996487182965e-09
1991,6.429924925832609e-10,7.715909688954525e-09
1992,0.0,7.2420429653163865e-09
1993,1.2132143067944412e-09,8.492499981027635e-09
1994,1.732010979083043e-09,5.7733701153139805e-09
1995,5.928857960135758e-10,7.1146294411406075e-09
1996,0.0,1.2250417569248384e-08
1997,0.0,6.2810885381736625e-09
1998,1.0405120098866405e-09,8.84435191750299e-09
1999,9.970285708149618e-10,1.2961371698150259e-08
2000,0.0,1.445205788375148e-09
2001,0.0,8.59944027098436e-09
2002,0.0,5.250680779056438e-09
2003,0.0,8.622071057118319e-09
2004,4.796653629846048e-10,4.31698810032799e-09
2005,0.0,8.338390200535173e-09
2006,0.0,7.179869809803563e-09
2007,8.726048217333471e-10,1.6143189007777892e-08
2008,0.0,9.297675962471885e-10
2009,0.0,4.694127087034872e-09
2010,0.0,5.6945490545246e-09
2011,0.0,7.133925228330895e-09
2012,7.499130205701476e-10,1.0123826221786203e-08
2013,3.0801944328473496e-10,9.548602963871389e-09
2014,2.395155185297426e-10,8.622559111159944e-09
2015,2.4514165697375745e-10,7.35424954267927e-09
2016,1.1462439886145148e-09,8.71145422465247e-09
2017,0.0,6.135843833021681e-09
2018,2.86499379775762e-10,6.589485956887131e-09
2019,0.0,5.3817523770760545e-09
