year,mes_DET hôtes_NOUN,mes_DET fautes_NOUN
1955,2.5247285151408505e-07,2.1868466193453173e-07
1956,2.0756317375969502e-07,2.8605344759569107e-07
1957,2.3324499309751445e-07,1.9878834800479694e-07
1958,2.6140288866827177e-07,2.2417779566019647e-07
1959,2.5267437564480133e-07,2.7825184911733913e-07
1960,2.539945906931962e-07,3.418891694195736e-07
1961,1.7717806244377243e-07,3.5505093709531366e-07
1962,1.9342967227942154e-07,2.5431245953555504e-07
1963,1.545386716372832e-07,2.4053717950778264e-07
1964,2.2936561094866192e-07,2.786457355963279e-07
1965,1.997295839828439e-07,3.015095941805157e-07
1966,1.6728006002608709e-07,2.570130810397586e-07
1967,1.9819949770294443e-07,2.7166149108026616e-07
1968,1.9986799770776997e-07,2.843066155833185e-07
1969,1.7440350141839644e-07,2.1527931770570774e-07
1970,1.66013973235124e-07,2.1476046407897798e-07
1971,1.6802559521522653e-07,2.533229848111773e-07
1972,1.5903454730903377e-07,2.780539516411551e-07
1973,1.8800024648157887e-07,1.6980668093857787e-07
1974,1.3670139153987293e-07,1.4570231265942368e-07
1975,1.433581555687624e-07,1.5363881677998847e-07
1976,1.4912305168479634e-07,1.856896192364843e-07
1977,1.3340295268449154e-07,1.6983900108513694e-07
1978,1.443563757419497e-07,1.6633655874898068e-07
1979,1.6795163304550442e-07,1.8258157030714983e-07
1980,1.3701212964178922e-07,1.7282857589506762e-07
1981,1.903990352047913e-07,1.8407348956195335e-07
1982,1.7505156968411484e-07,1.806383234104203e-07
1983,1.496729957750631e-07,1.5472524594883907e-07
1984,1.6469183883316418e-07,1.722305509321842e-07
1985,1.684356227826811e-07,1.7264650997717013e-07
1986,1.6245055789454454e-07,2.0561084523862405e-07
1987,1.7415828601485828e-07,2.254891411368476e-07
1988,1.7929695950158475e-07,1.8649282607086093e-07
1989,1.783639653751834e-07,1.9482834190398535e-07
1990,1.5583141177444304e-07,1.4820330074272192e-07
1991,1.342275579574448e-07,1.617764375794195e-07
1992,1.6695131321853296e-07,1.708082706386449e-07
1993,2.2267614241400224e-07,2.1658300752847026e-07
1994,1.804024929441539e-07,1.4400549641635507e-07
1995,1.4315270213671738e-07,2.017151636835024e-07
1996,1.8790085043463023e-07,1.9964465103328166e-07
1997,1.8748037078353263e-07,1.601494759029265e-07
1998,1.9167879550252565e-07,1.7499034088430676e-07
1999,1.7595274925952253e-07,1.6498426669286914e-07
2000,2.1604173916500713e-07,2.3592288656004712e-07
2001,1.936495674925709e-07,1.9321143862605084e-07
2002,2.0416492851893508e-07,1.5816209586461127e-07
2003,2.754336172472449e-07,1.9667876172135834e-07
2004,2.2112051567546587e-07,1.916084162445486e-07
2005,2.2383635034373128e-07,1.7564623933097323e-07
2006,1.774810538535121e-07,1.7748105207715525e-07
2007,2.4885607707858526e-07,1.929333528494226e-07
2008,2.5714936136012057e-07,2.0052540650183914e-07
2009,2.7512470524015953e-07,2.2076731021059004e-07
2010,2.9051327388174286e-07,2.5036101991560145e-07
2011,2.84885906864929e-07,2.462637911371246e-07
2012,3.417869613997482e-07,2.995742303113502e-07
2013,4.044231296518319e-07,3.4891954747706677e-07
2014,4.198798286836336e-07,3.462546978028058e-07
2015,4.7013565307452154e-07,3.825809127278035e-07
2016,4.7185124785187327e-07,4.3933122562123117e-07
2017,3.728136093172907e-07,3.3784659780877746e-07
2018,3.923829332563855e-07,3.9005963170524183e-07
2019,3.96933682367262e-07,4.0305605342183526e-07
