year,leurs_DET os_NOUN,leurs_DET fosses_NOUN
1800,8.237711046632512e-07,5.97391274226311e-08
1801,5.667214679760946e-07,2.3811825844433088e-09
1802,4.520437073551875e-07,4.0281122437590966e-08
1803,8.210928008622886e-07,4.095712213825209e-08
1804,6.352656960473269e-07,7.4155526164076946e-09
1805,7.050336705560767e-07,7.391481915419718e-08
1806,7.031272453161819e-07,3.1698359492793315e-08
1807,4.83982385279802e-07,3.4163463169534225e-08
1808,5.869131616265122e-07,3.852325747288887e-08
1809,4.924686400897826e-07,4.9698672066611493e-08
1810,5.663107032205517e-07,3.510190182964834e-08
1811,3.911039723192289e-07,7.270522672797597e-08
1812,7.414838680830371e-07,1.600324850414836e-08
1813,3.0482860791103406e-07,2.8757416448144113e-09
1814,2.926409639059102e-07,6.293354282149721e-09
1815,3.6412516735140343e-07,1.6183340889597275e-08
1816,7.068691658673742e-07,2.5493642752394408e-08
1817,6.974792654546036e-07,7.784366928831332e-09
1818,7.760686528968108e-07,3.695565098382758e-08
1819,6.200279045742718e-07,5.693077653745604e-08
1820,3.5124784503182127e-07,3.797273961936298e-08
1821,3.116230424815569e-07,4.043210211079895e-08
1822,6.386317323858748e-07,6.416394171537831e-08
1823,4.842516467817859e-07,2.569498569471307e-08
1824,4.6905597717028513e-07,2.7789671008804362e-08
1825,6.427973140432641e-07,7.220463427159984e-08
1826,4.3335281674217185e-07,3.435113882233054e-08
1827,4.5441155549497125e-07,6.267745789045875e-08
1828,4.439393741506592e-07,3.393751413227619e-08
1829,5.015307920075429e-07,6.944272712416932e-08
1830,3.788571483198666e-07,1.5655253093882493e-08
1831,4.770908930140649e-07,4.8332740476553226e-08
1832,3.9372211446675465e-07,1.352996914505411e-08
1833,7.320853185888154e-07,7.297686066554121e-08
1834,5.946096166553616e-07,2.42697808516823e-08
1835,6.768963771719427e-07,4.0084366048631637e-08
1836,6.411595840916107e-07,4.099657502365517e-08
1837,5.656765198480684e-07,3.75726116885744e-08
1838,4.3364552659852507e-07,4.797243136067664e-08
1839,4.2927656274116543e-07,3.705482010118999e-08
1840,3.681679974221197e-07,4.649872664685972e-08
1841,4.1669359518436977e-07,3.4028907247574125e-08
1842,3.427923296328572e-07,4.8970334898257306e-08
1843,3.8867474660975176e-07,4.0166995285417784e-08
1844,5.137293221935124e-07,4.8299337862545144e-08
1845,4.1014676810391393e-07,4.910600603924564e-08
1846,3.7117539264386323e-07,4.332331005052481e-08
1847,3.3222258455367637e-07,4.853901458545806e-08
1848,3.1778625952938455e-07,4.585776380849893e-08
1849,3.93832497280755e-07,3.0165893116773645e-08
1850,4.4196363724324783e-07,4.752297222410107e-08
1851,3.8954609848929067e-07,4.385618268543112e-08
1852,4.101643682474787e-07,7.291811243703705e-08
1853,5.840549555102825e-07,5.195580832229041e-08
1854,3.6785303691999616e-07,3.221311883905287e-08
1855,4.112876368367324e-07,3.078023524949458e-08
1856,3.7223991089518904e-07,2.8474541557965694e-08
1857,4.4080027983284253e-07,3.612316845647001e-08
1858,3.2640819958018596e-07,2.6915218498402282e-08
1859,4.4760204787053226e-07,4.2265038802113963e-08
1860,3.904337937399305e-07,4.57718396518203e-08
1861,3.961409413832939e-07,3.489813238388706e-08
1862,3.3207200011986515e-07,6.505900540521026e-08
1863,4.1155675090109867e-07,5.893652499366908e-08
1864,3.994008466179366e-07,4.123465868755005e-08
1865,3.3136185439985866e-07,2.9182435634655945e-08
1866,3.474047645113387e-07,4.0384586896813346e-08
1867,3.0572712361731647e-07,4.124889585455094e-08
1868,3.131880248474772e-07,4.4952852551460865e-08
1869,2.9887138097706156e-07,3.9068153823151874e-08
1870,3.922089488739289e-07,3.039045992636602e-08
1871,2.9102027099270344e-07,5.629224020253787e-08
1872,3.785634321573639e-07,5.079765008630943e-08
1873,3.7532247088023496e-07,4.250063073696353e-08
1874,3.124720624470001e-07,3.943241888570981e-08
1875,2.6261808372396445e-07,8.296214559777582e-08
1876,2.9383632949020466e-07,4.474051062963724e-08
1877,2.7955367620791094e-07,4.762308236649915e-08
1878,2.596808119648131e-07,4.1065803202400275e-08
1879,2.914148069521616e-07,3.665595116331133e-08
1880,2.7981808514709883e-07,4.55667077403632e-08
1881,2.537992793705257e-07,5.508281075705668e-08
1882,2.3293848627758962e-07,6.322616030729478e-08
1883,2.597248212055092e-07,3.6652167523243406e-08
1884,2.5086449184641424e-07,4.687204935294176e-08
1885,3.1067965444719903e-07,4.7697705396476664e-08
1886,2.671734105064161e-07,3.1621971596784704e-08
1887,1.7171072386190644e-07,3.982643903555072e-08
1888,2.529905316350778e-07,3.233713385952797e-08
1889,2.813046418026488e-07,2.4434033463194282e-08
1890,2.3989054431794443e-07,5.1124214195397144e-08
1891,1.816652765995741e-07,2.4859458491732767e-08
1892,2.438451378594664e-07,3.886477606407368e-08
1893,2.4633666928508546e-07,5.4194064791346364e-08
1894,2.2181417946853799e-07,3.7809237074526436e-08
1895,2.184757050827102e-07,3.7315409429083957e-08
1896,1.780902731951528e-07,4.0689499769541726e-08
1897,1.9985627330854072e-07,2.9133568446582103e-08
1898,1.980424211289744e-07,5.318853668612178e-08
1899,1.8738490936698327e-07,5.03009616181771e-08
1900,1.681901222738702e-07,3.218453059616877e-08
1901,1.4586608276800916e-07,2.794369535763508e-08
1902,1.2324812725950096e-07,1.9641134607617516e-08
1903,1.625466277133114e-07,3.564145401036001e-08
1904,2.0477321793777037e-07,3.815983973254333e-08
1905,1.7288543485705077e-07,2.941632648578718e-08
1906,2.5360828281861814e-07,6.533114316198407e-08
1907,1.871994941282651e-07,3.959989314239465e-08
1908,1.3997458303549593e-07,3.634427869769752e-08
1909,1.7988216471920282e-07,3.5206294768386215e-08
1910,2.2659199405694608e-07,6.787071693548086e-08
1911,2.1919941062265025e-07,3.405039450399272e-08
1912,1.8962292891444577e-07,3.69868912164506e-08
1913,1.8560464631889317e-07,2.6514948459066545e-08
1914,1.6072184827464753e-07,1.7411534103395354e-08
1915,2.4503985152080077e-07,6.125996021566493e-08
1916,1.7140440267127133e-07,2.0876177231343718e-08
1917,2.6648412010388256e-07,6.799183438488399e-08
1918,2.0330886663089132e-07,6.087779613750399e-08
1919,2.5321582874937576e-07,2.5781975665495338e-08
1920,1.9914969939804905e-07,4.694783495295951e-08
1921,2.203669495770555e-07,4.0892835784234194e-08
1922,1.696925187033571e-07,3.541408943874558e-08
1923,2.1550374107448533e-07,1.8047112249064412e-08
1924,1.6888027598582767e-07,2.8361574311297488e-08
1925,1.6497267196768917e-07,3.519416935660047e-08
1926,1.8948435087651205e-07,3.1209186346359274e-08
1927,2.2632926421906063e-07,1.8953683067479687e-08
1928,1.9881311708047633e-07,2.2852082892654835e-08
1929,1.804745841660349e-07,1.3368487650211591e-08
1930,1.7015837805445244e-07,2.10072066408884e-08
1931,1.8590731531986648e-07,2.052964109822142e-08
1932,1.8083235220345273e-07,2.1919073223131136e-08
1933,1.8238353405308771e-07,3.211785326584504e-08
1934,1.5695869670651064e-07,2.3963160344919743e-08
1935,1.843115766675396e-07,2.154291145473053e-08
1936,1.7823330100696921e-07,3.516167179640206e-08
1937,1.44797860368584e-07,2.7700460591972842e-08
1938,1.646582195036217e-07,2.3337385357535823e-08
1939,1.3611705007576802e-07,1.3764645423464117e-08
1940,1.8764793541237168e-07,1.7750480196809804e-08
1941,1.387206172154265e-07,2.9515025090631752e-08
1942,1.5474480141719482e-07,4.5513175450651033e-08
1943,2.293555789734114e-07,3.483882360377777e-08
1944,2.1207028666481165e-07,9.639558484764166e-09
1945,2.2874292149310804e-07,1.9606536838523425e-08
1946,1.9071913115453754e-07,3.480275978517966e-08
1947,1.8358140629892716e-07,1.907339353124371e-08
1948,2.18524938588871e-07,2.391815279167986e-08
1949,1.1878579719848403e-07,1.2762110479513922e-08
1950,1.893094374594284e-07,6.381216888229346e-09
1951,1.7164856247475768e-07,1.4925962688039363e-08
1952,1.782071823441811e-07,1.370824520563474e-08
1953,1.8100029830492304e-07,2.8011951869189033e-08
1954,1.7688290654405137e-07,1.07497895029951e-08
1955,1.773879945154988e-07,1.3139850985055546e-08
1956,1.718064917000106e-07,1.657016923672927e-08
1957,1.52846157508435e-07,1.5019564481022485e-08
1958,1.5965430577580264e-07,2.6471179026543723e-08
1959,1.271122624935117e-07,1.0851047171911432e-08
1960,1.398008375730342e-07,1.591791637389761e-08
1961,1.8343140784082834e-07,2.1539294070560544e-08
1962,1.6362247734491575e-07,1.8391673961559718e-08
1963,1.6682417225410973e-07,2.0044765847160306e-08
1964,1.8495263254258987e-07,1.2776333768727e-08
1965,1.2859301978807025e-07,1.8057743744748223e-08
1966,1.7669648855189735e-07,1.772503954722282e-08
1967,1.5875680858812302e-07,1.429797347185513e-08
1968,1.8055492212454283e-07,2.3355362088750553e-08
1969,2.0574163350772778e-07,1.9529558414888015e-08
1970,1.7199232082987237e-07,2.0234390163409444e-08
1971,1.8755150499316642e-07,2.6719666479380066e-08
1972,1.6057359708554486e-07,2.257264553051641e-08
1973,1.5436970901561153e-07,2.2052815351614186e-08
1974,1.2657536263560587e-07,1.0688586071783135e-08
1975,1.296505973691353e-07,1.5420996923865005e-08
1976,1.262689486303259e-07,1.314111219841152e-08
1977,1.1224653495567338e-07,1.469195431980097e-08
1978,1.6039596673067535e-07,2.7920778578049976e-08
1979,1.5098090688780985e-07,1.9311512389208474e-08
1980,1.216622216304586e-07,2.2740602401150056e-08
1981,1.6383172685152658e-07,1.1385989540091401e-08
1982,1.5022155874788723e-07,2.1726258681020738e-08
1983,1.187279430325816e-07,1.8314416649900522e-08
1984,1.3743650351116798e-07,1.5077421977593986e-08
1985,1.4437339146411432e-07,2.2257564680217e-08
1986,1.6544779901650486e-07,2.09806990114636e-08
1987,1.240495812737663e-07,7.944062296871834e-09
1988,1.2412866090549812e-07,1.3192418490959312e-08
1989,1.4543523807475367e-07,1.4817929994137558e-08
1990,1.2041518981931176e-07,2.996757964002228e-08
1991,1.4243361112775688e-07,1.4653663171770859e-08
1992,1.371976168229594e-07,2.1488782309120324e-08
1993,1.2407824367954845e-07,1.3848018731721368e-08
1994,1.6563269689129356e-07,1.0549853435293244e-08
1995,1.3773024765129094e-07,2.3316537756112865e-08
1996,1.361213541883899e-07,1.5480466686312866e-08
1997,1.601494759029265e-07,2.7330897878208305e-08
1998,1.2540179206155244e-07,1.5258013519314773e-08
1999,1.4441835149980875e-07,1.919484549084416e-08
2000,1.387261896468317e-07,1.5904913053255143e-08
2001,1.3494132655722524e-07,1.4896120420493375e-08
2002,1.6648641398830932e-07,2.1906107150471144e-08
2003,1.4709237827759125e-07,1.7084383685528337e-08
2004,1.33465172691416e-07,1.497629043001325e-08
2005,1.4231848943779823e-07,1.981649888627146e-08
2006,1.519501351410213e-07,1.2353669365250397e-08
2007,1.5498580863138045e-07,1.0385647009059085e-08
2008,1.443272097390036e-07,1.8306990035021897e-08
2009,1.6450263817802124e-07,1.764231316592202e-08
2010,1.8989648076228605e-07,1.606089627959051e-08
2011,2.1643681336058762e-07,1.529588808391047e-08
2012,2.6553170151544236e-07,1.872338906139248e-08
2013,2.870009616628977e-07,2.5102125822407118e-08
2014,3.116075495412929e-07,1.4725027419615344e-08
2015,3.0012432183923465e-07,2.4825643943349185e-08
2016,3.071797376463792e-07,1.9263461936702697e-08
2017,3.3684035649628186e-07,2.9935776524325775e-08
2018,3.229414868854974e-07,1.5746946857575495e-08
2019,2.9770026799269544e-07,1.3010037824834342e-08
