year,jambes_NOUN in_ADJ,jambes_NOUN fines_ADJ
1800,0.0,9.432493897065797e-09
1801,0.0,9.28661236798689e-08
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,0.0,8.386458461018265e-08
1804,0.0,5.19088700912107e-08
1805,0.0,0.0
1806,0.0,3.1698359492793315e-08
1807,0.0,5.693910232196231e-09
1808,0.0,1.8128591960930862e-08
1809,0.0,2.259030518203531e-09
1810,0.0,2.8081521108447305e-08
1811,0.0,2.0056614147279106e-08
1812,0.0,2.9339290108509886e-08
1813,0.0,5.463909147351842e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,8.091670444798638e-09
1816,0.0,1.6454987417091615e-07
1817,0.0,7.784366928831332e-09
1818,0.0,1.0729059418679299e-08
1819,0.0,1.8631890696951814e-08
1820,0.0,4.390598107306687e-08
1821,0.0,1.2819934447350079e-08
1822,0.0,4.210758675071702e-08
1823,0.0,2.8659792761231984e-08
1824,1.6842225392110777e-09,8.421112696055388e-09
1825,1.7610886082763955e-09,1.0566531649658373e-08
1826,0.0,4.492072136486058e-08
1827,0.0,8.295545583791863e-09
1828,0.0,7.337841001486822e-09
1829,8.57317605795771e-10,1.628903412154159e-08
1830,1.0436835840010872e-09,1.1480519646056564e-08
1831,0.0,5.3010101197514814e-08
1832,2.705993873419743e-09,5.817886972181441e-08
1833,0.0,4.51761508202253e-08
1834,0.0,4.0138484536100805e-08
1835,0.0,2.571449897459388e-08
1836,0.0,3.965242711956307e-08
1837,0.0,3.1310509740478665e-08
1838,6.312161904276081e-10,2.3354999711955315e-08
1839,0.0,2.027527834513876e-08
1840,0.0,3.3759349093998026e-08
1841,0.0,4.55858959469424e-08
1842,6.708265054555795e-10,1.609983613093391e-08
1843,0.0,3.18973185642335e-08
1844,0.0,4.171306500211358e-08
1845,0.0,2.7343116215661212e-08
1846,0.0,3.102885770545072e-08
1847,0.0,3.613459753637471e-08
1848,0.0,6.999342616609283e-08
1849,1.6758829879393033e-09,1.6758828991214614e-08
1850,0.0,2.5798184921654865e-08
1851,1.9348316282474798e-09,4.321124080775007e-08
1852,0.0,3.971432604998881e-08
1853,0.0,6.808001984381917e-08
1854,0.0,2.8056588163849483e-08
1855,0.0,3.237231638308913e-08
1856,0.0,3.986435714864456e-08
1857,4.881509085841174e-10,4.5886185517929334e-08
1858,0.0,3.327699715782728e-08
1859,0.0,3.768208145515928e-08
1860,0.0,5.080674014834585e-08
1861,4.715963730639317e-10,4.102888340185018e-08
1862,0.0,4.698705780015189e-08
1863,4.994620828036034e-10,4.145535115185339e-08
1864,4.794727948009836e-10,3.931677028390368e-08
1865,0.0,3.812543880599151e-08
1866,0.0,4.719644408623935e-08
1867,0.0,7.424801395927716e-08
1868,0.0,4.791677810089823e-08
1869,0.0,4.6393431318847433e-08
1870,0.0,2.408300403544672e-08
1871,0.0,3.080141297573391e-08
1872,0.0,2.2979889990892843e-08
1873,0.0,2.8732820567256567e-08
1874,0.0,4.002988163165355e-08
1875,0.0,4.062284375550007e-08
1876,0.0,3.688068872520489e-08
1877,6.184815992682502e-10,2.72131899237138e-08
1878,6.039088673581716e-10,3.200716847118201e-08
1879,6.10932526790009e-10,4.581993806596074e-08
1880,1.9253538763308597e-09,5.326812413386506e-08
1881,0.0,5.438555916725818e-08
1882,6.655385131892899e-10,2.994923420374107e-08
1883,0.0,4.802697617378726e-08
1884,0.0,5.809493330843907e-08
1885,0.0,3.158361394639542e-08
1886,0.0,4.969167122226281e-08
1887,6.528924623161458e-10,3.852065688647599e-08
1888,0.0,4.882273429984707e-08
1889,0.0,4.698852507090123e-08
1890,0.0,5.767860145056147e-08
1891,6.374220040683554e-10,3.824532157636895e-08
1892,0.0,3.63573704476039e-08
1893,0.0,3.571881634911733e-08
1894,0.0,4.222031435574536e-08
1895,0.0,3.5509824414248214e-08
1896,0.0,4.0689499769541726e-08
1897,0.0,4.078699333831537e-08
1898,0.0,4.7530182456512193e-08
1899,0.0,6.246163763989898e-08
1900,0.0,3.218453059616877e-08
1901,0.0,5.4210769206974874e-08
1902,0.0,3.780918689244572e-08
1903,0.0,6.912281946824805e-08
1904,0.0,2.7948050984605288e-08
1905,0.0,4.18021492976095e-08
1906,0.0,3.600929332492342e-08
1907,0.0,6.017126708002252e-08
1908,0.0,5.451641982290312e-08
1909,0.0,4.015717891547865e-08
1910,0.0,5.3975920621951445e-08
1911,0.0,4.788336838146279e-08
1912,0.0,5.782457535019603e-08
1913,0.0,5.833288696521777e-08
1914,0.0,7.567320636781005e-08
1915,0.0,1.8849219074468238e-08
1916,1.0987462051303964e-09,2.6369908923129515e-08
1917,1.0966424435210342e-09,7.018511638534619e-08
1918,0.0,5.972916028440522e-08
1919,0.0,6.169258170984904e-08
1920,0.0,7.723676276327751e-08
1921,0.0,7.951384617399526e-08
1922,0.0,6.64014194740048e-08
1923,0.0,6.900366145146108e-08
1924,0.0,5.0277336072213075e-08
1925,0.0,6.708888378170741e-08
1926,0.0,7.356451448004009e-08
1927,0.0,6.578042643923254e-08
1928,0.0,6.627104198742018e-08
1929,0.0,5.7930112262738476e-08
1930,0.0,4.411513643276521e-08
1931,0.0,2.8513390759599133e-08
1932,0.0,5.041386685888938e-08
1933,0.0,3.326492148403304e-08
1934,0.0,3.2350264689284813e-08
1935,0.0,5.2660450222674626e-08
1936,0.0,4.00115567344983e-08
1937,0.0,2.895957251780601e-08
1938,0.0,5.315737894306949e-08
1939,0.0,6.117620188206274e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,5.60785480274717e-08
1942,0.0,2.1239483061208375e-08
1943,2.9032352077962287e-09,4.3548528338988035e-08
1944,0.0,4.819779064746399e-08
1945,0.0,3.485606470121638e-08
1946,0.0,4.733175273941015e-08
1947,0.0,5.4836007734593295e-08
