year,jambes_NOUN in_ADJ,jambes_NOUN fines_ADJ
1948,0.0,5.979538286737807e-08
1949,0.0,3.6322930441201606e-08
1950,0.0,4.998619829166273e-08
1951,0.0,3.0918066329377325e-08
1952,0.0,4.5342655852209646e-08
1953,0.0,5.386913670690774e-08
1954,0.0,4.202190595492539e-08
1955,0.0,4.6928040120519654e-08
1956,0.0,4.534993536253751e-08
1957,0.0,3.710716001137371e-08
1958,0.0,6.038737865310395e-08
1959,0.0,4.030388822684472e-08
1960,0.0,4.706166834012038e-08
1961,0.0,5.419564175213054e-08
1962,0.0,5.200404373795209e-08
1963,0.0,4.267594988505152e-08
1964,0.0,4.319617374903828e-08
1965,0.0,3.173785145804686e-08
1966,0.0,3.5450078428311826e-08
1967,0.0,3.845661922241561e-08
1968,0.0,4.895643357372137e-08
1969,0.0,3.451735963722058e-08
1970,0.0,3.49503110896876e-08
1971,0.0,4.213486093362917e-08
1972,5.130146862875051e-10,3.693705608043274e-08
1973,0.0,2.921997932503473e-08
1974,0.0,3.1503201824989446e-08
1975,0.0,2.9699696924012642e-08
1976,0.0,2.4568166168137395e-08
1977,5.876781838942691e-10,2.703319701424789e-08
1978,0.0,3.5643548557118265e-08
1979,0.0,3.920822067016161e-08
1980,0.0,4.3207144528878416e-08
1981,0.0,3.795329561739891e-08
1982,0.0,3.1037512115972277e-08
1983,0.0,4.104955309003344e-08
1984,0.0,5.567048333432467e-08
1985,0.0,5.0530687190075696e-08
1986,0.0,4.1961399688261736e-08
1987,0.0,4.399788267051008e-08
1988,0.0,3.418035632307692e-08
1989,0.0,2.9635859988275115e-08
1990,0.0,3.105731138930423e-08
1991,0.0,3.9271817797725816e-08
1992,0.0,4.518154383958972e-08
1993,0.0,4.6529343933343625e-08
1994,0.0,3.797947201178431e-08
1995,0.0,4.663307606733724e-08
1996,0.0,4.163711864180186e-08
1997,0.0,3.5482219828963935e-08
1998,0.0,3.814503202193009e-08
1999,0.0,2.833524703760304e-08
2000,0.0,4.0204085394179856e-08
2001,0.0,2.891599848453552e-08
2002,0.0,4.77553143696241e-08
2003,4.1669229178253886e-10,4.791961316641391e-08
2004,0.0,3.567880924038036e-08
2005,0.0,4.1434496722558833e-08
2006,4.1178899179428186e-10,3.8296377624646993e-08
2007,0.0,8.308517607247268e-08
2008,0.0,7.791114597921478e-08
2009,0.0,1.0585387144601555e-07
2010,0.0,1.2754240685808327e-07
2011,0.0,1.3230942386144307e-07
2012,0.0,1.6476583653002308e-07
2013,0.0,1.8352443476032931e-07
2014,0.0,1.9987058408332814e-07
2015,0.0,1.9749687396597437e-07
2016,4.1426800878596737e-10,2.1044814957349445e-07
2017,0.0,2.1609100997466157e-07
2018,0.0,2.282016566823586e-07
2019,0.0,2.2117063736004638e-07
