year,trois_DET arts_NOUN,trois_DET phares_NOUN
1952,1.1599284199803606e-08,3.163441175679793e-09
1953,5.386913692895234e-09,7.541679392097933e-09
1954,1.074978994708431e-08,2.9317608341017376e-09
1955,8.447047505910632e-09,3.754243138587299e-09
1956,4.36057079333807e-09,2.616342476002842e-09
1957,5.301022731885041e-09,5.3010225653515874e-09
1958,1.6544486503011768e-08,8.272243445794913e-10
1959,1.5501495198577686e-08,7.750747821333448e-10
1960,9.689166802218097e-09,1.3841666701708277e-09
1961,4.16889545107324e-09,3.474079635079619e-09
1962,8.878739188311613e-09,0.0
1963,1.6811738112743058e-08,2.5864212993553792e-09
1964,1.3384730657151067e-08,2.4335873316516654e-09
1965,1.1491291473930687e-08,2.188817405102128e-09
1966,1.21859649038214e-08,1.6617224263271169e-09
1967,6.4094360374689074e-09,7.395503320850594e-09
1968,8.533690143419648e-09,8.982831700699023e-10
1969,9.537691469940768e-09,9.083515606356229e-10
1970,9.657322275202773e-09,3.2191074805787423e-09
1971,1.1304474689666222e-08,2.569198631618974e-09
1972,8.721249722398738e-09,3.0780880067027283e-09
1973,8.269805285010534e-09,2.7566018356850464e-09
1974,8.438357623763437e-09,3.937900283634832e-09
1975,6.282628195464213e-09,1.7134440533084216e-09
1976,1.0855700893763753e-08,0.0
1977,9.990529348247179e-09,3.526069214387917e-09
1978,1.4257419356233925e-08,2.3762365408686037e-09
1979,4.0963813452421505e-09,0.0
1980,5.68515062804309e-09,1.1370301367108482e-09
1981,6.958104536991527e-09,1.897664858585557e-09
1982,1.3035754475865247e-08,6.20750217894539e-09
1983,1.1999100157922271e-08,2.5261264191556165e-09
1984,8.118612115914914e-09,0.0
1985,9.62489299372038e-09,3.007779025843149e-09
1986,1.3787316233138114e-08,2.3977941854269602e-09
1987,1.9554613928107756e-08,3.0554083707556856e-09
1988,1.139345240375178e-08,3.597932174415064e-09
1989,1.426911733215519e-08,4.939309850016116e-09
1990,8.717841726291198e-09,5.44865097484859e-10
1991,1.2309076702354815e-08,4.10302547493302e-09
1992,1.0468893751891528e-08,4.4079553340736766e-09
1993,1.7171543575944526e-08,1.1078414852150331e-09
1994,1.582477948680605e-08,3.164955852952289e-09
1995,2.2774293340077634e-08,1.0844901643380922e-09
1996,1.7081894343462523e-08,4.80428297144897e-09
1997,2.3015493066935733e-08,4.315405033317177e-09
1998,1.4781200707858488e-08,2.3840645013706308e-09
1999,2.102292517847104e-08,3.6561608462992723e-09
2000,1.0161472663305915e-08,2.6508188977203417e-09
2001,1.5772362582655575e-08,2.6287270971092624e-09
2002,1.7086763726137377e-08,3.504977197366088e-09
2003,1.2084076683738232e-08,1.6667692226413067e-09
2004,1.4535810971549878e-08,1.3214374039449694e-09
2005,1.2610498645315715e-08,4.053374746959548e-09
2006,1.68833483860098e-08,2.8825228315376705e-09
2007,9.986198756806175e-09,3.994479469415779e-10
2008,1.0217855395122655e-08,4.683183785214595e-09
2009,1.3350939243039761e-08,3.337734755248789e-09
2010,1.0392344540477438e-08,7.085689646135762e-09
2011,1.0707121356201554e-08,4.206369030868018e-09
2012,6.127654827992046e-09,5.1063788752969685e-09
2013,5.29933741333366e-09,5.857162421740725e-09
2014,7.57905826986871e-09,3.8978013316981475e-09
2015,7.093041182182347e-09,6.871383684270427e-09
2016,5.799751928714514e-09,7.456824158147413e-09
2017,2.264050197320344e-09,5.0312226884674516e-09
2018,6.7118134383648e-09,4.3884932354743e-09
2019,6.887666825772243e-09,5.867271668513752e-09
