year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET femmes_NOUN
1800,4.244621951698946e-07,1.9651028466682874e-06,1.2765307886297705e-06
1801,3.52415026272368e-07,2.6312067404887785e-06,1.438234235706659e-06
1802,7.00443933965289e-07,2.4907159854592464e-06,1.0584983840544737e-06
1803,4.953861694190209e-07,2.1882807175188645e-06,1.0141764192894698e-06
1804,5.265042659630126e-07,2.3976955318971704e-06,1.3174964976769843e-06
1805,3.1840231340396485e-07,1.9104138038184004e-06,8.613919391109448e-07
1806,6.541389154790522e-07,1.9508900095388526e-06,8.904357287065068e-07
1807,4.6120672259064577e-07,2.5053205163771963e-06,8.910969384601231e-07
1808,5.438577757033158e-07,1.7562073644228349e-06,6.707578776854461e-07
1809,5.624986236796303e-07,2.0805670220003236e-06,1.0323769714659647e-06
1810,6.669361409805674e-07,2.532017060019598e-06,9.828532512301535e-07
1811,7.646584005982504e-07,1.7298829426692919e-06,5.465427364015341e-07
1812,5.041023438678849e-07,1.4109531445427592e-06,9.175196069577396e-07
1813,9.029828902384907e-07,8.253378585010296e-07,7.706987759092954e-07
1814,7.99255977845803e-07,1.2649642222584134e-06,1.2460842029327068e-06
1815,9.79092098063461e-07,1.448409089555014e-06,9.817893555919e-07
1816,1.253823697311418e-06,3.886621669835222e-06,6.767403490925972e-07
1817,1.436994203629638e-06,1.3731623966783957e-06,7.519698712599165e-07
1818,1.1039010523461457e-06,1.5843244403068724e-06,1.0466793654018147e-06
1819,1.4046374730014577e-06,1.1810547797530546e-06,9.057168668391569e-07
1820,1.6530007940218638e-06,1.3112461871855885e-06,1.0810364088342794e-06
1821,2.1853057816656474e-06,1.8618489345811895e-06,1.193240102281834e-06
1822,1.6442009638240052e-06,1.6051011186846154e-06,1.033640970149463e-06
1823,1.470543807613467e-06,1.9804904699549652e-06,1.1315676431422617e-06
1824,1.2875881481022589e-06,1.5671690398733062e-06,8.008478289411869e-07
1825,1.9865078790815005e-06,1.4837170998482918e-06,1.0381616810661853e-06
1826,1.4136814563414646e-06,1.2577801784541265e-06,8.0857294548764e-07
1827,1.2526274062452103e-06,1.2351145380895545e-06,7.733291944589382e-07
1828,1.7188892416086787e-06,1.666607166272982e-06,7.457081068196203e-07
1829,1.228536135045033e-06,1.231965394810075e-06,8.581749355585089e-07
1830,1.3891428274348527e-06,1.4841180631108841e-06,8.798252650876748e-07
1831,1.3533166622892168e-06,1.1272441660103993e-06,1.0165466122202815e-06
1832,1.252875147628174e-06,1.185225365185616e-06,8.821539765335729e-07
1833,1.566106533346101e-06,1.7815620232397578e-06,9.394322546540934e-07
1834,1.4683217486322064e-06,1.487924237597582e-06,1.0015951517061694e-06
1835,1.8506875889556795e-06,1.6646356115757044e-06,1.0134537902217744e-06
1836,2.201045539607094e-06,2.940328112543966e-06,9.731645818078505e-07
1837,1.3414813189172037e-06,1.0429878827267203e-06,7.110964297396549e-07
1838,1.6903969388692985e-06,1.0326696564533222e-06,9.739665642882755e-07
1839,1.7136105121551282e-06,1.1906482058066103e-06,6.86562856344608e-07
1840,2.3529630936991452e-06,4.624394041030655e-07,8.675515736911166e-07
1841,2.9605149514111417e-06,6.304978463766986e-07,8.160517452893146e-07
1842,2.6417148930590884e-06,7.62058913750252e-07,8.251166079276118e-07
1843,3.1572440519767042e-06,6.899271989269096e-07,6.769319877975022e-07
1844,3.5285961068609595e-06,6.031928672101117e-07,6.081326056062153e-07
1845,3.1935644315694844e-06,4.224232528216021e-07,7.483085582293825e-07
1846,2.9781849235632762e-06,3.904952361466485e-07,7.716232772736475e-07
1847,2.2009745563877914e-06,2.5833540018282974e-07,7.377929946983386e-07
1848,1.997628572780741e-06,3.6927567403921557e-07,8.069357519957521e-07
1849,2.4551685839924176e-06,2.8657598960535324e-07,6.854361274122311e-07
1850,2.347634769250817e-06,2.7766992527489265e-07,6.897619719836712e-07
1851,2.3140586371539484e-06,2.16056205371018e-07,6.797708422823234e-07
1852,2.6699747266434315e-06,3.157614443249912e-07,7.754059367925947e-07
1853,2.728575594801441e-06,1.6064497154744117e-07,7.082711093175931e-07
1854,4.3524081050350105e-06,4.037031189341178e-07,5.486621788008961e-07
1855,3.061572058982165e-06,3.8952919112489326e-07,5.86416579295701e-07
1856,4.2494368628354096e-06,4.555926567118007e-07,5.373922569162914e-07
1857,3.1680992869098645e-06,2.948431574445465e-07,6.736482305313984e-07
1858,3.2621243590824633e-06,4.3309034136740365e-07,7.154554282351455e-07
1859,2.9111954162885922e-06,1.950302341846566e-07,6.207359071197516e-07
1860,3.3331052549101514e-06,1.460121641372325e-07,7.721709067709526e-07
1861,3.296930202623116e-06,3.225719265032012e-07,7.290879935339944e-07
1862,3.210481153814726e-06,4.070705608150149e-07,7.454677124485443e-07
1863,3.3983400129500296e-06,4.455201900732675e-07,7.606807415072581e-07
1864,3.3275412789635084e-06,2.3350324540594158e-07,6.765361071359166e-07
1865,3.3564507120331655e-06,3.3983416969363134e-07,6.61782330269034e-07
1866,3.427337709638323e-06,2.0532886724211608e-07,7.493043767681229e-07
1867,2.9650678001758024e-06,1.8489211583982978e-07,6.662909939336714e-07
1868,2.7035931289276505e-06,2.0401679279302698e-07,6.574972388762035e-07
1869,2.8461150520797673e-06,1.4308711548949304e-07,7.520619647038984e-07
1870,2.6365157204111256e-06,2.0757256713466177e-07,7.832710657851294e-07
1871,2.340907421682914e-06,2.3366589374518298e-07,1.0302541397777532e-06
1872,2.5120647109133643e-06,1.5118348750675636e-07,8.448132717830958e-07
1873,2.3794368786411724e-06,1.2929769610536823e-07,5.848326587454267e-07
1874,2.03913403140632e-06,1.2128456505777763e-07,6.440628830262085e-07
1875,2.3452538755464047e-06,3.0209663792746255e-07,8.977075935945322e-07
1876,2.0157413942456515e-06,1.6384700174398859e-07,8.089567700153566e-07
1877,1.9754303188790345e-06,1.0204946088165912e-07,6.865145820711405e-07
1878,1.597942912212602e-06,9.783323684509071e-08,6.987225447119272e-07
1879,2.1578136859545793e-06,2.0893891727880032e-07,7.050161201505034e-07
1880,1.579431973652845e-06,7.18798809362653e-08,6.475607037259579e-07
1881,1.7905399829487578e-06,6.135806718265968e-08,6.212504359837112e-07
1882,1.6871400916329549e-06,1.3310770263785798e-07,5.763563635241553e-07
1883,1.4989472187920683e-06,8.088754155366473e-08,4.594159506154938e-07
1884,1.804903938307234e-06,2.5416533944166986e-07,5.684061328281587e-07
1885,1.6333241283916777e-06,9.732910044579768e-08,4.4474884930423286e-07
1886,1.6411158476614673e-06,8.583107269366508e-08,4.6981216073049836e-07
1887,1.674669139362095e-06,2.742148442758108e-07,4.5898338640881775e-07
1888,1.6942122726959497e-06,9.193891536973808e-08,4.5652426550191194e-07
1889,1.7329367842933152e-06,1.2342319211100516e-07,6.077182526098568e-07
1890,1.9971214726410835e-06,4.3258951976099524e-08,4.765038852383441e-07
1891,1.9913064264187597e-06,1.2493470968877318e-07,4.6404320741544325e-07
1892,1.931328679205535e-06,1.9996553834999986e-07,4.1372181769361305e-07
1893,1.5155862946869547e-06,1.4102774115176686e-07,4.027604383338712e-07
1894,1.575384782626088e-06,2.7915819567070344e-07,4.303951364192926e-07
1895,1.8459090895817098e-06,3.7977457778559653e-07,4.532016717462284e-07
1896,1.927738729534667e-06,7.076434815900257e-08,5.519619108440565e-07
1897,1.896012548741055e-06,2.6569813660337616e-07,4.335074876848921e-07
1898,1.911958133149483e-06,2.8235190807635036e-07,4.7417013959716314e-07
1899,1.768272383628755e-06,4.477338499953021e-08,4.836631077864695e-07
1900,1.7078564340522462e-06,5.242963774243492e-08,5.393504309836317e-07
1901,1.4849278819895062e-06,4.0238921084068124e-08,4.694540791660984e-07
1902,1.615483380845717e-06,4.517460983066712e-08,4.149189827273858e-07
1903,1.4602195577140265e-06,5.9402424978927115e-08,3.4129392467718844e-07
1904,1.5484295374790236e-06,4.944655085381555e-08,4.272827069939922e-07
1905,1.6571197249959368e-06,2.9416326707831786e-08,3.95314131651503e-07
1906,1.6358507011204892e-06,6.738881852541567e-08,4.840677583217712e-07
1907,1.6174241963540226e-06,5.759984622599745e-08,4.649130502798471e-07
1908,1.7685912396814274e-06,8.987841981777933e-08,5.35341396101785e-07
1909,1.8615327803672699e-06,3.740668819141035e-08,6.282122981815519e-07
1910,1.7710515294311335e-06,4.0615546481603815e-08,5.547228276725491e-07
1911,1.850426173177766e-06,5.320374263373395e-08,4.857501743060766e-07
1912,1.7144205344266084e-06,4.948950271810304e-08,4.928112353752567e-07
1913,2.084075042319e-06,3.871182463477396e-08,4.899962497972865e-07
1914,2.116840619237337e-06,6.294938925677229e-08,4.774778261662505e-07
1915,2.588233385836247e-06,5.0657275707521876e-08,7.645714248383229e-07
1916,2.63479333284522e-06,4.6147340837521256e-08,8.03183475284186e-07
1917,2.636328346738992e-06,2.3029491202919417e-08,7.698429840274912e-07
1918,2.524705479345357e-06,5.398597036077035e-08,6.386425042137489e-07
1919,2.68685018056658e-06,6.16925844854066e-08,5.543124927953613e-07
1920,1.9771098109799823e-06,4.1647274073852714e-08,4.5206222054616774e-07
1921,1.8212458101629636e-06,5.225195809366312e-08,5.573542054548852e-07
1922,1.755948694892595e-06,5.754789655920689e-08,5.503939846107642e-07
1923,1.7856024498996703e-06,6.688047538006003e-08,4.395002406454296e-07
1924,2.0794189765638293e-06,9.15305322646276e-08,4.3058026122366755e-07
1925,1.6497266628334728e-06,1.1988014270158942e-07,4.399271098520785e-07
1926,1.9461157982902932e-06,6.130376206670007e-08,4.3358478762911545e-07
1927,1.6255569832424044e-06,4.7941667524753484e-08,5.552313737666736e-07
1928,1.2831444742289477e-06,4.913197582112616e-08,3.713463385679461e-07
1929,1.4270860688725406e-06,8.578113241952678e-08,4.3224775936323567e-07
1930,1.1785042630663156e-06,4.8316577849760733e-08,4.2329521932060743e-07
1931,1.3081944132409262e-06,1.2431838847248855e-07,5.360517647545748e-07
