year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET femmes_NOUN
1932,1.1058172653122256e-06,3.397456294074175e-08,3.518011340020166e-07
1933,1.1447720495993963e-06,6.308864053394814e-08,3.7164945609902134e-07
1934,1.0783422244031726e-06,3.834105655187159e-08,3.846087146541777e-07
1935,1.3404478025336175e-06,5.8644593181611526e-08,4.1170898867903816e-07
1936,1.3155315343738039e-06,3.516167312866969e-08,3.443418847837165e-07
1937,1.5096751013743415e-06,6.04373662227431e-08,3.852882208832398e-07
1938,1.0281415185886544e-06,9.205302520243208e-08,4.3303815999706785e-07
1939,1.2219946867730869e-06,5.65879849645512e-08,4.3893926005011963e-07
1940,1.2222473948497736e-06,3.296517814277422e-08,3.1443709502809725e-07
1941,1.5672478426154157e-06,6.493305670929317e-08,5.047069393526726e-07
1942,1.3957374420670021e-06,3.641054280301148e-08,4.005159439657291e-07
1943,1.6287149620097807e-06,4.93549991986697e-08,4.848402745949443e-07
1944,1.4941316202055077e-06,1.927911696952833e-08,5.462416439172557e-07
1945,1.5924864626981616e-06,3.267756065739036e-08,6.295876886497354e-07
1946,1.3976788793002015e-06,6.960552045853774e-08,5.373546017040098e-07
1947,1.6057412892678258e-06,4.8875569591544377e-08,4.3391970550032966e-07
1948,1.3633347890618097e-06,3.913879775829798e-08,4.0878299145674646e-07
1949,1.035694403128673e-06,5.399354596757888e-08,4.466738907638046e-07
1950,1.2762434344892881e-06,8.189228051236341e-08,4.6263822994774273e-07
1951,1.1237117760742876e-06,4.0513328247726577e-08,4.6270482556565184e-07
1952,1.0597528117273214e-06,3.690681182888511e-08,4.6080793580927093e-07
1953,9.717992313085233e-07,3.5553628929818615e-08,4.0186375116491035e-07
1954,1.002662255444875e-06,4.49536656788041e-08,3.654928519836176e-07
1955,1.044618109347084e-06,3.378818780319648e-08,2.7875254460241194e-07
1956,1.0526418066092447e-06,3.9245136917998025e-08,4.1163788111475696e-07
1957,9.5506759834052e-07,3.7107157180304995e-08,3.392654583933563e-07
1958,9.562713501054532e-07,6.865962004498627e-08,4.2932943422613334e-07
1959,9.69618525914484e-07,1.0463509303448859e-07,4.193154694576151e-07
1960,9.876029345434745e-07,6.297958465850684e-08,4.830741566763663e-07
1961,1.1158744293027212e-06,1.5494395122495064e-07,4.4468220394833224e-07
1962,1.0901823017661627e-06,1.2620493494708285e-07,5.384321042356532e-07
1963,9.938323906055757e-07,3.879632104464292e-08,4.6490923466535605e-07
1964,1.2362623991180044e-06,3.005480402329397e-07,4.617732116685147e-07
1965,1.2219072793584473e-06,1.2585699993294952e-07,4.4870755999681933e-07
1966,1.0092194138167088e-06,8.696347408854166e-08,4.575275838192283e-07
1967,9.633875492909283e-07,2.1052533405452323e-07,5.423369273671597e-07
1968,1.3460772905204976e-06,1.5630127236931912e-07,5.371733386994038e-07
1969,1.103647182532086e-06,9.083515528640618e-08,5.581820410327509e-07
1970,9.795284370284207e-07,1.2186621001220033e-07,4.515947864547343e-07
1971,1.0482330665695372e-06,1.9988366695145032e-07,4.4498522910885185e-07
1972,7.66956954834086e-07,1.610866062762284e-07,4.345234358993366e-07
1973,6.025931682529517e-07,8.876258306145246e-08,3.8316765582635526e-07
1974,5.574941503994069e-07,8.550869012857731e-08,3.628493665530641e-07
1975,6.448261302693936e-07,5.311676476438265e-08,3.632501481831696e-07
1976,6.776242642558827e-07,9.14164268728257e-08,4.1023124097705477e-07
1977,5.600573143027532e-07,5.935549662883233e-08,3.661235012941688e-07
1978,6.540591215298264e-07,1.0277223383425849e-07,4.758413538752393e-07
1979,6.056792543063239e-07,5.442335104799412e-08,4.593799154406497e-07
1980,6.623200778932414e-07,9.32364733197133e-08,4.400306643503882e-07
1981,6.312898506166675e-07,8.033447684852035e-08,4.541744615949028e-07
1982,6.133012533382498e-07,6.76617775141608e-08,3.830028951767872e-07
1983,5.052252607384844e-07,5.1785590926556324e-08,4.376514119996955e-07
1984,7.64309326939383e-07,3.7693554499895754e-08,4.6913978124507594e-07
1985,6.370475986727797e-07,4.3312019637475885e-08,4.150734937979905e-07
1986,8.104544626519328e-07,5.0953125496633334e-08,4.4598971271625487e-07
1987,7.137434057113978e-07,9.838415104823639e-08,3.892590392240436e-07
1988,5.798667324086182e-07,3.837794371186476e-08,4.119632386334615e-07
1989,7.419941105979433e-07,3.4026358175509586e-08,4.3026878771001975e-07
1990,6.391267586280946e-07,6.102489236159414e-08,3.585212233758739e-07
1991,7.25649382360416e-07,5.4511626323971996e-08,4.636418999837133e-07
1992,7.151907333025065e-07,5.7303420286647366e-08,3.526364160677531e-07
1993,7.561017874024856e-07,8.364202885857708e-08,4.1931801320060913e-07
1994,7.289948591449047e-07,4.1144427642691994e-08,4.198841665470354e-07
1995,8.209590554031365e-07,9.001268330699475e-08,4.2728911253675506e-07
1996,8.370128270485111e-07,6.832757648567167e-08,3.891469262384817e-07
1997,7.844447331706306e-07,3.931813630231318e-08,4.6078936577487184e-07
1998,8.606473169692208e-07,4.768129258092557e-08,4.348533764186868e-07
1999,7.536261534824007e-07,5.712751316444553e-08,4.067479011382602e-07
2000,7.846424043833622e-07,1.1486882112166086e-07,4.4622118267056976e-07
2001,6.869740154513693e-07,5.213642073620406e-08,3.6977426631779053e-07
2002,8.140309333271034e-07,5.8708367944859674e-08,4.5696140560380627e-07
2003,7.000430670700553e-07,4.875299741691208e-08,4.1794235983161343e-07
2004,6.646830179590779e-07,1.0351259238650101e-07,4.034788787521393e-07
2005,7.345615813392214e-07,8.106748938807584e-08,4.800997004394958e-07
2006,7.671628736716229e-07,4.200247660790524e-08,4.319666508934006e-07
2007,8.032898222154472e-07,5.8718848894301345e-08,5.204806612368884e-07
2008,8.28497771721004e-07,4.725757940526876e-08,4.28724181489315e-07
2009,8.873606240911158e-07,3.194689024432762e-08,4.739583232549194e-07
2010,8.984654336074982e-07,2.125706777267311e-08,4.789926002501943e-07
2011,8.925150396521531e-07,9.55992968121322e-09,4.814380680784325e-07
2012,9.429780263303655e-07,1.9404241269338485e-08,5.371910596352336e-07
2013,1.0495477695826594e-06,1.3945624821598557e-08,6.191857337967122e-07
2014,1.1080582424938257e-06,4.547434831470021e-09,6.357747253105117e-07
2015,1.2862787102108086e-06,5.763096139199675e-09,6.476833078750133e-07
2016,1.5209850161568284e-06,2.5063213948683938e-08,6.810566333115275e-07
2017,1.2064872194628151e-06,1.2829617590526254e-08,6.050045371353008e-07
2018,1.2233570814146333e-06,1.264918708665519e-08,6.402037513453251e-07
2019,1.3721762925911207e-06,7.652963485149655e-09,5.604520154633974e-07
