year,plusieurs_DET ânes_NOUN,plusieurs_DET fans_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,3.900678446910888e-09
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,2.2660739951163578e-09
1809,6.7770917766551975e-09,0.0
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,6.293354282149721e-09,0.0
1815,1.888056444521169e-08,0.0
1816,1.622322720606917e-08,2.3176038865813098e-09
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,1.035105001712111e-09,0.0
1820,3.678609239443631e-08,2.3732962262101864e-09
1821,9.861488292628451e-09,9.86148829262845e-10
1822,9.023054303725075e-09,0.0
1823,5.929612356680991e-09,0.0
1824,8.421112696055388e-09,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,6.420610709767516e-09,9.172301251858528e-10
1829,1.714635211591542e-09,0.0
1830,2.400472176589119e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,1.3529969367098715e-09,0.0
1833,1.390035431203529e-08,0.0
1834,5.600718555598405e-09,9.334530925997342e-10
1835,7.563087933704082e-10,1.5126175867408165e-09
1836,5.376600054063374e-09,0.0
1837,7.653680356156656e-09,0.0
1838,9.468243078458727e-09,6.312161904276081e-10
1839,0.0,0.0
1840,7.0066574764382494e-09,0.0
1841,7.704658244733764e-09,0.0
1842,3.3541325272778977e-09,0.0
1843,2.3627644285539873e-09,0.0
1844,6.037417288329294e-09,0.0
1845,5.580227946389016e-10,0.0
1846,6.439951238945696e-09,0.0
1847,0.0,0.0
1848,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,1.6758829879393033e-09
1850,2.0366988096043315e-09,0.0
1851,0.0,0.0
1852,1.3021090872200602e-09,0.0
1853,1.1943863675867306e-09,0.0
1854,4.676098175337984e-09,5.195664454227256e-10
1855,4.2455496895854594e-09,0.0
1856,1.0354378687793542e-08,0.0
1857,5.857811125054013e-09,0.0
1858,1.468102750479261e-09,0.0
1859,2.5460866748261424e-09,3.5645213447565993e-09
1860,4.119465657481669e-09,9.154367819341758e-10
1861,7.073945429425521e-09,0.0
1862,9.035972525772706e-10,0.0
1863,4.994620828036034e-10,0.0
1864,1.4384183844029508e-09,0.0
1865,2.8241067262513297e-09,0.0
1866,1.9462451650298362e-09,0.0
1867,4.85281148598915e-10,0.0
1868,4.44588676984381e-09,0.0
1869,3.906815315701806e-09,0.0
1870,1.1468097582678638e-09,0.0
1871,1.0621177271019633e-09,0.0
