year,tes_DET oeufs_NOUN,tes_DET feux_NOUN
1864,4.794727948009836e-10,5.561884286464647e-08
1865,0.0,2.0239430686963544e-08
1866,4.865612912574591e-10,1.8002767832037136e-08
1867,0.0,1.455843445796745e-08
1868,0.0,2.8157281839469306e-08
1869,4.883519144627257e-10,3.320793107164377e-08
1870,0.0,1.336033355059385e-07
1871,0.0,2.2304472935275044e-08
1872,6.047339295989218e-10,9.312902782276922e-08
1873,5.986004469882289e-10,2.1549616757710055e-08
1874,0.0,3.704257628411867e-08
1875,0.0,1.659242937490646e-08
1876,0.0,1.269663085778916e-08
1877,0.0,4.5149155414314635e-08
1878,0.0,4.408534776123574e-08
1879,0.0,2.016077260691418e-08
1880,0.0,3.52981546214437e-08
1881,6.972507571312292e-10,1.8825770387032037e-08
1882,0.0,3.460800157562005e-08
1883,0.0,2.5909288936531993e-08
1884,0.0,1.5183903023796574e-08
1885,0.0,1.546952527187173e-08
1886,0.0,2.839524071429622e-08
1887,0.0,1.63223117244371e-08
1888,0.0,1.2047168151951837e-08
1889,0.0,1.1903759755682586e-08
1890,6.554386478008212e-10,1.2453334363726754e-08
1891,0.0,1.3385862196457765e-08
1892,0.0,1.191017329205124e-08
1893,0.0,1.4164357742263434e-08
1894,0.0,1.5753848447985774e-08
1895,0.0,9.629782748987736e-09
1896,0.0,1.7101384197637515e-08
1897,0.0,5.2440420894583895e-09
1898,0.0,6.224190274295438e-09
1899,5.527578395003729e-10,1.6029977345510815e-08
1900,0.0,1.3496738171525635e-08
1901,0.0,7.824234649067563e-09
1902,0.0,1.4730851649602528e-08
1903,0.0,1.296052865029651e-08
1904,5.374625189347171e-10,6.449550227216605e-09
1905,0.0,1.5998352864698973e-08
1906,0.0,1.954790052050015e-08
1907,0.0,1.902852053703441e-08
1908,0.0,3.781769652988487e-08
1909,0.0,2.2003934674330594e-08
1910,0.0,2.1376603376310754e-08
1911,0.0,1.3832972878269345e-08
1912,0.0,1.9795800554334164e-08
1913,0.0,2.492405137832776e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,9.424609537234119e-09
1916,1.0987462051303964e-09,2.966614687238689e-08
1917,0.0,1.535299465338369e-08
1918,0.0,6.89182577673364e-09
1919,0.0,1.841569663429965e-08
1920,7.572231730534895e-10,1.9687803387569147e-08
1921,0.0,2.196096815509918e-08
1922,0.0,1.5493664740073854e-08
1923,0.0,2.653987030143412e-08
1924,0.0,3.738571052736006e-08
1925,0.0,3.5194170022734284e-08
1926,0.0,3.232380141326985e-08
1927,0.0,3.233275258640589e-08
1928,0.0,2.0566874425753667e-08
1929,0.0,3.230717737778832e-08
1930,0.0,1.995684684175103e-08
1931,1.1405356659111021e-09,2.2810714206400462e-08
1932,0.0,1.7535258800549514e-08
1933,0.0,1.1470662641954732e-08
1934,0.0,2.6359476379411717e-08
1935,2.393656828303392e-09,1.196828414151696e-08
1936,0.0,1.33371855781661e-08
1937,0.0,2.2664012666595568e-08
1938,0.0,7.779128785578848e-09
1939,0.0,2.5999884911698246e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,2.730790660265825e-08
1943,0.0,4.0645293575281016e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.3071024707045353e-08
1946,1.3921104269343232e-09,2.9234318077442367e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,2.717971936405661e-08
1949,9.817008317369869e-10,2.0615717133409817e-08
1950,1.0635361480382244e-09,3.93508372553697e-08
1951,0.0,5.3307008807124134e-09
1952,0.0,1.370824520563474e-08
1953,0.0,6.464296320451979e-09
1954,9.772536113672459e-10,2.052232517257835e-08
1955,1.8771215692936494e-09,2.7218262754757916e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,0.0,3.1806135336598373e-08
1958,0.0,2.316228081555849e-08
1959,0.0,1.705164542897819e-08
1960,0.0,2.2838750057818658e-08
1961,0.0,2.709782043197606e-08
1962,6.341956404476434e-10,3.044139101904264e-08
1963,0.0,2.651081798532573e-08
1964,6.083968329129164e-10,1.9468698597702172e-08
1965,5.472043373977442e-10,1.6963334292796617e-08
1966,1.1078149508847446e-09,1.5509408868297214e-08
1967,9.860671168482327e-10,2.415864486238206e-08
1968,1.3474247273492779e-09,4.671072539874643e-08
1969,4.5417578031781147e-10,1.3625273298512042e-08
1970,0.0,2.6212731984998072e-08
1971,0.0,3.494110334401057e-08
1972,0.0,2.359867534718063e-08
1973,0.0,1.2680368532969055e-08
1974,7.313243344242437e-09,1.012602890426706e-08
1975,0.0,1.2565255946839216e-08
1976,2.856763492431469e-09,8.57029019973865e-09
1977,2.3507127355770763e-09,7.639816612670103e-09
1978,7.128709622605811e-09,1.3663359776927564e-08
1979,0.0,1.2289143591637242e-08
1980,1.7055452605774235e-09,1.5349906679062997e-08
1981,6.325549528618524e-10,1.0753434587229549e-08
1982,0.0,1.2415004135846175e-08
1983,1.89459470334441e-09,6.946847541655643e-09
1984,4.639206796497319e-09,3.42141487919001e-08
1985,3.0077789148208467e-09,7.820225467192188e-09
1986,1.7983456945813714e-09,1.9182352650748413e-08
1987,2.4443267410134695e-09,1.772136820621384e-08
1988,2.398621523624911e-09,8.395175110642583e-09
1989,1.0976244357863152e-09,6.585746614717891e-09
1990,1.6345953479657283e-09,1.6890818632653293e-08
1991,2.9307325455363298e-09,1.0550637363770932e-08
1992,1.1019888335184191e-09,1.5978838308061682e-08
1993,1.661762283333701e-09,1.3294098266669607e-08
1994,1.0549853213248639e-09,5.802419433820205e-09
1995,2.1689803286761844e-09,1.3556126610136943e-08
1996,5.338092190498855e-10,1.3879039251207814e-08
1997,4.79489448146353e-10,1.5823152010874253e-08
1998,9.536258449571733e-10,1.6688452952884347e-08
1999,0.0,1.8737825346892834e-08
2000,1.3254094488601709e-09,1.1045078851523726e-08
2001,4.3812117822561447e-10,1.4019877703219663e-08
2002,0.0,1.489615336636163e-08
2003,4.1669229178253886e-10,5.833692307000149e-09
2004,0.0,9.690541175055856e-09
2005,9.007499190971657e-10,1.0358624180639708e-08
2006,8.235779835885637e-10,1.4412615101377924e-08
2007,0.0,2.0771293685051262e-08
2008,1.7029758714315335e-09,1.873273380859075e-08
2009,0.0,1.764231316592202e-08
2010,0.0,8.030448306328708e-09
2011,0.0,1.453109360616267e-08
2012,3.404252713057332e-10,1.770211421892043e-08
2013,0.0,1.785039949186995e-08
2014,4.330890368553497e-10,1.624083929840925e-08
2015,6.649726325136385e-10,2.948045296768953e-08
2016,2.0713400439298368e-10,2.4648945995409122e-08
2017,7.54683426862357e-10,1.0565567365450335e-08
2018,1.5488800242380307e-09,2.65891065831525e-08
2019,7.65296326310505e-10,2.3213989397419255e-08
