year,certains_DET arts_NOUN,certains_DET phares_NOUN
1910,3.63402248293454e-08,4.809735720812114e-09
1911,3.8838732119295116e-08,1.649316061502759e-08
1912,4.271725434490392e-08,2.0837684910901544e-09
1913,5.1969297532039604e-08,9.545381152165078e-09
1914,4.0180463622974116e-08,8.036092236096692e-09
1915,3.180805752123206e-08,8.246533123035249e-09
1916,3.955486249651585e-08,1.2086208478478966e-08
1917,3.618920063619413e-08,1.0966424213165737e-08
1918,5.054005747240353e-08,0.0
1919,2.854433056587169e-08,1.2890987832747669e-08
1920,5.300562078147664e-08,7.572231730534895e-10
1921,3.4077364041706915e-08,3.7863738810983705e-09
1922,2.8036154731125862e-08,1.2542490601674672e-08
1923,2.229349149729387e-08,1.8047111360885992e-08
1924,1.933743654092268e-08,1.0313299436681689e-08
1925,5.1691436020462334e-08,8.798542339150117e-09
1926,2.7865346474698072e-08,1.1146138456652466e-09
1927,2.6758140592164636e-08,1.1149224876660924e-09
1928,5.827281057690925e-08,2.2852082448565625e-09
1929,3.119313873867213e-08,1.1140406375176326e-09
1930,6.722306267192835e-08,3.1510811737689437e-09
1931,4.105928219644284e-08,2.2810713318222042e-09
1932,2.5206933651489294e-08,6.575722188983946e-09
1933,3.900024991843054e-08,4.588264879146209e-09
1934,4.193552882725271e-08,3.1152108448395666e-08
1935,7.420336256558357e-08,1.196828414151696e-08
1936,5.577368789033699e-08,3.6374143697059935e-09
1937,5.162358496235697e-08,1.2591118148108649e-09
1938,3.8895643594827334e-08,3.8895642262559704e-09
1939,4.282334220562234e-08,9.176430282309411e-09
1940,3.550096039361961e-08,5.0715658339584024e-09
1941,3.8369532440185594e-08,5.9030051957620344e-09
1942,2.7307905936524435e-08,0.0
1943,3.4838822049465534e-08,0.0
1944,5.46241629706401e-08,3.2131861615880553e-09
1945,7.189063344625879e-08,2.178504043826024e-09
1946,7.517396571898871e-08,2.7842208538686464e-09
1947,6.318061496202176e-08,1.1920870957027319e-09
1948,4.022598343311756e-08,4.348755133776194e-09
1949,5.399354718882421e-08,2.945102384188658e-09
1950,5.211327058773918e-08,6.381216888229346e-09
1951,4.264560815592233e-08,2.1322803522849654e-09
1952,2.741649041126948e-08,7.381362521208246e-09
1953,5.494651889037527e-08,4.3095309543161875e-09
1954,4.1044651233335117e-08,4.886268278880834e-09
1955,4.411235821066839e-08,2.815682353940474e-09
1956,5.407107828148128e-08,1.744228317335228e-09
1957,4.1524676586135456e-08,0.0
1958,2.4816730004317833e-08,3.3088973783179654e-09
1959,4.72795602668441e-08,3.1002992395556817e-09
1960,3.4604165088936156e-08,2.7683333958528067e-09
1961,3.613042842687264e-08,3.47407969059077e-09
1962,5.0735651790922986e-08,6.341956404476434e-10
1963,3.620989819097531e-08,0.0
1964,4.684655796616255e-08,3.041984220075733e-09
1965,4.596516456345512e-08,1.6416130677043839e-09
1966,5.262120983395846e-08,1.1078149508847446e-09
1967,5.4233691315630495e-08,4.930335584241163e-10
1968,5.7040982270883944e-08,2.24570789741918e-09
1969,5.5409444976728395e-08,9.083515606356229e-10
1970,2.2533751947717562e-08,4.5987250119061684e-10
1971,2.8775025251448483e-08,1.0276794970565106e-09
1972,3.231992556917973e-08,1.5390440033513642e-09
1973,2.5360738176161135e-08,5.513203782392395e-10
1974,2.8127858486826085e-08,1.6876715580593782e-09
1975,3.655347313724633e-08,1.7134440533084216e-09
1976,3.5995220803997086e-08,1.7140580066410394e-09
1977,2.6445518219730957e-08,2.3507127355770763e-09
1978,4.33663159826736e-08,5.940591352171509e-10
1979,3.3941445654050995e-08,4.096381456264453e-09
1980,2.8994268819193536e-08,2.2740602734216964e-09
1981,2.9730081951839793e-08,1.8976649140967083e-09
1982,2.545075905580063e-08,1.2415004579935385e-09
1983,3.157657957331139e-08,6.315316047889041e-10
1984,2.8415140906901115e-08,4.639206629963866e-09
1985,2.105445395805816e-08,6.015558051686298e-10
1986,4.3160295448707586e-08,1.1988970927134801e-09
1987,2.8720839484464022e-08,3.6664902225425067e-09
1988,5.516829604257367e-08,2.398621523624911e-09
1989,3.3477544514326496e-08,1.6464366536794728e-09
1990,3.705082729510423e-08,2.724325487424295e-09
1991,2.1687421913885174e-08,1.7584395606284886e-09
1992,3.8018615367008124e-08,1.65298330578878e-09
1993,2.8803878393546256e-08,1.6617622278225497e-09
1994,3.16495588625898e-08,3.6924485691258724e-09
1995,3.3076949346178e-08,0.0
1996,3.469759790597493e-08,1.6014276571496566e-09
1997,3.35642609261555e-08,3.835915474148521e-09
1998,3.671459547494038e-08,9.536258449571733e-10
1999,5.118625301392399e-08,1.3710603763428253e-09
2000,4.9481951203134145e-08,0.0
2001,4.7317088691656295e-08,2.6287270971092624e-09
2002,4.600282532685185e-08,9.63868718173444e-09
2003,3.041853752216994e-08,3.333538334260311e-09
2004,3.039305962460048e-08,5.285749615779878e-09
2005,3.693074823729603e-08,3.1526248278623825e-09
2006,2.923701836188286e-08,8.235779835885637e-10
2007,4.1942036066444643e-08,5.192823282484937e-09
2008,4.129716524303717e-08,7.663391338175174e-09
2009,3.480780375042514e-08,1.430457752249481e-09
2010,2.645324093109025e-08,4.723793023408973e-10
2011,3.0209378887313676e-08,2.294383183443216e-09
2012,3.131912573728357e-08,1.3617010852229328e-09
2013,2.8449075095693388e-08,8.367375126105969e-10
2014,2.7717698469764684e-08,1.2992670966882613e-09
2015,2.8815479738431016e-08,2.881548111233201e-09
2016,3.7905521665937414e-08,2.8998760059906203e-09
2017,2.339518501148774e-08,1.0062445321423752e-09
2018,2.6330960967158035e-08,1.0325866828253538e-09
2019,2.8060864964984944e-08,1.785691428057845e-09
