year,des_DET airs_NOUN,des_DET fers_NOUN
1800,1.9305169658423438e-06,2.0908693265653255e-06
1801,1.514432067750704e-06,2.0644853968576626e-06
1802,1.609007057368217e-06,1.4859258783417317e-06
1803,1.7045964781914336e-06,1.9659420456008547e-06
1804,2.031861363605003e-06,1.455920219939344e-06
1805,1.6289689126480766e-06,1.938842594029211e-06
1806,2.4321286673512077e-06,1.7088297994405366e-06
1807,1.6853974180719433e-06,1.51742707998892e-06
1808,1.8400520644945573e-06,1.6089125125517967e-06
1809,1.6468332475483294e-06,1.8343328136438686e-06
1810,2.5975406430234216e-06,1.5842658527276399e-06
1811,2.2062274780410007e-06,1.564415949673048e-06
1812,1.7150148821087896e-06,3.013945345742286e-06
1813,2.2286997882758897e-06,1.880735005954648e-06
1814,2.0359000529879268e-06,2.6432087167904683e-06
1815,1.151714417169103e-06,1.637214662508768e-06
1816,1.3418926556596489e-06,1.3905623443832837e-06
1817,1.6627408570002444e-06,1.9087268299244897e-06
1818,1.6308170760481744e-06,1.534255488877534e-06
1819,1.495726777989148e-06,1.815574208308135e-06
1820,1.940169710223927e-06,2.0944339702566594e-06
1821,1.4900709235377008e-06,1.445694195467695e-06
1822,1.6903187969319333e-06,1.4898065217039402e-06
1823,1.6691858242268154e-06,1.7828367653294208e-06
1824,1.5318003860897988e-06,1.620222057852061e-06
1825,1.7681329573804305e-06,1.7514026140474925e-06
1826,1.4621254500468694e-06,1.8029944222064387e-06
1827,1.1825761010442193e-06,1.7641860665662534e-06
1828,1.3740107824844472e-06,1.4969195589742412e-06
1829,1.3717082136821546e-06,1.4582972802656968e-06
1830,1.652151127018442e-06,1.7304273498552902e-06
1831,1.4437456314908559e-06,1.5201425469513197e-06
1832,1.6290083664216581e-06,1.4287648113509022e-06
1833,1.692368128303201e-06,1.5186137432010582e-06
1834,1.4617875230271693e-06,1.573801931442631e-06
1835,2.072286044096927e-06,1.2373212001648426e-06
1836,1.4785650712667575e-06,1.1647059761088485e-06
1837,1.4423708147859315e-06,1.2781645857273816e-06
1838,1.5433235649453536e-06,1.2914683331644028e-06
1839,1.7059199706181971e-06,1.1990380102133713e-06
1840,1.4790416997811917e-06,1.2688420270023926e-06
1841,1.596790447422336e-06,1.0812204180865592e-06
1842,1.6992035796192795e-06,1.0256937468255956e-06
1843,1.7130041811697083e-06,1.3898961910285834e-06
1844,1.6449218165348611e-06,1.1751009552085634e-06
1845,1.343718853519249e-06,1.3158177019079176e-06
1846,1.5087050151407766e-06,1.5245120987827931e-06
1847,1.3671822181038351e-06,1.2215651992164567e-06
1848,1.5519232903216107e-06,1.0812777411217667e-06
1849,1.539298523312027e-06,8.781626661402697e-07
1850,1.2220192786571715e-06,9.538539487152775e-07
1851,1.2756989651308004e-06,1.0899551234899718e-06
1852,1.5840156546431672e-06,9.407737948663453e-07
1853,1.6166019918273378e-06,1.1346670909517798e-06
1854,1.4360816216196781e-06,1.0339372202849972e-06
1855,1.7979903113030105e-06,1.1876925682940964e-06
1856,1.812533945155792e-06,9.691698110714242e-07
1857,1.770035183312757e-06,1.1793725924746923e-06
1858,1.914895452870269e-06,1.08297048839745e-06
1859,1.8591524533206893e-06,1.1742552246118976e-06
1860,1.9251635201555928e-06,1.1992222059831192e-06
1861,1.9288291834840265e-06,1.3270722050151562e-06
1862,1.8026765253864596e-06,1.5736146146139163e-06
1863,1.7641001193169359e-06,1.228177236356487e-06
1864,1.7898718951414594e-06,1.054840108594135e-06
1865,1.7490633963390678e-06,1.1691801589108763e-06
1866,1.8270376607176786e-06,1.168233669801566e-06
1867,1.8125251433076528e-06,1.315597245366007e-06
1868,1.8361512310605121e-06,1.4794923295369244e-06
1869,1.8352264561372067e-06,1.0709557543009396e-06
1870,1.6852369242315035e-06,1.1772001684562383e-06
1871,1.6154811071089625e-06,8.847440788883887e-07
1872,1.7216775152206765e-06,9.712026649566496e-07
1873,1.4905151246580317e-06,8.170896297343688e-07
1874,1.5283050114334173e-06,1.078417001920684e-06
1875,1.6964327826940462e-06,9.337532471676013e-07
1876,1.6547942500722002e-06,8.688123234179557e-07
1877,1.775042161256124e-06,1.1602714522496171e-06
1878,2.2719050463138046e-06,9.475329889596651e-07
1879,1.9769776749001267e-06,9.707717616436184e-07
1880,1.8605336293830987e-06,9.41498035089694e-07
1881,2.2563035102507456e-06,8.729579654698227e-07
1882,2.0159161078225907e-06,7.780145470093203e-07
1883,1.9097042383009466e-06,7.741190284349386e-07
1884,2.049826843375513e-06,8.879282376028641e-07
1885,2.0587360900492513e-06,8.082827083200073e-07
1886,2.0889863341366777e-06,8.157178541523535e-07
1887,1.9893632776657455e-06,8.050164179707053e-07
1888,2.0581634512240043e-06,8.914904210399754e-07
1889,2.110724487636162e-06,8.689744550594014e-07
1890,1.797868172559447e-06,9.556295630375189e-07
1891,1.9721835933239618e-06,9.746182740855147e-07
1892,1.9024934863054455e-06,8.086381049210445e-07
1893,1.771160555996687e-06,7.802713657412141e-07
1894,1.973011842792971e-06,9.269564422709209e-07
1895,1.8687797744831869e-06,7.956608403247856e-07
1896,1.832206883989329e-06,7.371286034896229e-07
1897,1.7724862146906162e-06,8.198186174368516e-07
1898,1.9317623554115926e-06,1.0094504894198053e-06
1899,1.8849042131563465e-06,9.330552224184885e-07
1900,1.7197959465420354e-06,8.741733239503446e-07
1901,1.697858832194754e-06,6.930036535734985e-07
1902,1.5025468886875615e-06,1.6601669479143766e-06
1903,1.870096280498501e-06,8.013926837691088e-07
1904,1.856932946964207e-06,7.341738079702509e-07
1905,1.7293703589160714e-06,6.98250705255532e-07
1906,1.7901761788507997e-06,7.52079765575786e-07
1907,1.8930806122696708e-06,6.901695872585378e-07
1908,1.9910771698050667e-06,7.553716638852848e-07
1909,1.9539492637221656e-06,8.328489160547292e-07
1910,2.117352416952656e-06,7.428369599438156e-07
1911,1.8514902437871683e-06,6.900525040265393e-07
1912,1.9066481815599445e-06,7.913110575685778e-07
1913,1.987030294969827e-06,6.331769881740001e-07
1914,1.9387073528776e-06,6.97131018689845e-07
1915,1.7188132179768445e-06,4.782989391216574e-07
1916,1.5734045568649435e-06,6.021129381750256e-07
1917,2.125293070420753e-06,6.612754095414175e-07
1918,1.8584956933409558e-06,6.397911693767355e-07
1919,1.9336481642540093e-06,6.040348292657427e-07
1920,2.0429882034989078e-06,6.52726402705639e-07
1921,2.077961921642668e-06,5.285777735508645e-07
1922,2.112302823320533e-06,5.489184111695522e-07
1923,2.002167809322941e-06,5.838771404143017e-07
1924,2.0665274149678226e-06,5.053516662911761e-07
1925,1.995069361271362e-06,5.114152710206099e-07
1926,1.9528033785576326e-06,6.375591325991081e-07
1927,2.2019718510790653e-06,5.541164815880961e-07
1928,1.9058636606672508e-06,5.747298841285442e-07
1929,1.8192283608442494e-06,5.057744401071318e-07
1930,1.874893225561891e-06,4.936693516199853e-07
1931,1.7290520730739445e-06,5.029762490948997e-07
1932,1.6537940901173442e-06,4.844114926960685e-07
1933,1.699952134615046e-06,3.601787967877357e-07
1934,1.6235040618539642e-06,3.858068833295647e-07
1935,1.728220176744344e-06,4.583852888373485e-07
1936,1.613799465616239e-06,4.28002433494612e-07
1937,1.412723467097976e-06,3.6640154643663436e-07
1938,1.6271343916685055e-06,4.239625024382576e-07
1939,1.3443470656682166e-06,3.8082185938037583e-07
1940,1.1943537816527794e-06,3.321875583495171e-07
1941,1.9391372134691665e-06,3.9550135433330524e-07
1942,1.7264664702310029e-06,4.490633407350231e-07
1943,1.8087155417845224e-06,4.3838851215838304e-07
1944,1.6547909247321968e-06,3.3095818174899705e-07
1945,2.017294706391226e-06,3.2895411727906776e-07
1946,1.994894326173835e-06,3.7586981527226726e-07
1947,1.7106449430315251e-06,4.3391971438211385e-07
1948,1.6373062763364032e-06,4.044342345466134e-07
1949,1.3449301121681856e-06,3.3868679505388855e-07
1950,1.5346826263140656e-06,4.6582883506118833e-07
1951,1.6279961059240122e-06,4.914906117647888e-07
1952,1.3159915042137982e-06,3.764495009050961e-07
1953,1.482478598546777e-06,3.469172416004085e-07
1954,1.4434036259558525e-06,3.0294861108615123e-07
1955,1.4857417180991206e-06,3.4445180219222493e-07
1956,1.5837592748368934e-06,4.107657636254203e-07
1957,1.4542471866718643e-06,4.4616941075048544e-07
1958,1.4451609189336523e-06,3.499158980346806e-07
1959,1.4098610190416139e-06,4.317166597544997e-07
1960,1.589023288062208e-06,4.5262251369138085e-07
1961,1.523731381958271e-06,4.7039037509577497e-07
1962,1.473870621993001e-06,4.0271424239790576e-07
1963,1.5369808146203923e-06,4.0089529562692405e-07
1964,1.3475989479871942e-06,3.8024802062608387e-07
1965,1.4292977166263654e-06,3.901567069419798e-07
1966,1.5282307277431073e-06,4.02136823396404e-07
1967,1.6181360944500511e-06,5.359274917182688e-07
1968,2.097042171911312e-06,5.389699122559932e-07
1969,1.4783421935504748e-06,5.754407066405065e-07
1970,1.4587156158540893e-06,3.582406646884806e-07
1971,1.6298996303731883e-06,4.2700083113800247e-07
1972,1.8858419466027954e-06,3.791178642131854e-07
1973,1.3132451233133224e-06,3.567042785590502e-07
1974,1.145366347543586e-06,3.251580453778047e-07
1975,1.1337287730839307e-06,3.2612552658406457e-07
1976,1.1575604990099464e-06,3.5309594670351885e-07
1977,1.258219027633345e-06,3.279244298326489e-07
1978,1.4584151575292026e-06,3.7485130999215244e-07
1979,1.350635496777386e-06,3.680891271784503e-07
1980,1.4366375644669915e-06,2.785723829390463e-07
1981,1.3580955080527701e-06,2.7326375384717494e-07
1982,1.34144127628133e-06,3.476201255736555e-07
