year,des_DET airs_NOUN,des_DET fers_NOUN
1983,1.448733495834631e-06,2.7597929896927553e-07
1984,1.5378970346091592e-06,3.682370399715751e-07
1985,1.3378601231295306e-06,4.234952779569312e-07
1986,1.3973145307488721e-06,2.9792591327293394e-07
1987,1.3749338148016932e-06,3.3487277750765543e-07
1988,1.4745526311088497e-06,3.100218455287518e-07
1989,1.519112231562758e-06,3.528862677626421e-07
1990,1.4259120142412485e-06,2.9095795905931254e-07
1991,1.5468406875385199e-06,3.0596849498465417e-07
1992,1.4750120396200828e-06,2.8100716065182496e-07
1993,1.5094340302113096e-06,3.323524531140265e-07
1994,1.4279226512314835e-06,2.895934576585546e-07
1995,1.5356380274056391e-06,2.770872358226484e-07
1996,1.4364806446565126e-06,2.3594367704049546e-07
1997,1.5046378480931821e-06,2.507729952583304e-07
1998,1.5181723362900357e-06,3.094515852453128e-07
1999,1.483944361169165e-06,3.194570727949042e-07
2000,1.5511708930660006e-06,3.1412202927683097e-07
2001,1.461572207261952e-06,2.8302629306864446e-07
2002,1.4852341188031914e-06,3.0580926413392717e-07
2003,1.6688526542907312e-06,2.445983859900025e-07
2004,1.5126053316549815e-06,2.6076363424110127e-07
2005,1.5173132119628008e-06,2.8013322594944157e-07
2006,1.7262194660361274e-06,2.8084008985018727e-07
2007,1.7240173413313187e-06,2.4206545923277645e-07
2008,1.8873230338556368e-06,2.648127388482635e-07
2009,1.874853296612855e-06,2.584360467849933e-07
2010,2.043512857596852e-06,2.626428816654425e-07
2011,2.4079550904332336e-06,2.6155966992291724e-07
2012,2.680848986358342e-06,3.8297843829582234e-07
2013,2.5431241930107262e-06,3.2855891962668693e-07
2014,3.0353045374909016e-06,3.8739813490451525e-07
2015,2.8527324644755936e-06,3.9787527850165816e-07
2016,2.913132703952215e-06,4.1758216440257456e-07
2017,2.350335766010403e-06,2.6036578582022685e-07
2018,2.7027957258951574e-06,3.3042774383318374e-07
2019,2.7494544951878197e-06,3.553525846911043e-07
