year,excellents_ADJ acteurs_NOUN,excellents_ADJ facteurs_NOUN
1800,0.0,0.0
1801,2.1430643926123594e-08,0.0
1802,0.0,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,2.881669125542885e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,0.0,0.0
1809,3.162642769893864e-08,0.0
1810,2.574139479349924e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,1.1502966579257645e-08,0.0
1814,6.293354282149721e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,9.493184904840746e-09,0.0
1821,2.5639868894700157e-08,0.0
1822,2.0051231786055723e-08,0.0
1823,1.087095569118901e-08,0.0
1824,2.189489300974401e-08,0.0
1825,5.283265824829186e-09,0.0
1826,1.0569580766173203e-08,0.0
1827,1.013900075008678e-08,0.0
1828,1.4675682002973645e-08,0.0
1829,5.143905745796928e-09,0.0
1830,5.218417697960831e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,2.4353944638733083e-08,0.0
1833,2.89590715851773e-08,0.0
1834,9.334531370086552e-09,0.0
1835,6.050470346963266e-09,0.0
1836,1.8818100855355624e-08,0.0
1837,2.0873672568200163e-08,0.0
1838,1.009945904684173e-08,0.0
1839,1.2584655095793096e-08,0.0
1840,1.52872523528913e-08,0.0
1841,2.953452238330101e-08,0.0
1842,8.049918065466954e-09,0.0
1843,1.6539351221922516e-08,0.0
1844,1.0428266250528395e-08,0.0
1845,1.7298706467272496e-08,1.1160455892778032e-09
1846,1.5221703009160592e-08,3.5127007969038004e-09
1847,1.240441438454809e-08,2.1572894581822766e-09
1848,6.43617736884039e-09,0.0
1849,1.3407063903514427e-08,4.1897072478036534e-09
1850,5.431196825611551e-09,6.788996032014438e-10
1851,9.029214709244116e-09,0.0
1852,1.4974254725075298e-08,0.0
1853,1.3138249599364826e-08,2.9859659189668264e-09
1854,5.195664343204953e-09,0.0
1855,1.539011762474729e-08,2.653468555990912e-09
1856,1.1389816201301528e-08,0.0
1857,1.610898081594314e-08,0.0
1858,1.0276719919488642e-08,0.0
1859,1.782260738991681e-08,5.092173349652285e-10
1860,1.6477862629926676e-08,2.746310290291376e-09
1861,1.0846716413936974e-08,0.0
1862,1.355395884417021e-08,0.0
1863,3.096664968893492e-08,4.994620828036034e-10
1864,2.205574922697906e-08,0.0
1865,1.7415324293779122e-08,0.0
1866,1.6543083347642096e-08,0.0
1867,1.747012134956094e-08,4.85281148598915e-10
1868,2.0747471296544973e-08,9.87974813071446e-10
1869,1.6115613732381462e-08,0.0
1870,1.8922360567330543e-08,0.0
1871,1.911811864374613e-08,0.0
1872,1.0280476914203973e-08,2.4189357183956872e-09
1873,2.6338419445437466e-08,5.986004469882289e-10
1874,2.3300975371398636e-08,0.0
1875,2.0025344937835143e-08,0.0
1876,9.673623679873344e-09,1.209202959984168e-09
1877,2.968711676487601e-08,0.0
1878,3.0799352401800206e-08,3.6234530931267273e-09
1879,2.1993571408529533e-08,0.0
1880,2.5029599726167362e-08,5.134277003548959e-09
1881,3.346803723047742e-08,0.0
1882,2.3293848627758962e-08,0.0
1883,1.4534479397809719e-08,4.423537092179686e-09
1884,1.5844072720483382e-08,0.0
1885,3.996294140051759e-08,6.445635691854079e-10
1886,1.613365974151293e-08,6.453463874400711e-10
1887,1.4363633837888301e-08,6.528924623161458e-10
1888,2.789870379160675e-08,0.0
1889,4.51089832154139e-08,6.265136742733546e-10
1890,2.94947390955258e-08,0.0
1891,2.039750413018737e-08,0.0
1892,3.13425623232888e-08,1.2537024751679837e-09
1893,1.9091091374434654e-08,3.695050043717174e-09
1894,2.2055386850183822e-08,3.150769645188234e-09
1895,1.2639090662958097e-08,1.2037228991346183e-09
1896,2.0049897742069334e-08,2.948514543632541e-09
1897,1.2236098356765979e-08,2.330685422435863e-09
1898,1.0185038590293516e-08,1.6975064687230201e-09
1899,1.9346524382513053e-08,5.527578395003729e-10
1900,1.0901211489056095e-08,5.191053142894475e-10
1901,1.4530721514915967e-08,1.676621730339889e-09
1902,1.2275709337927765e-08,1.2275709337927765e-08
1903,9.720396931811592e-09,3.7801539676252105e-09
1904,7.524475265086039e-09,3.7622376325430196e-09
1905,6.192911072844254e-09,3.096455536422127e-09
1906,1.6461390472954918e-08,5.144184522798412e-10
1907,1.542852956504248e-08,1.028568674676933e-09
1908,1.1296195090437777e-08,1.4734167219643268e-09
1909,2.1453836041018803e-08,7.151278680339601e-09
1910,1.3894791983659616e-08,3.740905363258662e-09
1911,6.916486494645824e-09,0.0
1912,2.6047105805560022e-08,1.0418842455450772e-09
1913,3.234823608977422e-08,5.30298971401777e-10
1914,1.808120764223986e-08,1.3393487430235496e-09
1915,3.534228465440492e-09,0.0
1916,1.538244731591476e-08,0.0
1917,0.0,5.483212106582869e-09
1918,5.743188147278033e-09,8.040463406189247e-09
1919,9.207848705727883e-09,9.207848372660976e-10
1920,4.0890050456710014e-08,5.300562211374427e-09
1921,4.0892835784234194e-08,7.572747429129834e-10
1922,2.951174238319254e-08,2.2133805899215986e-09
1923,2.9724654737606215e-08,0.0
1924,3.867487219366694e-09,1.289162443462999e-09
1925,6.598906754362588e-09,5.499089184013428e-09
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,1.1149224876660924e-09
1928,2.399468712610542e-08,2.2852082448565625e-09
1929,1.4482528065684619e-08,8.912325100141061e-09
1930,1.8906487042613662e-08,5.2518016602221e-09
1931,2.737285598186645e-08,7.983749661377715e-09
1932,3.9454331357546835e-08,2.1919073223131136e-09
1933,3.785318369864399e-08,1.1470662197865522e-09
1934,2.995395220750652e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,0.0
1936,2.9099314957647948e-08,4.849885826274658e-09
1937,3.273690651894867e-08,2.5182236296217297e-09
1938,2.074434313215079e-08,5.186085783037697e-09
1939,2.141167065872196e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,2.832055301382752e-08,2.178504043826024e-09
1946,3.3410650246423756e-08,4.1763312808029696e-09
1947,5.1259746669529704e-08,0.0
1948,2.5005341797168512e-08,4.348755133776194e-09
1949,5.890204946013e-08,1.9634016634739737e-09
1950,4.0414374069541736e-08,4.2541445921528975e-09
1951,3.0918066329377325e-08,1.0661401761424827e-09
1952,2.003512733494972e-08,2.1089607837865287e-09
1953,2.2625037843226892e-08,2.1547654771580937e-09
1954,4.0067398288101685e-08,0.0
1955,5.5375085850073447e-08,0.0
1956,3.488456457034772e-08,0.0
1957,2.2087593976038988e-08,4.417518795207798e-09
1958,3.4743422361316334e-08,8.272243445794913e-10
1959,4.2629114460623896e-08,2.325224457422337e-09
1960,4.498541628095154e-08,5.536666680683311e-09
1961,3.890969324515936e-08,4.16889545107324e-09
1962,3.107558654846798e-08,6.341956404476434e-10
1963,3.620989730279689e-08,2.5864212993553792e-09
1964,3.832900219435942e-08,3.041984220075733e-09
1965,3.009623839034248e-08,1.6416130677043839e-09
1966,2.658755882123387e-08,5.539074754423723e-10
1967,2.3665609916179164e-08,2.9582012395223956e-09
1968,3.6829611360644776e-08,3.1439910674890825e-09
1969,2.4071315607443466e-08,2.2708788183223305e-09
1970,1.8854771965948203e-08,3.219107425067591e-09
1971,2.723350611688602e-08,3.5968783507200897e-09
1972,3.437198259348406e-08,2.0520587451500205e-09
1973,1.929621262775072e-08,1.102640756478479e-09
1974,2.4752514704573514e-08,0.0
1975,2.9128548462153958e-08,1.1422960355389478e-09
1976,1.9425991482080462e-08,1.142705374768127e-09
1977,2.9971587878208084e-08,5.289103821581875e-09
1978,2.198018833610149e-08,1.1881182704343018e-09
1979,3.043026097770962e-08,2.3407893401383717e-09
1980,2.38776323158163e-08,5.685150683554241e-10
1981,2.5934753011824796e-08,4.427884725544118e-09
1982,3.041676066573018e-08,0.0
1983,2.462973291983417e-08,1.89459470334441e-09
1984,3.015484395518797e-08,2.8995041922996734e-09
1985,2.7671566371623157e-08,1.8046674155058895e-09
1986,3.1770774455708306e-08,1.1988970927134801e-09
1987,2.810975807676641e-08,1.8332451112712533e-09
1988,1.6190695006912392e-08,1.798966087207532e-09
1989,1.6464365870660913e-08,2.7440609784434855e-09
1990,2.1249737969242233e-08,1.6345953479657283e-09
1991,1.641210189973208e-08,0.0
1992,2.0386792698445788e-08,2.7549720282848966e-09
1993,1.938722604677423e-08,2.2156829704300662e-09
1994,2.479215588380157e-08,0.0
1995,2.060531301140145e-08,3.253470381991974e-09
1996,2.2953797085278893e-08,5.338092190498855e-10
1997,2.2536003285722472e-08,2.3974471297094624e-09
1998,1.859570453177639e-08,1.9072516899143466e-09
1999,1.1882523409667556e-08,1.3710603763428253e-09
2000,2.076474814316498e-08,3.092622158362701e-09
2001,2.0591695459870607e-08,4.3812117822561447e-10
2002,2.541108479192644e-08,8.76244299341522e-10
