year,cents_ADJ oies_NOUN,cents_ADJ fois_NOUN
1800,0.0,1.1633408547595536e-07
1801,0.0,4.524246932646747e-08
1802,0.0,3.5805442166747525e-08
1803,0.0,7.606323038089613e-08
1804,0.0,2.9662210465630778e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,8.645007198992971e-08
1807,0.0,2.562259560079383e-08
1808,0.0,4.305540457494317e-08
1809,0.0,8.584316191218022e-08
1810,0.0,2.106114038724627e-08
1811,0.0,6.016983888912364e-08
1812,0.0,1.600324850414836e-08
1813,0.0,6.901780125190271e-08
1814,0.0,2.8320094713762956e-08
1815,0.0,9.440282155992463e-08
1816,0.0,5.3304887615013286e-08
1817,0.0,1.1832237589715078e-07
1818,0.0,8.583247534943439e-08
1819,0.0,8.177329391401145e-08
1820,0.0,7.238553223487543e-08
1821,0.0,1.5975611233898235e-07
1822,0.0,1.2532019866284827e-07
1823,0.0,7.807322788266902e-08
1824,0.0,1.035796870496597e-07
1825,0.0,6.163810439829831e-08
1826,0.0,4.844391554570393e-08
1827,0.0,8.848581956044654e-08
1828,0.0,3.210305266065916e-08
1829,0.0,6.086955295359076e-08
1830,0.0,1.033246732617954e-07
1831,0.0,9.666548095310645e-08
1832,0.0,4.329590197471589e-08
1833,3.4750886612755494e-09,8.224376557564028e-08
1834,0.0,4.2005389389032644e-08
1835,0.0,6.882410019670715e-08
1836,0.0,4.973355061110851e-08
1837,0.0,2.852735292435682e-08
1838,0.0,5.7440672662778525e-08
1839,0.0,2.866504900111977e-08
1840,6.369688665408546e-10,2.993753511759678e-08
1841,0.0,3.2102743574569104e-08
1842,0.0,1.8112315203211438e-08
1843,0.0,3.5441466650354414e-08
1844,0.0,2.5247381074677833e-08
1845,0.0,3.794555070157912e-08
1846,0.0,2.751615646445771e-08
1847,0.0,5.3932236454556914e-08
1848,0.0,1.448139919091318e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,5.838536765168101e-08
1851,0.0,2.579775504329973e-08
1852,0.0,2.799534470909748e-08
1853,0.0,4.478948767427937e-08
1854,0.0,4.1565314745639625e-08
1855,0.0,5.1477289986223695e-08
1856,0.0,9.215396801209863e-08
1857,0.0,1.0348799150960986e-07
1858,0.0,3.52344677878591e-08
1859,8.147477359443656e-09,4.939408171367177e-08
1860,5.492620580582752e-09,3.066713105681629e-08
1861,0.0,3.301174444914068e-08
1862,0.0,3.885468302655681e-08
1863,0.0,3.7459656709870615e-08
1864,0.0,3.212467802882202e-08
1865,0.0,6.024760779155258e-08
1866,0.0,2.6274308950746672e-08
1867,0.0,3.008743121313273e-08
1868,0.0,3.210918109175509e-08
1869,0.0,4.737013625799591e-08
1870,0.0,3.4977698959437475e-08
1871,0.0,2.7615060460561835e-08
1872,0.0,3.1446163006876304e-08
1873,0.0,2.6937019725892242e-08
1874,0.0,1.4339061493728877e-08
1875,0.0,4.9777284516494547e-08
1876,0.0,6.348315650939185e-08
1877,0.0,3.710889728836264e-08
1878,6.039088673581716e-10,3.32149880932775e-08
1879,1.832797580370027e-09,6.353698012162567e-08
1880,0.0,7.893950737525302e-08
1881,0.0,5.159655458442103e-08
1882,0.0,2.0631693686823382e-08
1883,6.319338941018771e-10,6.19295192905156e-08
1884,3.300848483434038e-09,3.564916539744445e-08
1885,0.0,2.2559724754955823e-08
1886,0.0,1.8069698626277386e-08
1887,0.0,3.0685946228459215e-08
1888,0.0,3.804368731152863e-08
1889,0.0,2.5687061366852504e-08
1890,0.0,3.2771932723107966e-08
1891,0.0,3.633305567518619e-08
1892,0.0,1.3790726782758611e-08
1893,6.158416554491453e-10,1.23168328869383e-08
1894,0.0,3.0877544077156927e-08
1895,0.0,1.444467478961542e-08
1896,0.0,8.255840455717589e-09
1897,0.0,1.631479840114025e-08
1898,0.0,2.6594268121016285e-08
1899,1.1055156790007459e-09,1.5477219506010442e-08
1900,0.0,3.73755817406618e-08
1901,0.0,1.676621685930968e-08
1902,0.0,1.6203935970793282e-08
1903,0.0,2.376096830403185e-08
1904,0.0,2.203596238814498e-08
1905,0.0,1.909480928929952e-08
1906,0.0,3.549487459508782e-08
1907,0.0,2.3657079850636364e-08
1908,0.0,2.161011281032188e-08
1909,0.0,2.2003934674330594e-08
1910,0.0,3.634022505139001e-08
1911,1.5961122423746588e-09,2.3409645777405785e-08
1912,0.0,1.82329742415277e-08
1913,0.0,2.1211958411981868e-08
1914,0.0,2.1429579888376793e-08
1915,0.0,1.0602685840410686e-08
1916,0.0,1.7579939282086343e-08
1917,0.0,3.070598708632133e-08
1918,0.0,4.2499593178035866e-08
1919,0.0,2.1178051312631396e-08
1920,0.0,2.4231141537711665e-08
1921,0.0,2.120369302360814e-08
1922,0.0,2.6560567079059183e-08
1923,0.0,2.653987074552333e-08
1924,0.0,2.4494086758863887e-08
1925,0.0,3.079489729884699e-08
1926,0.0,1.7833821530643945e-08
1927,0.0,1.3379070296082318e-08
1928,0.0,2.170947865920425e-08
1929,0.0,2.5622934884950155e-08
1930,0.0,2.7309368988426286e-08
1931,0.0,3.307553342324354e-08
1932,0.0,2.520693342944469e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,2.516131836216573e-08
1935,0.0,1.795242710045386e-08
1936,0.0,2.182448710641438e-08
1937,0.0,5.0364472592434595e-09
1938,0.0,1.2965214679638848e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,5.0715658339584024e-09
1941,0.0,2.066051862925633e-08
1942,0.0,3.034211815133858e-08
1943,0.0,4.064529335323641e-08
1944,0.0,3.534504600111177e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,4.1763314584386535e-08
1947,0.0,1.4305045148432782e-08
