year,deux_DET eaux_NOUN,deux_DET faux_ADJ
1941,2.774412468653509e-07,5.312704587367989e-08
1942,2.973527655214525e-07,2.730790527039062e-08
1943,3.280655676007882e-07,4.935499853253589e-08
1944,2.634812688029342e-07,5.462416652335378e-08
1945,3.7034567412774777e-07,6.971213029061119e-08
1946,3.549881455455761e-07,5.150808402021312e-08
1947,3.0159803565688037e-07,3.814678839475505e-08
1948,2.989769223304961e-07,4.457474189756283e-08
1949,2.7487622922262034e-07,3.4359527556482305e-08
1950,2.190884502706325e-07,5.2113271253872995e-08
1951,2.9851923954993254e-07,4.584402857332748e-08
1952,2.4463944647834523e-07,3.690681316115274e-08
1953,2.95202881805956e-07,3.447624719044029e-08
1954,3.3422074663391754e-07,5.0817189567453624e-08
1955,3.0127802119750413e-07,6.006789021739678e-08
1956,2.9739092788361177e-07,5.05826207586324e-08
1957,2.9509026200358335e-07,3.887416755166129e-08
1958,2.4072228282934205e-07,5.4596807963491756e-08
1959,2.7437647753814076e-07,2.7902692267822715e-08
1960,2.6368374606011713e-07,4.290916827409674e-08
1961,2.9668640832980486e-07,4.585785173816248e-08
1962,2.3592077491585428e-07,5.454082518951964e-08
1963,2.586421374850545e-07,4.396916120086303e-08
1964,2.482258998348641e-07,4.562976085864534e-08
1965,2.8016862541058174e-07,5.307882222638227e-08
1966,2.902475080279743e-07,4.8743858949151786e-08
1967,2.9434104042991294e-07,5.1768524578221786e-08
1968,2.748746443514971e-07,4.311759305153373e-08
1969,2.566093195155439e-07,3.860493957841271e-08
1970,2.3085599709649074e-07,3.9089164349803696e-08
1971,2.3020020112340944e-07,4.3676380068191634e-08
1972,2.7189778095682016e-07,4.822337995591397e-08
1973,2.519534116895983e-07,5.347807485733824e-08
1974,2.396493653522569e-07,4.950503029732545e-08
1975,2.096113220773077e-07,5.6543655091445544e-08
1976,1.8797503975598318e-07,5.02790369338868e-08
1977,2.3154519812607077e-07,4.818961230057539e-08
1978,2.405939536487267e-07,4.158413824395524e-08
1979,2.744575454682874e-07,5.149736459486576e-08
1980,2.4105039431177033e-07,6.367368632353987e-08
1981,2.897101820664716e-07,6.388804951740212e-08
1982,2.805791071702757e-07,4.9660019985076076e-08
1983,2.5892794663917584e-07,4.16810870262907e-08
1984,2.8705092197656157e-07,6.958810061519216e-08
1985,2.8092657089473505e-07,5.1132241551954394e-08
1986,2.0680974399667207e-07,5.275147363370536e-08
1987,2.16322919133205e-07,5.071977904336222e-08
1988,2.3386559155902376e-07,4.497415373450053e-08
1989,2.145855804158714e-07,6.036934330211352e-08
1990,2.1086279988757894e-07,4.903785955079343e-08
1991,2.2039109204285978e-07,4.747786985781488e-08
1992,2.639263274595294e-07,6.005839203737651e-08
1993,2.647741190742181e-07,6.757833226345156e-08
1994,2.4475659177181086e-07,5.0639296755861096e-08
1995,2.2774293917393607e-07,3.904164547208211e-08
1996,2.0871940553668367e-07,4.804282927040049e-08
1997,2.330318693566369e-07,4.315404922294874e-08
1998,2.3792964931601546e-07,6.198567881199324e-08
1999,2.170845561089152e-07,5.39283719902528e-08
2000,2.4210811866431925e-07,4.1087692803642994e-08
2001,2.760163293480389e-07,6.177508815596866e-08
2002,2.729500869769197e-07,5.827024596172237e-08
2003,2.470985251967761e-07,5.458668983493453e-08
2004,2.466683159951799e-07,5.021462090581963e-08
2005,2.5626335187212135e-07,4.548787191360759e-08
2006,2.9278198265814126e-07,5.1061835648624765e-08
2007,2.328781548155412e-07,4.8732648139093726e-08
2008,2.7503059163436205e-07,5.9178412392668633e-08
2009,3.156543451066085e-07,4.577464896016181e-08
2010,2.9051327343765365e-07,5.668551672499689e-08
2011,3.3612713035147124e-07,5.659478441444321e-08
2012,3.8808481539476247e-07,5.480846976269049e-08
2013,3.645386483785984e-07,4.5183826680172956e-08
2014,4.1576546716548535e-07,5.6301576289996547e-08
2015,3.86127433360528e-07,6.472400126966704e-08
2016,3.5772043593951253e-07,5.634045052715919e-08
2017,3.3457630377320413e-07,6.565745902520348e-08
2018,3.9238293014776104e-07,4.93060143824664e-08
2019,3.576484872702679e-07,5.433604055582464e-08
