year,derniers_ADJ acteurs_NOUN,derniers_ADJ facteurs_NOUN
1800,0.0,5.0306631749208464e-08
1801,0.0,1.1905912700171939e-08
1802,0.0,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,5.685755422035754e-09,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,3.131650672116848e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,0.0
1810,0.0,1.6380887757350138e-08
1811,0.0,2.0056614147279106e-08
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,6.901780125190271e-08,8.627225156487839e-09
1814,0.0,1.2586708564299443e-08
1815,0.0,0.0
1816,0.0,9.270415546325239e-09
1817,0.0,1.556873407970727e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,1.035105001712111e-09
1820,0.0,7.119888678630559e-09
1821,0.0,5.9168927535324656e-09
1822,2.0051231786055723e-09,9.023054303725075e-09
1823,0.0,9.882686669016039e-09
1824,0.0,2.5263338088166165e-09
1825,8.805443041381977e-10,2.641632912414593e-09
1826,0.0,5.725189922145546e-08
1827,0.0,3.041700225026034e-08
1828,9.172301251858528e-10,7.337841001486822e-09
1829,1.714635211591542e-09,2.571952872898464e-09
1830,1.0436835840010872e-09,1.3567886369969528e-08
1831,3.585977381703742e-08,3.1182412207897414e-09
1832,0.0,1.488296597074168e-08
1833,0.0,1.0425265983826648e-08
1834,8.401078055442213e-09,4.667265685043276e-09
1835,9.832014313815307e-09,1.285724948729694e-08
1836,9.409050427677812e-09,6.048674894287842e-09
1837,1.3915781860163179e-09,9.045257876039159e-09
1838,6.312161904276081e-10,1.2624323808552163e-08
1839,1.0487212875887053e-08,1.6080392128969834e-08
1840,0.0,2.5478754661634184e-09
1841,5.1364388298225094e-09,0.0
1842,2.683306021822318e-09,1.341653010911159e-09
1843,8.269675610961258e-09,5.906910960362666e-09
1844,5.488561272137815e-10,2.305195678786731e-08
1845,3.348136878855712e-09,1.2834524554250493e-08
1846,5.269050973311096e-09,9.367202125076801e-09
1847,5.393223645455691e-10,3.4516631330916425e-08
1848,8.045221711050488e-10,1.769948809737798e-08
1849,0.0,8.379414939696517e-10
1850,0.0,2.1045888587423178e-08
1851,4.514607354622058e-09,4.514607354622058e-09
1852,0.0,1.5625309046640723e-08
1853,0.0,9.555090940693844e-09
1854,1.2989161302101593e-08,3.63696517347023e-09
1855,1.326734277995456e-08,3.714855978387277e-09
1856,3.6240324075009767e-09,1.1389816201301528e-08
1857,5.369659827891837e-09,3.4170564155999728e-09
1858,3.4255731584664773e-09,2.936205500958522e-09
1859,9.675129142294736e-09,1.782260738991681e-08
1860,2.288591982591015e-09,4.119465657481669e-09
1861,5.659156698811785e-09,1.6034276129062164e-08
1862,3.6143890103090826e-09,3.6143890103090826e-09
1863,6.99246927027275e-09,1.9479021062807078e-08
1864,4.794727948009836e-10,1.342523781033833e-08
1865,2.3534221238463715e-09,2.8241067262513297e-09
1866,4.865613023596893e-09,2.919367858567057e-09
1867,2.91168689159349e-09,4.85281148598915e-09
1868,1.4819622196071691e-09,9.385760613156435e-09
1869,6.8369265804335555e-09,2.9789466893248573e-08
1870,9.747882501187632e-09,1.6055336615750093e-08
1871,2.1242354542039266e-09,8.496941816815706e-09
1872,7.861540751719076e-09,4.8378714367913744e-09
1873,8.979006871356887e-09,7.183205141814142e-09
1874,4.182226565063729e-09,7.169530746864439e-09
1875,1.1443054281912168e-09,5.721527251978387e-09
1876,1.209202959984168e-08,3.627608879952504e-09
1877,6.184815992682502e-10,2.1646856751544874e-08
1878,1.4493812372506909e-08,9.058632954861423e-09
1879,1.3440515367335593e-08,2.2604503158163425e-08
1880,1.2835692508872398e-09,1.7328185109022343e-08
1881,9.761510710859511e-09,2.370652651961791e-08
1882,8.652000893505374e-09,8.652000893505374e-09
1883,1.2638677882037541e-09,2.274962085380139e-08
1884,0.0,2.178559910248623e-08
1885,1.2891271383708158e-09,2.6427105837001363e-08
1886,2.5813855497602844e-09,2.1296431285122708e-08
1887,4.570247291724172e-09,2.6768590899450828e-08
1888,9.510921827882157e-09,2.4728397107764977e-08
1889,6.265136742733546e-10,1.566284169030041e-08
1890,0.0,1.5730527991308918e-08
1891,2.5496880162734215e-09,2.103492668936724e-08
1892,0.0,1.0656471260972467e-08
1893,4.926733243593162e-09,4.3724757148311255e-08
1894,6.301539290376468e-10,2.3315696040526745e-08
1895,3.0093072478365457e-09,4.513960760732516e-08
1896,0.0,2.7126333179694484e-08
1897,1.1653427112179315e-09,2.5637540090883704e-08
1898,0.0,2.998928039232851e-08
1899,2.2110313580014918e-09,3.703477347016815e-08
1900,3.633737311048435e-09,3.529916270395006e-08
1901,5.588738916095792e-10,2.179608138419553e-08
1902,4.910283846193408e-10,2.1114219705964388e-08
1903,5.400220270956879e-10,3.9961630449170116e-08
1904,3.7622376325430196e-09,3.7622378101787035e-08
1905,5.676835002077496e-09,2.8900251081154238e-08
1906,2.0576738091193647e-09,3.035068729673185e-08
1907,6.685696440911215e-09,3.599990350267035e-08
1908,3.929111258571538e-09,3.3397444809679655e-08
1909,5.5009836685826485e-09,2.640472018811124e-08
1910,3.206490406526541e-09,3.153049021875631e-08
1911,2.6601871816467337e-09,3.5646507967612706e-08
1912,3.125652625612929e-09,5.62617508137464e-08
1913,5.302989602995467e-09,5.992378504515727e-08
1914,2.0090231700464756e-09,5.558297289098846e-08
1915,2.3561523843085297e-09,4.123266705846618e-08
1916,1.0987462051303964e-09,3.29623865980011e-08
1917,4.386569774084137e-09,4.0575770299255964e-08
1918,1.1486376294556067e-09,3.2161853624756986e-08
1919,0.0,4.235610262526279e-08
1920,0.0,3.710393414735336e-08
1921,2.2718242842501013e-09,5.679560644011872e-08
1922,0.0,7.082817887749115e-08
1923,0.0,4.2463792482294593e-08
1924,6.445812328337297e-09,3.867487308184536e-08
1925,1.0998177923937646e-09,3.739380360912037e-08
1926,2.229227691330493e-09,4.458455293843144e-08
1927,0.0,4.2367055641534535e-08
1928,0.0,4.227635130860108e-08
1929,1.2254447234738564e-08,3.342121956961819e-08
1930,0.0,5.3568378177715203e-08
1931,1.1405356659111021e-09,6.50105320687544e-08
1932,1.0959536611565568e-09,5.589363638591749e-08
1933,2.2941324395731044e-09,5.1617981000617874e-08
1934,1.1981580172459871e-09,5.6313425034204556e-08
1935,1.196828414151696e-09,5.2660450222674626e-08
1936,3.6374143697059935e-09,4.4861444337129797e-08
1937,1.2591118148108649e-09,6.925115059175369e-08
1938,6.482607339819424e-09,5.8343463393839556e-08
1939,4.588215141154706e-09,7.647025057622159e-08
1940,0.0,6.846613587185857e-08
1941,0.0,7.969057236323351e-08
1942,0.0,7.888950648293758e-08
1943,0.0,8.709705667797607e-08
1944,3.2131861615880553e-09,8.354284375400312e-08
1945,8.714016175304096e-09,7.189063211399116e-08
1946,4.1763312808029696e-09,6.682130049284751e-08
1947,8.344609447874518e-09,9.298279479708071e-08
1948,1.0871887834440486e-09,8.371353743541476e-08
1949,4.908504269707237e-09,7.755436826073492e-08
1950,3.190608444114673e-09,7.232046073113452e-08
1951,6.396841278899501e-09,6.183613265875465e-08
1952,5.272402070488624e-09,8.857634981040974e-08
1953,0.0,6.356557946674002e-08
1954,6.840775057526116e-09,8.20893006903134e-08
1955,3.754243138587299e-09,8.540903451148552e-08
1956,3.488456634670456e-09,8.197873313520176e-08
1957,7.068030161150318e-09,7.333080986882123e-08
1958,8.272243445794913e-10,1.0505749514777563e-07
1959,4.650448914844674e-09,9.378404541848795e-08
1960,4.152500121534786e-09,8.858666689093297e-08
1961,6.948159270159238e-10,8.685199048841241e-08
1962,3.805173953708163e-09,8.054284705849568e-08
1963,1.939815863494232e-09,6.72469511187046e-08
1964,4.258777774879263e-09,8.21335746081786e-08
1965,8.755269398363907e-09,8.09862399364647e-08
1966,5.539074976468328e-09,8.25322103992221e-08
1967,9.860671168482327e-10,5.768492528090974e-08
1968,4.491415683816058e-09,6.602381574793981e-08
1969,3.6334062425424918e-09,7.811823365955206e-08
1970,4.1388523719376735e-09,6.484201975354154e-08
1971,4.1107179882260425e-09,6.166077071156906e-08
1972,3.5911027485013847e-09,6.66919106606656e-08
1973,4.410563025913916e-09,5.017015425323734e-08
1974,3.3753431161187564e-09,7.031964344150765e-08
1975,4.569184142155791e-09,6.625317183761581e-08
1976,2.856763492431469e-09,4.799362685048436e-08
1977,7.639816779203557e-09,5.171568062678489e-08
1978,5.940591130126904e-09,4.6930672681355645e-08
1979,1.1118749476679568e-08,5.325295759917026e-08
1980,5.116635559687666e-09,6.48107203460313e-08
1981,9.488323904349727e-09,4.1748627666038374e-08
1982,8.69050320595477e-09,4.717701784784367e-08
1983,1.0104505676622466e-08,6.631081816976803e-08
1984,6.378909400694965e-09,4.813177056917084e-08
1985,7.820225356169885e-09,6.857736423171445e-08
1986,8.392279760016663e-09,4.435919365164409e-08
1987,6.110817019067127e-09,5.621951615353282e-08
1988,1.1393452292729478e-08,5.756691479064102e-08
