year,derniers_ADJ acteurs_NOUN,derniers_ADJ facteurs_NOUN
1989,1.5366742545097622e-08,4.335616665684938e-08
1990,7.628111475810329e-09,4.7403261760337045e-08
1991,1.817054240405014e-08,4.8064013213888757e-08
1992,9.366905473484621e-09,4.628353167390742e-08
1993,1.2186256448387667e-08,3.932837344677864e-08
1994,1.2659824077942972e-08,3.481451571474281e-08
1995,1.1929391419140956e-08,3.3619194539369346e-08
1996,1.3345230698291743e-08,4.5907594170557786e-08
1997,1.7741109359370455e-08,4.315404922294874e-08
1998,1.3827574862901315e-08,3.719140906355278e-08
1999,2.1479944767310855e-08,3.701862993921168e-08
2000,1.6346716091852898e-08,3.755326716259333e-08
2001,2.2782300823642743e-08,3.8992784112679146e-08
2002,1.5772396722013582e-08,3.9430993581390794e-08
2003,9.167230752282762e-09,4.041915246943972e-08
2004,2.1142997408407638e-08,4.933366071213641e-08
2005,2.477062244210515e-08,2.9724747108161864e-08
2006,2.553091815737929e-08,3.5413854959642777e-08
2007,1.078509459517818e-08,3.07574907765229e-08
2008,1.7881246705542253e-08,3.15050527888161e-08
2009,2.336414262060771e-08,3.576144536054926e-08
2010,2.220182793166714e-08,2.5508482437430757e-08
2011,1.2236710283941576e-08,2.9062187323347644e-08
2012,1.8042538824092347e-08,2.8255296768975313e-08
2013,1.3387799813191492e-08,1.8687137171014e-08
2014,1.4508482332198369e-08,1.645738301192523e-08
2015,1.1747849804066846e-08,1.2856137487915476e-08
2016,7.042556149361445e-09,1.491364898242864e-08
2017,1.4087423061415194e-08,1.2326495379966218e-08
2018,1.161660012627408e-08,1.3165480261534412e-08
2019,9.69375341108858e-09,8.16316081397872e-09
