year,moins_ADV été_VERB,moins_ADV eté_VERB,moins_ADV fêté_VERB
1800,6.728511721121322e-07,0.0,0.0
1801,8.429386184616305e-07,0.0,1.1905912700171939e-08
1802,7.742926868559152e-07,0.0,4.475680270843441e-09
1803,6.280092179622443e-07,0.0,3.900678446910888e-09
1804,5.611101414615405e-07,2.4718509461507665e-09,0.0
1805,9.296210237152991e-07,1.1371510844071508e-08,0.0
1806,5.993871923237748e-07,0.0,5.76333825108577e-09
1807,8.199230592254025e-07,0.0,5.693910232196231e-09
1808,8.88301030954608e-07,6.798221985349073e-09,0.0
1809,6.709320814479725e-07,4.518061036407062e-09,0.0
1810,9.290303069064976e-07,7.020380277111826e-09,0.0
1811,6.744036227246397e-07,0.0,0.0
1812,1.0002030421674135e-06,2.6672082320544632e-09,0.0
1813,1.112912059397786e-06,2.8757416448144113e-09,5.751483289628823e-09
1814,8.653362328914227e-07,0.0,0.0
1815,9.57514316723973e-07,0.0,0.0
1816,8.204317509807879e-07,2.3176038865813098e-09,2.3176038865813098e-09
1817,8.469391445942165e-07,4.670620334934483e-09,3.580808893843823e-08
1818,8.642853686069429e-07,1.1921177378582115e-09,2.1458118837358597e-08
1819,9.398753491041134e-07,0.0,5.175524897538253e-09
1820,8.365869348381239e-07,8.306536791735653e-09,5.933240565525466e-09
1821,7.958221317494463e-07,0.0,1.97229765852569e-09
1822,8.61200419421948e-07,0.0,1.1028177482330648e-08
1823,7.342836170209921e-07,9.882686891060644e-10,6.917880934764753e-09
1824,9.229539728039526e-07,0.0,8.421112696055388e-09
1825,7.739984653198917e-07,0.0,1.4088708866211164e-08
1826,8.411624889959057e-07,5.284790383086602e-09,9.688783109140786e-09
1827,1.0258825113851344e-06,8.295545583791863e-09,2.7651818612639545e-09
1828,1.0713247320381925e-06,6.420610709767516e-09,4.586150570418113e-09
1829,1.1462336715339916e-06,1.1145129263923081e-08,4.286587973467704e-09
1830,1.0144603947992437e-06,2.0873671680021744e-09,1.5655253093882493e-08
1831,8.668710620440834e-07,1.5591206103948707e-09,4.677361609140007e-09
1832,1.170342329714913e-06,2.705993873419743e-09,1.3529969367098715e-09
1833,8.374963158530591e-07,1.1583628500844156e-09,8.108539617524002e-09
1834,7.897012892499333e-07,0.0,9.334531370086552e-09
1835,9.158899274552823e-07,0.0,3.781543966852041e-09
1836,8.710092060937313e-07,0.0,5.376600054063374e-09
1837,8.592995186518237e-07,0.0,9.045257876039159e-09
1838,7.39785377845692e-07,1.2624323808552163e-09,1.8936485712828244e-09
1839,8.375787388104072e-07,0.0,6.9914749545318955e-09
1840,8.560861601836223e-07,0.0,3.821813088222825e-09
1841,7.518462439293216e-07,0.0,3.852329122366882e-09
1842,7.962710810716089e-07,1.341653010911159e-09,6.708265054555795e-10
1843,7.50768379020883e-07,1.1813822142769936e-09,4.134837805480629e-09
1844,8.688392654221389e-07,0.0,3.2931368743049916e-09
1845,7.109210287126189e-07,5.580227946389016e-10,5.580227835366713e-09
1846,7.786486548866378e-07,5.854501328173001e-10,1.2294452567118697e-08
1847,8.467360999020457e-07,5.393223645455691e-10,5.3932236454556914e-09
1848,8.769291639509902e-07,1.6090443422100975e-09,7.24069959545659e-09
1849,9.116803312281263e-07,2.513824481908955e-09,8.379414939696517e-10
1850,8.011015211195627e-07,3.394498016007219e-09,6.1100964288129944e-09
1851,8.680944461048057e-07,0.0,1.9348316282474798e-09
1852,8.743662647248129e-07,6.510545436100301e-10,1.1067927019325907e-08
1853,6.796058187319431e-07,1.7915795513800958e-09,3.5831591027601917e-09
1854,7.29471310023655e-07,1.0391328908454511e-09,2.0782657816909023e-09
1855,6.851255989204219e-07,1.0613874223963649e-09,7.429711956774554e-09
1856,7.962516974657774e-07,0.0,1.1907535402144731e-08
1857,7.839703357603867e-07,1.4644527812635033e-09,4.881509085841174e-10
1858,8.050097335399187e-07,4.893676019968041e-10,2.936205500958522e-09
1859,8.18312230421725e-07,0.0,1.5276519604867644e-08
1860,9.081132930077729e-07,4.577183909670879e-10,9.612086238064421e-09
1861,8.644361741971807e-07,4.715963730639317e-10,5.187560159214399e-09
1862,7.545037306044833e-07,0.0,4.9697850279528666e-09
1863,8.06131822628231e-07,0.0,4.495158911765884e-09
1864,8.735994470043806e-07,4.794727948009836e-10,2.3973640850272204e-09
1865,8.420544759246695e-07,4.706844358715045e-10,1.1296426905005319e-08
1866,7.843368052817823e-07,0.0,8.75810357570117e-09
1867,7.517004974033625e-07,1.455843445796745e-09,1.164674756637396e-08
1868,7.424630439345492e-07,0.0,6.421836395986702e-09
1869,7.906417636149854e-07,0.0,7.325278605918584e-09
1870,8.526530450581049e-07,1.1468097582678638e-09,8.027668307875047e-09
1871,8.847440540193929e-07,0.0,3.18635318130589e-09
1872,8.744452770770295e-07,0.0,1.2094679036067646e-08
1873,8.075119808381714e-07,0.0,1.855661402316855e-08
1874,7.426439196933643e-07,5.974609140757536e-10,5.974609251779839e-09
1875,8.376315463465289e-07,0.0,1.8881038954532414e-08
1876,8.397914825764019e-07,0.0,1.813804439976252e-09
1877,7.291898214134562e-07,0.0,6.184816214727107e-09
1878,7.826658929843688e-07,0.0,6.039088784604019e-09
1879,7.667203476557916e-07,0.0,0.0
1880,7.996636668394785e-07,0.0,1.9253538763308597e-09
1881,7.467555747098231e-07,0.0,7.669758161910067e-09
1882,8.09960397418763e-07,6.655385131892899e-10,1.9966155395678697e-09
1883,7.406265467579942e-07,0.0,1.1374810426900694e-08
1884,8.351146902896289e-07,0.0,3.9610181801208455e-09
1885,8.21818559870735e-07,0.0,7.090199094506033e-09
1886,7.176251983764814e-07,6.453463874400711e-10,7.744156427236248e-09
1887,7.175287919380935e-07,6.528924623161458e-10,3.9173548849191775e-09
1888,7.03808211710566e-07,6.340614699951175e-10,1.3315291091942072e-08
1889,8.351427140951273e-07,1.8795409673089125e-09,7.51816386923565e-09
1890,7.662077905479237e-07,0.0,0.0
1891,8.114382126223063e-07,3.1871101313640793e-09,7.649063604731055e-09
1892,7.616242783115013e-07,1.8805537127519756e-09,3.1342561879199593e-09
1893,9.040555255523941e-07,6.158416554491453e-10,2.463366621796581e-09
1894,8.210905662053847e-07,0.0,1.8904617871129403e-09
1895,7.980682994457311e-07,0.0,2.2870734639468537e-08
1896,7.778181156936625e-07,0.0,1.7691086373616827e-09
1897,8.238973236984748e-07,0.0,5.826713556089658e-10
1898,8.06315597401408e-07,0.0,2.8291773368493978e-09
1899,7.782830380165251e-07,0.0,4.9748205555033564e-09
1900,7.454352157765243e-07,0.0,4.671947717582725e-09
1901,7.041811045382929e-07,0.0,2.794369402536745e-09
1902,5.838327297169599e-07,9.820567692386817e-10,7.856454153909453e-09
1903,6.84207918766333e-07,1.0800440541913758e-09,3.7801539676252105e-09
1904,7.390109431071323e-07,1.0749250378694342e-09,3.7622376325430196e-09
1905,6.450948717429128e-07,1.0321518084666081e-09,2.580379465655369e-09
1906,6.41479800833622e-07,0.0,1.1317205839134203e-08
1907,6.274269139794342e-07,0.0,5.65712765521198e-09
1908,6.895590445310518e-07,0.0,2.4556945366072114e-09
1909,7.332811264859629e-07,0.0,4.950885035270858e-09
1910,6.74966258884524e-07,1.068830135508847e-09,9.085056262847502e-09
1911,6.70899169108452e-07,0.0,3.7242617878519013e-09
1912,6.423216518669506e-07,5.209421227725386e-10,5.2094213387476884e-09
1913,5.881015567865688e-07,0.0,3.181793939432964e-09
1914,6.7637108713825e-07,0.0,2.678697486047099e-09
1915,7.904891390353441e-07,0.0,1.1780762143587253e-08
1916,6.592477461708768e-07,0.0,7.69122365795738e-09
1917,6.623720310017234e-07,0.0,1.0966424435210342e-09
1918,7.110066917448421e-07,0.0,5.743188147278033e-09
1919,6.215297503331385e-07,0.0,0.0
1920,5.694318474525062e-07,0.0,1.514446346106979e-09
1921,6.550426405738108e-07,3.0290989716519334e-09,3.0290989716519334e-09
1922,6.51471680157556e-07,0.0,8.115729421831475e-09
1923,5.6583002105981e-07,1.0615948120573648e-09,3.1847844361720945e-09
1924,5.594965273303387e-07,1.289162443462999e-09,2.578324886925998e-09
1925,4.729216414034454e-07,5.499089184013428e-09,3.299453377181294e-09
1926,4.960031674272614e-07,0.0,5.57306911730393e-09
1927,5.987133704365988e-07,0.0,5.574612327308159e-09
1928,5.404517651186325e-07,0.0,1.1426041224282812e-09
1929,5.581343316407583e-07,0.0,1.1140406375176326e-09
1930,5.524895527742046e-07,1.0503603542488804e-09,1.0503603542488804e-09
1931,5.485976544150617e-07,0.0,5.7026783295555106e-09
1932,5.622242156277935e-07,0.0,1.0959536611565568e-09
1933,4.6685596544193686e-07,0.0,3.4411986593596566e-09
1934,4.972355895915825e-07,0.0,2.3963160344919743e-09
1935,5.433601018012268e-07,0.0,5.98414207075848e-09
1936,4.99538259646215e-07,0.0,1.2124714565686645e-09
1937,5.703776650989312e-07,0.0,1.2591118148108649e-09
1938,5.134224920766428e-07,0.0,0.0
1939,5.169388828107913e-07,0.0,4.588215141154706e-09
1940,4.3615466438495787e-07,0.0,5.0715658339584024e-09
1941,5.047069180363906e-07,0.0,0.0
1942,5.400896725404891e-07,0.0,0.0
1943,4.790338152815821e-07,0.0,0.0
1944,4.466328675789555e-07,0.0,0.0
1945,5.359120223147329e-07,0.0,0.0
1946,5.345704039427801e-07,1.3921104269343232e-09,4.1763312808029696e-09
1947,5.853147513334989e-07,1.1920870957027319e-09,1.1920870957027319e-09
1948,5.609894060398801e-07,0.0,2.174377566888097e-09
1949,5.517158570000902e-07,0.0,0.0
1950,5.509117499968852e-07,0.0,6.381216888229346e-09
1951,4.978874699190783e-07,0.0,5.330700769690111e-09
1952,5.198588155508332e-07,0.0,5.272402070488624e-09
1953,5.03137755458738e-07,0.0,6.464296653518886e-09
1954,4.925358325635898e-07,9.772536113672459e-10,9.772536113672459e-10
1955,4.88990167468728e-07,0.0,0.0
1956,5.45943464658194e-07,0.0,8.72114158667614e-10
1957,4.894611151939898e-07,0.0,3.534015080575159e-09
1958,4.5166450490796706e-07,0.0,8.272243445794913e-10
1959,5.107742708787555e-07,0.0,7.750747599288843e-09
1960,5.052208393863111e-07,0.0,0.0
1961,5.301445753502776e-07,0.0,2.08444772553662e-09
1962,5.041855501985992e-07,0.0,1.2683912808952869e-09
1963,5.48967932445521e-07,1.939815863494232e-09,6.466053248388448e-10
1964,5.451235551845457e-07,0.0,5.475571551727398e-09
1965,5.384490577853285e-07,5.472043373977442e-10,4.924839203113152e-09
1966,5.345207227946958e-07,0.0,9.416426749453422e-09
1967,5.048663638262951e-07,0.0,1.4791006197611978e-09
1968,5.50647598629439e-07,0.0,4.940557296606585e-09
1969,5.391066792981292e-07,2.2708788183223305e-09,4.541757636644661e-09
1970,5.320724767443608e-07,0.0,4.5987250119061684e-10
1971,5.00993735386146e-07,0.0,2.0553589941130213e-09
1972,5.04293439007597e-07,0.0,3.0780880067027283e-09
1973,4.405049764955038e-07,0.0,3.3079223804577396e-09
1974,4.387945864436915e-07,1.1251143350321513e-09,1.6876715580593782e-09
1975,4.2778987108249567e-07,5.711480177694739e-10,1.7134440533084216e-09
1976,4.5193996811576653e-07,0.0,0.0
1977,4.3546953065742855e-07,1.7630346071939584e-09,2.3507127355770763e-09
1978,4.0752456698101014e-07,0.0,1.1881182704343018e-09
1979,3.856450518924248e-07,0.0,0.0
1980,4.1558450902812183e-07,1.7055452605774235e-09,3.411090521154847e-09
1981,4.111607267986983e-07,0.0,3.1627747087981106e-09
1982,4.425949100550497e-07,0.0,6.207502289967692e-10
1983,4.319676065733802e-07,0.0,1.89459470334441e-09
1984,4.285467412046273e-07,0.0,2.3196033982486597e-09
1985,3.9822992903282284e-07,2.4062232206745193e-09,2.4062232206745193e-09
1986,3.7285698795130884e-07,0.0,5.994485463567401e-10
1987,4.057582430050388e-07,0.0,1.8332451112712533e-09
1988,4.0176911397793447e-07,0.0,4.197587610832443e-09
1989,4.5716058139078086e-07,3.2928733073589456e-09,1.0976244357863152e-09
1990,4.288088177872851e-07,0.0,3.814055737905164e-09
1991,4.2202549366265885e-07,1.7584396161396398e-09,1.1722930404189924e-09
1992,3.8239011246332666e-07,0.0,1.65298330578878e-09
1993,4.182101633887214e-07,0.0,0.0
1994,4.0986179783431e-07,0.0,2.1099706426497278e-09
1995,4.0017687297222437e-07,0.0,2.7112254663563817e-09
1996,4.0676263779459987e-07,0.0,4.804283193493575e-09
1997,4.2051223658745585e-07,0.0,1.438468344439059e-09
1998,4.0910549614636693e-07,0.0,1.43043876743576e-09
1999,4.195444773813506e-07,4.570201161957499e-10,2.7421207526856506e-09
2000,3.874613696552842e-07,4.4180314962005696e-10,2.6508188977203417e-09
