year,moins_ADV été_VERB,moins_ADV eté_VERB,moins_ADV fêté_VERB
2001,3.5487815353008045e-07,0.0,2.6287270138425356e-09
2002,3.737181941687595e-07,0.0,2.1906108038649563e-09
2003,3.8294021464935213e-07,0.0,2.083461403401543e-09
2004,3.8806211932751467e-07,8.809582507929292e-10,2.2023955992267474e-09
2005,3.6930745750396454e-07,4.5037495954858286e-10,4.5037495954858286e-10
2006,3.5825641475639713e-07,4.1178899179428186e-10,1.6471559671771274e-09
2007,3.6030203887094103e-07,0.0,1.5977917877663117e-09
2008,3.6826853033744555e-07,0.0,8.514879357157668e-10
2009,3.423562304760708e-07,0.0,9.53638501499654e-10
2010,3.0421227847909904e-07,0.0,2.3618964561933353e-09
2011,2.734140025495435e-07,0.0,7.64794394481072e-10
2012,2.9685082836294896e-07,0.0,1.7021263287730903e-09
2013,3.210282955024013e-07,0.0,1.6734750252211938e-09
2014,3.4322306419198867e-07,0.0,1.5158115873603606e-09
2015,3.4157426398451207e-07,0.0,2.21657536769726e-09
2016,3.54820542725065e-07,0.0,2.278474076078396e-09
2017,2.7973598548669543e-07,0.0,1.2578056374223934e-09
2018,2.9377090982052323e-07,0.0,2.323319980845895e-09
2019,3.0841442821838427e-07,0.0,3.5713827450933877e-09
