year,tes_DET âmes_NOUN,tes_DET ames_NOUN,tes_DET femmes_NOUN
1850,6.788996032014438e-09,6.788996032014438e-10,2.851378333446064e-08
1851,9.029214265154906e-09,1.2898877521649865e-09,7.15887726876474e-08
1852,4.557382027314816e-09,1.3021090872200602e-09,6.705861888001152e-08
1853,1.19438634538227e-08,5.971931837933653e-10,4.777545581369225e-08
1854,9.352196184142514e-09,5.195664454227256e-10,6.75436369057536e-08
1855,5.306937111981824e-09,5.306937111981824e-10,5.200798369742188e-08
1856,1.9673318973900678e-08,0.0,7.972871673977977e-08
1857,6.345961978126979e-09,4.881509085841174e-10,8.347380842099739e-08
1858,1.2723557263338847e-08,0.0,9.591605332204267e-08
1859,5.092173349652285e-09,5.092173349652285e-10,7.43457326812802e-08
1860,2.746310373558103e-09,0.0,5.3095333796271404e-08
1861,4.2443675241088386e-09,0.0,8.30009629915196e-08
1862,4.517986429419807e-09,0.0,6.867339441551934e-08
1863,1.098816559963467e-08,4.994620828036034e-10,6.243275940676085e-08
1864,5.274200631788517e-09,9.589455896019672e-10,6.329041013497516e-08
1865,4.706844247692743e-09,0.0,7.248540656590308e-08
1866,9.731225880660332e-09,0.0,1.5521305152255138e-07
1867,2.91168689159349e-09,0.0,6.45423927636557e-08
1868,3.951899252285784e-09,4.93987406535723e-10,4.3470892552299745e-08
1869,5.371870948067681e-09,0.0,5.1765304154294256e-08
1870,2.2936195165357276e-09,0.0,5.67670848106161e-08
1871,4.248470908407853e-09,0.0,9.452847571367329e-08
1872,1.2094678591978436e-09,0.0,5.8054456797407283e-08
1873,7.183205141814142e-09,0.0,4.788803420474608e-08
1874,5.974609140757536e-10,0.0,5.735624702962738e-08
1875,5.721527140956084e-10,0.0,9.097227926524454e-08
1876,2.418405919968336e-09,0.0,5.9250944151045815e-08
1877,1.8554447978047506e-09,6.184815992682502e-10,6.494056636885404e-08
1878,4.831270883354222e-09,0.0,6.159870524768962e-08
1879,1.832797580370027e-09,0.0,4.6430872591152195e-08
1880,6.417846254436199e-10,0.0,8.407378748742644e-08
1881,1.3945015142624584e-09,0.0,5.856906482026858e-08
1882,7.320923423037584e-09,0.0,5.2577541209686274e-08
1883,1.8958017378167824e-09,0.0,3.981183588352977e-08
1884,5.281357573494461e-09,0.0,6.205595148855991e-08
1885,3.2228177904158883e-09,0.0,2.7716233141905633e-08
1886,0.0,6.453463874400711e-10,5.2918402548840504e-08
1887,3.264462256069578e-09,0.0,4.374379669602746e-08
1888,3.1703073499755874e-09,0.0,4.755461069372302e-08
1889,3.759082101151279e-09,0.0,5.45066898283153e-08
1890,6.554386478008212e-10,0.0,5.505684558260171e-08
1891,6.374220040683554e-10,0.0,3.1233677866282505e-08
1892,1.8805537127519756e-09,6.268512375839919e-10,4.0745328888647236e-08
1893,2.4633666773077323e-09,0.0,6.404753050137657e-08
1894,5.671385583383426e-09,0.0,3.969969619710412e-08
1895,6.018614495673091e-10,0.0,3.069493370588816e-08
1896,4.717623180994224e-09,0.0,3.892039135422465e-08
1897,6.409385022720926e-09,0.0,5.477110631701976e-08
1898,5.6583548957434e-10,0.0,1.527755855157409e-08
1899,2.2110313580014918e-09,5.527578395003729e-10,3.979856444402685e-08
1900,4.15284251431558e-09,0.0,3.426095107617044e-08
1901,5.588738916095792e-10,0.0,3.520905544895925e-08
1902,3.928227076954727e-09,0.0,5.303106731524565e-08
1903,1.6200660812870638e-09,0.0,3.51014310950859e-08
1904,4.299700151477737e-09,0.0,3.9772225512990644e-08
1905,1.5482277682110634e-09,0.0,3.818961635815299e-08
1906,4.629765903985117e-09,0.0,5.1956262125951724e-08
1907,8.228549175370858e-09,0.0,4.9885580277742037e-08
1908,5.40252775849126e-09,1.4734167219643268e-09,5.500755917431377e-08
1909,3.300590023513905e-09,1.1001967115120692e-09,3.410609722420688e-08
1910,1.0153886620400954e-08,0.0,4.595969615994733e-08
1911,9.044636040123066e-09,0.0,4.894744332073486e-08
1912,1.5628263128064646e-09,0.0,5.417798065732171e-08
1913,3.71209285532359e-09,0.0,6.469647417794988e-08
1914,1.3393487430235496e-09,0.0,6.428874255171024e-08
1915,1.1780761921542648e-09,0.0,1.1073916095227787e-07
1916,2.197492410260793e-09,0.0,7.910972343871947e-08
1917,5.483212106582869e-09,0.0,6.4701903057518e-08
1918,3.44591288836682e-09,0.0,3.675640414257941e-08
1919,6.445494027396137e-09,0.0,5.248473544661181e-08
1920,1.514446346106979e-09,0.0,3.9375603222424616e-08
1921,4.543648568500203e-09,0.0,4.543648324251137e-08
1922,7.377935484775833e-10,0.0,5.3121134158118366e-08
1923,1.6985516992917837e-08,0.0,5.201814490263246e-08
1924,7.734974438733389e-09,0.0,6.574728650399209e-08
1925,8.798542339150117e-09,0.0,6.488924997327672e-08
1926,6.687683296036084e-09,0.0,7.0220670611576e-08
1927,3.3447675740205796e-09,0.0,7.581472916129428e-08
1928,6.85562484559199e-09,0.0,3.8848539829494655e-08
1929,4.4561625500705304e-09,2.2280812750352652e-09,6.238627570098743e-08
1930,5.2518016602221e-09,0.0,7.772666565930564e-08
1931,3.4216069977333063e-09,0.0,5.018357018826691e-08
1932,2.1919073223131136e-09,0.0,4.6030053324486175e-08
1933,3.4411986593596566e-09,0.0,2.638252394326912e-08
1934,0.0,0.0,3.1152110224752505e-08
1935,5.98414207075848e-09,0.0,4.308582290946106e-08
1936,6.0623572828433225e-09,0.0,4.849885826274658e-08
1937,0.0,0.0,4.280980336890394e-08
1938,2.5930428915188486e-09,0.0,4.1488687485546905e-08
1939,0.0,0.0,4.5882152299725476e-08
1940,5.0715658339584024e-09,0.0,3.803674486491104e-08
1941,2.066051862925633e-08,0.0,8.559357844717397e-08
1942,0.0,0.0,4.5513175450651033e-08
1943,5.806470415592457e-09,0.0,2.322588166236983e-08
1944,3.2131861615880553e-09,0.0,8.032965581605822e-08
1945,2.178504043826024e-09,0.0,7.624764020164321e-08
1946,2.7842208538686464e-09,0.0,4.31554223467856e-08
1947,5.960435700558264e-09,0.0,5.1259745781351285e-08
1948,3.2615663503321457e-09,0.0,6.849289135857362e-08
1949,5.890204768377316e-09,0.0,1.7474275226803115e-07
1950,1.0635361480382244e-09,0.0,1.1592544013616646e-07
1951,0.0,0.0,6.396840923628133e-08
1952,3.1634410646574906e-09,0.0,6.432330168504308e-08
1953,4.30953106533849e-09,0.0,4.309530843293885e-08
1954,9.772536113672459e-10,0.0,7.622577857802071e-08
1955,1.8771215692936494e-09,0.0,3.2849627018549654e-08
1956,6.104799332717903e-09,0.0,7.238547472532275e-08
1957,8.835037701437898e-10,0.0,3.5340150028595474e-08
1958,0.0,0.0,4.4670115606493255e-08
1959,1.5501495642666896e-09,0.0,4.572941370017958e-08
1960,6.920833350854139e-10,0.0,6.505583277638394e-08
1961,2.779263708063695e-09,0.0,6.322824813720374e-08
1962,6.341956404476434e-10,0.0,3.805173776072479e-08
1963,2.5864212993553792e-09,0.0,6.595373958084849e-08
1964,1.2167936658258327e-09,0.0,6.449006395570223e-08
1965,1.6416130677043839e-09,0.0,4.2134735367405085e-08
1966,1.1078149508847446e-09,0.0,4.708213652282467e-08
1967,4.930335584241163e-10,9.860671168482327e-10,6.803863050741654e-08
1968,1.7965663401398047e-09,0.0,3.143991011977931e-08
1969,1.3625273131978588e-09,0.0,4.8596809076872916e-08
1970,9.197450023812337e-10,0.0,5.058597457585634e-08
1971,1.0276794970565106e-09,5.138397485282553e-10,4.932861685791323e-08
1972,5.130146862875051e-10,0.0,6.053573303743676e-08
1973,1.102640756478479e-09,0.0,5.4029395846200146e-08
1974,1.1251143350321513e-09,0.0,4.3316900566470196e-08
1975,1.1422960355389478e-09,0.0,4.7976432604457386e-08
1976,2.285410749536254e-09,0.0,6.28487941134459e-08
1977,2.9383909194713453e-09,1.1753563677885381e-09,5.641710593140559e-08
1978,1.7821774056514528e-09,0.0,4.633661165875935e-08
1979,2.3407893401383717e-09,0.0,6.495690185737146e-08
1980,5.685150683554241e-10,0.0,4.4344174665589264e-08
1981,3.1627747087981106e-09,0.0,4.5543956828097976e-08
1982,3.7245013739806154e-09,0.0,5.959202253880136e-08
1983,1.89459470334441e-09,0.0,6.946847719291327e-08
1984,5.799008495621649e-10,0.0,5.161117511143232e-08
1985,6.015558051686298e-10,0.0,4.331201930440898e-08
1986,1.1988970927134801e-09,0.0,7.672941482184115e-08
1987,3.0554083707556856e-09,0.0,6.110816741511371e-08
1988,5.996553809062277e-10,0.0,5.636760697091958e-08
1989,5.488122178931576e-10,0.0,6.201577851250306e-08
1990,1.6345953479657283e-09,0.0,6.592867829446902e-08
1991,0.0,0.0,5.802850627789624e-08
1992,1.65298330578878e-09,0.0,5.2895462898661094e-08
1993,5.539207426075166e-10,0.0,5.096070676557929e-08
1994,5.274926606624319e-10,0.0,4.061693531509647e-08
1995,5.422450821690461e-10,0.0,5.1513281196235994e-08
1996,1.6014276571496566e-09,0.0,6.2455678406792e-08
1997,3.3564262480467733e-09,0.0,7.623882436469387e-08
1998,9.536258449571733e-10,0.0,5.435667360664809e-08
1999,2.7421206694189237e-09,0.0,6.992407752814955e-08
2000,8.836062992401139e-10,0.0,8.129178163951423e-08
2001,2.628727069353687e-09,0.0,6.26513273205287e-08
2002,1.752488598683044e-09,0.0,6.089897985894765e-08
2003,8.333845835650777e-10,0.0,6.958761478159659e-08
2004,2.642874807889939e-09,0.0,1.1584600892455832e-07
2005,9.007499190971657e-10,0.0,1.0628848856608641e-07
2006,4.117890028965121e-09,0.0,1.1612449801745583e-07
2007,5.1928234212628155e-09,0.0,9.227247527165972e-08
2008,3.405951742863067e-09,0.0,9.706962716959922e-08
2009,4.76819250749827e-09,0.0,5.006602243895486e-08
2010,1.8895172093635892e-09,0.0,6.802262086935684e-08
2011,1.529588788962144e-09,0.0,5.3535605948340503e-08
2012,2.042551627834399e-09,0.0,7.625526299293028e-08
2013,3.0680376017500066e-09,0.0,1.0459218824365735e-07
2014,1.9489006658490737e-09,0.0,9.354723080889915e-08
2015,3.324863107057041e-09,0.0,8.40082076819515e-08
2016,2.278474076078396e-09,0.0,8.948188723323369e-08
2017,2.7671724078803805e-09,0.0,2.085441801469301e-07
2018,4.64663996169179e-09,5.162933414126769e-10,8.079990898579581e-08
2019,3.061185249730869e-09,0.0,9.132536149536463e-08
