year,tes_DET hôtes_NOUN,tes_DET fautes_NOUN
1899,1.0502398950507086e-08,3.371822643316591e-08
1900,9.863000749454898e-09,1.401584381888199e-08
1901,5.58873880507349e-09,2.1796081495217834e-08
1902,3.928227076954727e-09,2.897067519214147e-08
1903,7.560308379339631e-09,9.720396709766987e-09
1904,1.3436562973367927e-08,1.7736262236667244e-08
1905,8.257214467732865e-09,1.9094809122766065e-08
1906,7.201858220895474e-09,2.623534101076075e-08
1907,3.5999902503469627e-09,2.0571373937627868e-08
1908,7.858222517143076e-09,1.8172139570893364e-08
1909,7.701376869562182e-09,2.4754425786976952e-08
1910,7.481810726517324e-09,1.8170112192628096e-08
1911,5.852411444351446e-09,3.085817046333261e-08
1912,6.251305417759312e-09,4.271725440041507e-08
1913,9.545381374209683e-09,2.969674245401066e-08
1914,9.37544086809794e-09,3.2814045092255384e-08
1915,8.246533234057551e-09,3.29861327141856e-08
1916,5.493730803607377e-09,1.4283700444650549e-08
1917,1.6449636319748606e-08,1.6449636319748606e-08
1918,1.4932290071101306e-08,3.445912710731136e-08
1919,6.4454939163738345e-09,3.13066836898912e-08
1920,1.1358347151713133e-08,1.0601124866838063e-08
1921,9.087297137000405e-09,1.3630945261411398e-08
1922,1.696925089333945e-08,2.951174182808103e-08
1923,6.369568872344189e-09,1.5923922180860473e-08
1924,7.734974438733389e-09,2.7072411645789884e-08
1925,1.0998177701893042e-08,5.169143690864075e-08
1926,1.3375366592072169e-08,2.6750732295965918e-08
1927,1.1149224876660924e-09,2.8987985345452216e-08
1928,1.1426041446327417e-08,2.5137290915466792e-08
1929,1.5596569369336066e-08,2.785101660407463e-08
1930,1.2604324695075775e-08,1.9956847396862543e-08
1931,1.9389105432310316e-08,1.0264820993199919e-08
1932,1.4247398039124448e-08,3.178265672865166e-08
1933,1.605892663292252e-08,1.8353059072495626e-08
1934,5.990790086229936e-09,2.2765002327673756e-08
1935,1.4361940969820353e-08,2.8723881939640705e-08
1936,6.0623572828433225e-09,1.576212937948185e-08
1937,1.0072894518486919e-08,1.7627565185307503e-08
1938,6.482607339819424e-09,1.944782235252518e-08
1939,1.3764645423464117e-08,1.8352861452797242e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,0.0,3.246652724442356e-08
1942,3.034211770724937e-09,6.675265740163638e-08
1943,2.9032352077962287e-09,2.3225881884414434e-08
1944,6.4263723231761105e-09,3.534504600111177e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,5.568441707737293e-09,3.480275978517966e-08
1947,8.344609447874518e-09,1.7881307101674793e-08
1948,9.784699273041042e-09,4.1313172438606216e-08
1949,6.8719059331812105e-09,5.301184635708722e-08
1950,3.190608444114673e-09,5.4240343549949444e-08
1951,9.595261585282344e-09,2.9851925376078725e-08
1952,3.163441175679793e-09,2.7416489856157966e-08
1953,2.1547654771580937e-09,2.9089333608567358e-08
1954,3.9090144454689835e-09,3.615838450876652e-08
1955,3.754243138587299e-09,1.783265579646809e-08
1956,8.72114158667614e-10,2.1802854632824165e-08
1957,7.068030161150318e-09,3.710715734683845e-08
1958,6.617794756635931e-09,2.564395418236387e-08
1959,1.5501495198577686e-08,3.487836686133505e-08
1960,8.997083189576927e-09,4.152499899490181e-08
1961,6.25334317660986e-09,3.890969280107015e-08
1962,1.0781325887609938e-08,3.805173998117084e-08
1963,8.405868778815773e-09,2.9097239173658807e-08
1964,1.1559539880856562e-08,3.7720605083890746e-08
1965,9.302474013317408e-09,2.407699017936693e-08
1966,5.5390746434014204e-09,3.101881840272824e-08
1967,3.944268467392931e-09,3.894965239226167e-08
1968,9.88111459321317e-09,3.682960980633254e-08
1969,4.087581828571274e-09,2.5433844141886652e-08
1970,8.277705021431103e-09,2.207388050123882e-08
1971,9.24911525146399e-09,2.260894960137705e-08
1972,9.234264020108185e-09,2.3598675014113724e-08
1973,9.37244681864513e-09,1.4334330278309437e-08
1974,3.3753431161187564e-09,1.1813700240281833e-08
1975,7.4249242310031605e-09,2.4559364319998167e-08
1976,1.1998406490576485e-08,3.142439897185767e-08
1977,4.7014254711541525e-09,1.704266772151186e-08
1978,6.534650598410963e-09,2.019801137453925e-08
1979,7.022368020415115e-09,1.345953837272873e-08
1980,2.8425752862659692e-09,1.9329513156751688e-08
1981,1.8976649140967083e-09,1.7711538513598413e-08
1982,5.586751949948621e-09,2.5450759721934446e-08
1983,8.84144257806696e-09,2.462973203165575e-08
1984,7.538710988796993e-09,2.029652917956426e-08
1985,4.210890636180409e-09,1.9249785432329247e-08
1986,1.2588419251446936e-08,1.0790073945443623e-08
1987,2.4443267410134695e-09,2.688759437319277e-08
1988,9.594486094499644e-09,3.1781734577407406e-08
1989,4.390497743145261e-09,1.481792966107065e-08
1990,7.628111475810329e-09,1.1987032477733806e-08
1991,8.20605094986604e-09,2.2273567878983158e-08
1992,2.2039776670368383e-09,2.4243753671271406e-08
1993,7.754890063438324e-09,2.3264670745426486e-08
1994,8.43988251508776e-09,2.5319648377930548e-08
1995,6.506940763983948e-09,2.602776427718112e-08
1996,3.2028553142993132e-09,1.868332333287981e-08
1997,7.67183128136395e-09,2.4453961633419397e-08
1998,3.814503490850996e-09,2.6701523880845457e-08
1999,5.484241422104574e-09,1.8280804259251937e-08
2000,5.3016377954406835e-09,3.092622002931478e-08
2001,1.2267392601739147e-08,3.154472344446546e-08
2002,6.133709984368352e-09,1.7963008303034655e-08
2003,7.91715315529018e-09,2.7918383604941255e-08
2004,5.285749615779878e-09,2.81906647470187e-08
2005,6.305249322657858e-09,2.6121747542795504e-08
2006,4.941468012553685e-09,1.6883348052942893e-08
2007,1.2782334662952977e-08,3.23552832581786e-08
2008,9.79211112195344e-09,2.9376333143815714e-08
2009,6.198650037703146e-09,3.003961235314989e-08
2010,1.6060896168568206e-08,4.298651729017777e-08
2011,6.5007523253335364e-09,4.015170673721258e-08
2012,1.599998850077e-08,4.5616986438234974e-08
2013,4.0442312165822614e-08,5.215663678725946e-08
2014,1.6457383816836924e-08,4.9372151034177136e-08
2015,1.4851055163411786e-08,5.585769935478879e-08
2016,1.6984988970847326e-08,5.841178762899801e-08
2017,1.3081178806828575e-08,4.880285864317102e-08
2018,1.7812120889360017e-08,6.272963926079456e-08
2019,1.2754938494285994e-08,5.229525035232996e-08
