year,vingt - trois âmes,vingt - trois femmes
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.4635042450427136e-08
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,1.7431036170023617e-08
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,6.294130994177749e-09
1814,0.0,6.878757563555382e-09
1815,0.0,2.9564175552110328e-09
1816,0.0,2.5331408082251983e-09
1817,0.0,3.4122471515019015e-09
1818,0.0,1.303322894052883e-09
1819,0.0,0.0
1820,0.0,1.9423090691361722e-08
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,4.5937693649023e-09
1825,0.0,2.8832114473686943e-09
1826,0.0,2.883177252499536e-09
1827,0.0,0.0
1828,0.0,2.0046215798430467e-09
1829,0.0,0.0
1830,0.0,4.565568367809192e-09
1831,0.0,0.0
1832,0.0,2.5204663245403935e-08
1833,0.0,2.534755960681423e-09
1834,0.0,1.1251617415553028e-08
1835,0.0,4.149802723674156e-09
1836,0.0,4.406093712105985e-09
1837,0.0,9.868283967762181e-09
1838,6.19401863133362e-09,6.882243108741193e-10
1839,1.5285157584088438e-09,0.0
1840,0.0,6.958539300327971e-10
1841,0.0,0.0
1842,0.0,3.6676039982808106e-09
1843,0.0,1.9362533798528148e-09
1844,0.0,5.983973760947947e-09
1845,0.0,6.710445088486949e-09
1846,0.0,6.406604691200357e-10
1847,0.0,2.9452997818424365e-09
1848,0.0,2.6427048993582503e-08
1849,0.0,5.504526612298832e-09
1850,0.0,0.0
1851,0.0,7.05856872951216e-10
1852,0.0,7.133532098357875e-10
1853,0.0,7.844450422567206e-09
1854,0.0,4.546547138772894e-09
1855,0.0,4.072451709191682e-09
1856,3.969798267888791e-09,5.671140224094984e-10
1857,0.0,8.559516095907327e-09
1858,0.0,8.5775804237187e-09
1859,0.0,5.574260608653958e-09
1860,0.0,7.526972822802236e-09
1861,0.0,2.5819217874811784e-09
1862,0.0,5.446193718228187e-09
1863,3.837829165576068e-09,7.127397338990704e-09
1864,0.0,5.249539691831728e-10
1865,0.0,9.287290048121122e-09
1866,0.0,4.2714449755010264e-09
1867,0.0,1.5969995326159392e-09
1868,0.0,6.491893689286599e-09
1869,0.0,1.6071937114503498e-09
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,6.560424425927636e-10,8.528552086772834e-09
1874,6.555164189236962e-10,7.210680497138355e-09
1875,0.0,1.2573940777471648e-09
1876,0.0,1.992249476501229e-09
1877,0.0,0.0
1878,0.0,5.9821538833659815e-09
1879,0.0,6.048476386411039e-09
1880,0.0,2.1200949329447383e-09
1881,0.0,7.684392566709164e-10
1882,0.0,3.663816694476907e-09
1883,0.0,6.269948560344574e-09
1884,3.637421253088746e-09,6.547358211150822e-09
1885,0.0,1.4204167841924686e-09
1886,0.0,7.111462529962864e-09
1887,0.0,2.1607871047990557e-09
1888,0.0,0.0
1889,0.0,4.8398436369723186e-09
1890,0.0,2.1686923368235966e-09
1891,0.0,2.8108828598050195e-09
1892,6.917188488664294e-10,2.075156491088137e-09
1893,0.0,0.0
1894,0.0,2.7835238558537867e-09
1895,0.0,6.64195753952157e-10
1896,0.0,5.203483421922783e-09
1897,0.0,1.2883683009334845e-09
1898,0.0,1.2485185107991015e-09
1899,0.0,0.0
1900,0.0,1.1472008898394392e-09
1901,6.167346078278513e-10,6.167346189300815e-09
1902,0.0,3.785006974510452e-09
1903,0.0,1.7882977321193039e-09
1904,0.0,1.0683407936085132e-08
1905,0.0,1.3105160512338898e-08
1906,0.0,3.4053941888601003e-09
1907,0.0,5.683689630053834e-10
1908,0.0,2.1699457786183984e-09
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,1.7615430780715258e-09
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,1.4773187118066744e-09
1915,0.0,2.5976194528709584e-09
1916,0.0,1.2093360757248206e-09
1917,0.0,2.41220465824199e-09
1918,0.0,1.2637696444883773e-09
1919,0.0,5.067473107800424e-09
1920,0.0,0.0
1921,0.0,8.356959568800448e-09
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,4.9370720844876814e-09
1928,0.0,1.2651650838080286e-09
1929,0.0,2.4685253841028043e-09
1930,0.0,0.0
1931,0.0,2.5257091973429624e-09
1932,0.0,0.0
1933,0.0,3.806393422678411e-09
1934,0.0,1.3274176202671129e-09
1935,0.0,1.3263738996016627e-09
1936,0.0,2.684458655366484e-09
1937,0.0,0.0
1938,0.0,2.8688222908357375e-09
1939,0.0,1.6942175440348706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,1.345758215975934e-08
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,7.208885932641351e-09
1946,0.0,1.5397358943403106e-09
1947,0.0,3.950348492764988e-09
1948,0.0,3.609619714239898e-09
1949,0.0,6.489645043572523e-09
1950,0.0,1.176276409609045e-09
1951,0.0,0.0
1952,0.0,9.344225837537579e-09
1953,0.0,4.7633044175654504e-09
1954,0.0,1.0806723294010112e-09
1955,0.0,0.0
1956,0.0,0.0
1957,0.0,0.0
1958,0.0,1.0978701725505857e-08
1959,0.0,0.0
1960,0.0,3.061346287580591e-09
1961,0.0,7.66812890962143e-10
1962,0.0,2.0982773296651658e-09
1963,0.0,0.0
1964,1.3422626343739807e-09,2.6845252687479615e-09
1965,0.0,0.0
1966,0.0,6.110574823914305e-10
1967,0.0,5.43188660717675e-10
1968,0.0,1.976373731338299e-09
1969,4.992740665343831e-10,2.496370221649613e-09
1970,0.0,4.046301960158871e-09
1971,0.0,7.366232068761747e-09
1972,0.0,1.6959012527628659e-09
1973,0.0,6.093281434971232e-09
1974,0.0,1.24385801658633e-09
1975,0.0,4.4208970928494296e-09
1976,0.0,1.2622736189626949e-09
1977,0.0,3.2473304600877384e-09
1978,0.0,1.3086939310014145e-09
1979,0.0,3.2207225775238157e-09
1980,0.0,4.383167162558266e-09
1981,0.0,4.873978109998234e-09
1982,0.0,4.091228689162563e-09
1983,0.0,1.3883862948205206e-09
1984,6.368131577616509e-10,2.5472526310466037e-09
1985,0.0,1.3216827632334116e-09
1986,0.0,2.633417484076972e-09
1987,0.0,5.370943689797514e-09
1988,0.0,1.9757440128387316e-09
1989,0.0,2.41112263488219e-09
1990,0.0,4.775996487182965e-09
1991,0.0,3.857954955499565e-09
1992,0.0,6.638539495895657e-09
1993,0.0,5.459464436086137e-09
1994,0.0,3.464021958166086e-09
1995,0.0,2.964428924556728e-09
1996,0.0,4.6668255926363145e-09
1997,0.0,6.2810885381736625e-09
1998,0.0,3.641792090114393e-09
1999,0.0,3.988114172237545e-09
2000,4.81735262791716e-10,3.853882102333728e-09
2001,9.554933511068953e-10,3.3442267843852846e-09
2002,0.0,4.296011546500722e-09
2003,1.3613796756573038e-09,1.0437243957994724e-08
2004,0.0,7.19498033374677e-09
2005,0.0,8.828883846234703e-09
2006,8.974836984698698e-10,4.487418353571471e-09
2007,4.3630241086667354e-10,4.363024164177887e-09
2008,0.0,2.324418879595669e-09
2009,2.60784838168604e-09,1.564709029011624e-09
2010,1.0353725654610457e-09,6.2122351707216694e-09
2011,0.0,9.232138276082935e-09
2012,7.499130205701476e-10,4.87443463370596e-09
2013,3.0801944328473496e-10,4.928311092555759e-09
2014,4.790310370594852e-10,5.748372444713823e-09
2015,4.902833139475149e-10,5.638258193663148e-09
2016,2.2924880049846053e-10,6.4189664278346825e-09
2017,8.367059267655463e-10,6.693647414124371e-09
2018,8.59498139327286e-10,4.583990187434495e-09
2019,5.665002356103344e-10,9.064003880787652e-09
