year,leurs_DET arts_NOUN,leurs_DET phares_NOUN
1914,1.1585366826993848e-07,3.080502031238552e-08
1915,1.1545146694214026e-07,3.416420901736217e-08
1916,9.668966782783173e-08,3.29623865980011e-08
1917,8.77313937053259e-08,2.6319418644504822e-08
1918,9.303964532136888e-08,1.033773866510046e-08
1919,8.1949848795837e-08,1.1049418269237776e-08
1920,1.1055458060127421e-07,1.4387239843927091e-08
1921,9.693117064557555e-08,9.844571380313027e-09
1922,1.2468711396707022e-07,7.377935595798135e-09
1923,1.1252905096625909e-07,3.290943961786752e-08
1924,9.668718092825657e-08,4.2542360745301266e-08
1925,1.2427940410120186e-07,3.299453510408057e-08
1926,7.80229711949687e-08,3.2323799858957614e-08
1927,1.4939960779614125e-07,1.1149224765638621e-08
1928,1.0854739307397665e-07,1.1426041446327417e-08
1929,8.466708578680482e-08,2.8965056131369238e-08
1930,1.4179864449292978e-07,2.2057568216382606e-08
1931,1.0606981426519724e-07,2.9653927313688655e-08
1932,1.0411560014134125e-07,2.7398840973802407e-08
1933,6.767690918785263e-08,2.2941325283909464e-08
1934,1.114286956038768e-07,2.3963160344919743e-08
1935,9.335261808018913e-08,2.8723881939640705e-08
1936,9.093535879856063e-08,2.667437160042141e-08
1937,8.561960340713881e-08,3.1477796369472344e-08
1938,6.482606929036905e-08,2.0744342577039276e-08
1939,1.0399954142314982e-07,3.211750598808294e-08
1940,1.343965010391912e-07,3.55009599495304e-08
1941,7.083606590185809e-08,5.60785480274717e-08
1942,9.406056733496371e-08,2.730790527039062e-08
1943,6.387117701400769e-08,3.4838823381733164e-08
1944,1.2210107591670294e-07,2.5705489292704442e-08
1945,1.1328221205531008e-07,4.574858536443571e-08
1946,1.1415305412043608e-07,4.5939644977011085e-08
1947,6.914105465938292e-08,4.52993091926146e-08
1948,7.610321572926182e-08,3.696441708278542e-08
1949,8.4426268642801e-08,2.552422173618396e-08
1950,1.0422653962116613e-07,4.2541444145172136e-08
1951,7.889437370067753e-08,3.198420572836369e-08
1952,7.27591498161928e-08,3.690681538159879e-08
1953,7.43394120705787e-08,3.124409886368085e-08
1954,7.818028846529046e-08,2.6385848173049453e-08
1955,8.25933454962069e-08,2.7218262754757916e-08
1956,9.069987516596711e-08,3.0523995775411095e-08
1957,7.156380599226964e-08,3.5340151804952313e-08
1958,7.279574276708445e-08,2.5643953849296963e-08
1959,7.130687862400009e-08,2.4802393583378546e-08
1960,7.958958292419993e-08,2.9759583741739704e-08
1961,7.78193811612482e-08,3.265634873628187e-08
1962,8.815319607613503e-08,3.9320131151043825e-08
1963,7.112658551022832e-08,4.008952969591917e-08
1964,8.821754166055129e-08,3.0419842422801935e-08
1965,8.153344310812827e-08,3.009623883443169e-08
1966,7.920876576861247e-08,2.8249280581427172e-08
1967,1.1536984922955185e-07,3.54984174277817e-08
1968,1.167768121090873e-07,3.54821867443178e-08
1969,8.538504903121691e-08,3.497153541753839e-08
1970,7.771845106363529e-08,3.495031181133257e-08
1971,1.1150322665187673e-07,2.826118561394253e-08
1972,9.798580569153614e-08,2.5137720127688112e-08
1973,7.112032562872628e-08,3.252790281571549e-08
1974,5.62557183059198e-08,4.387945762296397e-08
1975,6.682431896720686e-08,2.4559365208176587e-08
1976,6.056338519577764e-08,3.085304589589555e-08
1977,5.5829427136888654e-08,2.7620875364675612e-08
1978,6.891085702065425e-08,2.2574246694162525e-08
1979,6.378650851956991e-08,2.8674669416695053e-08
1980,5.5145962907232615e-08,3.752199551065871e-08
1981,6.009272213169936e-08,3.352541277923393e-08
1982,8.007677954058323e-08,2.9175259985692037e-08
1983,5.999550367619122e-08,3.9786489991477936e-08
1984,6.26292886996005e-08,2.203623150620615e-08
1985,6.316336120804067e-08,3.128090220183566e-08
1986,6.773768662649005e-08,3.8364705301496826e-08
1987,5.988600415562928e-08,2.749867578089038e-08
1988,5.75669182323324e-08,3.657897784670183e-08
1989,6.421102871634332e-08,3.12822973080884e-08
1990,7.628111675650473e-08,3.214704158427395e-08
1991,4.747786724879077e-08,3.516879054643596e-08
1992,6.777231020826946e-08,3.526364111827718e-08
1993,5.982344042365639e-08,2.7142116110212555e-08
1994,7.80689148327518e-08,3.428702277652462e-08
1995,6.886512282644475e-08,2.7112254663563817e-08
1996,5.65837787736001e-08,2.8825697162560004e-08
1997,6.185414025416947e-08,2.7810388880666892e-08
1998,6.72306215143692e-08,3.337690523963488e-08
1999,7.358023684789217e-08,2.696418732739403e-08
2000,7.289751802197486e-08,3.1368023289957137e-08
2001,9.419605467853032e-08,2.7601634033924682e-08
2002,6.30895898856565e-08,3.680226079438853e-08
2003,6.25038470980499e-08,2.625161404923304e-08
2004,7.796480350208412e-08,2.6428746857654062e-08
2005,7.656374578779435e-08,2.7022497239848065e-08
2006,8.688748032170679e-08,2.923701919455013e-08
2007,8.668020123892006e-08,4.353982774318865e-08
2008,7.961412284984704e-08,2.9376334587105646e-08
2009,7.343016772409783e-08,4.005281573071784e-08
2010,5.5268379206552254e-08,5.479599884949948e-08
2011,4.8564443078102926e-08,6.806670405090642e-08
2012,6.70637801958307e-08,9.599992978337468e-08
2013,5.0204252033392294e-08,1.0710240339051325e-07
2014,6.734534219177135e-08,1.0567372665803987e-07
2015,6.9600469054798e-08,9.486942609271409e-08
2016,8.88604909654589e-08,8.264647011202442e-08
2017,6.263872442957563e-08,9.509011045238935e-08
2018,6.995774493034901e-08,8.622098901511777e-08
2019,5.637682898296248e-08,7.525413758813215e-08
