year,nos_DET eaux_NOUN,nos_DET faux_ADJ
1913,5.531018267834753e-07,3.499973133536116e-08
1914,2.765755140465842e-07,1.6741859454327823e-08
1915,2.81560214587806e-07,1.6493066468115103e-08
1916,3.812649200796159e-07,1.538244731591476e-08
1917,5.549011046213081e-07,3.180263163926611e-08
1918,4.812791596364718e-07,3.2161854512935406e-08
1919,2.771562306325137e-07,4.143531662226252e-08
1920,2.3549641259279497e-07,2.8774479687854182e-08
1921,2.983662596989234e-07,3.104826462596577e-08
1922,1.741192794391111e-07,2.951174149501412e-08
1923,1.85779090333682e-07,8.492758496458919e-09
1924,2.2560342816113632e-07,1.1602461880144688e-08
1925,2.694553526971788e-07,1.6497267552040284e-08
1926,2.7642423017226747e-07,2.5636117673144554e-08
1927,1.6612345454802835e-07,3.7907365246780955e-08
1928,1.553941626486477e-07,2.8565102283550914e-08
1929,2.1723792831274125e-07,2.6736975300423182e-08
1930,2.405325290055771e-07,1.05036033204442e-08
1931,2.2354499051857601e-07,6.843213995466613e-09
1932,2.2795836351896526e-07,1.6439305028370654e-08
1933,1.3535381349072395e-07,1.0323596200123575e-08
1934,2.671892360694983e-07,5.990790086229936e-09
1935,2.6330223867887526e-07,4.188899538348778e-08
1936,2.303695834093844e-07,2.424942868728408e-08
1937,2.669316977454983e-07,1.6368453259474336e-08
1938,1.7243734884431206e-07,2.7226949583791793e-08
1939,2.707046968808413e-07,3.976452944698394e-08
1940,2.738645619171365e-07,5.0715657229361e-08
1941,2.597322330544216e-07,3.836953554881006e-08
1942,1.8508691357332907e-07,2.730790527039062e-08
1943,2.4967822320753896e-07,2.6129116648121453e-08
1944,2.6348126702657737e-07,1.6065930807940276e-08
1945,2.2438591429363441e-07,5.446260242791823e-08
1946,3.020879564274992e-07,3.201854070766785e-08
1947,2.4914621166161055e-07,3.337843779149807e-08
1948,1.9895554714821628e-07,2.6092530358567956e-08
1949,3.54393992818558e-07,2.5524220959027843e-08
1950,3.2437852026667713e-07,1.808011518278363e-08
1951,1.9936821149535433e-07,1.5992101864981123e-08
1952,2.2882223937870094e-07,1.370824520563474e-08
1953,3.092088525225023e-07,2.3702419582605216e-08
1954,1.6320135864944518e-07,1.9545072893478732e-08
1955,1.3796843267854797e-07,1.2201290200408721e-08
1956,2.206448850294862e-07,1.3953826316637219e-08
1957,3.0834280984048945e-07,2.1204090594473257e-08
1958,1.6958099247066372e-07,2.8125627382635798e-08
1959,2.6740080061316007e-07,2.4802393028267034e-08
1960,1.930912449932265e-07,3.2527915083679915e-08
1961,1.7022990411730277e-07,2.8487453451742084e-08
1962,1.636224816192744e-07,1.7757477988045167e-08
1963,1.4483959220878972e-07,1.1638895847099207e-08
1964,1.782602789823784e-07,2.5552667537454e-08
1965,1.1764892937637939e-07,2.954903521867891e-08
1966,1.2241355173969737e-07,3.212663268747917e-08
1967,1.6220804321953608e-07,2.9088979114355595e-08
1968,1.7741092078749077e-07,3.009248616958615e-08
1969,2.011998722628583e-07,2.7250547540713654e-08
1970,2.1338084646438382e-07,2.575285940054073e-08
1971,1.7265015805900674e-07,2.8775025362470785e-08
1972,1.6929484125682848e-07,2.61637485010624e-08
1973,1.5822894761097217e-07,2.3155456219114967e-08
1974,1.3838906975927046e-07,2.700274448486084e-08
1975,1.3936011811210847e-07,2.2845920710778955e-08
1976,1.3941006160589353e-07,2.5710871542905522e-08
1977,1.1283420953134282e-07,3.290997840910137e-08
1978,1.44356371079013e-07,2.732671966487743e-08
1979,1.293286091552659e-07,2.5163484851375983e-08
1980,2.0693947977434846e-07,1.8192482298395873e-08
1981,1.3916208974062982e-07,1.8344094243616382e-08
1982,1.4711780194076596e-07,2.2347008687972902e-08
1983,1.3514776053824562e-07,2.77873913878679e-08
1984,1.7628986359596865e-07,3.189454611529641e-08
1985,1.906931972328607e-07,1.6843562988810845e-08
1986,1.1809136313267743e-07,2.5176838502893872e-08
1987,1.1732768312455732e-07,2.138785903937901e-08
1988,1.007421059906477e-07,3.0582423593550345e-08
1989,1.5202097858324493e-07,1.5915553985834663e-08
1990,1.1496653717912864e-07,1.9070277579302797e-08
1991,1.1840159991338695e-07,2.1687421913885174e-08
1992,9.917899335132319e-08,2.148878208707572e-08
1993,1.1521551146476128e-07,2.6034275735220547e-08
1994,1.2079581757085123e-07,2.848460300963751e-08
1995,6.235818150734929e-08,2.060531389957987e-08
1996,8.434185394534666e-08,1.86833228887906e-08
1997,9.445941828722937e-08,1.678213146227847e-08
1998,6.389293227826442e-08,2.5271085224432e-08
1999,9.231806299969669e-08,2.1022924512337227e-08
2000,7.819915959217383e-08,3.048441854502926e-08
2001,7.754744640875444e-08,2.3220422196157386e-08
2002,7.448076444482865e-08,2.7601695595791398e-08
2003,7.042099459120266e-08,2.1251307380509843e-08
2004,8.325055622648847e-08,2.9512100679918163e-08
2005,7.070886676174837e-08,1.7114247796712334e-08
2006,6.382729184073455e-08,2.306018376252439e-08
2007,9.347081686428282e-08,1.917350189728495e-08
2008,1.0132706734777841e-07,2.59703815674861e-08
2009,7.10460670294566e-08,3.909917745126279e-08
2010,7.038451477203722e-08,3.3066551718974324e-08
2011,7.265547086188207e-08,3.747492444139411e-08
2012,7.285101005782835e-08,3.710635620990388e-08
2013,6.666008856015537e-08,3.263276382448055e-08
2014,9.09486965322559e-08,4.11434585290138e-08
2015,7.846676788880735e-08,3.8790070544525435e-08
2016,1.0128852867552496e-07,3.5627047534347867e-08
2017,7.270116775259794e-08,3.29545102317752e-08
2018,7.641141158698517e-08,4.543381360022636e-08
2019,7.372354449142193e-08,3.7244419992532585e-08
