year,beaux_ADJ airs_NOUN,beaux_ADJ fers_NOUN
1877,1.3421050049089445e-07,4.9478527941460015e-09
1878,1.769453010780353e-07,1.268208649207736e-08
1879,8.491961800416448e-08,1.5273313280772527e-08
1880,1.0332732691686886e-07,2.3104245627791897e-08
1881,8.855084843162331e-08,1.3945015142624584e-09
1882,1.098138575628127e-07,5.324308105514319e-09
1883,6.698499233070976e-08,1.2638677882037541e-09
1884,1.1618986750505655e-07,3.9610181801208455e-09
1885,7.21911206369441e-08,2.5782542767416317e-09
1886,7.937760670984062e-08,3.2267319927115068e-09
1887,1.0119832993815692e-07,7.1818169189441505e-09
1888,4.628648753168818e-08,1.268122939990235e-09
1889,8.771191772893872e-08,6.891650361495749e-09
1890,3.211649257650606e-08,0.0
1891,8.350228597464593e-08,1.9122659011827636e-09
1892,5.7043461065831025e-08,3.1342561879199593e-09
1893,7.082179120931897e-08,4.310891643655168e-09
1894,7.05772382758596e-08,0.0
1895,6.078800396380757e-08,4.213029924926559e-09
1896,5.838058647622546e-08,4.1279202278587945e-09
1897,6.176316702521945e-08,1.7480140668268973e-09
1898,6.846609512667357e-08,6.224190496340043e-09
1899,3.4823743888523495e-08,2.2110313580014918e-09
1900,6.125442775228862e-08,5.191053142894475e-10
1901,4.0797793643410074e-08,7.265360757457984e-09
1902,3.191684427861219e-08,2.455141867585553e-09
1903,5.994244389739833e-08,0.0
1904,7.524475087450355e-08,3.7622376325430196e-09
1905,5.418797011103038e-08,4.1286072338664326e-09
1906,6.121579276818778e-08,1.5432553013283723e-09
1907,4.217131444050892e-08,5.142843373384665e-10
1908,5.353414156417102e-08,2.9468334439286537e-09
1909,5.8310426431784634e-08,6.0510818578052294e-09
1910,4.756294180729981e-08,3.740905363258662e-09
1911,4.096688221988387e-08,2.6601871816467337e-09
1912,6.772247718167534e-08,1.2502610502451716e-08
1913,7.10600641107284e-08,1.590896969716482e-09
1914,6.094036919535029e-08,1.2054139020278853e-08
1915,1.6493066246070498e-08,0.0
1916,2.7468654906215306e-08,1.0987462051303964e-09
1917,4.496233874107247e-08,7.676496771580332e-09
1918,5.398596858441351e-08,2.2972752589112133e-09
1919,5.340552139410093e-08,9.207848372660976e-10
1920,6.209229752585088e-08,7.572231730534895e-10
1921,8.481477209443256e-08,1.1359120755116692e-08
1922,9.960213054327482e-08,2.2133805899215986e-09
1923,7.431163684401554e-08,3.1847844361720945e-09
1924,6.961477394540339e-08,3.867487219366694e-09
1925,6.158979659609543e-08,3.299453377181294e-09
1926,5.907453304310195e-08,3.343841648018042e-09
1927,1.2041163088838402e-07,1.1149224876660924e-09
1928,5.827281057690925e-08,0.0
1929,7.798284173965442e-08,1.4482528065684619e-08
1930,5.882017828362507e-08,0.0
1931,6.84321435073798e-08,1.1405356659111021e-09
1932,7.342889862815838e-08,6.575722188983946e-09
1933,6.079450853846424e-08,3.4411986593596566e-09
1934,5.990790441501304e-08,4.7926320689839486e-09
1935,3.8298509252854274e-08,2.393656828303392e-09
1936,2.7886843056990074e-08,9.699771652549316e-09
1937,2.0145789036973838e-08,2.5182236296217297e-09
1938,3.8895642262559704e-08,5.186085783037697e-09
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,4.0572528225979454e-08,0.0
1941,7.67390702094417e-08,0.0
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,5.516146828199453e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,5.2284097051824574e-08,0.0
1946,6.960552134671616e-08,1.3921104269343232e-09
1947,5.3643918418444514e-08,1.1920870957027319e-09
1948,3.370285339698853e-08,5.435944139264848e-09
1949,3.6322930441201606e-08,2.945102384188658e-09
1950,5.424034488221707e-08,1.0635361036293034e-08
1951,3.5182625701679626e-08,3.1984206394497505e-09
1952,2.003512733494972e-08,2.1089607837865287e-09
1953,4.74048422738349e-08,5.386913581872932e-09
1954,4.788542762312886e-08,2.9317608341017376e-09
1955,3.754243049769457e-08,3.754243138587299e-09
1956,4.186147961604547e-08,5.232684952005684e-09
1957,2.7388617263035542e-08,6.184526224473075e-09
1958,4.136121828368644e-08,8.272243334772611e-09
1959,5.813060877102316e-08,3.100299128533379e-09
1960,6.367166527354584e-08,4.152500121534786e-09
1961,6.948159025910172e-08,5.55852741612739e-09
1962,6.151697595768724e-08,3.805173953708163e-09
1963,5.108182232760328e-08,6.466053470433053e-09
1964,3.711220830648898e-08,1.8251904432275978e-09
1965,4.705957334927291e-08,3.830430195250756e-09
1966,4.7636043665200134e-08,8.308612464702492e-09
1967,8.332267054100839e-08,8.874604162656397e-09
1968,1.059974152894938e-07,4.042274071025531e-09
1969,4.995933711171574e-08,3.1792304344691047e-09
1970,6.806112795576524e-08,3.219107425067591e-09
1971,7.399292378806877e-08,3.083038491169532e-09
1972,1.1645433461993093e-07,7.182205497002769e-09
1973,4.7413552861641506e-08,4.410563025913916e-09
1974,3.7691331833400454e-08,1.6876715580593782e-09
1975,2.8557400888473694e-08,6.8537762132336866e-09
1976,2.742492810625663e-08,0.0
1977,5.641710654202825e-08,1.1753563677885381e-09
1978,5.3465322280565886e-08,2.3762365408686037e-09
1979,3.101546042216796e-08,1.7555920051037788e-09
1980,3.183684427199296e-08,2.2740602734216964e-09
1981,3.415796845374075e-08,3.795329828193417e-09
1982,2.296775925003658e-08,1.8622506869903077e-09
1983,3.852342689292243e-08,6.315316047889041e-10
1984,4.697196764880118e-08,1.739702604197646e-09
1985,3.549179372619449e-08,6.015558051686298e-10
1986,3.596691344753822e-08,4.196139880008332e-09
1987,3.4220574485210875e-08,2.4443267410134695e-09
1988,2.338656018840979e-08,2.398621523624911e-09
1989,2.9087047104248143e-08,1.0976244357863152e-09
1990,2.8332985735346483e-08,0.0
1991,3.692722927439718e-08,1.1722930404189924e-09
1992,5.344645770399836e-08,5.509944167592096e-10
1993,5.317639040214317e-08,0.0
1994,2.9539588497495828e-08,1.5824779264761446e-09
1995,4.9344302421872044e-08,1.626735190995987e-09
1996,2.9893316044748985e-08,1.067618438099771e-09
1997,3.787966562640577e-08,1.917957792585412e-09
1998,3.576096796464867e-08,1.9072516899143466e-09
1999,6.489685677735224e-08,4.570201106446348e-09
2000,3.534425208062686e-08,8.836062992401139e-10
2001,3.2420968798518857e-08,2.6287270138425356e-09
2002,4.118348240211844e-08,1.752488598683044e-09
2003,4.583615198505697e-08,1.6667691671301554e-09
2004,4.9333662044404036e-08,8.809582507929292e-10
2005,3.828187233878566e-08,2.251874686720612e-09
2006,3.294311845536413e-08,1.6471559671771274e-09
2007,4.074369019946289e-08,4.393927444112933e-09
2008,7.28022193641209e-08,8.514879357157668e-10
2009,3.0039612131105287e-08,4.76819250749827e-10
2010,3.779034574158402e-08,4.723793023408973e-10
2011,2.2561435386592166e-08,1.1471915639660324e-09
2012,2.4170194734551842e-08,6.808505426114664e-10
2013,2.398647502843687e-08,1.1156500168141292e-09
2014,2.858387643245308e-08,6.496335691608124e-10
2015,4.566145223039442e-08,3.32486305154589e-09
2016,3.997686448542481e-08,1.0356699942093428e-09
2017,2.188581876838569e-08,1.0062445321423752e-09
2018,3.459165276442633e-08,5.162933414126769e-10
2019,2.831596385144408e-08,2.5509878653906526e-09
