year,nos_DET humeurs_NOUN,nos_DET fumeurs_NOUN
1856,3.2926922477471976e-07,5.177189232874468e-10
1857,1.0544059514394633e-07,3.905207268672939e-09
1858,9.836289005527021e-08,2.936205500958522e-09
1859,1.19666069053892e-07,4.582956236731661e-09
1860,8.879737101175067e-08,1.4646988510946812e-08
1861,1.6317234496909805e-07,6.13075279431996e-09
1862,1.4954535054734208e-07,1.3553959066214816e-09
1863,1.218687520898598e-07,3.496234635136375e-09
1864,1.428828966254514e-07,3.835782358407869e-09
1865,1.4638286632839836e-07,2.3534221238463715e-09
1866,1.0850316850552488e-07,9.731225825149181e-10
1867,1.0336488287521206e-07,6.79393608038481e-09
1868,1.25966789998877e-07,4.939874287401835e-09
1869,1.0353060231338418e-07,4.395167341186834e-09
1870,1.5940655240243018e-07,5.734048791339319e-09
1871,8.496941461544338e-08,1.0621176826930423e-08
1872,9.736216100009187e-08,1.8142017887967654e-09
1873,9.637467374146169e-08,4.190203295451056e-09
1874,1.1112773279364774e-07,1.7923826867161097e-09
1875,1.104254749861866e-07,2.8607636259891933e-09
1876,9.250402466243202e-08,1.209202959984168e-09
1877,1.2926265746671106e-07,0.0
1878,6.642997507633197e-08,6.039088673581716e-10
1879,7.209003960451099e-08,1.221865053580018e-09
1880,6.482024983434087e-08,1.2835692508872398e-09
1881,6.972507549107831e-08,6.9725074602899895e-09
1882,7.919908506792694e-08,1.3310770263785798e-09
1883,6.19295192905156e-08,1.8958017378167824e-09
1884,6.601696611596708e-08,1.9805090900604227e-09
1885,6.832373600218489e-08,6.445635691854079e-10
1886,1.2003443167207806e-07,2.5813855497602844e-09
1887,7.181817412993396e-08,4.570247291724172e-09
1888,9.891358754288149e-08,4.4384300679212174e-09
1889,4.698852507090123e-08,4.385595886446936e-09
1890,6.357755211183758e-08,1.9663159989136147e-09
1891,7.202868468336732e-08,6.374220040683554e-10
1892,7.772955257223657e-08,2.5074049503359674e-09
1893,7.574852389780062e-08,3.079208221734575e-09
1894,5.923446977362801e-08,5.041231432301174e-09
1895,7.643640698162812e-08,4.213029924926559e-09
1896,5.7201179293198123e-08,5.307326134129653e-09
1897,9.322741412187696e-08,4.078699600285063e-09
1898,5.6583548513344795e-08,0.0
1899,3.040168117252051e-08,0.0
1900,6.281174336209006e-08,8.30568502863116e-09
1901,5.476963971240423e-08,5.029864968975062e-09
1902,3.0443761289689064e-08,0.0
1903,5.0222047631720557e-08,4.320176216765503e-09
1904,7.040759175680478e-08,1.6123875568041512e-09
1905,5.109151468563056e-08,5.160759042333041e-10
1906,5.6071609577657e-08,4.115347618238729e-09
1907,6.942838248757965e-08,2.5714217422034835e-09
1908,7.858222272894011e-08,0.0
1909,8.361494696629279e-08,1.1001967115120692e-09
1910,6.680188135987919e-08,8.550641084070776e-09
1911,8.672209661497732e-08,1.1172785363555704e-08
1912,6.459682566628544e-08,4.688478938419394e-09
1913,7.052976314092518e-08,4.772690687104841e-09
1914,5.625264726250023e-08,4.68772043404897e-09
1915,1.4136913861761968e-08,0.0
1916,3.4061131248819265e-08,6.592477230782379e-09
1917,4.0575770299255964e-08,1.0966424435210342e-09
1918,3.675640414257941e-08,0.0
1919,5.340552100552287e-08,1.012863304339362e-08
1920,7.11789773788496e-08,2.2716695191604686e-09
1921,7.799929552243512e-08,0.0
1922,8.927301714534153e-08,0.0
1923,5.6264523706772707e-08,0.0
1924,9.410885559724136e-08,0.0
1925,1.077821423223213e-07,1.0998177923937646e-09
1926,6.910605709897766e-08,0.0
1927,8.47341126153367e-08,1.0034302277972529e-08
1928,5.370239342106231e-08,0.0
1929,9.135133183235666e-08,0.0
1930,7.352522146675255e-08,0.0
1931,8.89617792765307e-08,0.0
1932,6.904507765526091e-08,0.0
1933,1.055300922203628e-07,1.1470662197865522e-09
1934,6.230421512043449e-08,2.3963160344919743e-09
1935,7.779384691986024e-08,2.393656828303392e-09
1936,7.153581682572963e-08,3.6374143697059935e-09
1937,6.169647714937554e-08,2.5182236296217297e-09
1938,5.963998606084431e-08,0.0
1939,7.341144137029687e-08,1.5294050470515685e-09
1940,5.0715659227762444e-08,0.0
1941,7.969057236323351e-08,8.854508237732261e-09
1942,1.365395263519531e-07,3.034211770724937e-09
1943,4.935499831049128e-08,1.7419411690866582e-08
1944,5.1410978585408884e-08,3.2131861615880553e-09
1945,1.0021118868053236e-07,0.0
1946,8.074240565036916e-08,1.3921104269343232e-09
1947,1.0013531470676185e-07,0.0
1948,6.740570368535259e-08,0.0
1949,4.417653876043204e-08,0.0
1950,8.18922800682742e-08,0.0
1951,6.716682954266417e-08,0.0
1952,6.32688207380383e-08,0.0
1953,7.54167928107563e-08,0.0
1954,5.4726202014521164e-08,9.772536113672459e-10
1955,4.223523397683948e-08,2.815682353940474e-09
1956,4.796627917080798e-08,0.0
1957,3.710715867910608e-08,8.835037701437898e-10
1958,5.211513337544105e-08,0.0
1959,4.1854038901334434e-08,0.0
1960,6.436375343810141e-08,1.3841666701708277e-09
1961,6.531269747256374e-08,0.0
1962,1.0971584263330669e-07,2.5367825617905737e-09
1963,6.983337730304129e-08,0.0
1964,6.7532045622265e-08,0.0
1965,7.606140162152997e-08,0.0
1966,6.979234390414035e-08,2.769537488234164e-09
1967,9.022514202428056e-08,0.0
1968,6.961694376528271e-08,8.982831700699023e-10
1969,7.130559964707572e-08,9.083515606356229e-10
1970,5.47248284465951e-08,2.2993624781975086e-09
1971,5.292549365432109e-08,5.138397485282553e-10
1972,4.514529328147887e-08,5.130146862875051e-10
1973,3.528450381873327e-08,1.102640756478479e-09
1974,4.7817358128643406e-08,1.1251143350321513e-09
1975,3.198428899509054e-08,0.0
1976,3.25671044576481e-08,5.713526873840635e-10
1977,4.5251221436615197e-08,1.7630346071939584e-09
1978,4.039602119476626e-08,4.752473081737207e-09
1979,4.7986180362613595e-08,0.0
1980,4.7755264853677204e-08,1.7055452605774235e-09
1981,4.5543955939919556e-08,1.2651099057237047e-09
1982,3.600351305976801e-08,1.8622506869903077e-09
1983,5.999550134472287e-08,1.2630632095778083e-09
1984,5.219107485077146e-08,0.0
1985,5.65462454638066e-08,6.015558051686298e-10
1986,3.8964155513188103e-08,2.3977941854269602e-09
1987,4.399787983944137e-08,6.110816852533674e-10
1988,5.516829637564058e-08,5.996553809062277e-10
1989,4.225854088879544e-08,0.0
1990,4.685839943840975e-08,1.089730194969718e-09
1991,4.8650160344720916e-08,5.861465202094962e-10
1992,6.11603796496496e-08,0.0
1993,6.314696676668063e-08,1.661762283333701e-09
1994,6.329911861335802e-08,1.5824779264761446e-09
1995,6.723839057753977e-08,0.0
1996,5.391473156812765e-08,5.338092190498855e-10
1997,6.521056705732775e-08,9.58978896292706e-10
1998,6.723062417890446e-08,1.9072516899143466e-09
1999,6.261175622412907e-08,9.140402323914998e-10
2000,4.9040150162937834e-08,0.0
2001,5.783199652498183e-08,8.762423564512289e-10
2002,8.061447731577687e-08,0.0
2003,7.00043061852007e-08,4.1669229178253886e-10
2004,6.386947593028935e-08,1.3214374039449694e-09
2005,5.719761830835779e-08,9.007499190971657e-10
2006,7.535738344444098e-08,8.235779835885637e-10
2007,6.550946674011016e-08,3.994479469415779e-10
2008,7.407944868642602e-08,4.257439678578834e-10
2009,7.152289094314312e-08,2.384096253749135e-09
2010,9.731013506097952e-08,4.723793023408973e-10
2011,1.3613340676954522e-07,7.64794394481072e-10
2012,8.476589075101515e-08,6.808505426114664e-10
2013,9.90139423784342e-08,5.578250084070646e-10
2014,1.0957152563051409e-07,1.5158115873603606e-09
2015,1.0994214139081748e-07,2.659890530054554e-09
2016,1.2075912492193197e-07,2.278474076078396e-09
2017,1.0892597157585726e-07,1.0062445321423752e-09
2018,1.2132893578709059e-07,2.323319980845895e-09
2019,1.1964132884401124e-07,2.2958890344426663e-09
