year,mêmes_ADJ airs_NOUN,mêmes_ADJ fers_NOUN
1877,2.8450154232473324e-08,4.329371350308975e-08
1878,1.8117265909722846e-08,1.0870359723469392e-08
1879,2.6270098985037293e-08,1.3440515367335593e-08
1880,1.9895322722618403e-08,1.7969970400599777e-08
1881,2.1614773970668466e-08,6.2752567586699115e-09
1882,3.5939081044489285e-08,8.652000893505374e-09
1883,2.0853818227806187e-08,1.8958017378167824e-09
1884,2.442627788923346e-08,9.902545450302114e-09
1885,2.7716232864349877e-08,5.156508553483263e-09
1886,4.130216879616455e-08,1.097088819790315e-08
1887,1.566941953967671e-08,9.793386546164129e-09
1888,1.9655905347804037e-08,8.876860135842435e-09
1889,2.8193115397812107e-08,1.1277245803853475e-08
1890,2.1629475099871343e-08,1.9663159989136147e-08
1891,1.9122660788184476e-08,2.2309770031370135e-08
1892,5.014809900671935e-09,9.402768341715273e-09
1893,1.3548516086814288e-08,8.621783287310336e-09
1894,1.5753848003896564e-08,1.764431090123253e-08
1895,1.5046536461227333e-08,1.5648398132839247e-08
1896,2.240870955461105e-08,2.948514543632541e-09
1897,2.3889525024856084e-08,1.1070755867592652e-08
1898,1.6975064909274806e-08,4.52668391659472e-09
1899,1.9899282222013426e-08,3.8693048765026106e-09
1900,1.5054054003371675e-08,4.15284251431558e-09
1901,1.2295225282343836e-08,8.941982265753268e-09
1902,1.5712908307818907e-08,1.7677022512430085e-08
1903,2.052083658554693e-08,1.4580594509538969e-08
1904,3.439760121182189e-08,1.0211787859759625e-08
1905,2.4255568220610257e-08,6.192911072844254e-09
1906,1.2346042410626978e-08,5.658602919567102e-09
1907,1.697138252154673e-08,3.0857059130084963e-09
1908,1.4734167663732478e-08,2.9468334439286537e-09
1909,1.5402754627302784e-08,6.60118004702781e-09
1910,1.60324518105881e-08,4.809735720812114e-09
1911,6.916486494645824e-09,1.0640748282497725e-09
1912,1.927485904218429e-08,6.251305251225858e-09
1913,6.363587878865928e-09,6.893886794756554e-09
1914,2.0090231700464756e-08,2.678697486047099e-09
1915,2.0027295377644805e-08,0.0
1916,1.538244731591476e-08,4.394984820521586e-09
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.722956355365568e-08,6.89182577673364e-09
1919,3.222746869369075e-08,1.8415696745321952e-09
1920,2.1959472462640406e-08,6.815008557481406e-09
1921,2.0446417892117097e-08,1.5902768879527684e-08
1922,4.131644004701229e-08,7.377935595798135e-09
1923,2.441668023323018e-08,2.1231896241147297e-09
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,1.3375366592072169e-08
1927,1.1149224654616319e-08,1.0034302277972529e-08
1928,2.170947865920425e-08,9.14083297942625e-09
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,3.2561171536826805e-08,1.575540586884472e-08
1931,2.737285598186645e-08,3.4216069977333063e-09
1932,3.1782654730250215e-08,6.575722188983946e-09
1933,2.523545639121494e-08,1.0323596200123575e-08
1934,3.2350264689284813e-08,2.156684431042777e-08
1935,3.111753699158726e-08,3.590485242455088e-09
1936,2.182448710641438e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,0.0
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,0.0
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,2.5524220959027843e-08,2.945102384188658e-09
1950,1.701657836861159e-08,5.317680518146517e-09
1951,3.4116485636559446e-08,4.264560704569931e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,4.3095309543161875e-09
1954,1.7590565448699635e-08,4.886268278880834e-09
1955,4.129667274810345e-08,0.0
1956,2.3547082506070183e-08,1.744228317335228e-09
1957,1.0602045463770082e-08,1.7670075402875796e-09
1958,2.9780077070995503e-08,2.4816730892496253e-09
1959,1.6276571201956358e-08,9.300897829689347e-09
1960,1.591791587429725e-08,2.7683333403416555e-09
1961,1.876002997391879e-08,5.55852741612739e-09
1962,1.77574772664002e-08,5.7077609305622445e-09
1963,2.133797494252576e-08,3.2330267352165265e-09
1964,2.981144575642247e-08,0.0
1965,2.5718604135249734e-08,7.660860390501512e-09
1966,1.5509408868297214e-08,8.862519607077957e-09
1967,2.3172576746333107e-08,7.888536934785861e-09
1968,2.380450325745187e-08,6.287982134978165e-09
1969,2.4071315607443466e-08,5.904285060864822e-09
1970,1.4256047897731605e-08,4.598724956395017e-09
1971,2.8775026805760717e-08,7.193756701440179e-09
1972,1.846852804021637e-08,3.5911027485013847e-09
1973,2.0950174928202614e-08,8.269805285010534e-09
1974,5.06301445213353e-09,6.750686232237513e-09
1975,1.770558810676448e-08,1.7134440533084216e-09
1976,1.2569759455516305e-08,2.856763492431469e-09
1977,1.3516598507123945e-08,1.7630346071939584e-09
1978,1.9603952239322098e-08,5.940591130126904e-09
1979,1.404473604083023e-08,4.096381456264453e-09
1980,1.6486936260662333e-08,5.116635559687666e-09
1981,1.9609203150139365e-08,5.060439622894819e-09
1982,1.4277254933858785e-08,8.690503427999374e-09
1983,9.47297440490047e-09,3.78918940668882e-09
1984,1.275781880138993e-08,2.3196033982486597e-09
1985,1.2632671797518924e-08,4.210890747202711e-09
1986,2.038125046510686e-08,2.3977941854269602e-09
1987,2.199894133525504e-08,1.8332451112712533e-09
1988,5.396898483667201e-09,7.195864348830128e-09
1989,1.4269117443177493e-08,4.939309850016116e-09
1990,1.4166492867673242e-08,1.6345953479657283e-09
1991,1.4067516929117119e-08,3.5168792322792797e-09
1992,1.4876849085965205e-08,1.1019888335184191e-09
1993,2.1048988330107932e-08,3.877445031719162e-09
1994,1.635227242502424e-08,4.2199412852994556e-09
1995,1.843633334885908e-08,1.626735190995987e-09
1996,1.2277611816102763e-08,5.3380921904988554e-09
1997,1.8700088588730068e-08,1.917957792585412e-09
1998,1.144351013948608e-08,2.3840645013706308e-09
1999,1.3253583119876566e-08,6.8553016596695215e-09
2000,1.7230322058026104e-08,2.2090156370779823e-09
2001,1.9277331730904734e-08,3.5049694258049158e-09
2002,1.1829298429688606e-08,3.9430991805033955e-09
2003,1.583430631058036e-08,1.2500769308587678e-09
2004,1.3214373595360485e-08,2.2023955992267474e-09
2005,1.6663873836364473e-08,2.702249757291497e-09
2006,1.4412615101377924e-08,2.4707338397433887e-09
2007,1.5179022483380322e-08,3.1955835755326234e-09
2008,1.4901038625225738e-08,2.9802078582719105e-09
2009,1.8119131084404216e-08,1.907277002999308e-09
2010,1.369900015646408e-08,2.3618964561933353e-09
2011,1.3766299211681599e-08,1.911985902935953e-09
2012,1.3617010630184723e-08,2.7234021704458655e-09
2013,1.7292574483462886e-08,3.3469500504423877e-09
2014,2.7284610126798725e-08,4.114345752981308e-09
2015,1.9727520950141297e-08,7.093041265449074e-09
2016,2.6720286427917017e-08,4.556948152156792e-09
2017,1.282961736848165e-08,1.0062445321423752e-09
2018,1.884470712809616e-08,3.0977600484760615e-09
2019,1.811201322254874e-08,3.5713827450933877e-09
