year,attaches_NOUN fines_ADJ
1941,1.1806010391524069e-08
1942,1.2136847082899749e-08
1943,2.0322646676618206e-08
1944,4.177142187700156e-08
1945,1.9606536838523425e-08
1946,1.5313215584455975e-08
1947,2.1457568166738383e-08
1948,3.261566461354448e-08
1949,5.890204768377316e-09
1950,9.57182533234402e-09
1951,2.3455083209000804e-08
1952,2.2144087452602434e-08
1953,2.477980309834038e-08
1954,1.5636057781875934e-08
1955,2.7218262754757916e-08
1956,1.4825940475304833e-08
1957,1.855357933955304e-08
1958,1.7371711180658167e-08
1959,1.3176271629333769e-08
1960,1.9378333604436193e-08
1961,1.459113452284555e-08
1962,2.219684702708946e-08
1963,1.4871922360271128e-08
1964,1.3993127545575135e-08
1965,1.4227312661319047e-08
1966,2.104848417783245e-08
1967,2.1693477236794934e-08
1968,1.4821672306153388e-08
1969,1.2716921737876419e-08
1970,1.0117195442527205e-08
1971,1.9525909777939887e-08
1972,1.6929483925842703e-08
1973,1.3783009900070198e-08
1974,6.750686232237513e-09
1975,1.0851811893530794e-08
1976,1.2569759455516305e-08
1977,1.2928920156696222e-08
1978,1.663365545301332e-08
1979,9.363157360553487e-09
1980,1.0233271119375331e-08
1981,1.644642821929665e-08
1982,1.8001756529884005e-08
1983,1.1999100379966876e-08
1984,1.5077421977593986e-08
1985,1.6843562988810845e-08
1986,1.558566253834215e-08
1987,1.4665960890170027e-08
1988,8.395175221664886e-09
1989,1.4817929994137558e-08
1990,1.961514328741032e-08
1991,1.2309077312977479e-08
1992,1.0468894195980738e-08
1993,1.606370148010683e-08
1994,1.793475057354499e-08
1995,1.5182862966867106e-08
1996,1.2811421257197253e-08
1997,1.4384683666435194e-08
1998,1.3350761940422728e-08
1999,1.5081663917726473e-08
2000,1.7230322169048407e-08
2001,1.1391150245287918e-08
2002,1.7524885875808138e-08
2003,1.0417307017007715e-08
2004,1.2333415178034102e-08
2005,1.306087415997581e-08
2006,1.3177247903950473e-08
2007,1.3980678309488681e-08
2008,2.2138685717987272e-08
2009,2.6225058347151275e-08
2010,3.826272260143426e-08
2011,2.982698177333987e-08
2012,2.7234021593436353e-08
2013,2.593886272439505e-08
2014,4.828942790080504e-08
2015,3.058874115113852e-08
2016,3.1898636621008336e-08
2017,3.4463874115653326e-08
2018,3.149389543599668e-08
2019,2.4489482164380405e-08
