year,lignes_NOUN in_ADJ,lignes_NOUN fines_ADJ
1800,3.144164484325529e-09,1.5720821977538435e-08
1801,4.524246932646747e-08,7.143547975374531e-09
1802,0.0,4.699464284385613e-08
1803,5.851017448321727e-09,5.070882025393075e-08
1804,4.943701892301533e-09,7.415552971679062e-08
1805,0.0,5.685755422035754e-09
1806,2.881669125542885e-09,1.729001475325731e-08
1807,0.0,1.9928686256776018e-08
1808,0.0,1.5862518409903714e-08
1809,3.162642769893864e-08,2.9367397402779716e-08
1810,2.574139479349924e-08,2.3401267590372754e-09
1811,1.7549536934780008e-08,5.0141535368197765e-09
1812,0.0,3.467370746079723e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,2.8320094713762956e-08
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,1.556873407970727e-09,3.42512151974006e-08
1818,1.1921177378582115e-09,2.384235386898581e-08
1819,0.0,3.726378139390363e-08
1820,0.0,1.0679833017945839e-08
1821,9.86148829262845e-10,2.6626018723163725e-08
1822,2.0051231786055723e-09,7.017931125119503e-09
1823,0.0,4.842516432290722e-08
1824,1.6842225392110777e-09,2.6947560627377243e-08
1825,8.805443041381977e-10,9.68598712347557e-09
1826,0.0,1.0569580766173203e-08
1827,0.0,1.3825909306319772e-08
1828,9.172301251858528e-10,9.172301140836225e-09
1829,0.0,1.1145129263923081e-08
1830,0.0,3.5485243188304594e-08
1831,4.677361609140007e-09,2.0268567268999504e-08
1832,0.0,1.6235963684607668e-08
1833,2.3167257001688313e-09,1.1583628278799551e-08
1834,0.0,2.42697808516823e-08
1835,7.563087933704082e-10,7.563087933704082e-09
1836,2.688300027031687e-09,9.409050427677812e-09
1837,2.0873671680021744e-09,5.844628248041772e-08
1838,1.2624323808552163e-09,3.850418650586107e-08
1839,1.3982950353153e-09,9.788065469251706e-09
1840,1.2739377330817092e-09,1.6561189752906103e-08
1841,5.778493683550323e-09,1.6693427085101575e-08
1842,6.708265054555795e-10,2.95163662400455e-08
1843,2.953455480181333e-09,2.1855571574747046e-08
1844,2.195424508855126e-09,2.5796238034558883e-08
1845,5.580227946389016e-10,2.511102614732863e-08
1846,2.9272506640865004e-09,2.4003455223464698e-08
1847,7.011190739092399e-09,5.177494699637464e-08
1848,0.0,1.930853166243196e-08
1849,8.379414939696517e-10,2.4300303991253713e-08
1850,2.0366988096043315e-09,3.055048125588655e-08
1851,1.2898877521649865e-09,1.870337307252612e-08
1852,0.0,1.6471679487040092e-07
1853,1.1943863675867306e-09,2.20961471342207e-08
1854,1.558699391779328e-09,5.0917510208137173e-08
1855,1.0613874223963649e-09,2.1227748447927297e-08
1856,5.177189232874468e-10,2.019103817474388e-08
1857,9.763018171682347e-10,9.616572782533694e-08
1858,4.893676019968041e-10,3.2787628612140907e-08
1859,4.582956236731661e-09,3.513599722282379e-08
1860,4.577183909670879e-10,3.295572525985335e-08
1861,1.0846716413936974e-08,1.744906619194353e-08
1862,3.6143890103090826e-09,3.162590545002786e-08
1863,1.4983863039219614e-09,6.692791743034832e-08
1864,7.1920918109924514e-09,6.376988181955312e-08
1865,0.0,7.342676866528564e-08
1866,5.838735717134114e-09,6.47126512376417e-08
1867,1.455843445796745e-09,8.977701071444244e-08
1868,3.457911734727759e-09,7.95319721191845e-08
1869,1.953407657850903e-09,8.83916939642404e-08
1870,1.7202146374017957e-09,3.841812556970581e-08
1871,6.37270636261178e-09,7.434824311758348e-08
1872,3.628403577593531e-09,4.475031190054324e-08
1873,2.3944017879529156e-09,9.398026890039546e-08
1874,2.3898436563030145e-09,8.543690910300938e-08
1875,1.1443054281912168e-09,7.609631325067312e-08
1876,2.418405919968336e-09,5.1995726835230016e-08
1877,4.9478527941460015e-09,6.246663986075873e-08
1878,1.2078177347163432e-09,6.703388777395958e-08
1879,6.10932526790009e-10,6.231511662235789e-08
1880,6.417846254436199e-10,6.802917340564818e-08
1881,6.972507571312292e-10,6.972507549107831e-08
1882,1.9966155395678697e-09,5.657077295495583e-08
1883,1.8958017378167824e-09,1.0995649546430286e-07
1884,1.3203393933736152e-09,6.139578090369469e-08
1885,1.2891271383708158e-09,6.252266615547342e-08
1886,0.0,6.25986018576441e-08
1887,2.6115698492645834e-09,5.157850324621904e-08
1888,7.60873763994141e-09,4.9456794215529953e-08
1889,6.265136742733546e-10,5.5133202891965993e-08
1890,1.3108772956016423e-09,4.260351360585446e-08
1891,1.9122659011827636e-09,5.928024648937935e-08
1892,0.0,4.638699024894777e-08
1893,2.463366621796581e-09,5.049901474762919e-08
1894,6.301539290376468e-10,4.4740929183717526e-08
1895,1.8055843487019274e-09,8.125129369318529e-08
1896,0.0,7.430256232510146e-08
1897,1.1653427112179315e-09,4.952706689209663e-08
1898,5.6583548957434e-10,8.770449966277738e-08
1899,0.0,5.859233098703953e-08
1900,1.038210628578895e-09,3.8932899570909285e-08
1901,2.794369402536745e-09,2.9061443029831935e-08
1902,0.0,4.812078202576231e-08
1903,5.400220270956879e-09,4.3201762167655033e-08
1904,6.449550227216605e-09,4.8909090111237674e-08
1905,2.0643036169332163e-09,5.26397414546409e-08
1906,0.0,9.002322798323803e-08
1907,5.142843373384665e-10,7.097123955190909e-08
1908,3.929111258571538e-09,4.862275204686739e-08
1909,6.0510818578052294e-09,7.591357586989034e-08
1910,5.344150677544235e-10,5.2907090264397993e-08
1911,9.044636151145369e-09,6.384448880680793e-08
1912,0.0,4.167537070998151e-08
1913,1.590896969716482e-09,6.41661728195686e-08
1914,1.3393487430235496e-09,8.236995086008392e-08
1915,1.1780761921542648e-09,6.361611326610728e-08
1916,0.0,4.0653610255958483e-08
1917,1.0966424435210342e-09,1.0966424213165737e-07
1918,5.743188147278033e-09,2.756730310693456e-08
1919,8.287063479883727e-09,4.1435317399418636e-08
1920,3.786115865267448e-09,5.3005621225565847e-08
1921,7.572747429129834e-10,4.1650110915725236e-08
1922,0.0,8.779743154718744e-08
1923,3.1847844361720945e-09,3.3971033985835675e-08
1924,0.0,4.898817351772777e-08
1925,4.399271169575059e-09,6.488924952918751e-08
1926,2.229227691330493e-09,4.904300965336006e-08
1927,1.1149224876660924e-09,4.4596898618465275e-08
1928,2.2852082448565625e-09,7.198406137831626e-08
1929,1.1140406375176326e-09,4.567566591617833e-08
1930,0.0,6.302162347537887e-08
1931,4.5621426636444085e-09,5.360517718600022e-08
1932,0.0,3.7262424257278326e-08
1933,4.588264879146209e-09,3.785318369864399e-08
1934,7.188948103475923e-09,3.714289675826876e-08
1935,1.196828414151696e-09,5.2660450222674626e-08
1936,4.849885826274658e-09,3.8799086610197264e-08
1937,2.5182236296217297e-09,4.910535977842301e-08
1938,1.2965214457594243e-09,5.186085871855539e-08
1939,0.0,5.047036566452334e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,1.0330258959356797e-07
1942,3.034211770724937e-09,4.8547388331598995e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,4.177142187700156e-08
1945,0.0,3.0499055725385915e-08
1946,1.3921104269343232e-09,3.7586982415405146e-08
1947,1.1920870957027319e-09,3.695469885656166e-08
1948,2.174377566888097e-09,3.696441908118686e-08
1949,9.817008317369869e-10,4.712163814701853e-08
1950,0.0,6.593923984610228e-08
1951,0.0,5.863770979885885e-08
1952,6.326882129314981e-09,3.1634410646574906e-08
1953,6.464296653518886e-09,4.201792691560513e-08
1954,0.0,5.570345606997762e-08
1955,4.6928039232341234e-09,3.754243138587299e-08
1956,8.72114158667614e-10,4.971050771018781e-08
1957,0.0,4.0641172205369e-08
1958,1.6544486891589827e-09,3.22617488279775e-08
1959,0.0,4.8829711829512235e-08
1960,2.076250060767393e-09,4.014083287984249e-08
1961,2.779263708063695e-09,3.196153386397782e-08
1962,3.805173953708163e-09,8.751899827075249e-08
1963,1.2932106496776896e-09,2.909724017285953e-08
1964,3.6503808864551957e-09,3.04198408684897e-08
1965,1.0944086747954884e-09,3.173785145804686e-08
1966,1.1078149508847446e-09,2.9357096309468034e-08
1967,2.9582012395223956e-09,2.859594694371026e-08
1968,4.042274071025531e-09,3.6829611360644776e-08
1969,9.083515606356229e-10,2.497966811176866e-08
1970,4.5987250119061684e-10,3.081145649730388e-08
1971,0.0,2.569198720436816e-08
1972,4.104117490300041e-09,2.61637485010624e-08
1973,5.513203782392395e-10,2.4258095976392724e-08
1974,3.3753431161187564e-09,2.193973003272731e-08
1975,1.7134440533084216e-09,2.341706917263764e-08
1976,1.142705374768127e-09,3.142439908287997e-08
1977,5.876781838942691e-10,2.703319701424789e-08
1978,1.1881182704343018e-09,1.841583241457556e-08
1979,1.1703946700691858e-09,2.63338808537128e-08
1980,1.7055452605774235e-09,4.2638628627855724e-08
1981,1.2651099057237047e-09,2.9730083284107423e-08
1982,4.345251713999687e-09,2.7933760193832313e-08
1983,6.315316047889041e-10,3.34711742766558e-08
1984,5.219107812592938e-09,3.421414973558967e-08
1985,4.210890747202711e-09,1.8648229627160617e-08
1986,2.3977941854269602e-09,1.2588419195935785e-08
1987,1.8332451112712533e-09,2.9331921780340053e-08
1988,1.798966087207532e-09,2.0388283061834045e-08
1989,1.6464366536794728e-09,3.0733485090195245e-08
1990,3.814055737905164e-09,2.7788120249283565e-08
1991,6.4476117778156095e-09,1.875668864670388e-08
1992,2.7549720282848966e-09,2.975369817193041e-08
1993,3.877445031719162e-09,1.994114740000441e-08
1994,2.1099706426497278e-09,2.8484603120659813e-08
1995,5.422450821690461e-10,2.060531301140145e-08
1996,1.6014276571496566e-09,2.6156651955488996e-08
1997,1.438468344439059e-09,2.2536003285722472e-08
1998,2.86087753487152e-09,1.954932926651054e-08
1999,2.7421207526856506e-09,5.072923414672914e-08
2000,1.3254094488601709e-09,4.0204085394179856e-08
2001,8.762423564512289e-10,4.950769394440613e-08
2002,3.504977197366088e-09,4.950780407853017e-08
2003,6.250384210204629e-09,5.2086537749573836e-08
2004,0.0,8.281007524146844e-08
2005,9.007499190971657e-10,2.612174831995162e-08
2006,0.0,2.5119128110873135e-08
2007,0.0,1.8774054311165855e-08
2008,0.0,2.5970381400952647e-08
2009,4.76819250749827e-10,1.8119131084404216e-08
2010,0.0,2.4091344030807704e-08
2011,3.82397197240536e-10,3.6710130046913036e-08
2012,0.0,3.063827591631707e-08
2013,1.1156500168141292e-09,3.207493648460513e-08
2014,4.330890368553497e-10,2.533570864216017e-08
2015,2.2165753954528356e-10,3.236199930256589e-08
