year,tels_ADJ acteurs_NOUN,tels_ADJ facteurs_NOUN
1984,6.378909400694965e-09,2.7255339318799088e-08
1985,4.812446441349039e-09,2.285912081845254e-08
1986,6.593933843390687e-09,2.038125046510686e-08
1987,1.3443797186596385e-08,2.4443266966045485e-08
1988,3.597932174415064e-09,2.0987938498251424e-08
1989,7.683371272548811e-09,1.9757239400064464e-08
1990,1.0352437129768077e-08,1.3621627381610324e-08
1991,7.033758464558559e-09,2.5204300868608698e-08
1992,1.0468894195980738e-08,2.975369817193041e-08
1993,1.1632335983335906e-08,3.10195602537533e-08
1994,1.5824779708850656e-08,3.164955941770131e-08
1995,1.626735190995987e-08,2.331653803366862e-08
1996,1.1743802375008272e-08,2.989331449043675e-08
1997,1.054876808126437e-08,3.260528202986279e-08
1998,1.5258013519314773e-08,3.146965354972053e-08
1999,1.553868322901053e-08,1.6452723627935484e-08
2000,2.164835422036049e-08,2.5182780305499364e-08
2001,1.9277331730904734e-08,3.5487815353008045e-08
2002,1.0076809608960957e-08,2.059174164514843e-08
2003,2.1667998950647416e-08,2.875176896566245e-08
2004,1.6297727611913615e-08,1.9821561281219147e-08
2005,1.4411998705554652e-08,2.657212228029948e-08
2006,1.729513776638214e-08,2.9648807853277503e-08
2007,1.3581230362547103e-08,2.077129401811817e-08
2008,1.830699147831183e-08,1.575252639440805e-08
2009,1.43045770784056e-08,2.2410505451375684e-08
2010,2.645324137517946e-08,1.6533276081531767e-08
2011,1.3383901986685487e-08,1.414869643667771e-08
2012,8.510632198976964e-09,1.327658516458996e-08
2013,1.310888730898796e-08,1.7013663367038134e-08
2014,6.496335469563519e-09,7.795602385840539e-09
2015,9.97458915463767e-09,1.5072712855612735e-08
2016,5.178350193091319e-09,7.45682449121432e-09
2017,9.810884549210641e-09,7.2952728302766445e-09
2018,8.518839855753413e-09,9.809573597863164e-09
2019,6.377469219387422e-09,6.887666881283394e-09
