year,plusieurs_DET oies_NOUN,plusieurs_DET fois_NOUN
1897,0.0,2.381086426339607e-05
1898,5.6583548957434e-10,2.320095188679261e-05
1899,0.0,2.3983609366950986e-05
1900,1.038210628578895e-09,2.2970409759182076e-05
1901,0.0,2.2947361912883935e-05
1902,6.874397495693074e-09,2.1271840523695573e-05
1903,0.0,2.214792266386212e-05
1904,0.0,2.209777164807747e-05
1905,5.160759042333041e-10,2.138670095064299e-05
1906,0.0,2.2468768975159037e-05
1907,0.0,2.089434417484881e-05
1908,0.0,2.1472102048392117e-05
1909,1.1001967115120692e-09,2.2007233951626404e-05
1910,0.0,2.229793494734622e-05
1911,1.0640748282497725e-09,2.119158227742446e-05
1912,2.0837684910901544e-09,2.0971045842088643e-05
1913,1.590896969716482e-09,2.0723022771562682e-05
1914,0.0,2.077195983929414e-05
1915,0.0,1.9453572122074547e-05
1916,2.197492410260793e-09,1.9898293658116017e-05
1917,0.0,1.9149570562149165e-05
1918,0.0,1.8821575849869987e-05
1919,0.0,1.7979244489652046e-05
1920,7.572231730534895e-10,1.824377818593348e-05
1921,0.0,1.8907635080722685e-05
1922,1.4755870969551665e-09,1.8651420873538882e-05
1923,0.0,1.8733963997874525e-05
1924,0.0,1.936450951234292e-05
1925,0.0,1.8713400208980602e-05
1926,0.0,1.889159011625452e-05
1927,1.1149224876660924e-09,1.919338978950691e-05
1928,1.1426041224282812e-09,1.887467715278035e-05
1929,0.0,1.9653904701044667e-05
1930,0.0,1.9264659954387753e-05
1931,0.0,1.794975105440244e-05
1932,0.0,1.8596142240312474e-05
1933,4.588264879146209e-09,1.8989680711456458e-05
1934,3.5944740517379614e-09,1.817246334212541e-05
1935,0.0,1.8528101122683438e-05
1936,1.2124714565686645e-09,1.776634496764018e-05
1937,0.0,1.7486545175415813e-05
1938,0.0,1.7392835161444964e-05
1939,0.0,1.677910324815457e-05
1940,0.0,1.678688340689405e-05
1941,2.9515025978810172e-09,1.716889050840109e-05
1942,3.034211770724937e-09,1.8284160432813223e-05
1943,0.0,1.7175539824165753e-05
1944,0.0,1.818020803057152e-05
1945,0.0,1.7229787772521377e-05
1946,1.3921104269343232e-09,1.6294652596116066e-05
1947,1.1920870957027319e-09,1.6410270859523735e-05
1948,1.0871887834440486e-09,1.6311093190779502e-05
1949,0.0,1.4648939668404637e-05
1950,0.0,1.5574423741782084e-05
1951,4.264560704569931e-09,1.662005877278716e-05
1952,0.0,1.5691722865085467e-05
1953,0.0,1.6408538499490533e-05
1954,9.772536113672459e-10,1.6045526763264206e-05
1955,0.0,1.5907666750081262e-05
1956,0.0,1.59213159349747e-05
1957,8.835037701437898e-10,1.5281081630291737e-05
1958,8.272243445794913e-10,1.561551351869639e-05
1959,7.750747821333448e-10,1.6049473344992293e-05
1960,1.3841666701708277e-09,1.600858001893357e-05
1961,6.948159270159238e-10,1.627258848202473e-05
1962,6.341956404476434e-10,1.6247458574980556e-05
1963,0.0,1.6583486456056562e-05
1964,6.083968329129164e-10,1.623567749220456e-05
1965,1.0944086747954884e-09,1.6474680535338848e-05
1966,0.0,1.6125354818541382e-05
1967,4.930335584241163e-10,1.7228564729521167e-05
1968,0.0,1.746666691815335e-05
1969,1.3625273131978588e-09,1.6155032881215448e-05
1970,1.3796175313274261e-09,1.5390093324185727e-05
1971,1.0276794970565106e-09,1.516546626589843e-05
1972,3.0780880067027283e-09,1.583573737207189e-05
1973,5.513203782392395e-10,1.527984409221972e-05
1974,5.625571675160757e-10,1.4505536682918319e-05
1975,0.0,1.5263930947639892e-05
1976,5.713526873840635e-10,1.4195257676874462e-05
1977,0.0,1.4060788373626565e-05
1978,1.7821774056514528e-09,1.4918012880116294e-05
1979,1.1703946700691858e-09,1.4638711149927985e-05
1980,0.0,1.4353868266425707e-05
1981,6.325549528618524e-10,1.439884869114394e-05
1982,0.0,1.4475895000032324e-05
1983,0.0,1.459090611888314e-05
1984,0.0,1.4264980961797846e-05
1985,0.0,1.3998805002302106e-05
1986,5.994485463567401e-10,1.4612157428928185e-05
1987,0.0,1.4232092155452847e-05
1988,1.1993107618124554e-09,1.4198639917140099e-05
1989,1.0976244357863152e-09,1.438107545936873e-05
1990,1.6345953479657283e-09,1.4016655086379615e-05
1991,5.861465202094962e-10,1.3694727158508613e-05
1992,0.0,1.4408504057428217e-05
1993,5.539207426075166e-10,1.479300755136137e-05
1994,1.5824779264761446e-09,1.4668516314486624e-05
1995,5.422450821690461e-10,1.4766417962164269e-05
1996,0.0,1.4080285666295822e-05
1997,4.79489448146353e-10,1.4425440383547539e-05
1998,0.0,1.462718995526302e-05
1999,1.3710603763428253e-09,1.4598136090171465e-05
2000,0.0,1.511010941612767e-05
2001,0.0,1.5255817970682983e-05
2002,2.6287327870022636e-09,1.5286519612800475e-05
2003,8.333845835650777e-10,1.5652629201667878e-05
2004,4.404791253964646e-10,1.585901031830872e-05
2005,4.5037495954858286e-10,1.5618102452208404e-05
2006,8.235779835885637e-10,1.643944096940686e-05
2007,1.1983438685803094e-09,1.7068011970877706e-05
2008,8.514879357157668e-10,1.745081885928812e-05
2009,4.76819250749827e-10,1.8185885323873663e-05
2010,2.3618964561933353e-09,1.899815026717988e-05
2011,1.529588788962144e-09,2.1277344671943865e-05
2012,6.808505426114664e-10,2.29868768428787e-05
2013,1.6734750252211938e-09,2.2474490947388404e-05
2014,1.0827225782605865e-09,2.4898287847463507e-05
2015,2.21657536769726e-09,2.3694083097325347e-05
2016,2.4856081637381067e-09,2.5291269594163168e-05
2017,2.0124890642847504e-09,2.4268353968182055e-05
2018,1.5488800242380307e-09,2.5956648187275277e-05
2019,2.806086474294034e-09,2.6247877940477338e-05
