year,avons_VERB été_VERB,avons_VERB eté_VERB,avons_VERB fêté_VERB
1885,6.744713118678192e-06,2.5782542767416317e-09,9.66845359329227e-09
1886,6.293417754932307e-06,3.872078213618124e-09,6.4534639854230136e-09
1887,6.279519766394515e-06,3.9173548849191775e-09,1.2404957061562527e-08
1888,6.811088496760931e-06,1.9021844099853524e-09,1.9021844099853524e-09
1889,7.300763627426932e-06,2.5060546970934183e-09,7.51816386923565e-09
1890,6.937162652320694e-06,2.6217545912032847e-09,7.209825181320184e-09
1891,6.713965831295354e-06,2.5496880162734215e-09,1.466070642663908e-08
1892,6.8376934905245434e-06,6.268512375839919e-10,5.641661360300532e-09
1893,6.784727702324744e-06,6.158416554491453e-10,6.15841644346915e-09
1894,6.4861742430366576e-06,3.150769645188234e-09,1.0082462864602348e-08
1895,6.935249530215515e-06,1.2037228991346183e-09,7.824199066419624e-09
1896,6.475527698057704e-06,2.948514543632541e-09,1.4152869098893461e-08
1897,6.749082331225509e-06,1.7480140668268973e-09,1.9228155068162778e-08
1898,6.8211470534151886e-06,2.8291773368493978e-09,1.810673566637888e-08
1899,6.7093747020408046e-06,2.7637891975018647e-09,2.3215829259015663e-08
1900,6.715665676892968e-06,2.595526460424935e-09,1.6092265298084385e-08
1901,7.0546652750635985e-06,5.588738916095792e-10,1.4530721514915967e-08
1902,6.114285497460514e-06,3.928227076954727e-09,4.419255628107521e-09
1903,6.387380381056573e-06,3.7801539676252105e-09,1.3500550899436803e-08
1904,6.883282367198262e-06,1.6123875568041512e-09,2.6335662539622717e-08
1905,6.582547939615324e-06,4.1286072338664326e-09,1.651442893546573e-08
1906,6.571181529579917e-06,2.0576738091193647e-09,1.1317205839134203e-08
1907,6.569468041561777e-06,5.142843373384665e-10,1.3885677496716653e-08
1908,6.85679015077767e-06,1.964555629285769e-09,6.875944702500192e-09
1909,6.932339601917192e-06,3.300590023513905e-09,3.245580160182726e-08
1910,7.805131645000074e-06,2.67207544979442e-09,2.9927242906069296e-08
1911,6.5222466218983755e-06,1.5961122423746588e-09,2.074945903984826e-08
1912,6.871747700643027e-06,1.0418842455450772e-09,1.2502610502451716e-08
1913,6.865250270493561e-06,6.363587878865928e-09,1.1666577037772186e-08
1914,7.139398348954273e-06,3.3483718020477227e-09,9.37544086809794e-09
1915,1.0581480637483764e-05,4.712304768617059e-09,3.534228554258334e-08
1916,9.350330401503015e-06,4.394984820521586e-09,6.592477230782379e-09
1917,8.300487024825998e-06,0.0,1.864292187292449e-08
1918,8.224244993471075e-06,0.0,2.2972752589112133e-08
1919,7.955581168062054e-06,9.207848372660976e-10,2.2098836538475553e-08
1920,6.821066563134082e-06,2.2716695191604686e-09,2.1202248845497706e-08
1921,6.4868154368014075e-06,1.5145494858259667e-09,1.3630945261411398e-08
1922,7.133725830499316e-06,2.951174193910333e-09,1.4018077365562931e-08
1923,6.716710231557954e-06,2.1231896241147297e-09,2.0170300985000722e-08
1924,6.68043958285125e-06,2.1915761649893284e-08,1.675911143195208e-08
1925,6.38004303255002e-06,7.258797296572084e-08,1.9796720707176974e-08
1926,6.429092536563985e-06,4.458455382660986e-09,1.671920735191179e-08
1927,6.124269020801876e-06,0.0,1.2264147031260109e-08
1928,6.133499027782818e-06,0.0,2.6279895593006586e-08
1929,6.415760253730696e-06,0.0,2.6736975300423182e-08
1930,6.3242196119972505e-06,5.2518016602221e-09,1.995684684175103e-08
1931,6.579750333912671e-06,4.5621426636444085e-09,1.1405356659111021e-08
1932,6.337900231301319e-06,1.0959536611565568e-09,1.3151444377967891e-08
1933,6.531395229103509e-06,1.1470662197865522e-09,1.261772819560747e-08
1934,6.211251275090035e-06,2.3963160344919743e-09,2.156684431042777e-08
1935,6.386276254488621e-06,2.393656828303392e-09,2.154291145473053e-08
1936,6.76922809361713e-06,4.849885826274658e-09,2.66743711563322e-08
1937,6.5423450905655045e-06,1.2591118148108649e-09,1.7627565185307503e-08
1938,6.814516837039264e-06,0.0,1.9447821131279852e-08
1939,6.458677489717957e-06,1.5294050470515685e-09,1.8352860564618823e-08
1940,6.2075964706309605e-06,2.5357829169792012e-09,5.0715658339584024e-09
1941,6.328021754598012e-06,2.9515025978810172e-09,1.7709016475464523e-08
1942,6.990823749219999e-06,3.034211770724937e-09,2.1239483061208375e-08
1943,7.0171195147850085e-06,0.0,3.193558839598154e-08
1944,7.0079590841487516e-06,0.0,3.534504600111177e-08
1945,7.979860129125882e-06,8.714016175304096e-09,1.9606536838523425e-08
1946,7.048255156405503e-06,5.568441707737293e-09,1.8097434661967782e-08
1947,7.501804248022381e-06,1.1920870957027319e-09,1.4305045148432782e-08
1948,6.771011612727307e-06,0.0,2.2830963786191205e-08
1949,6.131703230494168e-06,0.0,1.570721330779179e-08
1950,6.497142294392688e-06,2.1270722960764488e-09,2.1270722072586068e-08
1951,7.000276582402876e-06,0.0,9.595261474260042e-09
1952,6.237251454876969e-06,2.1089607837865287e-09,2.4253049346611988e-08
1953,6.854309049231233e-06,2.1547654771580937e-09,2.0470272588113403e-08
1954,6.757708888471825e-06,1.9545072227344917e-09,1.4658803948464083e-08
1955,6.444158316298854e-06,9.385607846468247e-09,1.407841132561316e-08
1956,6.79289723848342e-06,0.0,1.3953826538681824e-08
1957,6.52467542749946e-06,1.7670075402875796e-09,2.2087593976038988e-08
1958,5.967596280243015e-06,2.4816730892496253e-09,2.3989505493204888e-08
1959,6.044032943464117e-06,1.5501495642666896e-09,2.40273188012452e-08
1960,6.129089797468623e-06,1.3841666701708277e-09,2.07624992754063e-08
1961,6.383968866430223e-06,8.33779090214648e-09,1.945484662257968e-08
1962,6.185310212458717e-06,1.9025869768540815e-09,2.219684702708946e-08
1963,5.981745744065847e-06,2.5864212993553792e-09,2.133797494252576e-08
1964,6.357138317980571e-06,1.8251904432275978e-09,1.8860301764789256e-08
1965,5.707888249162352e-06,7.1136563306595235e-09,1.9699356812452606e-08
1966,5.587818577623693e-06,1.1078149508847446e-09,9.970334780007306e-09
1967,5.6511507864343e-06,9.860671168482327e-10,1.3311906243984595e-08
1968,5.908457751502283e-06,2.6948494546985557e-09,1.8863946849023705e-08
1969,6.355281584546901e-06,4.995933444718048e-09,1.8167030546578644e-08
1970,5.719434284401359e-06,2.2993624781975086e-09,1.4256047897731605e-08
1971,5.596742539637489e-06,3.083038491169532e-09,2.209510974182649e-08
1972,5.549793058889918e-06,0.0,1.846852804021637e-08
1973,5.41010695087607e-06,5.513203782392395e-10,1.1026407342740185e-08
1974,5.4151751101017e-06,3.3753431161187564e-09,1.4626486688484874e-08
1975,4.9107306949736085e-06,3.4268881066168433e-09,2.6843956391076063e-08
1976,5.0787539294105954e-06,6.2848797277581525e-09,1.5997875024709174e-08
1977,4.985861778550316e-06,5.876781838942691e-10,1.3516598507123945e-08
1978,5.022769983042963e-06,2.3762365408686037e-09,1.841583241457556e-08
1979,4.85128612126573e-06,4.096381456264453e-09,2.5163485517509798e-08
1980,5.137670541444095e-06,1.7055452605774235e-09,2.9562784220615868e-08
1981,4.659399564843625e-06,9.488323904349727e-09,2.5934753011824796e-08
1982,4.889649517281214e-06,1.2415004579935385e-09,2.9175261317959666e-08
1983,5.009308551962022e-06,6.315316047889041e-10,1.894594880980094e-08
1984,4.657183581002755e-06,5.799008384599347e-09,2.8995042811175153e-08
1985,4.668072961067082e-06,4.8726018775369084e-08,4.331201708396293e-08
1986,4.7806020120333415e-06,4.7955883708539204e-09,2.8773531113301942e-08
1987,4.443174930202076e-06,4.888653482026939e-09,2.9331921780340053e-08
1988,4.2587525967974216e-06,5.996553809062277e-10,3.7178633505163816e-08
1989,4.8778429118101485e-06,7.683371272548811e-09,3.7319232149002346e-08
1990,4.652058123610914e-06,1.6345953479657283e-09,2.887784944505256e-08
1991,4.792920208274154e-06,5.2753188484189195e-09,2.8721180100887977e-08
1992,4.011239525425481e-06,1.0468894195980738e-08,2.7549720726938176e-08
1993,4.598649866238702e-06,1.661762283333701e-09,3.212740296021366e-08
1994,5.260684247332392e-06,1.0549853213248639e-09,4.5364370038214474e-08
1995,4.694757990364451e-06,1.0844901643380922e-09,3.633041956163652e-08
1996,4.277413154341048e-06,1.014237493990322e-08,2.93595068256991e-08
1997,4.551793153950712e-06,1.1507746755512471e-08,2.8289877107567918e-08
1998,4.591231572703691e-06,1.43043876743576e-09,3.6237782552461795e-08
1999,4.56197494713706e-06,4.570201161957499e-10,4.387393204297041e-08
2000,4.55322333436925e-06,8.394259509714175e-09,3.534425019324772e-08
2001,4.426338364282856e-06,1.3143635069212678e-09,4.4688359679412315e-08
2002,4.596339294948848e-06,1.3143663935011318e-09,3.7678503872484725e-08
2003,4.593615813064389e-06,7.500461585152607e-09,4.5419458416517955e-08
2004,4.886234819423407e-06,1.6297727611913615e-08,4.448839163728735e-08
2005,4.4704220272251405e-06,3.602999676388663e-09,4.1884870682906694e-08
2006,4.658980742533458e-06,3.706100981659688e-09,4.200247616381603e-08
2007,4.6399873099289834e-06,7.190063211481856e-09,4.154258803623634e-08
2008,4.9782242967921775e-06,9.366367237362283e-09,4.342588511008216e-08
2009,4.833039838558761e-06,1.430457752249481e-09,4.8635563132393145e-08
2010,5.01194426760776e-06,3.3066551718974324e-09,4.959982646823846e-08
2011,4.9038617362384684e-06,3.82397197240536e-10,5.850677098351298e-08
2012,5.629612587654265e-06,3.404252713057332e-10,6.05956955723741e-08
2013,5.836523087054957e-06,2.789125042035323e-10,7.781658695193983e-08
2014,6.219808255991666e-06,2.1654451842767486e-10,7.016042502527853e-08
2015,5.777503702120157e-06,2.2165753954528356e-10,6.450234479871142e-08
2016,6.31862258160254e-06,2.0713400439298368e-10,6.400441066034546e-08
2017,6.313429821602767e-06,0.0,8.905264081704445e-08
2018,6.2499889281752985e-06,7.744400121190154e-10,1.0093534541510962e-07
2019,5.568296273850137e-06,2.55098775436835e-10,7.295825099618014e-08
