year,dix_DET iles_NOUN,dix_DET fils_NOUN
1800,6.288328968651058e-09,3.144164484325529e-09
1801,2.3811825844433088e-09,9.524730337773235e-09
1802,0.0,2.2378401354217203e-08
1803,0.0,9.751696339321825e-09
1804,0.0,2.7190360185613827e-08
1805,0.0,1.250866148438945e-07
1806,0.0,2.5935023018064385e-08
1807,0.0,2.2775641372874134e-08
1808,0.0,5.6651849433819734e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,4.680253340438867e-08
1811,0.0,4.011322829455821e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,2.4275012222574333e-08,4.315557688983063e-08
1816,0.0,1.3905623319487859e-08
1817,0.0,2.3353100786493997e-08
1818,0.0,1.668964877410417e-08
1819,0.0,5.4860564091541164e-08
1820,0.0,4.9839220750413915e-08
1821,0.0,6.409967312492881e-08
1822,0.0,2.0051231786055723e-08
1823,0.0,2.569498569471307e-08
1824,3.3684450784221553e-09,2.6947560627377243e-08
1825,8.805443041381977e-10,4.842993561737785e-08
1826,1.7615968683770689e-09,5.19671061738336e-08
1827,0.0,6.359918103271411e-08
1828,1.8344602503717056e-09,2.9351363395324626e-08
1829,8.57317605795771e-10,8.230249193275085e-08
1830,2.0873671680021744e-09,2.1917355041978226e-08
1831,0.0,4.677361609140007e-09
1832,1.3529969367098715e-09,7.441483085290912e-08
1833,0.0,3.359252431778259e-08
1834,9.334530925997342e-10,5.1339920759119195e-08
1835,3.025235173481633e-09,3.327758690829796e-08
1836,0.0,2.6210924986003192e-08
1837,2.7831563720326358e-09,2.087367334535628e-08
1838,2.5248647617104325e-09,3.1560809077291196e-08
1839,2.0974426639952526e-09,2.586845759822154e-08
1840,0.0,3.630722522629526e-08
1841,0.0,5.1364389630492724e-08
1842,6.708265054555795e-10,2.1466447730489335e-08
1843,1.7720733769266417e-09,2.599040915818307e-08
1844,1.6465684371524958e-09,3.951764071530306e-08
1845,5.580227946389016e-10,4.296775557577348e-08
1846,2.3418005312692003e-09,3.805426018743674e-08
1847,2.6966118227278457e-09,5.662884916546318e-08
1848,0.0,2.574470947536156e-08
1849,0.0,1.005529792763582e-08
1850,6.788996032014438e-10,2.5798184921654865e-08
1851,2.579775504329973e-09,4.514607199190834e-08
1852,0.0,5.1433307390880145e-08
1853,0.0,5.1955808544335014e-08
1854,2.0782657816909023e-09,3.533051895487915e-08
1855,5.306937111981824e-10,3.343370380548549e-08
1856,0.0,2.3815069916111042e-08
1857,0.0,3.0753506852221335e-08
1858,0.0,5.3830436996804565e-08
1859,0.0,4.6338777259791186e-08
1860,1.373155145145688e-09,4.9891303699478584e-08
1861,0.0,5.0932406736592384e-08
1862,0.0,6.099281457672134e-08
1863,4.994620828036034e-10,3.49623441309177e-08
1864,0.0,6.089304549483643e-08
1865,0.0,3.5772016238055926e-08
1866,0.0,3.7465220259491616e-08
1867,4.85281148598915e-10,4.561642796829801e-08
1868,4.93987406535723e-10,5.2362665647898154e-08
1869,0.0,7.227608322946111e-08
1870,0.0,6.020751364133048e-08
1871,0.0,3.3987767267262825e-08
1872,6.047339295989218e-10,2.9027228620748247e-08
1873,2.3944017879529156e-09,2.334541804316359e-08
1874,5.974609140757536e-10,4.719941060216115e-08
1875,5.721527140956084e-10,2.2313955794217577e-08
1876,6.04601479992084e-10,4.17175023414984e-08
1877,0.0,4.329371261491133e-08
1878,0.0,3.38188961279684e-08
1879,0.0,3.054662633950045e-08
1880,2.5671385017744797e-09,2.0537108014195837e-08
1881,0.0,5.508281120114589e-08
1882,0.0,2.728707926280549e-08
1883,0.0,4.044376833434171e-08
1884,6.601696966868076e-10,2.9047465766041114e-08
1885,6.445635691854079e-10,3.0294486974558055e-08
1886,0.0,2.5813855941692054e-08
1887,6.528924623161458e-10,6.006610636655196e-08
1888,4.4384300679212174e-09,4.057993407968752e-08
1889,6.265136742733546e-10,3.257871128425904e-08
1890,0.0,2.818386235503567e-08
1891,0.0,4.079500826037474e-08
1892,0.0,3.071571019752639e-08
1893,1.2316833108982905e-09,3.571881657116194e-08
1894,0.0,2.7096618282484997e-08
1895,0.0,2.347259631108045e-08
1896,0.0,3.597187547832448e-08
1897,0.0,3.379493751509699e-08
1898,1.13167097914868e-09,3.564763628727263e-08
1899,5.527578395003729e-10,2.1004797901014172e-08
1900,0.0,2.076421168339948e-08
1901,3.353243460679778e-09,1.7883964531506535e-08
1902,0.0,2.3078334632220532e-08
1903,1.0800440541913758e-09,1.9980815224585058e-08
1904,0.0,1.3436562973367927e-08
1905,0.0,1.7030505006232488e-08
1906,5.144184522798412e-10,1.5432553013283723e-08
1907,0.0,1.131425531042396e-08
1908,0.0,1.7189861978295085e-08
1909,0.0,3.025540884493694e-08
1910,5.344150677544235e-10,1.81701124146727e-08
1911,0.0,1.1172786140711821e-08
1912,0.0,2.6568048649977527e-08
1913,0.0,1.5378670781274195e-08
1914,0.0,2.209925398233281e-08
1915,0.0,4.2410743361642744e-08
1916,0.0,1.538244731591476e-08
1917,0.0,1.0966424213165737e-08
1918,0.0,2.412139110674616e-08
1919,0.0,2.2098836538475553e-08
1920,0.0,1.8930579770426448e-08
1921,0.0,1.8174593496844693e-08
1922,0.0,1.4018077365562931e-08
1923,0.0,2.1231896241147297e-08
1924,0.0,1.933743642990038e-08
1925,0.0,1.3197813286680571e-08
1926,0.0,4.458455382660986e-09
1927,1.1149224876660924e-09,1.5608915271414503e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,1.2254447234738564e-08
1930,0.0,9.453243188239924e-09
1931,0.0,2.0529641986399838e-08
1932,0.0,1.8631212128639163e-08
1933,0.0,2.1794258620033702e-08
1934,2.3963160344919743e-09,1.5576054224197833e-08
1935,0.0,3.590485242455088e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,8.813782592653752e-09
1938,0.0,2.463390735840676e-08
1939,0.0,2.141167065872196e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.7419411690866582e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,8.714016175304096e-09
1946,0.0,9.744772988540262e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,0.0,8.697510045507784e-09
1949,9.817008317369869e-10,8.835307152565974e-09
1950,0.0,9.571825110299415e-09
1951,0.0,2.0256664123863288e-08
1952,0.0,8.435843135146115e-09
1953,0.0,1.939288907237824e-08
1954,0.0,2.9317608341017376e-09
1955,0.0,1.5016972554349195e-08
1956,0.0,8.72114114258693e-09
1957,0.0,1.3252556940734905e-08
1958,0.0,1.5717262158432277e-08
1959,0.0,1.6276571201956358e-08
1960,0.0,1.1765416696452036e-08
1961,6.948159270159238e-10,1.320150300188061e-08
1962,0.0,1.3318108227355907e-08
1963,0.0,1.2932106829843804e-08
1964,0.0,1.6426714211092985e-08
1965,0.0,1.0396882743624047e-08
1966,0.0,2.1602390987141007e-08
1967,0.0,1.627010703941778e-08
1968,4.4914158503495116e-10,7.635406917838594e-09
1969,0.0,1.9075383050903838e-08
1970,0.0,8.7375777724219e-09
1971,0.0,1.2332153964678128e-08
1972,1.5390440033513642e-09,1.1799337507056862e-08
1973,5.513203782392395e-10,9.372446430067072e-09
1974,5.625571675160757e-10,1.1251143128276908e-08
1975,0.0,1.3707552426467373e-08
1976,5.713526873840635e-10,1.428381679602353e-08
1977,0.0,9.402850942308305e-09
1978,5.940591352171509e-10,1.3663360221016774e-08
1979,5.851973350345929e-10,7.607565355449708e-09
1980,0.0,1.7055452161685025e-08
1981,0.0,1.5813874654213578e-08
1982,0.0,2.2967758028791252e-08
1983,0.0,1.3893695083311286e-08
1984,0.0,1.5077421977593986e-08
1985,0.0,6.617113634810323e-09
1986,0.0,1.6185110141009318e-08
1987,0.0,1.4665960890170027e-08
1988,0.0,1.4391728697660255e-08
1989,0.0,2.0854864501984594e-08
1990,5.44865097484859e-10,1.0897301727652575e-08
1991,0.0,3.223805988827877e-08
1992,0.0,1.5427843891302473e-08
1993,0.0,2.3818591543545153e-08
1994,0.0,1.1604838812129259e-08
1995,5.422450821690461e-10,8.675921037148981e-09
1996,0.0,1.5480466686312866e-08
1997,0.0,1.6302641014931396e-08
1998,0.0,7.629006870679689e-09
1999,9.140402323914998e-10,1.416762351880152e-08
2000,0.0,1.7230322058026104e-08
2001,2.190605918883648e-09,1.1391150245287918e-08
2002,0.0,1.4019908567419748e-08
2003,4.1669229178253886e-10,1.7084383685528337e-08
2004,4.404791253964646e-10,1.5857249208162116e-08
2005,0.0,1.7564623533417034e-08
2006,0.0,1.1118302722934459e-08
2007,0.0,5.991719398412698e-09
2008,1.2772318758180745e-09,1.2346575484212252e-08
2009,4.76819250749827e-10,1.3350939020995156e-08
2010,0.0,8.502827442136152e-09
2011,0.0,8.795135286732148e-09
2012,0.0,1.1234034147378225e-08
2013,2.789125042035323e-10,1.4503450607161739e-08
