year,six_DET acteurs_NOUN,six_DET facteurs_NOUN
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,0.0,3.5847653734322193e-09
1875,5.721527251978387e-09,4.577221712764867e-09
1876,6.04601479992084e-09,6.04601479992084e-10
1877,3.710889595609501e-09,0.0
1878,3.6234530931267273e-09,1.8117265465633636e-09
1879,1.649517855639715e-08,1.588424503040642e-08
1880,1.1552123035940554e-08,9.626769603698904e-09
1881,2.789003084036068e-09,0.0
1882,1.9966155395678697e-09,0.0
1883,6.319338941018771e-10,4.423537203201988e-09
1884,3.300848483434038e-09,0.0
1885,1.4180398189012067e-08,0.0
1886,0.0,3.872078213618124e-09
1887,1.3057849246322917e-09,5.876032105334161e-09
1888,1.9021844099853524e-09,1.268122939990235e-08
1889,3.132568426877924e-09,1.2530273485467092e-09
1890,0.0,1.0487018364813139e-08
1891,3.1871101313640793e-09,3.1871099093194744e-09
1892,3.761107425503951e-09,6.2685125978845235e-09
1893,3.079208221734575e-09,3.079208221734575e-09
1894,8.822155450616265e-09,4.411077725308132e-09
1895,6.018614717717696e-09,3.611168697403855e-09
1896,1.6511680689390573e-08,1.179405795248556e-09
1897,5.826713556089658e-10,5.826713556089658e-10
1898,1.13167097914868e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,8.844125432005967e-09
1900,1.038210628578895e-09,7.26747462209687e-09
1901,5.029864968975062e-09,1.8442838367604963e-08
1902,0.0,1.816805017540446e-08
1903,1.0800440541913758e-09,4.320176216765503e-09
1904,5.374625189347171e-10,4.837162670412454e-09
1905,5.160758931310738e-09,6.192910739777346e-09
1906,7.716276506641861e-09,4.629765903985117e-09
1907,0.0,0.0
1908,6.384805573134145e-09,1.964555629285769e-09
1909,2.2003934230241384e-09,1.1001967115120692e-09
1910,1.068830135508847e-09,1.6032452032632705e-09
1911,5.320374141248863e-10,5.320374252271165e-09
1912,6.772247651554153e-09,5.209421227725386e-10
1913,5.833288574397244e-09,5.833288518886093e-09
1914,3.3483718020477227e-09,8.705766774141921e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,5.493730803607377e-09,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,0.0,1.378365155346728e-08
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,0.0,2.2716695191604686e-09
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,2.951174193910333e-09,6.640141769764796e-09
1923,6.369568872344189e-09,6.369568872344189e-09
1924,0.0,2.578324886925998e-09
1925,0.0,1.0998177923937646e-09
1926,3.343841648018042e-09,5.573069339348535e-09
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,1.1140406375176326e-09,8.912325322185666e-09
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,3.4216069977333063e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,1.333718646634452e-08
1937,0.0,7.55467088886519e-09
1938,2.5930428915188486e-09,1.9447821131279852e-08
1939,6.117620188206274e-09,4.588215141154706e-09
1940,7.607348528892999e-09,1.5214697057785997e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,5.568441707737293e-09,3.341064935824534e-08
1947,8.344609669919123e-09,9.536696765621855e-09
1948,3.2615663503321457e-09,1.1959076839929139e-08
1949,1.9634016634739737e-09,1.7670614194109646e-08
1950,8.508289184305795e-09,1.595304199852876e-08
1951,6.396841278899501e-09,8.529121409139861e-09
1952,2.1089607837865287e-09,1.1599284199803606e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,1.6613311171198575e-08,2.34540866728139e-08
1955,1.8771215692936494e-09,1.2201289756319511e-08
1956,1.744228317335228e-09,2.0058624983221307e-08
1957,4.417518850718949e-09,2.120408987282829e-08
1958,3.3088974338291166e-09,1.2408365002158916e-08
1959,3.100299128533379e-09,9.300897385600138e-09
1960,2.076250060767393e-09,1.1073333583411227e-08
1961,1.3896318540318475e-09,2.084447814354462e-08
1962,1.0147130247162295e-08,1.7757478376623226e-08
1963,1.422531736849919e-08,1.1638895847099207e-08
1964,2.4335873316516654e-09,1.4601524211954597e-08
1965,6.0192477668863376e-09,1.3680108157387849e-08
1966,1.440159436150168e-08,1.21859649038214e-08
1967,2.465167847631733e-09,9.367637554547059e-09
1968,6.737123747768692e-09,1.751652134451831e-08
1969,3.1792304344691047e-09,1.1354394202633955e-08
1970,7.3579600190498695e-09,1.425604723159779e-08
1971,7.193756368373272e-09,1.84982313911064e-08
1972,6.156176013405457e-09,2.052058678536639e-08
1973,8.821126273872437e-09,1.929621351592914e-08
1974,5.06301445213353e-09,2.8690416264964824e-08
1975,6.8537762132336866e-09,1.9419032604162112e-08
1976,7.427584991503977e-09,1.542652272590317e-08
1977,1.410427652448476e-08,1.645498848290572e-08
1978,4.752473081737207e-09,2.9108896848484278e-08
1979,5.851973350345929e-09,1.6385524936879392e-08
1980,3.411090521154847e-09,1.3075846627685905e-08
1981,3.1627747087981106e-09,2.1506867842191468e-08
1982,4.345251713999687e-09,2.296775836185816e-08
1983,6.315316158911344e-09,1.89459470334441e-08
1984,8.698512687921323e-09,1.681712502588084e-08
1985,8.421781494405423e-09,2.045289804186723e-08
1986,7.792831269171074e-09,2.0381249798973045e-08
1987,7.944062296871834e-09,1.7721369705014922e-08
1988,5.996553809062277e-09,1.739000632383636e-08
1989,5.488122178931576e-09,2.7440609784434855e-08
1990,1.253189690908485e-08,1.6345953146590375e-08
1991,5.275318681885466e-09,1.3481369798284959e-08
1992,5.509944056569793e-09,1.6529832835843195e-08
1993,8.862731881720265e-09,2.2710750613441633e-08
1994,1.0549853213248639e-08,1.5297286770632468e-08
1995,9.218166119318028e-09,2.114755881521546e-08
1996,1.1209993378002991e-08,1.921713232988509e-08
1997,1.3905193663177329e-08,2.301549295591343e-08
1998,8.105819904180578e-09,3.0516027038629545e-08
1999,7.769341614505265e-09,2.1479945599978123e-08
2000,5.743440834038438e-09,1.7230322502115314e-08
2001,8.3243023585311e-09,2.0153575031045534e-08
2002,1.0076809164871747e-08,2.5411085458060256e-08
2003,1.0000615002780933e-08,1.7084383685528337e-08
2004,1.3214373428827031e-08,2.6428746663365033e-08
2005,1.4862373998170142e-08,2.9274371815546374e-08
2006,1.4824403926638752e-08,2.429555001626227e-08
2007,1.9972398179746165e-08,2.276853305893667e-08
2008,1.6178270612066115e-08,2.809910126799764e-08
2009,1.6211854303449513e-08,3.051643249207814e-08
2010,6.613310343794865e-09,3.164941375644048e-08
2011,1.3383901931174336e-08,3.785732216599058e-08
2012,1.0553183327211002e-08,3.199997511416086e-08
2013,1.1714325509615264e-08,2.2870824789578137e-08
2014,5.4136130300808105e-09,1.9922096416991053e-08
2015,7.979671590163662e-09,1.5516027906947727e-08
2016,6.214019965256057e-09,1.3463710257788364e-08
2017,6.289028187111967e-09,1.861552334503358e-08
2018,7.744400065679002e-09,1.9619146751637118e-08
2019,4.3366790158927415e-09,1.9642606208236657e-08
