year,tes_DET humeurs_NOUN
1993,8.308811416668505e-09
1994,7.384897138251745e-09
1995,5.4224509327127635e-09
1996,8.007138063703678e-09
1997,1.5823152565985765e-08
1998,5.2449422582867555e-09
1999,7.76934183654987e-09
2000,5.3016377954406835e-09
2001,1.1829271784336015e-08
2002,4.381221607729913e-09
2003,3.333538389771462e-09
2004,3.52383291990499e-09
2005,4.503749484463526e-09
2006,4.941467679486777e-09
2007,9.586750782109021e-09
2008,1.0643599113180358e-08
2009,9.059565542202108e-09
2010,1.795041404406561e-08
2011,1.5678285336662157e-08
2012,1.9404240325648914e-08
2013,1.6455837581474952e-08
2014,3.1615500661885676e-08
2015,2.1722439513816028e-08
2016,1.9263462380791907e-08
2017,2.264050280587071e-08
2018,3.252648161922167e-08
2019,1.93875064335991e-08
