year,autres_ADJ humeurs_NOUN,autres_ADJ fumeurs_NOUN
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,7.62476446425353e-08,0.0
1946,2.227376683094917e-08,2.7842208538686464e-09
1947,1.907339353124371e-08,1.1920870957027319e-09
1948,1.522064252412747e-08,1.0871887834440486e-09
1949,1.668891336237266e-08,1.9634016634739737e-09
1950,9.571825110299415e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,0.0
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,2.2625037843226892e-08,6.464296653518886e-09
1954,1.07497895029951e-08,4.886268278880834e-09
1955,1.5016972554349195e-08,1.8771215692936494e-09
1956,4.534993536253751e-08,4.360570571293465e-09
1957,2.3854601849393475e-08,4.417518795207798e-09
1958,1.4890038535497752e-08,8.272243445794913e-10
1959,1.7826719656000023e-08,7.750747821333448e-10
1960,1.6610000486139143e-08,6.920833350854139e-10
1961,2.431855783413539e-08,1.3896318540318475e-09
1962,2.473363025501385e-08,1.2683912808952869e-09
1963,3.297687101166957e-08,0.0
1964,8.578395238600933e-08,4.258777774879263e-09
1965,1.8057743744748223e-08,5.472043373977442e-10
1966,1.8832853498906843e-08,3.3234448526542337e-09
1967,3.1554147739143446e-08,1.9721342336964653e-09
1968,1.9313088017725022e-08,4.4914158503495116e-10
1969,3.270065462857019e-08,3.1792304344691047e-09
1970,7.7718453894704e-08,9.197449912790034e-09
1971,2.6205826841874114e-08,3.5968783507200897e-09
1972,2.4624704053621826e-08,5.130146862875051e-10
1973,1.268036875501366e-08,5.513203782392395e-10
1974,2.193973003272731e-08,1.1251143350321513e-09
1975,2.513051278185685e-08,1.1422960355389478e-09
1976,1.2569759455516305e-08,3.4281160132820787e-09
1977,1.880570188461661e-08,3.526069214387917e-09
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.819248218737357e-08,2.8425752862659692e-09
1981,1.9609203150139365e-08,1.8976649140967083e-09
1982,1.1794254461960918e-08,2.483000915987077e-09
1983,2.3366668600033336e-08,1.89459470334441e-09
1984,9.278413592994639e-09,2.3196033982486597e-09
1985,2.1054452403745927e-08,6.617113967877231e-09
1986,2.6375735373562748e-08,2.3977941854269602e-09
1987,2.13878585952898e-08,1.8332451112712533e-09
1988,3.2981045450242163e-08,1.1993107618124554e-09
1989,1.3171493229435782e-08,1.6464366536794728e-09
1990,1.9070277801347402e-08,3.814055737905164e-09
1991,1.6998249918742658e-08,2.9307325455363298e-09
1992,3.526364267258941e-08,7.162927584403178e-09
1993,1.4401939196773128e-08,4.985286850001103e-09
1994,1.793475057354499e-08,3.164955852952289e-09
1995,1.9520822291951845e-08,2.7112254663563817e-09
1996,2.829188794351012e-08,4.270473752399084e-09
1997,2.972834600711849e-08,9.58978851883785e-09
1998,2.0026142522056034e-08,2.3840645013706308e-09
1999,2.102292562256025e-08,2.285100553223174e-09
2000,1.8555732950176207e-08,6.185244316725402e-09
2001,1.4896119893137438e-08,2.6287270138425356e-09
2002,1.8839251936242363e-08,5.257465574004527e-09
2003,2.0417921575699438e-08,8.333845613606172e-09
2004,4.2726476578991424e-08,6.607186797680242e-09
2005,2.612174831995162e-08,7.656374201303606e-09
2006,3.047238550379916e-08,1.93540827808647e-08
2007,2.836080348345149e-08,8.787854888225866e-09
2008,1.958422224390688e-08,8.51487946817997e-09
2009,2.0026408975581944e-08,6.198650481792356e-09
2010,2.220182793166714e-08,1.0392344762522043e-08
2011,1.7207874236646603e-08,1.3383901986685487e-08
2012,1.3617010630184723e-08,1.974466634635519e-08
2013,1.8687137171014e-08,1.1435412616833673e-08
2014,1.9272462736807938e-08,1.0827226226695075e-08
2015,1.3521109565317602e-08,1.5072712855612735e-08
2016,1.4706514228635115e-08,7.663958356829426e-09
2017,1.685459594114036e-08,7.798394818792076e-09
2018,1.4972506789945328e-08,1.4714360396794746e-08
2019,1.1734544003161318e-08,1.1224345897176136e-08
