year,autres_ADJ humeurs_NOUN,autres_ADJ fumeurs_NOUN
1800,3.4900224932243873e-07,0.0
1801,5.21478966675204e-07,0.0
1802,4.184761053238617e-07,2.2378401354217203e-09
1803,4.7198210495480453e-07,0.0
1804,3.312280227873998e-07,0.0
1805,6.680762680844055e-07,0.0
1806,3.7173532518863794e-07,0.0
1807,1.822051274302794e-07,0.0
1808,1.654234011994049e-07,0.0
1809,1.603911670144953e-07,0.0
1810,1.4742798271072388e-07,0.0
1811,1.8301660986708157e-07,0.0
1812,3.1473058470510296e-07,0.0
1813,2.875741529351217e-07,0.0
1814,4.279480947388947e-07,0.0
1815,7.039753313620167e-07,2.697223555614414e-09
1816,2.9665329748240765e-07,0.0
1817,2.3664475179430156e-07,0.0
1818,4.0532003708904085e-07,1.1921177378582115e-09
1819,3.208825489764422e-07,0.0
1820,2.468228217367141e-07,0.0
1821,2.859831624846265e-07,0.0
1822,1.1529458276982041e-07,0.0
1823,1.4329896202980308e-07,0.0
1824,3.115811750831199e-07,0.0
1825,9.950150570148253e-08,0.0
1826,7.222546827279075e-08,0.0
1827,9.8624823863247e-08,3.6869092223668076e-09
1828,1.008953134373769e-07,0.0
1829,1.9203913836918218e-07,8.573175946935407e-09
1830,1.231546633562175e-07,9.39315203396518e-09
1831,1.1069756311599122e-07,0.0
1832,6.3590853471851e-08,0.0
1833,1.332117278707301e-07,0.0
1834,1.4655213931291655e-07,0.0
1835,9.680752555141225e-08,0.0
1836,1.1626897844507766e-07,0.0
1837,1.822967448106283e-07,0.0
1838,1.3444905277992802e-07,0.0
1839,1.3353717065456294e-07,0.0
1840,1.732555290345772e-07,0.0
1841,2.747994756191474e-07,0.0
1842,1.207487656529338e-07,0.0
1843,1.334961865495643e-07,5.906911071384968e-10
1844,1.1965063606567128e-07,0.0
1845,6.473064217971114e-08,0.0
1846,1.2060272069902567e-07,0.0
1847,7.33478415781974e-08,0.0
1848,9.091100849900613e-08,0.0
1849,7.122502410084053e-08,8.379414939696517e-10
1850,3.530277936647508e-08,1.3577992064028876e-09
1851,5.482023013314574e-08,6.449438760824933e-10
1852,6.250123618656289e-08,0.0
1853,1.5885338200405386e-07,1.1943863675867306e-09
1854,6.598494195486637e-08,1.558699391779328e-09
1855,1.1144567935161831e-07,1.5920811335945473e-09
1856,7.455152228885709e-08,0.0
1857,5.174399575480493e-08,4.881509085841174e-10
1858,6.410715513993637e-08,0.0
1859,8.605773160752506e-08,4.582956236731661e-09
1860,4.073693560258107e-08,0.0
1861,3.678451676591976e-08,1.8863854922557266e-09
1862,1.0797987215482863e-07,1.8071945051545413e-09
1863,7.741662244598047e-08,4.994620828036034e-10
1864,7.479775376850739e-08,4.794727948009836e-10
1865,6.966129717511649e-08,1.882737743486018e-09
1866,4.476363812955242e-08,9.731225825149181e-10
1867,1.7858346268440073e-07,4.85281148598915e-10
1868,6.965222354438083e-08,0.0
1869,7.471784613244381e-08,2.9301114867763545e-09
1870,1.3761717809757101e-07,5.734048791339319e-10
1871,8.709365317827178e-08,2.1242354542039266e-09
1872,2.0560953828407946e-08,1.8142017887967654e-09
1873,8.919146665675726e-08,3.591602570907071e-09
1874,1.6310683292886097e-07,5.974609140757536e-10
1875,8.067353007845668e-08,2.2886108563824337e-09
1876,4.6554312405078235e-08,5.441413541973361e-09
1877,5.504486111362894e-08,0.0
1878,3.4422804162659304e-08,9.058632954861423e-09
1879,3.665595116331133e-08,3.0546627449723474e-09
1880,5.647704881539539e-08,6.417846254436199e-10
1881,1.3945014920579979e-08,0.0
1882,4.45910792734594e-08,1.3310770263785798e-09
1883,4.423537092179686e-08,1.2638677882037541e-09
1884,3.300848305798354e-08,1.9805090900604227e-09
1885,3.674012205578947e-08,6.445635691854079e-10
1886,2.3877817056927597e-08,1.936039106809062e-09
1887,2.154545164501087e-08,6.528924623161458e-10
1888,1.8387781963724592e-08,5.706553452000662e-09
1889,4.009687515349469e-08,0.0
1890,5.1124214195397144e-08,3.2771931834929546e-09
1891,1.1473596295275001e-08,0.0
1892,1.002961980134387e-08,2.5074049503359674e-09
1893,9.730297989563041e-08,6.158416554491453e-10
1894,1.449354058991048e-08,6.301539290376468e-10
1895,4.4537745935713247e-08,0.0
1896,4.0689499769541726e-08,5.89702897624278e-10
1897,5.185775009408644e-08,9.905413378419325e-09
1898,4.809601605870739e-08,2.8291773368493978e-09
1899,2.9296165493519766e-08,2.7637891975018647e-09
1900,2.8550791952852705e-08,2.595526460424935e-09
1901,2.738482152153665e-08,7.824234593556412e-09
1902,2.0132164380015638e-08,2.9461704187383475e-09
1903,2.5381035939631147e-08,1.0800440541913758e-09
1904,4.622177840474251e-08,4.837162670412454e-09
1905,2.4255568220610257e-08,1.1353670004154992e-08
1906,2.983626856689625e-08,3.0865106026567446e-09
1907,2.674278576364486e-08,1.5428529565042481e-09
1908,1.2278472460991452e-08,1.964555629285769e-09
1909,2.4204327431220918e-08,5.5009836685826485e-09
1910,1.5498036631811374e-08,5.878565634276356e-09
1911,2.074945903984826e-08,1.5961122423746588e-09
1912,3.125652625612929e-08,3.646594803896619e-09
1913,2.8636144122629048e-08,5.833288518886093e-09
1914,8.705766774141921e-09,2.0090231700464756e-09
1915,1.6493066468115103e-08,4.712304768617059e-09
1916,1.3184954461564757e-08,0.0
1917,1.2063066989753679e-08,2.1932848870420685e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,1.3811772170413406e-08,5.524709134618888e-09
1920,1.514446346106979e-08,0.0
1921,2.499006690470651e-08,4.543648568500203e-09
1922,1.1804696775641332e-08,7.377935595798135e-09
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,2.3204924204378585e-08,1.289162443462999e-09
1925,2.1996356736053713e-08,5.499089184013428e-09
1926,1.671920735191179e-08,0.0
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,1.82816659588525e-08,4.570416489713125e-09
1929,2.785101571589621e-08,4.4561625500705304e-09
1930,1.05036033204442e-08,6.302162347537887e-09
1931,3.42160717536899e-08,3.4216069977333063e-09
1932,3.835837958376942e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,1.6755597798123745e-08,2.393656828303392e-09
1936,2.0612015205756506e-08,3.6374143697059935e-09
1937,3.273690651894867e-08,0.0
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,2.5999884911698246e-08,0.0
1940,1.5214697057785997e-08,0.0
