year,racines_NOUN in_ADJ,racines_NOUN fines_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,2.8081521108447305e-08
1811,5.0141535368197765e-09,7.521229861140455e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,3.236668177919455e-08
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,1.2030739071633434e-08
1823,0.0,1.4824030003524058e-08
1824,0.0,0.0
1825,0.0,8.805443041381977e-10
1826,0.0,0.0
1827,0.0,8.295545583791863e-09
1828,0.0,5.503380862137419e-09
1829,0.0,8.57317605795771e-10
1830,0.0,1.878630406793036e-08
1831,0.0,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,0.0,0.0
1834,0.0,0.0
1835,7.563087933704082e-10,1.5126175867408165e-09
1836,0.0,6.720750067579218e-10
1837,1.3915781860163179e-09,3.478945576063097e-09
1838,0.0,2.5248647617104325e-09
1839,0.0,0.0
1840,6.369688665408546e-10,0.0
1841,0.0,1.2841097074556274e-09
1842,6.708265054555795e-10,6.708265054555795e-10
1843,5.906911071384968e-10,5.906911071384968e-10
1844,2.195424508855126e-09,1.097712254427563e-09
1845,5.580227946389016e-10,4.464182357111213e-09
1846,0.0,5.854501328173001e-10
1847,1.6179670936367074e-09,3.235934187273415e-09
1848,0.0,0.0
1849,0.0,2.513824481908955e-09
1850,0.0,3.394498016007219e-09
1851,0.0,5.159551008659946e-09
1852,6.510545436100301e-10,3.2552727180501506e-09
1853,0.0,2.388772735173461e-09
1854,0.0,2.5978321716024766e-09
1855,5.306937111981824e-10,0.0
1856,0.0,7.248064815001953e-09
1857,0.0,3.905207268672939e-09
1858,0.0,4.893676019968041e-10
1859,0.0,3.055304009791371e-09
1860,4.577183909670879e-10,8.238931314963338e-09
1861,0.0,3.3011746669586728e-09
1862,0.0,1.3553959066214816e-09
1863,4.994620828036034e-10,1.4983863039219614e-09
1864,2.8768367688059016e-09,4.794727948009836e-10
1865,0.0,4.706844247692743e-09
1866,2.919367858567057e-09,2.919367858567057e-09
1867,4.85281148598915e-10,0.0
1868,0.0,4.939874287401835e-09
1869,4.883519144627257e-10,0.0
1870,5.734048791339319e-10,0.0
1871,1.0621177271019633e-09,0.0
1872,0.0,1.2094678591978436e-09
1873,0.0,0.0
1874,1.1949218281515073e-09,3.5847653734322193e-09
1875,0.0,8.58229043387837e-09
1876,6.04601479992084e-10,3.02300739996042e-09
1877,6.184815992682502e-10,6.184815992682502e-10
1878,6.6429977074733415e-09,6.6429977074733415e-09
1879,1.832797580370027e-09,2.443730107160036e-09
1880,0.0,1.2835692508872398e-09
1881,0.0,2.091752326904839e-09
1882,0.0,3.3276925659464496e-09
1883,0.0,0.0
1884,1.9805090900604227e-09,0.0
1885,5.156508553483263e-09,1.2891271383708158e-09
1886,1.936039106809062e-09,6.453463874400711e-10
1887,6.528924623161458e-10,5.8760321608453125e-09
1888,6.340614699951175e-10,0.0
1889,6.265136742733546e-10,6.891650361495749e-09
1890,0.0,1.9663159989136147e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,2.463366621796581e-09
1894,0.0,6.301539290376468e-10
1895,1.2037228991346183e-09,1.1435367985868083e-08
1896,1.7691086373616827e-09,7.076434771491336e-09
1897,0.0,1.1653427112179315e-09
1898,5.6583548957434e-10,3.3950129374460403e-09
1899,0.0,2.2110313580014918e-09
1900,5.191053142894475e-10,4.671947717582725e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,0.0,9.820567692386817e-10
1903,0.0,6.480264325148255e-09
1904,5.374625189347171e-10,7.524475265086039e-09
1905,0.0,5.160759042333041e-10
1906,0.0,2.572092316910357e-09
1907,0.0,1.0799970695529737e-08
1908,0.0,2.9468334439286537e-09
1909,5.500983557560346e-10,7.151278680339601e-09
1910,5.344150677544235e-10,2.67207544979442e-09
1911,0.0,2.128149656499545e-09
1912,0.0,1.5628263128064646e-09
1913,5.30298971401777e-10,4.772690687104841e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,1.0602685840410686e-08
1916,0.0,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,0.0,0.0
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,7.572747429129834e-10,7.572747429129834e-10
1922,0.0,2.951174193910333e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,6.445812328337297e-09
1925,0.0,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,0.0,0.0
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,5.2518016602221e-09
1931,0.0,3.4216069977333063e-09
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,1.1470662197865522e-09,1.2617728417652074e-08
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,0.0,9.574627313213568e-09
1936,1.2124714565686645e-09,0.0
1937,0.0,1.1332006444320086e-08
1938,0.0,3.8895642262559704e-09
1939,0.0,1.070583532936098e-08
1940,0.0,0.0
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,1.1920870957027319e-09,8.344609891963728e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,1.3859822622919182e-08
1952,1.0544803918932644e-09,8.43584291310151e-09
1953,0.0,9.69644453618912e-09
1954,0.0,9.772536335717064e-09
1955,0.0,9.385607846468247e-10
1956,0.0,2.441919733087161e-08
1957,0.0,7.951533931294108e-09
1958,0.0,1.2408365557270429e-08
1959,0.0,1.705164542897819e-08
1960,0.0,8.997083078554624e-09
1961,0.0,9.72742331128984e-09
1962,0.0,1.4586500007851555e-08
1963,0.0,1.2285501060915749e-08
1964,1.2167936658258327e-09,7.909158605823308e-09
1965,0.0,2.6265808472647478e-08
1966,0.0,8.862519607077957e-09
1967,9.860671168482327e-10,1.2818872185960117e-08
1968,0.0,1.167768146070891e-08
1969,4.5417578031781147e-10,3.1792303789579535e-09
1970,0.0,1.0117194915171268e-08
1971,1.541519245584766e-09,5.138397263237948e-09
1972,0.0,7.695220238801426e-09
1973,0.0,8.821125663249774e-09
1974,1.1251143350321513e-09,2.2502287200243387e-08
1975,1.1422960355389478e-09,1.1422960355389478e-08
1976,0.0,3.9994689338129774e-08
1977,1.7630346071939584e-09,1.469195431980097e-08
1978,0.0,2.0198010375338527e-08
1979,5.851973350345929e-10,1.404473604083023e-08
1980,0.0,9.09624131573139e-09
1981,0.0,3.985096164171864e-08
1982,0.0,3.1658262344969046e-08
1983,0.0,5.557478155449047e-08
1984,5.799008495621649e-10,2.7835239890805497e-08
1985,0.0,2.1656008986070674e-08
1986,0.0,8.332334755500881e-08
1987,0.0,6.47746567494778e-08
1988,0.0,3.298104522819756e-08
1989,0.0,2.359892503633887e-08
1990,1.6345953479657283e-09,1.3621627881210685e-08
1991,0.0,3.282420379946416e-08
1992,0.0,6.116037809533736e-08
1993,0.0,3.766660983117731e-08
1994,5.274926606624319e-10,1.7460007128988764e-07
1995,0.0,2.7112254219474607e-08
1996,0.0,2.4555223632205525e-08
1997,0.0,4.0756601871194675e-08
1998,0.0,4.911173023813831e-08
1999,4.570201161957499e-10,1.828080442578539e-08
2000,4.4180314962005696e-10,2.2973763780242962e-08
2001,0.0,1.7524847351069184e-08
2002,0.0,3.329728315293323e-08
2003,4.1669229178253886e-10,8.833876563585363e-08
2004,8.809582507929292e-10,1.4095332012686868e-08
2005,0.0,3.152624572511087e-08
2006,0.0,4.529679031861633e-08
2007,0.0,6.391167151065247e-09
2008,0.0,2.5118893631770334e-08
2009,4.76819250749827e-10,3.003961168701608e-08
2010,0.0,1.369900015646408e-08
2011,0.0,1.759027143388714e-08
2012,0.0,9.19148224198807e-09
2013,0.0,2.8170163091090217e-08
2014,0.0,2.013864097705209e-08
2015,0.0,7.979671146074452e-09
2016,2.0713400439298368e-10,1.5535050579273957e-08
2017,2.515611330355938e-10,1.1068689659277098e-08
2018,0.0,1.2132893800753664e-08
2019,0.0,6.12237061048404e-09
