year,six_DET îles_NOUN,six_DET iles_NOUN,six_DET fils_NOUN
1800,4.087413785214267e-08,3.144164484325529e-09,6.917161954334006e-08
1801,8.572257037542386e-08,0.0,5.9529565277216534e-08
1802,2.6854081625060644e-08,0.0,4.923248297927785e-08
1803,7.801356893821776e-09,0.0,1.1702034896643454e-08
1804,4.2021465418429216e-08,9.887403784603066e-09,9.88740396223875e-08
1805,2.2743021688143017e-08,2.842877711017877e-09,9.950071699904584e-08
1806,8.645007376628655e-09,0.0,5.76333825108577e-08
1807,4.27043254092041e-08,2.8469551160981155e-09,7.971474502710407e-08
1808,1.1330369531492579e-08,0.0,4.305540457494317e-08
1809,1.581321384946932e-08,0.0,7.680703895118768e-08
1810,0.0,0.0,9.126494227018611e-08
1811,1.2535384286138651e-08,2.5070767684098882e-09,1.5543875298007492e-07
1812,2.6672082320544632e-09,0.0,1.2269157956268373e-07
1813,6.901780125190271e-08,0.0,1.6966875193702435e-07
1814,1.8880061958270744e-08,0.0,1.5733386149463513e-08
1815,4.315557688983063e-08,0.0,5.1247247334629265e-08
1816,7.879853569647821e-08,0.0,3.7081662185300956e-08
1817,2.6466848268569265e-08,0.0,5.7604317760251433e-08
1818,1.1921176934492905e-08,0.0,1.5259107488674317e-07
1819,2.173720581311045e-08,0.0,1.4698490513609386e-07
1820,1.1866481131050932e-08,0.0,1.3409123766905395e-07
1821,1.97229765852569e-09,0.0,3.7276425235432953e-07
1822,1.7043547018147365e-08,1.0025615893027862e-09,1.0326384369818697e-07
1823,4.941343334508019e-09,0.0,8.20263039713609e-08
1824,3.452656116564867e-08,2.5263338088166165e-09,6.82110155025839e-08
1825,3.522177216552791e-09,0.0,1.047847710822225e-07
1826,2.8185549894033102e-08,5.284790383086602e-09,1.8496767673070735e-07
1827,2.7651818612639545e-09,9.217273055917019e-10,1.3272872934066982e-07
1828,2.5682442839070063e-08,9.172301251858528e-10,8.163347797740528e-08
1829,6.001223351592699e-09,0.0,1.0887933399317262e-07
1830,1.1480519646056564e-08,1.0436835840010872e-09,1.158488744934516e-07
1831,5.9246584527272717e-08,1.5591206103948707e-09,1.7150327380477393e-07
1832,1.2176972319366541e-08,4.058990921151917e-09,7.982681893281551e-08
1833,5.3284690437749305e-08,5.791814139399776e-09,8.687721297917506e-08
1834,2.8003592333902816e-08,0.0,1.0174638731541563e-07
1835,1.4369867074037757e-08,7.563087933704082e-10,1.194967893525245e-07
1836,1.4113575197427508e-08,0.0,1.438240531115298e-07
1837,5.5663127440652715e-09,1.3915781860163179e-09,6.888311787633938e-08
1838,4.418513555037862e-09,0.0,1.028882421483246e-07
1839,4.894032734625853e-09,0.0,1.510158682549445e-07
1840,1.9109066329292546e-08,6.369688665408546e-10,8.599079703852652e-08
1841,2.247191943638427e-08,1.2841097074556274e-09,1.2327453191574023e-07
1842,2.1466448174578545e-08,6.708265054555795e-10,8.989074951060161e-08
1843,2.4218335781256428e-08,4.7255288571079745e-09,7.915261068802693e-08
1844,1.8112252364588244e-08,5.488561272137815e-10,1.1635749785909866e-07
1845,1.0044410636567136e-08,0.0,8.37034219713928e-08
1846,1.6978054517835517e-08,5.854501328173001e-10,1.469479826710085e-07
1847,1.294373674909366e-08,5.393223645455691e-10,1.159543101536542e-07
1848,1.287235473768078e-08,8.045221711050488e-10,6.114368744647436e-08
1849,6.703531951757213e-09,8.379414939696517e-10,7.373885324568619e-08
1850,1.0862393651223101e-08,0.0,6.85688590351674e-08
1851,1.2898877521649865e-08,1.2898877521649865e-09,9.609663864651452e-08
1852,7.161599979710331e-09,0.0,1.0416872942009547e-07
1853,7.763511611358354e-09,5.971931837933653e-10,5.3747387429581295e-08
1854,3.117398783558656e-09,5.195664454227256e-10,8.520889505092555e-08
1855,1.0613874223963649e-08,0.0,1.1834470114990836e-07
1856,6.212626857404757e-09,5.177189232874468e-10,1.206285111798877e-07
1857,1.1715621583974212e-08,0.0,7.127003082141314e-08
1858,2.4468380654951716e-09,4.893676019968041e-10,1.3457608538658405e-07
1859,3.5645213447565993e-09,0.0,1.364702439943244e-07
1860,4.57718396518203e-09,0.0,6.728460472116282e-08
1861,1.0375120318428799e-08,9.431927461278633e-10,1.1412632083818153e-07
1862,2.2589932147099034e-09,4.517986262886353e-10,1.2334102494904187e-07
1863,1.7481172620570362e-08,4.9946209945694875e-09,8.09128595236075e-08
1864,4.794728170054441e-09,0.0,1.12676104890852e-07
1865,3.294791106611683e-09,0.0,9.319551708131257e-08
1866,1.4596839292835284e-09,2.432806400776144e-09,1.0169131314796687e-07
1867,3.88224918879132e-09,0.0,1.315111877175923e-07
1868,2.9639244392143382e-09,9.87974813071446e-10,9.682153168100172e-08
1869,8.790334682373668e-09,0.0,1.040189587797613e-07
1870,3.4404292748035914e-09,0.0,9.919904053745654e-08
1871,6.37270636261178e-09,0.0,7.116189082445601e-08
1872,3.0236697590169115e-09,0.0,7.982487915114689e-08
1873,2.3944017879529156e-09,0.0,1.0714948217582787e-07
1874,7.169530746864439e-09,0.0,1.0515312209857797e-07
1875,6.865832347102696e-09,1.716458086775674e-09,7.49520079335042e-08
1876,7.255217759905008e-09,0.0,9.069022111063418e-08
1877,1.608052180301911e-08,0.0,1.0266794903124321e-07
1878,9.058632954861423e-09,0.0,6.884561271069956e-08
1879,8.55305515301552e-09,0.0,6.170418598294702e-08
1880,8.984985200299889e-09,1.2835692508872398e-09,8.792449079919606e-08
1881,4.183504653809678e-09,0.0,8.9945346726239e-08
1882,4.6587693702804245e-09,1.3310770263785798e-09,7.587139094766826e-08
1883,1.1374810426900694e-08,0.0,9.92136192090598e-08
1884,1.9805090900604227e-09,6.601696966868076e-10,9.1763585174931e-08
1885,2.5782542767416317e-09,0.0,8.121500627567002e-08
1886,5.808117542471791e-09,1.2906927748801422e-09,8.583107158344205e-08
1887,4.57024718070187e-09,0.0,9.597519423643064e-08
1888,2.53624587998047e-09,0.0,1.1793543319704725e-07
1889,8.14467782106476e-09,0.0,6.766347782072302e-08
1890,4.5880705901168994e-09,3.2771931834929546e-09,8.651790039948537e-08
1891,3.824532135432435e-09,0.0,9.178876569926331e-08
1892,4.387958663087943e-09,6.268512375839919e-10,1.0217675217027988e-07
1893,7.3900996988562895e-09,0.0,8.560199038498695e-08
1894,6.9316934414587195e-09,3.150769645188234e-09,1.0208493339547431e-07
1895,3.611168697403855e-09,4.213029924926559e-09,8.486246283467835e-08
1896,2.948514543632541e-09,5.89702897624278e-10,5.012474779686471e-08
1897,3.496028022631492e-09,5.826713556089658e-10,6.118049078462917e-08
1898,3.960848538042683e-09,0.0,6.676858577137068e-08
1899,4.9748205555033564e-09,5.527578395003729e-10,6.522542328468717e-08
1900,4.15284251431558e-09,0.0,6.125442775228862e-08
1901,3.353243460679778e-09,4.470991132876634e-09,7.936009183140413e-08
1902,1.0311596021495006e-08,4.910283846193408e-10,7.070808649700666e-08
1903,7.020286574288548e-09,1.6200660812870638e-09,8.370341708641149e-08
1904,6.449550227216605e-09,1.0749250378694342e-09,7.7394600062064e-08
1905,3.096455536422127e-09,5.160759042333041e-10,8.153999042637139e-08
1906,6.68743965759333e-09,1.0288369045596824e-09,5.710044947981885e-08
1907,8.228549397415463e-09,5.142843373384665e-10,6.531411389509856e-08
1908,8.840499887696751e-09,4.911389073214423e-10,8.349361713122505e-08
1909,9.351672325408344e-09,1.1001967115120692e-09,7.206288454852938e-08
1910,3.206490406526541e-09,5.344150677544235e-10,8.550641228399769e-08
1911,4.788336838146279e-09,3.1922244847493175e-09,9.949099832873287e-08
1912,1.0418842455450772e-09,0.0,8.022508646288173e-08
1913,3.181793939432964e-09,0.0,7.848424765644069e-08
1914,3.3483718020477227e-09,0.0,9.040603998755614e-08
1915,1.1780761921542648e-09,0.0,1.2369799384792657e-07
1916,3.2962386153911893e-09,1.0987462051303964e-09,9.119593147310923e-08
1917,1.2063066989753679e-08,1.0966424435210342e-09,1.3379038465988202e-07
1918,1.1486376294556067e-09,0.0,1.06823298651193e-07
1919,5.524709134618888e-09,0.0,9.023691505127829e-08
1920,5.300562211374427e-09,0.0,6.663563612008261e-08
1921,5.300923255902035e-09,0.0,8.330021916691521e-08
1922,3.6889677978990676e-09,0.0,5.3858929760508545e-08
1923,0.0,1.0615948120573648e-09,6.157249998750558e-08
1924,3.867487219366694e-09,0.0,7.863890827408682e-08
1925,7.698724324711748e-09,0.0,7.148815939217457e-08
1926,0.0,0.0,8.136681306503135e-08
1927,5.574612438330462e-09,1.1149224876660924e-09,5.2401357142350946e-08
1928,0.0,0.0,5.713020456710183e-08
1929,5.570202965543558e-09,0.0,5.1245868659677285e-08
1930,4.201441528017824e-09,0.0,6.932378404655992e-08
1931,7.983749661377715e-09,1.1405356659111021e-09,5.816731718510937e-08
1932,8.767629289252454e-09,0.0,4.60300545457315e-08
1933,3.4411986593596566e-09,1.1470662197865522e-09,6.538277741441334e-08
1934,1.4377896206951846e-08,1.1981580172459871e-09,5.751158305145054e-08
1935,9.574627313213568e-09,0.0,5.6250937241486554e-08
1936,7.274828739411987e-09,0.0,3.273672888326473e-08
1937,0.0,2.5182236296217297e-09,5.288269544490021e-08
1938,6.482607339819424e-09,0.0,3.8895642262559704e-08
1939,3.058810094103137e-09,0.0,6.576441435868219e-08
1940,2.5357829169792012e-09,0.0,4.564409250562562e-08
1941,0.0,0.0,5.60785480274717e-08
1942,1.2136847082899749e-08,0.0,3.944475324146879e-08
1943,2.9032352077962287e-09,0.0,5.516146917017295e-08
1944,3.2131861615880553e-09,3.2131861615880553e-09,8.675602281016381e-08
1945,6.535512131478072e-09,0.0,8.714016086486254e-08
1946,5.568441707737293e-09,0.0,4.1763311919851276e-08
1947,5.960435478513659e-09,0.0,1.7881307101674793e-08
1948,3.2615663503321457e-09,0.0,3.4790041070209554e-08
1949,6.8719059331812105e-09,3.9268033269479474e-09,3.337782672474532e-08
1950,2.1270722960764488e-09,0.0,3.616023036556726e-08
1951,1.0661401761424827e-09,2.1322803522849654e-09,4.904244832459881e-08
1952,1.0544803918932644e-09,0.0,4.112473694917185e-08
1953,0.0,0.0,3.5553629373907825e-08
1954,6.840775279570721e-09,1.9545072227344917e-09,2.931760767488356e-08
1955,8.447047061821422e-09,1.8771215692936494e-09,4.035811507208109e-08
1956,6.104799110673298e-09,0.0,4.534993758298356e-08
1957,8.835037701437898e-10,0.0,2.4738105619537265e-08
1958,3.3088973783179654e-09,0.0,4.384289198355873e-08
1959,7.750747821333448e-10,0.0,4.650448615084457e-08
1960,2.076250060767393e-09,0.0,4.0140834434154726e-08
1961,2.779263708063695e-09,6.948159270159238e-10,5.7669720332498287e-08
1962,8.24454354786397e-09,0.0,5.834599781096017e-08
1963,8.405868889838075e-09,0.0,3.944292514823644e-08
1964,7.909158661334459e-09,0.0,5.5972510071278236e-08
1965,1.0944086747954884e-09,0.0,4.815398302326912e-08
1966,3.3234448526542337e-09,5.539074754423723e-10,3.711180018850513e-08
1967,2.465167847631733e-09,9.860671168482327e-10,4.634515426982233e-08
1968,1.796566312384229e-09,4.4914158503495116e-10,2.8295920689869192e-08
1969,4.541757636644661e-09,4.5417578031781147e-10,5.6317795288363115e-08
1970,5.058597540852361e-09,0.0,4.966622957347511e-08
1971,2.0553589941130213e-09,1.541519245584766e-09,4.367637984614703e-08
1972,4.1041173792777386e-09,2.5650733759263744e-09,4.463227937234748e-08
1973,7.1671650836435674e-09,0.0,3.1425260837991686e-08
1974,6.188128898187983e-09,0.0,4.2191788784951e-08
1975,4.569184142155791e-09,0.0,5.140332204334186e-08
1976,3.9994687561772935e-09,0.0,3.4281160909976904e-08
1977,1.7630346071939584e-09,1.1753563677885381e-09,3.467301112891619e-08
1978,4.1584139465200565e-09,0.0,5.0495026271413224e-08
1979,2.3407893401383717e-09,0.0,2.984506408676424e-08
1980,5.116635559687666e-09,5.685150683554241e-10,4.15015997123902e-08
1981,6.325549417596221e-09,0.0,2.5302197670384885e-08
1982,1.1794254461960918e-08,6.207502289967692e-10,4.531476704983106e-08
1983,1.1999100379966876e-08,1.89459470334441e-09,7.325766782084742e-08
1984,7.538710988796993e-09,5.799008495621649e-10,5.219107546139412e-08
1985,1.2031116103372597e-09,1.2031116103372597e-09,2.8874678315027325e-08
1986,1.1988970705090196e-08,5.994485463567401e-10,4.076250093021372e-08
1987,1.8332451112712533e-09,6.110816852533674e-10,4.827545163621494e-08
1988,1.679035033230747e-08,0.0,4.6773120265797274e-08
1989,9.329808037250586e-09,1.0976244357863152e-09,3.5123980168805247e-08
1990,7.628111253765724e-09,1.634595292454577e-09,3.05124451260852e-08
1991,8.7921980806982e-09,1.1722930404189924e-09,2.9307326621097474e-08
1992,1.4876849085965205e-08,1.1019888335184191e-09,3.2508671088393726e-08
1993,9.416652346772025e-09,0.0,5.982344042365639e-08
1994,9.494868002946077e-09,0.0,3.0594573929842994e-08
1995,5.422450655157007e-09,5.422450821690461e-10,3.741491028108612e-08
1996,5.3380921904988554e-09,0.0,2.829188927577775e-08
1997,6.233362936924891e-09,0.0,4.171558076748738e-08
1998,5.72175506974304e-09,0.0,3.862184783098854e-08
1999,1.0511462644746672e-08,0.0,3.107736645802106e-08
2000,7.95245647111642e-09,4.4180314962005696e-10,3.976228457602815e-08
2001,8.762423675534592e-09,0.0,3.4173450902397207e-08
2002,4.81934359086722e-09,4.38122149670761e-10,3.4611649546434364e-08
2003,7.083768960303161e-09,0.0,3.000184545243201e-08
2004,5.285749615779878e-09,4.404791253964646e-10,3.39168926277722e-08
2005,5.854874363109275e-09,0.0,2.9274372703724794e-08
2006,8.64756888319107e-09,1.2765458912156191e-08,4.1590686783443687e-08
2007,7.589511241690161e-09,0.0,3.6749211340669774e-08
2008,7.2376473703172906e-09,0.0,3.2782284664634176e-08
2009,9.059565542202108e-09,0.0,2.860915504498962e-08
