year,autres_ADJ oeufs_NOUN,autres_ADJ feux_NOUN
1800,2.2009151834367913e-08,1.6349655140857067e-07
1801,4.0480102825313224e-08,1.3096504858367553e-07
1802,3.5805442166747525e-08,5.594600338554301e-08
1803,5.655983770225248e-08,1.8723255834629526e-07
1804,9.887403784603066e-09,6.426812149129546e-08
1805,8.528632911009026e-09,9.097208675257207e-08
1806,8.645007376628655e-09,7.492339904047185e-08
1807,0.0,3.9857372513552036e-08
1808,0.0,1.3369836437959748e-07
1809,2.259030518203531e-09,9.713831161661801e-08
1810,0.0,1.3572734758326988e-07
1811,0.0,8.774768645025688e-08
1812,0.0,1.0935553973467904e-07
1813,0.0,1.552900528167811e-07
1814,0.0,9.125363931161701e-08
1815,5.394447111228828e-09,1.0788894222457657e-08
1816,0.0,3.9399267848239106e-08
1817,6.227493631882908e-09,2.0395042099607963e-07
1818,3.5763532135746345e-09,8.225612191381515e-08
1819,1.7596784473994376e-08,7.24573467891787e-08
1820,0.0,3.797273961936298e-08
1821,2.9584463767662328e-09,7.494730880353018e-08
1822,2.0051231786055723e-09,9.925359734097583e-08
1823,9.882686891060644e-10,9.38855251320092e-08
1824,9.263223965660927e-09,9.347434826167955e-08
1825,3.522177216552791e-09,7.484626252107773e-08
1826,1.7615968683770689e-09,8.807984386294265e-08
1827,9.217273055917019e-10,1.0599863742299931e-07
1828,3.668920500743411e-09,6.237164740241496e-08
1829,8.57317605795771e-10,8.315980437600956e-08
1830,0.0,6.575206867864836e-08
1831,0.0,4.5214498811674275e-08
1832,0.0,5.953186388296672e-08
1833,3.4750886612755494e-09,8.456049016558609e-08
1834,9.334530925997342e-10,8.494423298088805e-08
1835,3.025235173481633e-09,1.187404805591541e-07
1836,2.688300027031687e-09,6.787957573806125e-08
1837,6.262101948095733e-09,7.305785487687899e-08
1838,4.418513555037862e-09,9.405120948713375e-08
1839,3.4957374772659477e-09,8.110111338055503e-08
1840,0.0,5.095751021144679e-08
1841,0.0,6.163726595787011e-08
1842,0.0,5.970355942963579e-08
1843,5.906911071384968e-10,5.9069112268161916e-08
1844,1.6465684371524958e-09,4.226192018563779e-08
1845,2.7901139176833567e-09,5.0780073479472776e-08
1846,5.854501328173001e-10,7.259581735752363e-08
1847,0.0,2.3730184040005042e-08
1848,5.63165514222419e-09,5.470750608083108e-08
1849,1.6758829879393033e-09,2.513824526317876e-08
1850,3.394498016007219e-09,4.6844071732721204e-08
1851,1.2898877521649865e-09,7.28786559989203e-08
1852,1.9531636308300904e-09,4.427170807730363e-08
1853,5.971931837933653e-10,5.3747385209135246e-08
1854,1.558699391779328e-09,6.026970567063472e-08
1855,0.0,9.28714030123956e-08
1856,1.0354378465748937e-09,5.850223772085883e-08
1857,9.763018171682347e-10,5.8089959509288747e-08
1858,0.0,5.9213480341213653e-08
1859,1.018434669930457e-09,3.666364989385329e-08
1860,4.577183909670879e-10,4.8060432078500526e-08
1861,9.431927461278633e-10,4.904602235455968e-08
1862,4.517986262886353e-10,7.228778287071691e-08
1863,4.994620828036034e-10,5.4441368746438457e-08
1864,9.589455896019672e-10,5.2262535632507934e-08
1865,4.706844358715045e-10,5.883555331820389e-08
1866,2.432806400776144e-09,5.2548617901493344e-08
1867,0.0,6.017486242626546e-08
1868,4.93987406535723e-10,4.890475224783586e-08
1869,4.883519144627257e-10,4.49283774628384e-08
1870,5.734048791339319e-10,6.82351810610271e-08
1871,0.0,3.611200227737754e-08
1872,1.2094678591978436e-09,3.38650991693612e-08
1873,0.0,4.309923085088485e-08
1874,5.974609140757536e-10,3.764003864148435e-08
1875,2.8607636259891933e-09,4.005068987567029e-08
1876,3.627608879952504e-09,4.7158916771650183e-08
1877,1.8554447978047506e-09,4.576763856789512e-08
1878,1.8117265465633636e-09,9.78332366230461e-08
1879,3.0546627449723474e-09,4.459807456669296e-08
1880,6.417846254436199e-10,4.813384535395926e-08
1881,4.183504653809678e-09,8.018383823582553e-08
1882,1.3310770263785798e-09,3.0614771162618126e-08
1883,2.5277355764075082e-09,4.73950407808843e-08
1884,1.9805090900604227e-09,4.8192386969958534e-08
1885,0.0,4.18966337178972e-08
1886,6.453463874400711e-10,4.001147502208369e-08
1887,1.3057849246322917e-09,4.113222473733913e-08
1888,1.9021844099853524e-09,5.7699594435689505e-08
1889,0.0,6.327788071303075e-08
1890,1.9663159989136147e-09,3.5393686204088226e-08
1891,3.824531802365527e-09,4.461954006274027e-08
1892,0.0,5.767031296954883e-08
1893,1.4164357686752282e-08,4.249307394843527e-08
1894,6.301539290376468e-10,3.276800342177921e-08
1895,1.2037228991346183e-09,5.2963805785566365e-08
1896,2.358811590497112e-09,4.717623269812066e-08
1897,0.0,5.9432476717802274e-08
1898,5.6583546736987955e-09,5.997856078465702e-08
1899,0.0,4.09040801230276e-08
1900,5.191053142894475e-10,4.2047531678690575e-08
1901,2.235495566438317e-09,5.7005138387467014e-08
1902,2.455141867585553e-09,4.3210498290591204e-08
1903,2.1600881083827517e-09,3.348136701220028e-08
1904,5.374625189347171e-10,5.0521478556220245e-08
1905,6.192911072844254e-09,4.3866453580676534e-08
1906,5.144184522798412e-10,2.6749759740596346e-08
1907,3.599990305858114e-09,4.4742737514980035e-08
1908,1.4734167219643268e-09,3.929111258571538e-08
1909,4.400786846048277e-09,3.6306492035009796e-08
1910,3.740905363258662e-09,6.252655992966538e-08
1911,7.448523575703803e-09,2.926205766584644e-08
1912,5.209421227725386e-10,4.271725373428126e-08
1913,5.30298971401777e-10,4.295421618394357e-08
1914,2.0090231700464756e-09,3.549274296688054e-08
1915,0.0,4.947920118070215e-08
1916,0.0,2.0876177231343718e-08
1917,2.1932848870420685e-09,6.250861872558744e-08
1918,0.0,3.675640414257941e-08
1919,0.0,4.9722380879302364e-08
1920,1.514446346106979e-09,6.512119199442168e-08
1921,3.7863738810983705e-09,5.300923078266351e-08
1922,5.164555005876537e-09,7.082817887749115e-08
1923,2.1231896241147297e-09,5.520293200333981e-08
1924,1.289162443462999e-09,7.992807127266133e-08
1925,1.4297631523163545e-08,5.27912540349007e-08
1926,1.1146138456652466e-09,6.687682940764716e-08
1927,1.2264147031260109e-08,6.801027296887696e-08
1928,0.0,6.398582996780533e-08
1929,6.684243603061191e-09,5.904415445456834e-08
1930,1.1553964007759987e-08,3.7812974085227324e-08
1931,9.124285327288817e-09,5.930785462737731e-08
1932,2.1919073223131136e-09,4.931791508511196e-08
1933,3.4411986593596566e-09,5.391211388428019e-08
1934,1.1981580172459871e-09,5.751158482780738e-08
1935,4.787313656606784e-09,2.992070946561398e-08
1936,6.0623572828433225e-09,4.9711328387047615e-08
1937,1.2591118148108649e-09,4.406891207509034e-08
1938,7.779128452511941e-09,4.148868626430158e-08
1939,6.117620188206274e-09,3.8235125288110794e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,3.944475324146879e-08
1943,0.0,5.8064703267746154e-08
1944,0.0,7.711646787811333e-08
1945,6.535512131478072e-09,5.8819608739213436e-08
1946,2.7842208538686464e-09,6.12528623378239e-08
1947,3.5762612871081956e-09,3.337843779149807e-08
1948,4.348755133776194e-09,2.9354097819123126e-08
1949,7.853606653895895e-09,6.086545312200542e-08
1950,2.1270722960764488e-09,6.806631347444636e-08
1951,6.396841278899501e-09,1.2793681491984898e-07
1952,2.1089607837865287e-09,7.803154744578933e-08
1953,1.1851209791302608e-08,8.403585383121026e-08
1954,6.840775057526116e-09,5.765796373680132e-08
1955,1.8771215692936494e-09,4.598947711542678e-08
1956,4.360570571293465e-09,6.279221764771137e-08
1957,7.068030161150318e-09,5.03597163969971e-08
1958,8.272243445794913e-10,4.715178647529683e-08
1959,4.650448914844674e-09,3.642851353902188e-08
1960,2.076250060767393e-09,3.18358317485945e-08
1961,3.47407969059077e-09,5.905935296368625e-08
1962,1.9025869768540815e-09,4.312530421657357e-08
1963,7.759263453976928e-09,5.6254663149957196e-08
1964,2.4335873316516654e-09,3.711220841751128e-08
1965,5.47204326295514e-09,6.675892905150249e-08
1966,3.8773522170743036e-09,4.486650695412209e-08
1967,9.860671168482327e-10,6.162919419239188e-08
1968,4.9405572410954335e-09,5.165128058592927e-08
1969,3.1792304344691047e-09,5.4046918052108595e-08
1970,8.7375777724219e-09,4.966623023960892e-08
1971,9.24911525146399e-09,4.778709694619465e-08
1972,4.104117490300041e-09,4.3093233870195036e-08
1973,2.205281512956958e-09,4.9618833486420044e-08
1974,4.500457340128605e-09,7.538265833773039e-08
1975,7.996072248772634e-09,5.9399393848025284e-08
1976,2.8567634369203176e-09,3.94233339306993e-08
1977,1.1753563677885381e-09,3.6436048844734614e-08
1978,1.7821774056514528e-09,4.396037667220298e-08
1979,7.022368020415115e-09,3.920822067016161e-08
1980,1.3075846627685905e-08,4.2638628627855724e-08
1981,1.1385989262535645e-08,2.84649726012276e-08
1982,1.5518755946963836e-08,4.717701784784367e-08
1983,1.326216336750008e-08,4.294414779337785e-08
1984,1.681712458179163e-08,5.4510678637598176e-08
1985,8.421781050316213e-09,4.2108904807491854e-08
1986,1.1988970927134801e-09,4.2560845514572065e-08
1987,6.110816852533674e-10,6.355249837497468e-08
1988,2.99827696004229e-09,4.077656612366809e-08
1989,1.6464366536794728e-09,3.018467253923518e-08
1990,5.448650863826288e-09,4.086488303300939e-08
1991,6.4476117778156095e-09,3.8099525312418336e-08
1992,8.264916306899295e-09,3.250866953408149e-08
1993,3.323524400133948e-09,4.708326173386013e-08
1994,7.3848970827405935e-09,3.639699386326356e-08
1995,5.964695848348356e-09,4.771756678678685e-08
1996,2.135236876199542e-09,6.032043842196799e-08
1997,2.876936688878118e-09,4.171558032339817e-08
1998,1.43043876743576e-09,3.766822231909828e-08
1999,3.199140841125825e-09,4.753009363867022e-08
2000,3.0926220473403987e-09,4.152949628632996e-08
2001,8.762423564512289e-10,3.0230360437144554e-08
2002,2.628732898024566e-09,3.24210382984802e-08
2003,1.6667692226413067e-09,3.166861262116072e-08
2004,8.809582507929292e-10,4.3166952679030146e-08
2005,1.3511248786457486e-09,4.3235996116663955e-08
2006,1.2353669198716943e-09,3.8296377624646993e-08
2007,7.988958938831558e-10,3.1156940138998834e-08
2008,1.7029758714315335e-09,4.2148652568130274e-08
2009,2.860915504498962e-09,3.385416746937153e-08
2010,1.8895172093635892e-09,4.109699958121382e-08
2011,1.529588788962144e-09,4.5887663446819715e-08
2012,0.0,4.289358557230116e-08
2013,2.789125042035323e-10,4.6020563360116284e-08
2014,4.330890368553497e-10,6.084901116309993e-08
2015,6.649726325136385e-10,5.8295931637530884e-08
2016,2.278474076078396e-09,5.7168985989619614e-08
2017,0.0,4.0501340947685094e-08
2018,1.8070267504555204e-09,4.7498986077698646e-08
2019,1.53059265262101e-09,4.413208642972677e-08
