year,plusieurs_DET âmes_NOUN,plusieurs_DET ames_NOUN,plusieurs_DET femmes_NOUN
1842,1.1538216160289494e-07,3.5553803456878086e-08,1.1162552482346655e-06
1843,9.273850531954508e-08,2.9534556134080958e-08,1.1329455773534391e-06
1844,1.0922237025923209e-07,9.879410178825765e-09,1.0011135884724354e-06
1845,1.1997489801629513e-07,1.2276501426544684e-08,8.783278957480434e-07
1846,1.3406808685445526e-07,2.0490754648605503e-08,1.1480677670760997e-06
1847,7.820174285910753e-08,4.853901280910122e-09,8.995897147201504e-07
1848,9.815170187721378e-08,1.0458788002321029e-08,1.0676008983523388e-06
1849,8.044238342108656e-08,1.6758828991214614e-08,8.329138196927488e-07
1850,1.8533959522670784e-07,1.2220192857625989e-08,9.09725443420939e-07
1851,1.0254607563098261e-07,9.674158585326609e-09,8.384270628880586e-07
1852,1.4192989472583406e-07,1.1067927019325907e-08,7.88427037434758e-07
1853,9.734249228898761e-08,1.7915795513800958e-09,9.441624442274588e-07
1854,1.574286372374445e-07,1.4547860527347467e-08,9.970480121523906e-07
1855,1.5071702108571117e-07,4.192480318465641e-08,9.504724403086584e-07
1856,1.8016618152927322e-07,2.174419488909507e-08,7.988403112335618e-07
1857,1.415637573831674e-07,2.6848300471726816e-08,9.245578098671103e-07
1858,9.493731267795624e-08,2.985142322220469e-08,9.718840416894636e-07
1859,1.5327441182932944e-07,1.527651982691225e-08,8.789091054950404e-07
1860,1.27703429608772e-07,1.6477862491148798e-08,8.522716612446857e-07
1861,2.3815616945199736e-07,2.59378009070943e-08,7.352187338938165e-07
1862,1.9969498810112896e-07,1.8975542998012074e-08,7.057094784101992e-07
1863,1.1687412837524391e-07,1.6981710815322515e-08,7.402028145975237e-07
1864,1.2849870634212834e-07,2.5891530142096997e-08,7.431828308313015e-07
1865,1.4308806850493738e-07,4.189091623585384e-08,7.243833408665523e-07
1866,7.979604998986645e-08,7.298419646417642e-09,7.673071777958285e-07
1867,1.1792331733317951e-07,9.7056229719783e-10,7.288922745374293e-07
1868,9.336361861400633e-08,2.865127013418345e-08,7.424630936725407e-07
1869,1.31366663436161e-07,4.883519366671862e-09,9.434958911924696e-07
1870,7.167561166809833e-08,1.2614907340946502e-08,7.964593962128674e-07
1871,4.779529660936532e-08,2.8677177965619194e-08,6.36208525861548e-07
1872,6.773019789463319e-08,1.088521062175829e-08,6.283185314259754e-07
1873,9.218446894720955e-08,8.97900703789034e-09,6.039878712726932e-07
1874,5.0784177918483664e-08,1.1949218281515073e-09,6.273339465678873e-07
1875,9.95545739179704e-08,3.032409406911185e-08,6.236464571429678e-07
1876,4.534511055531709e-08,9.673623679873344e-09,8.010969594351991e-07
1877,4.762308303263296e-08,6.184815992682502e-10,6.760003685712945e-07
1878,7.609251673201811e-08,1.0870359612447089e-08,7.941401420907823e-07
1879,8.308682053481675e-08,1.4662380642960215e-08,8.027653279896185e-07
1880,8.984984578574995e-08,3.2089231272180996e-09,6.835006232108753e-07
1881,3.2770783919833235e-08,4.8807553554297556e-09,5.731401060415919e-07
1882,7.720246708586842e-08,4.658769592325029e-09,6.489000483611562e-07
1883,7.204046426068089e-08,3.791603475633565e-09,5.181858071523493e-07
1884,4.423136790165927e-08,1.3203393933736152e-09,6.027349286341632e-07
1885,3.867381265232339e-08,7.7347630522695e-09,5.401442457753092e-07
1886,5.033701711010252e-08,9.034849701716752e-09,5.911372760181166e-07
1887,3.133883907935342e-08,2.6115698492645834e-09,5.086032359713499e-07
1888,5.135897973573833e-08,2.53624587998047e-09,5.319775553402906e-07
1889,4.009687459838318e-08,3.132568426877924e-09,5.369222364492998e-07
1890,5.177965489711056e-08,3.277193294515257e-09,4.810919804754121e-07
1891,3.633305567518619e-08,1.2748440081367107e-09,4.748793998032852e-07
1892,7.208789210011446e-08,1.191017373614045e-08,4.695115727315624e-07
1893,4.4956440403698394e-08,4.3724757148311255e-08,4.858990543255004e-07
1894,6.301539601238915e-08,1.071261657159539e-08,4.612726876018769e-07
1895,5.8982422501685505e-08,1.1435367319734269e-08,4.6824819577295784e-07
1896,7.194375228891658e-08,5.897029087265082e-09,4.51712409699212e-07
1897,6.00151510710134e-08,1.165342689013471e-08,3.787363880292105e-07
1898,9.845537318753372e-08,3.1120951149432585e-08,5.845080366384536e-07
1899,7.02002473929042e-08,5.527578395003729e-10,5.45019226194654e-07
1900,6.540726771309124e-08,2.07642125715779e-09,4.645992603968807e-07
1901,5.756401266765465e-08,3.3532433496574754e-09,4.694540791660984e-07
1902,6.334266089425e-08,2.9461704187383475e-09,3.8398420088014973e-07
1903,4.3201762167655033e-08,1.0800440541913758e-09,4.4497815565591736e-07
1904,6.01958012325099e-08,9.674325340824907e-09,4.127712145418627e-07
1905,5.8316576456718394e-08,4.1286072338664326e-09,4.768541330690823e-07
1906,5.9158121068492164e-08,8.745113411201544e-09,4.748082460537262e-07
1907,6.325697654574469e-08,2.5714217422034835e-09,3.9805607343623706e-07
1908,3.2415166772992166e-08,6.875944702500192e-09,4.376047684218065e-07
1909,4.510806606017326e-08,2.2003934230241384e-09,4.488802645141732e-07
1910,6.626747084403917e-08,9.085056262847502e-09,4.772326605007038e-07
1911,6.650467554436545e-08,1.1172785363555704e-08,4.639366117942245e-07
1912,6.720153383765748e-08,4.688478938419394e-09,4.969787887887378e-07
1913,5.5151093969474374e-08,3.1817937728995105e-09,4.868144429792665e-07
1914,3.8171438454526196e-08,4.018046340092951e-09,4.426547697278238e-07
1915,8.128725426104211e-08,8.246533234057551e-09,6.609007670022038e-07
1916,8.350471447649e-08,0.0,3.691787284765269e-07
1917,6.908847682840502e-08,4.386569774084137e-09,4.4414019839678076e-07
1918,4.479686666059024e-08,9.189101035644853e-09,3.342535386252621e-07
1919,5.893022919645219e-08,2.762354567309444e-09,3.7107630035393413e-07
1920,4.694783584113793e-08,7.572231730534895e-10,3.6119546464874475e-07
1921,9.163024117242458e-08,7.572747429129834e-10,3.5137548337615954e-07
1922,6.492583271011654e-08,2.951174138399182e-09,4.662855168646729e-07
1923,6.369568827935268e-08,5.307974060286824e-09,4.6497853034566106e-07
1924,6.83256118350073e-08,5.156649773851996e-09,4.4218272421403526e-07
1925,5.389107182729447e-08,3.299453377181294e-09,4.3222838996825885e-07
1926,5.350146603522177e-08,1.1146138456652466e-09,4.179801891268653e-07
1927,6.689534615134107e-08,0.0,4.5934805115166455e-07
1928,5.48449977655352e-08,2.2852082448565625e-09,3.702037254527113e-07
1929,4.233354289340241e-08,6.684243825105796e-09,4.211073587612191e-07
1930,3.886333144187404e-08,9.453243188239924e-09,4.5060459541446107e-07
1931,3.877821352915589e-08,1.3686427990933225e-08,4.24279278377071e-07
1932,3.9454331357546835e-08,3.287861094491973e-09,3.1782655085521583e-07
1933,5.620624632385329e-08,3.4411986593596566e-09,3.6132585456982724e-07
1934,3.235026646564165e-08,2.3963160344919743e-09,3.462676545495924e-07
1935,5.50541061627996e-08,4.787313656606784e-09,3.7341046521532917e-07
1936,4.243650053581405e-08,3.6374143697059935e-09,3.443418918891439e-07
1937,2.3923124703451037e-08,0.0,3.5003307630177005e-07
1938,4.6674770715071645e-08,0.0,4.304451124426123e-07
1939,3.8235125288110794e-08,1.3764645423464117e-08,3.502337477812034e-07
1940,1.5214697057785997e-08,5.0715658339584024e-09,3.8036743710279097e-07
1941,2.9515025090631752e-08,2.9515025978810172e-09,4.043558483601828e-07
1942,7.282108560602296e-08,0.0,3.1859222460184355e-07
1943,4.064529335323641e-08,5.806470415592457e-09,4.6742086468043453e-07
1944,4.4984606262232774e-08,9.639558484764166e-09,3.438109228426356e-07
1945,2.6142048081823077e-08,6.535512131478072e-09,2.940980401433535e-07
1946,3.897909284233947e-08,8.352662561605939e-09,3.92575152829977e-07
1947,8.46381811303587e-08,1.0728783861324587e-08,3.671628334700472e-07
1948,3.3702851842676296e-08,0.0,2.913665930748266e-07
1949,5.5956945743673714e-08,0.0,3.4850379648787566e-07
1950,4.3604980959344175e-08,1.0635361480382244e-09,3.733011944007103e-07
1951,6.076999170545605e-08,7.462981344019681e-09,4.221914977620145e-07
1952,3.268889103846817e-08,2.1089607837865287e-09,3.5957781818751755e-07
1953,3.339886434083894e-08,0.0,3.533815302603216e-07
1954,5.1794440736330216e-08,3.9090144454689835e-09,3.459477717626669e-07
1955,4.880516213390251e-08,1.8771215692936494e-09,4.073353672140456e-07
1956,4.360570926564833e-08,5.232684952005684e-09,3.819860125986452e-07
1957,2.3854602293482685e-08,2.6505113104313693e-09,3.366149421424325e-07
1958,3.22617488279775e-08,9.099467845885556e-09,3.8135042146336673e-07
1959,5.1930010513956404e-08,3.100299128533379e-09,3.8753738351715583e-07
1960,4.014083287984249e-08,6.920833239831836e-09,4.2147874879105984e-07
1961,3.682524507553353e-08,6.253343343143314e-09,4.3495475665622507e-07
1962,5.327243357555744e-08,5.0735651235811474e-09,3.7100445027249407e-07
1963,2.909724017285953e-08,6.466053248388448e-10,3.536931032499524e-07
1964,5.293052568466905e-08,1.4601523545820783e-08,4.508220641241678e-07
1965,3.8851506900527966e-08,3.2832261354087677e-09,3.917982951406884e-07
1966,6.480717607004749e-08,1.6617224263271169e-09,4.065680840881214e-07
1967,3.500538170442269e-08,6.409436426046966e-09,4.994430078397727e-07
1968,3.0541628559532796e-08,8.982831700699023e-10,4.733952181368295e-07
1969,3.860494146579185e-08,7.720988182136068e-09,3.9240786620098334e-07
1970,3.49503110896876e-08,6.898087351325799e-09,4.0606743212379115e-07
1971,2.928886644326667e-08,1.3359833017645428e-08,3.504387073860471e-07
1972,1.7955513964551528e-08,7.69522046084603e-09,4.0733366901690715e-07
1973,2.0950174539624555e-08,3.3079223804577396e-09,3.8757823617174836e-07
1974,1.4626486688484874e-08,0.0,4.3091880286283413e-07
1975,2.1703623787061588e-08,1.1422960355389478e-09,3.9694788611654985e-07
1976,1.9425991482080462e-08,3.9994687561772935e-09,4.2337234162914683e-07
1977,1.23412418062685e-08,1.7630346071939584e-09,4.3370650715246484e-07
1978,3.445543117486238e-08,4.75247319275951e-09,4.912869151496579e-07
1979,1.9311512389208474e-08,2.3407893401383717e-09,5.0092891967779e-07
1980,1.819248218737357e-08,5.685150683554241e-10,4.35482544247634e-07
1981,3.226030426128901e-08,4.427884725544118e-09,4.794766610416445e-07
1982,2.5450759721934446e-08,1.2415004579935385e-09,4.6370043094157154e-07
1983,2.9050454486423405e-08,1.2630632095778083e-09,4.5786041624751306e-07
1984,2.957494366073732e-08,5.799008384599347e-09,4.407246620985461e-07
1985,2.707001200974446e-08,1.2031116103372597e-09,5.317753277722659e-07
1986,3.6566362382473017e-08,3.5966913891627428e-09,5.119290555910538e-07
1987,2.322110398411681e-08,2.4443267410134695e-09,4.839766845066151e-07
1988,2.3986215458293714e-08,5.996553809062277e-10,4.7432740046815525e-07
1989,1.865961507530045e-08,1.6464366536794728e-09,4.6429511968426596e-07
1990,2.50637938181697e-08,2.724325431913144e-09,5.127180600084102e-07
1991,1.75843961613964e-08,1.1722930404189924e-09,4.396098844949847e-07
1992,2.5345743781546304e-08,1.6529832502776287e-09,5.377705747378059e-07
1993,3.489700617365088e-08,3.323524566667402e-09,5.710922863499945e-07
1994,3.639699380775241e-08,3.164955852952289e-09,5.032279872807521e-07
1995,3.5245930340987996e-08,1.0844901643380922e-09,4.5982383767295687e-07
1996,4.110330875661816e-08,1.6014276571496566e-09,5.268696909865866e-07
1997,4.219506966052222e-08,0.0,5.816206822828462e-07
1998,3.385371594166742e-08,2.3840645013706308e-09,5.192492764649614e-07
1999,3.153438915548534e-08,1.8280804925385752e-09,5.607636879290112e-07
2000,3.313523533332585e-08,1.3254094488601709e-09,5.496031292295811e-07
2001,2.9354118413760233e-08,1.7524847129024579e-09,6.067978191026668e-07
2002,3.6364138367162013e-08,8.76244299341522e-10,6.27829052746165e-07
2003,3.083522931435212e-08,1.2500769308587678e-09,6.421228135877755e-07
2004,2.7750184372621334e-08,1.3214374039449694e-09,6.113850332667425e-07
2005,4.9991622175227235e-08,2.251874686720612e-09,6.264715395332132e-07
2006,2.5942706094461698e-08,3.2943118788431036e-09,6.489794586173048e-07
2007,3.0358044966760644e-08,3.595031605740928e-09,7.142129234694039e-07
2008,2.7247613137992843e-08,2.554463834902876e-09,6.292495768889239e-07
2009,3.147006921722095e-08,2.860915504498962e-09,6.680237802925149e-07
2010,2.5980861739771655e-08,1.8895172648747405e-09,6.972318260523025e-07
2011,2.2943832583832702e-08,0.0,6.443393019139876e-07
2012,2.7234021704458655e-08,6.808505426114664e-10,7.22722823809363e-07
2013,3.291167638419523e-08,1.3945625210176615e-09,6.891927952779042e-07
2014,3.183204499990211e-08,0.0,7.414484315404479e-07
2015,3.657349356700479e-08,0.0,6.889116264119366e-07
2016,3.728412123482627e-08,8.285360175719347e-10,7.672243640399756e-07
2017,3.069045817483129e-08,0.0,7.182070334010859e-07
2018,3.84638547679117e-08,7.744400121190154e-10,7.217780648716143e-07
2019,4.999935976357506e-08,0.0,7.265213284313177e-07
