year,mêmes_ADJ acteurs_NOUN,mêmes_ADJ facteurs_NOUN
1947,3.9338875268413176e-08,2.3007281413356395e-07
1948,4.022598432129598e-08,2.413559059277759e-07
1949,4.319483515313749e-08,2.4051669811342435e-07
1950,4.679559140186029e-08,2.8183708877804747e-07
1951,3.5182626589858046e-08,1.9830207520499243e-07
1952,1.687168627029223e-08,2.5623873511904094e-07
1953,2.0470272588113403e-08,2.553396996063384e-07
1954,3.420387528763058e-08,2.5213142862412496e-07
1955,3.472674947602172e-08,2.2337746941047953e-07
1956,2.9651880950609666e-08,2.3721504760487733e-07
1957,1.9437083054185678e-08,2.517985819849855e-07
1958,2.8952852559882558e-08,2.9697355330426944e-07
1959,4.417926291466756e-08,2.2322153370168962e-07
1960,2.9759583741739704e-08,2.429212599963648e-07
1961,4.58578526263409e-08,2.6750413439913245e-07
1962,3.614915300431676e-08,2.6636217853592825e-07
1963,2.3277792138287623e-08,2.450634042361344e-07
1964,3.832900036249143e-08,2.287572158365947e-07
1965,4.7059572239049885e-08,2.4186431346606696e-07
1966,5.206730335771681e-08,2.2322471693314583e-07
1967,6.261526130924011e-08,2.0658106336668425e-07
1968,5.254956689237922e-08,2.0301199299410655e-07
1969,5.132186231548985e-08,1.9756646452151472e-07
1970,6.116304263059646e-08,1.986649209584357e-07
1971,6.166077071156906e-08,2.0656358401538455e-07
1972,4.873639625202486e-08,2.1187506149544788e-07
1973,6.119655893144227e-08,2.1446362552524079e-07
1974,5.119270340969706e-08,2.154593943259897e-07
1975,4.9118728195907124e-08,1.9647491455998534e-07
1976,6.913367656125047e-08,2.0397290256823908e-07
1977,6.758298809472763e-08,1.9334612488819403e-07
1978,9.445540172237088e-08,2.4297017375829455e-07
1979,8.95351917051812e-08,1.550772878999851e-07
1980,9.0393896812202e-08,2.029598817898659e-07
1981,9.172046588901139e-08,1.9925481353766372e-07
1982,1.0366528613303672e-07,1.7256856210678961e-07
1983,1.1809640909632435e-07,1.7872343960334547e-07
1984,9.568363878997843e-08,1.7107075223066204e-07
1985,8.9030258720868e-08,1.7866207713268523e-07
1986,1.216880605170445e-07,1.6664669999499893e-07
1987,1.1977201097579382e-07,1.5643691142486205e-07
1988,1.1033659319537037e-07,1.6550488624034188e-07
1989,1.1744581485118033e-07,1.5641148820577655e-07
1990,1.362162720397464e-07,1.6400439051267313e-07
1991,1.3305526636031573e-07,1.6939634406298865e-07
1992,1.3664661629997354e-07,1.675023071356918e-07
1993,1.6451446072096587e-07,1.4512723112147796e-07
1994,1.6194024965443532e-07,1.440054973045335e-07
1995,1.6104678479678114e-07,1.632157733411077e-07
1996,1.713527524316305e-07,1.500003889987056e-07
1997,2.181676990176129e-07,1.472032664651124e-07
1998,2.1218174595105666e-07,1.3589168190719647e-07
1999,2.2165475854762917e-07,1.371060278643199e-07
2000,2.3106304070097394e-07,1.1707783187375753e-07
2001,2.2957549106195074e-07,1.5640925710158626e-07
2002,2.1073675782190548e-07,1.4983777418819955e-07
2003,2.2209698613551154e-07,1.3625837880226754e-07
2004,2.453468823659932e-07,1.6077487430266046e-07
2005,2.6707235178946576e-07,1.4141774329345935e-07
2006,2.4254370600829134e-07,1.367139503827275e-07
2007,2.4925553035459735e-07,1.330161722989942e-07
2008,2.4224831918218115e-07,1.2772319735177007e-07
2009,2.293500642736035e-07,1.2492664325236547e-07
2010,1.9462027012195904e-07,1.4407568471597187e-07
2011,2.0534729117116512e-07,1.1548395661975519e-07
2012,1.6272328196009767e-07,1.1574459080065935e-07
2013,1.8101421517258132e-07,9.204112672023257e-08
2014,1.277612682315521e-07,6.301445409917505e-08
2015,1.4585066310246475e-07,6.827052345670381e-08
2016,1.228304677136638e-07,6.649001704772672e-08
2017,1.4414453630706703e-07,6.3896528956775e-08
2018,1.3655959207881097e-07,7.537882851238464e-08
2019,1.2678408722877066e-07,5.867271823944975e-08
