year,mêmes_ADJ acteurs_NOUN,mêmes_ADJ facteurs_NOUN
1800,4.0874138740321087e-08,9.432493897065797e-09
1801,5.9529565277216534e-08,2.1430643926123594e-08
1802,7.161088433349505e-08,1.5664880947952042e-08
1803,3.90067853572873e-08,1.950339223455444e-09
1804,9.88740396223875e-08,4.943701892301533e-09
1805,1.4782963830839435e-07,3.4114531644036106e-08
1806,2.881669125542885e-08,1.152667650217154e-08
1807,1.0249038462362137e-07,2.8469550272802735e-08
1808,5.4385775882792586e-08,3.852325747288887e-08
1809,7.90660692473466e-08,6.7770917766551975e-09
1810,1.0998595456612748e-07,6.31834211617388e-08
1811,1.2535384286138651e-08,1.5543875520052097e-07
1812,1.4936366632412046e-07,8.00162425207418e-09
1813,1.121539270343419e-07,3.4508900625951355e-08
1814,9.125363931161701e-08,0.0
1815,3.236668177919455e-08,2.6972236000233352e-08
1816,8.57513455798653e-08,3.0128852301913867e-08
1817,9.49692759988352e-08,3.113746815941454e-09
1818,9.179306870166215e-08,2.6226590676969863e-08
1819,7.349245834120666e-08,3.1053151161586356e-09
1820,6.526564533260171e-08,4.746592452420373e-09
1821,5.71966314311112e-08,5.719663320746804e-08
1822,7.519211919770896e-08,2.0051231786055723e-09
1823,8.20263039713609e-08,1.2847492847356534e-08
1824,1.0863235111457925e-07,1.6842225392110777e-09
1825,8.365170600654892e-08,6.163809906922779e-09
1826,4.932471298069174e-08,6.517908701653141e-08
1827,3.410390903013649e-08,3.6869092223668076e-09
1828,2.843413443587295e-08,3.210305266065916e-08
1829,3.429270378774163e-08,9.430493719264632e-09
1830,6.888311787633938e-08,1.7742621594152297e-08
1831,2.182768810143898e-08,7.795603274018958e-09
1832,7.03558440395824e-08,3.111892965534935e-08
1833,4.51761508202253e-08,6.950177322551099e-09
1834,5.880754638809549e-08,1.0267983796552471e-08
1835,5.974839467626225e-08,2.193295500774184e-08
1836,4.704525080612143e-08,2.4866775305554256e-08
1837,3.896418832027848e-08,1.461157062010443e-08
1838,5.302215910774066e-08,1.3886756633496589e-08
1839,4.334714631681891e-08,7.690622361167243e-09
1840,3.758116307039927e-08,1.7198159341091923e-08
1841,3.2102743574569104e-08,1.926164472365599e-08
1842,3.7566284305512454e-08,9.391571076378114e-09
1843,3.4260082770742883e-08,1.8311423488626133e-08
1844,6.860701518007772e-08,4.226192018563779e-08
1845,4.464182268293371e-08,3.2923345827384765e-08
1846,5.503231292891542e-08,6.439951683034906e-09
1847,4.1527822958187244e-08,2.426950729272903e-08
1848,5.873011943435813e-08,1.528592186161859e-08
1849,3.1841775438579134e-08,2.6814127807028854e-08
1850,3.8018377779280854e-08,4.5486274302675156e-08
1851,3.805168802273329e-08,3.353708066811123e-08
1852,3.776116330733714e-08,1.3672145193766028e-08
1853,5.5538965426649156e-08,4.41922942684414e-08
1854,4.416314763888707e-08,2.0782657372819813e-08
1855,5.5722839675809155e-08,1.0613874223963649e-08
1856,5.7984518520015627e-08,2.8992259260007813e-08
1857,4.051652524594829e-08,1.3668225662399891e-08
1858,4.5511185930990905e-08,1.8106600663259087e-08
1859,5.855999418713509e-08,1.5785737161877478e-08
1860,3.61597543019343e-08,1.6477862629926676e-08
1861,2.9238974463829948e-08,2.1221836732365773e-08
1862,4.563166200455271e-08,1.400575744270327e-08
1863,3.0467187883687075e-08,1.39849385405455e-08
1864,5.370095124135332e-08,1.102787461348953e-08
1865,5.5070078275321066e-08,2.5416959203994338e-08
1866,3.454585240092456e-08,2.578774882522339e-08
1867,5.241036404868282e-08,2.135237053835226e-08
1868,3.902500367303219e-08,5.9278488784286765e-09
1869,5.27420076501528e-08,2.8324411260882698e-08
1870,4.6445794765759274e-08,2.695002976338401e-08
1871,4.885741589077952e-08,4.248470908407853e-09
1872,1.69325495846806e-08,1.8746751706544273e-08
1873,1.5563610844537834e-08,1.0176207432266438e-08
1874,6.273339892004515e-08,1.4339061493728877e-08
1875,5.2065896483100005e-08,2.0597497041308088e-08
1876,9.97592415341586e-08,2.0556450763820067e-08
1877,5.1952454782622226e-08,1.4225077116236662e-08
1878,6.03908887342186e-08,1.8117265909722846e-08
1879,2.871382953628654e-08,2.932476128592043e-08
1880,7.829772386003242e-08,3.401458670282409e-08
1881,5.438555916725818e-08,9.761510710859511e-09
1882,4.2594464844114555e-08,3.0614771162618126e-08
1883,3.791603475633565e-08,1.64302811356265e-08
1884,2.9047466654219534e-08,2.3105940272216685e-08
1885,4.447488777259423e-08,3.3517306263775026e-08
1886,3.549405036551434e-08,3.0976625708944994e-08
1887,4.243801043912754e-08,5.6801642500659e-08
1888,3.4873380627686856e-08,4.6920547447371064e-08
1889,2.255449160770695e-08,2.380751951136517e-08
1890,1.9663159989136147e-08,3.4082809463598096e-08
1891,1.5935549768641977e-08,4.0157587477551715e-08
1892,1.7551833764173352e-08,3.0715710863660206e-08
1893,2.6481190573690583e-08,5.9120800699474785e-08
1894,3.465846631911518e-08,4.222031435574536e-08
1895,3.8519132772307785e-08,5.537125247201402e-08
1896,1.9460195233023114e-08,7.66613794667137e-08
1897,3.029891004757701e-08,5.477110676110897e-08
1898,2.7160103499568322e-08,5.092519472782442e-08
1899,2.8743407654019393e-08,5.251199297617859e-08
1900,2.491705508589348e-08,7.47511634813236e-08
1901,2.738482152153665e-08,5.532851687917173e-08
1902,1.718599307309887e-08,7.267220070161784e-08
1903,1.9980815224585058e-08,6.966283905285309e-08
1904,2.4723275870996986e-08,7.309490257512152e-08
1905,3.1996705729397945e-08,5.26397414546409e-08
1906,2.211999294843281e-08,9.722509020093639e-08
1907,3.1371342856800766e-08,6.942838837176168e-08
1908,3.045061092166179e-08,6.77771723189835e-08
1909,2.53045246978445e-08,8.911593596394596e-08
1910,2.778958396731923e-08,9.940120548890263e-08
1911,2.3409645777405785e-08,1.0640748371315567e-07
1912,2.8651816919023076e-08,1.0887690393701632e-07
1913,3.2878535449754054e-08,9.439321502213716e-08
1914,2.9465672568562695e-08,1.4598901998397196e-07
1915,2.591767689352764e-08,6.361611326610728e-08
1916,3.4061130804730055e-08,1.1536835131664702e-07
1917,2.4126133979507358e-08,8.444146715191891e-08
1918,2.5270027848023346e-08,1.274987795341076e-07
1919,1.749491218561161e-08,1.279890966543462e-07
1920,3.180337415642498e-08,1.4311517304577137e-07
1921,3.1048266180278006e-08,1.4691130445498857e-07
1922,3.6151885041135756e-08,1.7338147983991803e-07
1923,3.1847843473542525e-08,1.2632978041438037e-07
1924,4.1253198190815965e-08,1.7532609319914627e-07
1925,4.3992713472107425e-08,1.0668232874877503e-07
1926,4.2355324580967135e-08,1.7165052668133285e-07
1927,5.686104742608222e-08,1.572040702058075e-07
1928,2.2852082892654835e-08,1.428255131941114e-07
1929,4.3447585085232276e-08,1.0694790120169273e-07
1930,4.20144132817768e-08,1.628058612368477e-07
1931,4.790249619190945e-08,1.790641022125783e-07
1932,2.9590749406338546e-08,2.038473780885397e-07
1933,2.982372193649496e-08,1.800894011694254e-07
1934,2.7557634396657704e-08,2.132721306224994e-07
1935,3.590485420090772e-08,2.3697202777839266e-07
1936,3.273672888326473e-08,2.534065401960106e-07
1937,2.392312481447334e-08,2.1530811977754638e-07
1938,2.852347158466273e-08,1.8799561019022804e-07
1939,1.5294050470515685e-08,2.1105789471675962e-07
1940,2.7893612752905028e-08,2.561140775014792e-07
1941,2.066051862925633e-08,2.1250818349471956e-07
1942,6.371844563091145e-08,2.4880537807803194e-07
1943,4.3548528338988035e-08,2.9903321774327196e-07
1944,5.1410978585408884e-08,2.538417049890995e-07
1945,1.9606536838523425e-08,1.612093001313042e-07
1946,2.7842208538686464e-08,2.477956684288074e-07
