year,bons_ADJ acteurs_NOUN,bons_ADJ facteurs_NOUN
1905,3.302885787093146e-08,1.0321518084666081e-09
1906,5.401393765591678e-08,5.144184522798412e-10
1907,3.291419758966185e-08,5.142843373384665e-10
1908,3.3397444809679655e-08,4.911389073214423e-10
1909,3.685659066832159e-08,2.7504918342913243e-09
1910,3.099607326362275e-08,4.809735720812114e-09
1911,4.5223181643905264e-08,3.1922244847493175e-09
1912,4.063348413296808e-08,6.251305251225858e-09
1913,4.348451554392341e-08,1.060597942803554e-09
1914,3.147469485043075e-08,6.027069510139427e-09
1915,9.424609537234119e-09,0.0
1916,2.5271162940043723e-08,1.0987462051303964e-09
1917,3.180263163926611e-08,1.4256351654751143e-08
1918,2.412139110674616e-08,1.1486376294556067e-09
1919,2.4861190439651182e-08,1.8415696745321952e-09
1920,3.256059599721084e-08,7.572231730534895e-10
1921,6.891200143854803e-08,3.7863738810983705e-09
1922,6.78770035733578e-08,2.951174193910333e-09
1923,6.263409346729532e-08,3.1847844361720945e-09
1924,2.9650736976805092e-08,1.289162443462999e-09
1925,7.038834004546857e-08,8.798542339150117e-09
1926,4.346993875969929e-08,3.343841648018042e-09
1927,5.1286434654684854e-08,4.4596899506643695e-09
1928,3.884854038460617e-08,2.2852082448565625e-09
1929,6.350031611646045e-08,7.798284684668033e-09
1930,4.7266217606534155e-08,1.0503603542488804e-09
1931,5.1324104077821175e-08,1.1405356659111021e-09
1932,4.603005265835236e-08,3.287861094491973e-09
1933,4.817677989876756e-08,8.02946331646126e-09
1934,7.428579351653752e-08,8.38710612072191e-09
1935,3.111753787976568e-08,1.196828414151696e-09
1936,4.7286388138445545e-08,1.2124714565686645e-09
1937,3.5255131702882636e-08,5.0364472592434595e-09
1938,4.148868626430158e-08,2.5930428915188486e-09
1939,2.4470481641003516e-08,0.0
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,2.9515025090631752e-08,0.0
1942,4.5513175450651033e-08,1.517105907566929e-08
1943,7.548411673496958e-08,0.0
1944,4.177142187700156e-08,0.0
1945,3.703456741277478e-08,0.0
1946,5.0115975369635635e-08,0.0
1947,6.437270161363529e-08,2.3841741914054637e-09
1948,4.8923494366803766e-08,2.174377566888097e-09
1949,4.8103338978755517e-08,3.9268033269479474e-09
1950,4.892266147749069e-08,1.0635361480382244e-09
1951,6.39684123449058e-08,1.1727541604500402e-08
1952,4.323369751091377e-08,1.0544803918932644e-09
1953,5.2791754967529414e-08,5.386913581872932e-09
1954,5.863521579385633e-08,9.772536113672459e-10
1955,6.006788932921836e-08,1.8771215692936494e-09
1956,4.7094165012140365e-08,8.72114114258693e-09
1957,4.59421976017893e-08,5.301022731885041e-09
1958,5.376958256420039e-08,0.0
1959,7.595733220178147e-08,9.300897829689347e-09
1960,7.266874746392205e-08,4.844583401109048e-09
1961,5.558527504945232e-08,4.16889545107324e-09
1962,4.3759499135376245e-08,5.7077609305622445e-09
1963,7.435961180135564e-08,6.466053248388448e-10
1964,8.51755572739421e-08,2.4335873316516654e-09
1965,5.472043551613126e-08,3.2832261354087677e-09
1966,6.425326404269072e-08,3.8773522170743036e-09
1967,7.050380235185116e-08,1.4791006197611978e-09
1968,9.387059396459563e-08,2.245707841908029e-09
1969,7.403065183098079e-08,5.904285060864822e-09
1970,6.254265949579008e-08,1.8394900047624674e-09
1971,6.782684458528365e-08,2.569198631618974e-09
1972,7.592617662366408e-08,1.1799337507056862e-08
1973,5.29267565330116e-08,1.102640756478479e-09
1974,4.950502963119163e-08,1.6876715580593782e-09
1975,4.226495420311949e-08,2.8557400888473694e-09
1976,4.9707685023658854e-08,3.4281160132820787e-09
1977,4.8189610191151644e-08,1.7630346071939584e-09
1978,5.999997254590994e-08,5.346532105932056e-09
1979,6.261611817937052e-08,2.925986564150662e-09
1980,4.889229476834345e-08,4.548120546843393e-09
1981,5.313461515221718e-08,2.5302198114474095e-09
1982,6.021277076939668e-08,3.1037510339615437e-09
1983,4.9890996223211914e-08,6.315316047889041e-10
1984,5.799008617746182e-08,1.739702604197646e-09
1985,5.474157660501078e-08,1.8046674155058895e-09
1986,6.773768579382278e-08,2.997242676272549e-09
1987,6.171924837872211e-08,1.2221633705067347e-09
1988,6.356346904379251e-08,1.798966087207532e-09
1989,5.488122312158339e-08,1.0427432250992297e-08
1990,6.592867368704347e-08,2.724325431913144e-09
1991,6.09592376576984e-08,2.344586080837985e-09
1992,3.581463658974826e-08,6.61193322315512e-09
1993,5.040678630052753e-08,4.4313659408601325e-09
1994,5.2221771740246226e-08,2.1099706426497278e-09
1995,5.0971037834912636e-08,5.4224509327127635e-09
1996,5.017806525842161e-08,4.270473752399084e-09
1997,5.897720101177839e-08,4.794894259418925e-09
1998,5.483348464174753e-08,4.768129224785866e-10
1999,4.753009363867022e-08,4.113180906983871e-09
2000,4.9481951647223354e-08,3.5344251969604557e-09
2001,6.133696639487596e-08,5.257454027685071e-09
2002,5.257465929275895e-08,7.009954394732176e-09
2003,5.7503535988434606e-08,8.333845613606172e-09
2004,4.757174459912861e-08,3.0833537945085254e-09
2005,6.080061965008099e-08,5.854874363109275e-09
2006,5.80622483425941e-08,2.4707338397433887e-09
2007,5.592271251630976e-08,7.988958938831558e-10
2008,5.5346717431348225e-08,5.960415716543821e-09
2009,5.531103441924756e-08,2.384096253749135e-09
2010,3.920748137264951e-08,3.3066551718974324e-09
2011,4.5887663446819715e-08,4.5887662558641296e-09
2012,5.072336506373176e-08,4.765953853791416e-09
2013,6.247640271794808e-08,7.80955033974351e-09
2014,5.0238327276019845e-08,4.114345752981308e-09
2015,4.7656372015314474e-08,3.989835573037226e-09
2016,5.199063635163981e-08,4.349814286541687e-09
2017,3.899197409396038e-08,2.264050280587071e-09
2018,5.859929430584998e-08,3.3559066636712487e-09
2019,4.974426176529434e-08,4.591778068885333e-09
