year,différents_DET acteurs_NOUN,différents_DET facteurs_NOUN
2007,2.408671093689918e-07,2.860047345620842e-07
2008,2.247928136966948e-07,3.295258181879035e-07
2009,2.388864572822058e-07,2.970583921069192e-07
2010,2.744523612818739e-07,2.9145803637220524e-07
2011,2.367038689499168e-07,3.1547767775919056e-07
2012,2.0153176194526168e-07,3.1216998763738957e-07
2013,2.1559937124493445e-07,2.2201435001534264e-07
2014,1.4205321008375904e-07,1.6522346868441673e-07
2015,1.529436985947541e-07,1.8087254716192547e-07
2016,1.5804324959844962e-07,1.605288559858309e-07
2017,1.6326318075243762e-07,2.0628013430723513e-07
2018,1.7631417392749427e-07,1.9231926273732824e-07
2019,1.4872259157527878e-07,1.7550796371779143e-07
