year,meilleurs_ADJ acteurs_NOUN,meilleurs_ADJ facteurs_NOUN
1800,1.0061326349841693e-07,1.5720821977538435e-08
1801,1.0715321963061797e-07,0.0
1802,1.096541666356643e-07,0.0
1803,1.0531832117521844e-07,0.0
1804,4.449331569844617e-08,0.0
1805,9.381496113292087e-08,1.1371510844071508e-08
1806,1.2391177506287931e-07,2.0171682990621775e-08
1807,1.992868590150465e-07,0.0
1808,1.4276265858370607e-07,9.064295980465431e-09
1809,8.810219043198231e-08,0.0
1810,2.503935547792935e-07,0.0
1811,7.270522672797597e-08,3.5099073869560016e-08
1812,2.2137828636914492e-07,0.0
1813,3.163315795973176e-07,0.0
1814,7.866692897096073e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,5.0987285504788815e-08,0.0
1817,1.1832237589715078e-07,1.556873407970727e-09
1818,5.96058882251782e-08,0.0
1819,6.314140676977331e-08,0.0
1820,1.044250339532482e-07,5.933240565525466e-09
1821,1.64686852599516e-07,9.86148829262845e-10
1822,1.5539704634193185e-07,7.017931125119503e-09
1823,9.092072161820397e-08,2.3718449426723964e-08
1824,1.0694812857536817e-07,0.0
1825,1.0390422744421812e-07,8.805443041381977e-10
1826,6.517908701653141e-08,0.0
1827,4.2399456390285195e-08,0.0
1828,5.961995697134626e-08,0.0
1829,1.3031227297233272e-07,8.57317605795771e-10
1830,1.408972849503698e-07,2.0873671680021744e-09
1831,7.171954763407484e-08,0.0
1832,1.2176973029909277e-07,5.411987746839486e-09
1833,1.1120283716081758e-07,3.4750886612755494e-09
1834,4.573920264761e-08,5.600718555598405e-09
1835,9.302598158456021e-08,1.285724948729694e-08
1836,4.099657502365517e-08,6.72075017860152e-09
1837,8.488626690450474e-08,1.6003149028165353e-08
1838,5.1759727170974656e-08,1.2624323808552163e-09
1839,6.012668762878093e-08,1.5381244722334486e-08
1840,4.9046601446889326e-08,6.369688665408546e-10
1841,6.67737083404063e-08,2.5682194149112547e-09
1842,5.0311989241436095e-08,4.024959032733477e-09
1843,4.666459574309556e-08,3.5441467538532834e-09
1844,5.2690189988879865e-08,1.5916826967554698e-08
1845,3.348136701220028e-08,1.674068439427856e-09
1846,5.444686124178588e-08,3.5127007969038004e-09
1847,5.55502026600152e-08,3.235934187273415e-09
1848,3.700802153616678e-08,0.0
1849,2.8490010350878947e-08,1.9272654583346593e-08
1850,3.6660580349234806e-08,4.752297222410107e-09
1851,2.257303499675345e-08,1.870337307252612e-08
1852,4.948014620254071e-08,1.6276363368206148e-08
1853,2.388772735173461e-08,2.388772735173461e-09
1854,5.6113176327698966e-08,3.63696517347023e-09
1855,5.943769565419643e-08,2.653468555990912e-09
1856,3.6240326295455816e-08,7.248064815001953e-09
1857,4.881509241272397e-08,7.322263684272912e-09
1858,4.3553715300959084e-08,3.670256987220455e-08
1859,6.110607841947058e-08,4.073738679721828e-09
1860,3.9363783344015246e-08,7.323494255473406e-09
1861,5.989274143303192e-08,1.3204698667834691e-08
1862,6.596260249125407e-08,1.3102160245637151e-08
1863,6.093437576737415e-08,9.489779628779615e-09
1864,4.746780746245349e-08,4.794728170054441e-09
1865,7.436813831418476e-08,1.2708479601997169e-08
1866,3.941146431429843e-08,1.1677471434268227e-08
1867,5.580733386523207e-08,1.067618526917613e-08
1868,6.273639741039005e-08,9.87974857480367e-09
1869,4.932354258357918e-08,4.395167341186834e-09
1870,4.587239033071455e-08,3.4404292748035914e-09
1871,1.805600113868877e-08,5.3105884134652115e-09
1872,5.442605299776915e-08,2.4189357183956872e-09
1873,3.052862140862089e-08,1.7958012854535355e-09
1874,3.2262889249068394e-08,6.572069999322139e-09
1875,8.296214559777582e-08,6.865832347102696e-09
1876,1.1003746891447008e-07,6.04601479992084e-10
1877,5.813727099734933e-08,4.329371083855449e-09
1878,7.669642343444139e-08,3.6838439854136595e-08
1879,5.9260454321474754e-08,2.443730107160036e-09
1880,9.947661538944885e-08,2.1178893305773272e-08
1881,7.111957955885373e-08,1.8128519130300447e-08
1882,6.322616030729478e-08,1.7304001787010748e-08
1883,2.5909288936531993e-08,1.3270612164717477e-08
1884,4.885255577846692e-08,6.601696966868076e-09
1885,6.381179673553561e-08,4.511945039809007e-09
1886,5.3563748991791726e-08,1.936039106809062e-09
1887,7.116528166761782e-08,1.0446279397058333e-08
1888,5.7065530967292943e-08,1.9021844099853524e-09
1889,5.325366103647866e-08,2.5060546970934183e-09
1890,4.5880703680722945e-08,2.6217545912032847e-09
1891,4.270727416155751e-08,1.211101796627645e-08
1892,2.193979398157353e-08,6.8953633913793055e-09
1893,5.850495554682311e-08,2.0938616174248637e-08
1894,8.192000855444803e-09,1.2603078580752936e-09
1895,3.069493459406658e-08,7.824199066419624e-09
1896,2.8305738197786923e-08,7.076434549446731e-09
1897,2.680288169187861e-08,7.574727511894253e-09
1898,2.2067583316243145e-08,1.5277558773618694e-08
1899,3.6482017407024614e-08,7.185851913504848e-09
1900,3.322274011452464e-08,1.5054054003371675e-08
1901,2.1237207548097103e-08,6.706486921359556e-09
1902,4.1246384085980026e-08,1.6203935970793282e-08
1903,4.266173903033632e-08,9.1803746826713e-09
1904,4.08471514390385e-08,8.061937784020756e-09
1905,3.767354073147544e-08,1.0321517862621477e-08
1906,2.5206503551089554e-08,1.9033482345776065e-08
1907,2.4171363577352167e-08,1.0799970695529737e-08
1908,3.929111258571538e-08,2.701263923654551e-08
1909,4.290767208203761e-08,1.4302557360679202e-08
1910,4.649411167179096e-08,1.6566866989364826e-08
1911,4.0966881442727754e-08,2.128149745317387e-08
1912,2.5005221004903433e-08,9.376957876838787e-09
1913,3.818152549683873e-08,1.113627856597077e-08
1914,2.0759905794420774e-08,1.0714789944188396e-08
1915,1.1780762143587253e-08,1.1780762143587253e-08
1916,2.8567400889301098e-08,1.538244731591476e-08
1917,1.2063066989753679e-08,1.864292187292449e-08
1918,6.89182577673364e-09,1.4932290071101306e-08
1919,1.1970202606903513e-08,1.6574126959767455e-08
1920,3.558949046578164e-08,3.7861159540852896e-08
1921,5.073740894090406e-08,8.330022005509363e-09
1922,3.098733003525922e-08,2.5084981203349344e-08
1923,4.0340601970001444e-08,3.078624999375279e-08
1924,4.2542360745301266e-08,1.675911143195208e-08
1925,8.468597201272132e-08,1.3197813508725176e-08
1926,3.901148559748435e-08,2.6750733184144337e-08
1927,6.466550672712401e-08,1.3379070296082318e-08
1928,2.9707706517001498e-08,1.4853853258500749e-08
1929,3.342121956961819e-08,2.6736975300423182e-08
1930,6.512234307365361e-08,1.470504518152893e-08
1931,2.8513390759599133e-08,1.3686427990933225e-08
1932,5.698959171240858e-08,1.53433514782364e-08
1933,2.867665571670841e-08,2.2941325283909464e-08
1934,4.073737258636356e-08,1.7972370258689807e-08
1935,5.2660450222674626e-08,8.377798899061872e-09
1936,3.6374142808881516e-08,1.33371855781661e-08
1937,3.1477796369472344e-08,1.2591118370153254e-08
1938,5.4453899167583586e-08,1.1668692678767911e-08
1939,5.047036566452334e-08,1.3764645423464117e-08
1940,3.550096039361961e-08,1.0143131667916805e-08
1941,1.7709016475464523e-08,1.1806010391524069e-08
1942,3.6410540360520827e-08,1.2136847082899749e-08
1943,3.774205836748479e-08,2.0322646676618206e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,8.714016530575464e-08,1.3071024262956144e-08
1946,8.770295778504078e-08,1.1136883415474585e-08
1947,7.152522840669917e-08,4.7683483828109274e-09
1948,2.9354097819123126e-08,1.7395020535104777e-08
1949,4.712163814701853e-08,1.47255123650325e-08
1950,5.424034199563721e-08,6.381216888229346e-09
1951,6.610068936652169e-08,1.0661401539380222e-08
1952,3.585233443459401e-08,6.326882129314981e-09
1953,4.632745742583211e-08,9.69644453618912e-09
1954,6.058972701339371e-08,1.172704333640695e-08
1955,3.754243138587299e-08,1.0324168187025862e-08
1956,5.407107650512444e-08,6.976913269340912e-09
1957,4.94762097957846e-08,9.718541527092839e-09
1958,5.046068451974861e-08,9.099467845885556e-09
1959,5.115493451057773e-08,1.3951345856355601e-08
1960,4.290916777449638e-08,6.2287499602575735e-09
1961,7.017640513140577e-08,1.042223907177231e-08
1962,6.341956293454132e-08,7.610347907416326e-09
1963,6.660035012373555e-08,2.651081842941494e-08
1964,6.023128662491217e-08,1.034274621503073e-08
1965,4.9248392031131516e-08,1.641613067704384e-08
1966,5.0405581930590415e-08,9.416426749453422e-09
1967,8.036447241011047e-08,1.035370456037299e-08
1968,7.859977557700404e-08,1.1677681044375277e-08
1969,4.859681013158479e-08,1.6804504454626112e-08
1970,5.7484061954937715e-08,8.7375777724219e-09
1971,6.628533100183631e-08,1.0790635052160269e-08
1972,7.387411216086548e-08,3.796308689629768e-08
1973,4.465695013777804e-08,1.3231689521830958e-08
1974,3.1503201824989446e-08,1.0688586016271984e-08
1975,3.8838066984681063e-08,1.3707552426467373e-08
1976,5.484985621251326e-08,1.199840671262109e-08
1977,4.172515133404886e-08,1.7630345183761165e-08
1978,5.22772047872877e-08,1.4257419245211622e-08
1979,5.442335293537326e-08,1.1703946256602649e-08
1980,4.0933084477501325e-08,1.3075846183596695e-08
1981,4.491140259688109e-08,1.4548763971333756e-08
1982,5.338451813940992e-08,1.2415004135846175e-08
1983,4.9890996223211914e-08,1.2630632539867293e-08
1984,5.5090580985961424e-08,1.1598016769198694e-08
1985,5.2936911743017845e-08,7.218669662023558e-09
1986,5.6947612847579876e-08,2.997242676272549e-09
1987,3.849814689260711e-08,5.49973533381376e-09
1988,3.47800117594943e-08,9.594486094499644e-09
1989,3.457516939420202e-08,3.841685636274406e-09
1990,5.1762185648840386e-08,1.0352437129768077e-08
1991,4.1616402768340777e-08,1.3481369798284959e-08
1992,4.1324582866764104e-08,2.2039776226279173e-08
1993,3.600484888011124e-08,1.1632335983335906e-08
1994,3.586950114708998e-08,9.494868002946077e-09
1995,3.633041956163652e-08,1.6809597269684673e-08
1996,4.4306165847274315e-08,1.3879040139386234e-08
1997,4.315404922294874e-08,2.3974471297094624e-09
1998,6.103205407725909e-08,1.4304387896402204e-08
1999,5.347135356714716e-08,6.8553016596695215e-09
2000,4.462211933287108e-08,9.277866475088103e-09
2001,4.249775287235025e-08,1.1391150245287918e-08
2002,3.680225901803169e-08,9.200564754507923e-09
2003,3.62522278862798e-08,1.7084383685528337e-08
2004,3.655976854588516e-08,8.80958239690699e-09
2005,4.5037495510769077e-08,7.205999352777326e-09
2006,4.6943945619659644e-08,9.882935358973555e-09
2007,5.152878657099791e-08,1.3581230362547103e-08
2008,3.661398295662366e-08,1.4049550856043425e-08
2009,3.814554005998616e-08,1.0966842545201416e-08
2010,3.590082542359596e-08,1.322662068758973e-08
2011,3.74749262732621e-08,1.2619107536693264e-08
2012,3.234040235611246e-08,8.851056776393307e-09
2013,3.709536144924641e-08,8.08846234434668e-09
2014,3.18320445558129e-08,6.496335469563519e-09
2015,4.43315073539452e-08,4.43315073539452e-09
2016,4.349814020088161e-08,5.799752234025846e-09
