year,ses_DET eaux_NOUN,ses_DET faux_ADJ
1856,4.155729655508367e-06,3.9709040650093286e-07
1857,4.142448688071454e-06,2.9630759512677685e-07
1858,3.978558709150093e-06,2.857906933328991e-07
1859,4.140446108635842e-06,3.1724239013541933e-07
1860,3.826067924705967e-06,2.69138422825943e-07
1861,4.2778507634011476e-06,2.6220759452577624e-07
1862,4.4524755082875345e-06,3.3297559742795357e-07
1863,3.770439263917069e-06,2.762025355096398e-07
1864,4.161344378417198e-06,2.6131268215934256e-07
1865,3.77018224639869e-06,2.7111424039105714e-07
1866,3.763064995609966e-06,2.700415060452599e-07
1867,3.5808896683420244e-06,2.40699447928705e-07
1868,3.7473885186045663e-06,2.800908487365916e-07
1869,3.711474647616342e-06,2.2415352685101197e-07
1870,3.5453623326020534e-06,2.477109215526241e-07
1871,3.5092370609390855e-06,1.9649177351865887e-07
1872,3.4149324648069523e-06,2.8543442187611845e-07
1873,3.577834775114752e-06,1.9454514954553304e-07
1874,3.416281614931904e-06,1.8640780741208118e-07
1875,3.694962131817192e-06,1.893825469778676e-07
1876,4.102220998447592e-06,1.9105407167430144e-07
1877,4.404207629704615e-06,2.467741571088311e-07
1878,3.4531508958934864e-06,1.7754921305401794e-07
1879,3.714469713145263e-06,1.7900322757391507e-07
1880,3.897558059406947e-06,1.675057914596323e-07
1881,4.195357604430683e-06,1.8267970269825184e-07
1882,3.5526445998357303e-06,1.9234063741713214e-07
1883,3.6816469730638346e-06,1.794692193191061e-07
1884,3.677145201663734e-06,1.2411190386529825e-07
1885,3.5670148719191275e-06,1.2182251363235252e-07
1886,3.4713181236156743e-06,1.806969923690005e-07
1887,3.410710263551664e-06,1.9913220072886872e-07
1888,3.1373361650821607e-06,1.6929440715962585e-07
1889,3.5454407765200813e-06,1.8607455815056184e-07
1890,3.3938612631345677e-06,1.8090107101187414e-07
1891,2.7708734151588033e-06,1.48519331055752e-07
1892,3.497203081792577e-06,1.2725079634456904e-07
1893,3.103226063672082e-06,1.1639407015984204e-07
1894,3.398420233224897e-06,1.2288001416393968e-07
1895,3.113429173140503e-06,1.1736297977904542e-07
1896,3.1112725480397785e-06,1.1499206786780292e-07
1897,2.7851690589386635e-06,1.1769961227869885e-07
1898,2.899906910158734e-06,1.5560475674636365e-07
1899,2.7765027112991447e-06,1.5698322819446275e-07
1900,2.951113614813039e-06,1.6455637885659513e-07
1901,2.8262253195521225e-06,1.1680464240271249e-07
1902,2.4242071816615862e-06,1.620393613177562e-07
1903,3.0840658098441054e-06,1.5660638119641135e-07
1904,2.8206032425259764e-06,1.6392607005144555e-07
1905,2.8337727684402125e-06,1.4759771149730483e-07
1906,2.9260121863217137e-06,1.0391252391883654e-07
1907,2.5642215888410647e-06,1.4554247229625616e-07
1908,2.8972284695782946e-06,1.2032903140557494e-07
1909,2.320314870019047e-06,1.589784184297116e-07
1910,2.7249824228192665e-06,1.2612195066097343e-07
1911,2.569208696456826e-06,1.5216269877438293e-07
1912,2.618776001384049e-06,1.604501740359865e-07
1913,2.3577093415383388e-06,1.193172683433552e-07
1914,2.5983365787851653e-06,1.0312985398996943e-07
1915,2.2100709529127016e-06,1.5079374893200992e-07
1916,2.2831945756252026e-06,1.7030566512588052e-07
1917,2.443319353062634e-06,1.4366016432010298e-07
1918,2.103155537724888e-06,1.3898515405230683e-07
1919,2.2982788436820556e-06,1.3903851703300774e-07
1920,2.448859746095877e-06,1.5598797720173252e-07
1921,2.3513379758810515e-06,9.314479065825054e-08
1922,2.1145162705238363e-06,1.3575401014431776e-07
1923,2.1221280803729314e-06,1.3376094010197903e-07
1924,2.1902869633549926e-06,1.559886613211603e-07
1925,2.725348473120448e-06,1.099817763527966e-07
1926,1.9550327365891462e-06,1.337536570389375e-07
1927,2.1863631118890225e-06,1.5162945699032093e-07
1928,2.4554561974809985e-06,2.1937999317156454e-07
1929,2.4709420358703937e-06,1.2700062979043025e-07
1930,2.214159593449949e-06,1.4494973554768364e-07
1931,2.197812243309727e-06,1.345832103538669e-07
1932,2.552476132677839e-06,1.413780208459059e-07
1933,1.956894983834445e-06,1.342067426080007e-07
1934,2.2213849817376286e-06,1.329955452433751e-07
1935,2.008278102039185e-06,1.2566698970317702e-07
1936,2.0769636392969915e-06,1.2367208324093326e-07
1937,1.9440685932181623e-06,1.6116631496032596e-07
1938,2.1094404232258057e-06,1.3483822769444487e-07
1939,1.858227179241112e-06,1.269406233461723e-07
1940,2.0260905699842624e-06,1.470754054100354e-07
1941,1.7000654892740386e-06,1.859446645546825e-07
1942,1.8387323379442932e-06,1.8812113022903532e-07
1943,1.6577472834455875e-06,1.8871028895084407e-07
1944,1.783318339221296e-06,1.5101974604192492e-07
1945,1.8735134901248784e-06,2.156718972301519e-07
1946,1.7234327032156216e-06,1.7679802866155114e-07
1947,1.5330240614730428e-06,1.8358140696506098e-07
1948,1.5677261941959841e-06,1.5655518348367536e-07
1949,1.8554145384541698e-06,1.6198063379491145e-07
1950,1.976050256757844e-06,1.5740334791125576e-07
1951,1.6365252193395463e-06,1.5352418358816067e-07
1952,1.5732847913341175e-06,1.3497349549140836e-07
1953,1.616074058574668e-06,1.3898237727349994e-07
1954,1.5655602823017034e-06,2.1988206722056702e-07
1955,1.4294280532567427e-06,1.8677359392427206e-07
1956,1.5654448972668433e-06,1.395382591695693e-07
1957,1.4162565378228464e-06,1.1573899388883646e-07
1958,1.6072968875846527e-06,1.48900386631734e-07
1959,1.2881742819104147e-06,1.4493898903289448e-07
1960,1.353022931027681e-06,1.197304193567561e-07
1961,1.3423843441273675e-06,1.6258692780990458e-07
1962,1.3108823324614605e-06,1.357178632810374e-07
1963,1.252474504553902e-06,1.525988529982314e-07
1964,1.482663080309976e-06,1.5818317788962588e-07
1965,1.319309681946379e-06,1.751053855247875e-07
1966,1.3615045659776115e-06,1.8555901082351056e-07
1967,1.3188647791650965e-06,2.218651036223207e-07
1968,1.6663153132867592e-06,1.980714323668309e-07
1969,1.4615376286997162e-06,1.639574556122625e-07
1970,1.5516098272883028e-06,1.742916801994454e-07
1971,1.2311600414705026e-06,1.7624703296803546e-07
1972,1.3800095075566787e-06,1.795551409777829e-07
1973,1.226687846411778e-06,1.7090932313834628e-07
1974,1.2229992556456182e-06,1.6707948113925397e-07
1975,1.2930791015719478e-06,1.856231048869006e-07
1976,1.1124236749537886e-06,1.371246380887925e-07
1977,1.1160008810406907e-06,1.7101435556554634e-07
1978,1.3057420282791554e-06,1.4851477692090498e-07
1979,1.1212380819358714e-06,1.7497400284227638e-07
1980,1.391156338570454e-06,1.7112303352107006e-07
1981,1.22019844894794e-06,1.5813873599501704e-07
1982,1.0589999241972237e-06,1.7194780665974463e-07
1983,1.0496054976272262e-06,1.6230362165359224e-07
1984,1.101811591297519e-06,1.5889282956038642e-07
1985,1.1940882806982245e-06,1.9731029787806165e-07
1986,9.878912443639365e-07,1.7324063572576875e-07
1987,1.0467829305582654e-06,1.686585497928661e-07
1988,9.50453763692849e-07,1.8049627148464253e-07
1989,1.2298881983952015e-06,2.1458557764031383e-07
1990,1.0777432066788606e-06,1.7708115906955868e-07
1991,1.041582315508549e-06,1.7818853947915159e-07
1992,1.056807288790651e-06,2.1103086855767117e-07
1993,1.1050718882188448e-06,2.0550459911561347e-07
1994,1.2522676300363855e-06,2.0624963592563716e-07
1995,1.0329769111194764e-06,1.805676075328222e-07
1996,1.050002737201794e-06,1.7295419252327804e-07
1997,1.0798102181297509e-06,1.8604190543669574e-07
1998,9.397982623227108e-07,2.1790350857031626e-07
1999,1.1420932963801533e-06,1.8097996590249465e-07
2000,9.98033311105928e-07,2.3636468049481607e-07
2001,1.0506145642352749e-06,1.8707773952186812e-07
2002,1.0339682354754132e-06,2.0591740446107565e-07
2003,1.0467310360695592e-06,1.8792823075486353e-07
2004,9.373395570833054e-07,2.0702518255255598e-07
2005,9.782144125836112e-07,1.8825673375744145e-07
2006,1.122124949404224e-06,1.8901114873237645e-07
2007,1.0421596847720593e-06,2.1769912783575762e-07
2008,1.1908058326071114e-06,2.299017365370304e-07
2009,1.2955178974038972e-06,2.4270100329459865e-07
2010,1.2584184929664843e-06,2.70200967822376e-07
2011,1.4829362982027305e-06,2.841211093063123e-07
2012,1.6663816495565698e-06,2.907231810844735e-07
2013,1.2525960357834265e-06,3.0959287977694316e-07
2014,1.4077558816438795e-06,4.6838578332542014e-07
2015,1.7109745584775737e-06,3.3137800792282235e-07
2016,2.066575945036675e-06,3.2395759430592364e-07
2017,1.3310100044350293e-06,3.318091336135254e-07
2018,1.5052531807668856e-06,3.381721409012606e-07
2019,1.4831442882723422e-06,4.543309146676222e-07
