year,trois_DET âmes_NOUN,trois_DET ames_NOUN,trois_DET femmes_NOUN
1861,1.669451110686282e-07,2.357981809808507e-09,6.083593171446466e-07
1862,1.8704463400354143e-07,1.8071945051545413e-09,7.002878774919896e-07
1863,1.6781925293862798e-07,1.4983863039219614e-09,5.434147425376068e-07
1864,8.486668434670719e-08,3.835782358407869e-09,6.233146052636584e-07
1865,7.719224459634688e-08,1.882737743486018e-09,6.34011911415655e-07
1866,4.670988573707291e-08,1.9462451650298362e-09,5.459217788938986e-07
1867,5.871901720411188e-08,5.338092634588065e-09,5.435148757726438e-07
1868,7.16281718382561e-08,4.939874287401835e-09,5.374582957573537e-07
1869,6.446245492952585e-08,2.9301114867763545e-09,6.031145923790504e-07
1870,5.6193677266946906e-08,1.7202146374017957e-09,6.634294464902268e-07
1871,5.8416475212652585e-08,1.0621177271019633e-09,4.747666280113805e-07
1872,6.833493415570047e-08,0.0,6.373895402589369e-07
1873,5.8662843471779524e-08,1.1972008939764578e-09,6.393052778275177e-07
1874,3.7042575229406793e-08,4.779687201583727e-09,5.950710441626761e-07
1875,5.778742462325681e-08,5.721527140956084e-10,5.601374901686995e-07
1876,6.650616257708464e-08,0.0,6.620386230338227e-07
1877,3.958282235316801e-08,2.4739263970730008e-09,6.122967697308468e-07
1878,5.918306911212312e-08,0.0,5.64654769164008e-07
1879,2.6270098985037293e-08,6.10932526790009e-10,7.178457303025354e-07
1880,4.6208491255583795e-08,0.0,6.392174891622915e-07
1881,6.135806757123774e-08,0.0,6.623882029543893e-07
1882,4.6587697255517924e-08,0.0,6.555554139531239e-07
1883,3.6652167523243406e-08,6.319338941018771e-10,6.369893880142641e-07
1884,1.7164411225678577e-08,0.0,6.027349428450179e-07
1885,3.867381448419138e-08,1.2891271383708158e-09,6.239375256456015e-07
1886,5.2918402104751294e-08,0.0,6.221139230433437e-07
1887,3.395040826248419e-08,0.0,6.182891532091617e-07
1888,3.7409627395845746e-08,2.53624587998047e-09,6.549854969506441e-07
1889,3.696430539434914e-08,0.0,6.45309069735589e-07
1890,2.0318597915292003e-08,2.6217545912032847e-09,6.233221738760619e-07
1891,2.2309770031370135e-08,0.0,6.272232750959006e-07
1892,5.014809767445172e-08,2.5074049503359674e-09,5.478679825365873e-07
1893,5.48099060027063e-08,6.158416554491453e-10,5.093010360113226e-07
1894,2.142523314319078e-08,6.301539290376468e-10,5.570560672740754e-07
1895,5.115822254708746e-08,0.0,6.006577302208882e-07
1896,4.2458607296680384e-08,5.89702897624278e-10,5.472443032061847e-07
1897,2.6802883135168543e-08,2.913356778044829e-09,5.226562203031193e-07
1898,3.39501293744604e-08,2.26334195829736e-09,5.109494574107032e-07
1899,3.4823743888523495e-08,0.0,5.759736687593886e-07
1900,4.049021562479993e-08,1.5573159428683425e-09,5.471370085885496e-07
1901,5.42107657652835e-08,5.588738916095792e-10,5.359600701027034e-07
1902,7.610939656288451e-08,1.4730851538580225e-09,5.543710410726987e-07
1903,5.238213662828173e-08,1.6200660812870638e-09,5.238213685032633e-07
1904,3.869730225147805e-08,1.0749250378694342e-09,5.525114596949265e-07
1905,3.251278357652154e-08,1.0321518084666081e-09,5.047222333409707e-07
1906,4.1153477514654924e-08,1.0288369045596824e-09,6.203886480093956e-07
1907,3.8571323912606204e-08,0.0,4.4948452249116144e-07
1908,4.37113645279652e-08,0.0,5.451642164366888e-07
1909,6.051082124258755e-08,0.0,5.544991252826037e-07
1910,4.382203711017496e-08,5.344150677544235e-10,5.429656946276396e-07
1911,4.415910637156628e-08,2.128149656499545e-09,5.767285298219349e-07
1912,4.844761747335724e-08,2.0837684910901544e-09,4.896855880787143e-07
1913,4.1363318104004065e-08,2.121195885607108e-09,5.18632394808094e-07
1914,2.343860350251248e-08,0.0,4.915409981265384e-07
1915,4.358881877664089e-08,0.0,6.067092286343723e-07
1916,3.84561182897869e-08,1.0987462051303964e-09,5.07620740108905e-07
1917,4.6058983849128765e-08,1.4256351654751143e-08,6.382459147857844e-07
1918,3.560776473676697e-08,0.0,4.1580682275110803e-07
1919,4.235610107095056e-08,1.8415696745321952e-09,4.6775868473014626e-07
1920,6.057785206792232e-08,0.0,6.042640841030789e-07
1921,3.937828552125211e-08,0.0,4.4982120872560927e-07
1922,3.467629627884605e-08,0.0,5.880214652975724e-07
1923,3.927900982247934e-08,3.1847844361720945e-09,6.571272024302743e-07
1924,3.351822286390416e-08,2.578324886925998e-09,5.955930735268566e-07
1925,4.9491799103407175e-08,0.0,5.070160014053471e-07
1926,3.901148293294909e-08,0.0,4.89315487683939e-07
1927,3.790736458064714e-08,2.2298449753321847e-09,6.499998068676405e-07
1928,2.170947865920425e-08,4.570416489713125e-09,4.81036329880169e-07
1929,1.3368487650211591e-08,0.0,5.21371033013196e-07
1930,4.3064774857271004e-08,0.0,4.5795710601481687e-07
1931,3.307553431142196e-08,0.0,5.463165955177374e-07
1932,2.082311922890767e-08,0.0,5.381132504034269e-07
1933,2.7529588830788043e-08,3.4411986593596566e-09,4.3129691196241993e-07
1934,4.313368862085554e-08,0.0,4.624890017623784e-07
1935,2.0346082152400413e-08,0.0,5.062584280679516e-07
1936,4.243650053581405e-08,1.2124714565686645e-09,4.983257766433269e-07
1937,5.9178255185088346e-08,2.5182236296217297e-09,4.683895883372813e-07
1938,1.6854778905894818e-08,0.0,4.550790180246622e-07
1939,3.364691281149135e-08,0.0,4.083511466745904e-07
1940,2.7893612308815818e-08,2.5357829169792012e-09,4.133326285682415e-07
1941,3.836953510472085e-08,0.0,4.1911335557642815e-07
1942,3.9444752131245764e-08,0.0,4.672686166884432e-07
1943,3.774205836748479e-08,8.709705845433291e-09,4.2096910846112223e-07
1944,5.7837350908584995e-08,0.0,3.405977295756202e-07
1945,3.0499055725385915e-08,0.0,5.555185409455987e-07
1946,3.341064935824534e-08,1.3921104269343232e-09,4.7331755226309724e-07
1947,6.556479181796249e-08,2.3841741914054637e-09,4.792190093638737e-07
1948,3.370285384107774e-08,1.0871887834440486e-09,4.5009614879631954e-07
1949,2.5524220959027843e-08,0.0,4.83978510601446e-07
1950,4.785912821603233e-08,0.0,4.222238616513607e-07
1951,5.437314876122201e-08,1.0661401761424827e-09,4.5417570326833356e-07
1952,4.428817490520487e-08,0.0,5.441118711146942e-07
1953,2.8011951869189033e-08,0.0,5.537747345130128e-07
1954,4.202190595492539e-08,6.840775279570721e-09,5.091491348530042e-07
1955,4.5050916774869165e-08,2.815682353940474e-09,5.706449375253442e-07
1956,2.8779767902165077e-08,3.488456634670456e-09,5.468155830357091e-07
1957,2.9155624137189307e-08,8.835037701437898e-10,4.80626041188259e-07
1958,2.150783356968944e-08,2.4816730892496253e-09,5.145335315592803e-07
1959,3.797866554577922e-08,1.5501495642666896e-09,4.4179263003485403e-07
1960,3.183583308086213e-08,1.3841666701708277e-09,5.156020845831222e-07
1961,3.6825242577531725e-08,1.3896318540318475e-09,4.7664371560784957e-07
1962,2.853880404218856e-08,6.341956404476434e-10,5.365295181469776e-07
1963,2.3924396463925746e-08,1.2932106496776896e-09,4.933598694023544e-07
1964,3.04198408684897e-08,1.825190498738749e-09,5.317388249714838e-07
1965,2.845462471201543e-08,5.472043373977442e-10,5.477515365726049e-07
1966,3.4896172285137084e-08,2.215629901769489e-09,5.522457358075883e-07
1967,2.7116844991681432e-08,1.9721342336964653e-09,5.743841180461118e-07
1968,2.6499354238707085e-08,2.6948494546985557e-09,6.121799982494736e-07
1969,1.9983733778872192e-08,0.0,5.304773147418729e-07
1970,3.0811457163437694e-08,9.197450023812337e-10,5.477081348459478e-07
1971,3.237190426830239e-08,5.138397485282553e-10,5.390178934305823e-07
1972,3.231992451446786e-08,2.0520586896388693e-09,5.248140269031865e-07
1973,2.1501494917863795e-08,3.3079223804577396e-09,6.047984806301088e-07
1974,1.800182936051442e-08,5.625571675160757e-10,5.558064837263288e-07
1975,2.3988216302228693e-08,1.1422960355389478e-09,6.128418443829275e-07
1976,2.799628251448638e-08,1.142705374768127e-09,5.902073314523193e-07
1977,2.762087519814216e-08,5.876781838942691e-10,6.652517168248551e-07
1978,1.544553818177974e-08,0.0,7.152472152327505e-07
1979,2.2237499397448346e-08,1.1703946700691858e-09,6.554210418840967e-07
1980,2.6151693477416416e-08,5.685150683554241e-10,6.390109454912363e-07
1981,3.099519318983113e-08,0.0,8.786188345766277e-07
1982,2.855451075589599e-08,1.2415004579935385e-09,7.132419934663403e-07
1983,3.34711742766558e-08,1.2630632095778083e-09,7.919406392886685e-07
1984,2.203623239438457e-08,2.3196033982486597e-09,7.063192244416427e-07
1985,2.0452897042666507e-08,0.0,8.072878960874164e-07
1986,1.558566253834215e-08,5.994485463567401e-10,7.043520526828217e-07
1987,3.1165165392810223e-08,0.0,7.491861495623198e-07
1988,2.4585871116755698e-08,1.7989661427186832e-09,7.489695530438212e-07
1989,8.232183490441969e-09,5.488122178931576e-10,7.24432108523132e-07
1990,1.3076762395147767e-08,5.44865097484859e-10,7.573624900558684e-07
1991,2.4032006884500134e-08,1.7584396161396398e-09,7.7898871087001e-07
1992,2.589673719910479e-08,1.1019888335184191e-09,8.46878393190309e-07
1993,2.1602909072715448e-08,2.2156829704300662e-09,8.270036406798909e-07
1994,3.006708104713596e-08,1.0549853213248639e-09,8.877701205278754e-07
1995,2.1147558093570495e-08,0.0,8.11740882511458e-07
1996,2.1886177981045307e-08,3.736664533349199e-09,8.994685600782759e-07
1997,2.5412941528912825e-08,0.0,8.649989560183258e-07
1998,2.622471095836687e-08,0.0,8.844879424430019e-07
1999,1.9651864940906094e-08,0.0,8.537135709474342e-07
2000,1.7672125429690766e-08,1.3254094488601709e-09,8.77421038936177e-07
2001,2.2782301822843465e-08,1.7524847129024579e-09,8.394401493916348e-07
2002,2.1029863794819192e-08,1.7524885431718928e-09,9.507250560147895e-07
2003,2.416815325645416e-08,0.0,8.958884061271988e-07
2004,3.2595453669514995e-08,4.404791253964646e-10,8.888868485712464e-07
2005,1.8915747634906666e-08,0.0,8.903912984692397e-07
2006,2.841343960113818e-08,8.235779835885637e-10,9.487618157777433e-07
2007,2.476577309895589e-08,3.994479469415779e-10,9.119396535695046e-07
2008,3.065356590781221e-08,0.0,9.15775263621299e-07
2009,2.527141984565162e-08,4.76819250749827e-10,8.778242310825135e-07
2010,2.5508483103564572e-08,0.0,8.318599533652105e-07
2011,2.829739281784427e-08,3.82397197240536e-10,8.795135357786421e-07
2012,2.2808492483594733e-08,1.0212758416727752e-09,1.0233183562746717e-06
2013,2.593886311297311e-08,2.789125042035323e-10,1.0369966831902389e-06
2014,2.4902618744881977e-08,0.0,1.0069320142136462e-06
2015,3.258365821601217e-08,4.433150790905671e-10,9.591121852281503e-07
2016,3.252003932807668e-08,8.285360175719347e-10,9.430811509503201e-07
2017,3.245138557872451e-08,2.515611330355938e-10,9.076325846457678e-07
2018,3.484980037882224e-08,2.5814667070633845e-10,9.386212784789905e-07
2019,3.418323579751359e-08,5.1019755087367e-10,9.11723012642085e-07
