year,mêmes_ADJ îles_NOUN,mêmes_ADJ iles_NOUN,mêmes_ADJ fils_NOUN
1800,5.973912209356058e-08,3.144164484325529e-09,5.0306631749208464e-08
1801,1.904946067554647e-08,2.3811825400343878e-08,3.5717739876872656e-08
1802,6.713520406265161e-09,0.0,3.5805442166747525e-08
1803,5.851017448321727e-09,0.0,8.581492494386112e-08
1804,1.9774807569206132e-08,0.0,4.449331569844617e-08
1805,0.0,2.842877711017877e-09,3.695740957709859e-08
1806,2.881669125542885e-09,0.0,7.780506905419315e-08
1807,1.4234775136401367e-08,0.0,4.839823830593559e-08
1808,1.1330369531492579e-08,0.0,2.4926814390369145e-08
1809,1.129515236897305e-08,0.0,1.3554183553310395e-08
1810,0.0,2.3401267590372754e-09,1.0998595456612748e-07
1811,0.0,0.0,1.0529722516139373e-07
1812,0.0,0.0,1.8670457180292033e-08
1813,0.0,0.0,1.9267469042461016e-07
1814,0.0,0.0,4.405347908686963e-08
1815,1.8880564667256294e-08,8.091670444798638e-09,1.3486118000116676e-08
1816,9.270415546325239e-09,2.3176038865813098e-09,5.0987285504788815e-08
1817,0.0,0.0,2.1796227045456362e-08
1818,5.960588467246453e-09,1.1921177378582115e-09,1.5497530370112145e-08
1819,1.449147024601416e-08,4.140420006848444e-09,3.1053151161586356e-09
1820,0.0,0.0,5.102586797534059e-08
1821,1.1833785507064931e-08,9.86148829262845e-10,4.6348993976153e-08
1822,5.012807946513931e-09,0.0,9.023054303725075e-08
1823,2.3718449426723964e-08,0.0,4.5460360809101985e-08
1824,5.052667617633233e-09,1.6842225392110777e-09,7.242157096243318e-08
1825,3.522177216552791e-09,8.805443041381977e-10,2.1133063299316746e-08
1826,4.403992281964975e-09,8.807984341885344e-10,5.989429041619587e-08
1827,1.1982455028203276e-08,0.0,4.7008093417844066e-08
1828,4.1275356466030644e-08,0.0,1.9261833017480967e-08
1829,1.2002446148073886e-08,0.0,6.858540846366168e-09
1830,1.0436835395921662e-08,2.0873671680021744e-09,1.461157062010443e-08
1831,7.795603274018958e-09,0.0,2.8064171431196883e-08
1832,0.0,0.0,1.488296597074168e-08
1833,5.791814139399776e-09,1.1583628500844156e-09,9.614411311531512e-08
1834,1.213489042584115e-08,0.0,5.3206825612051034e-08
1835,1.739510224751939e-08,0.0,1.9664028627630614e-08
1836,2.016225053580456e-08,6.720750067579218e-10,1.68018754465038e-08
1837,6.957890930081589e-10,0.0,2.365682938432201e-08
1838,5.680945491803868e-09,0.0,5.049729523420865e-08
1839,2.0974426639952526e-09,0.0,7.2012191765225e-08
1840,6.369688665408546e-10,1.2739377330817092e-09,3.4396318682183846e-08
1841,4.494383976094696e-09,6.420548537278137e-10,7.704657889462396e-08
1842,6.708265054555795e-09,6.708265054555795e-10,3.8237111255057243e-08
1843,5.31621990873532e-09,1.1813822142769936e-09,5.1390127708828004e-08
1844,5.488561272137815e-10,0.0,7.57421432240335e-08
1845,8.928364714222425e-09,1.6740683839167048e-09,6.528866691724033e-08
1846,2.3418005312692003e-09,4.0981511517657054e-09,5.561776106333127e-08
1847,3.235934187273415e-09,1.0786447290911383e-09,3.289866512545814e-08
1848,1.528592186161859e-08,2.413566457803995e-09,1.206783295515379e-08
1849,8.379414939696517e-10,1.6758829879393033e-09,3.6869426622843093e-08
1850,4.073397619208663e-09,1.3577992064028876e-09,4.2091777174846357e-08
1851,2.579775504329973e-09,0.0,3.8696633453128015e-08
1852,1.3672145193766028e-08,2.6042181744401205e-09,7.0313888045348e-08
1853,5.971931837933653e-10,1.7915795513800958e-09,5.6733352238325097e-08
1854,1.0391328908454511e-09,5.195664454227256e-10,4.2084881357595805e-08
1855,1.0613874223963649e-08,2.653468555990912e-09,3.6087172361476405e-08
1856,1.5531567143511893e-09,2.0708756931497874e-09,7.76578374939163e-08
1857,0.0,4.881509085841174e-10,9.909463472013158e-08
1858,9.787352261980686e-09,4.893676019968041e-10,5.627727261980908e-08
1859,0.0,0.0,6.416138376152958e-08
1860,9.154367819341758e-10,4.577183909670879e-10,7.506581312100025e-08
1861,5.659156698811785e-09,9.431927461278633e-10,5.32903889904901e-08
1862,1.8071945051545413e-09,0.0,3.5240294238292336e-08
1863,4.994620828036034e-10,3.995696662428827e-09,3.9457503930862003e-08
1864,3.835782358407869e-09,4.794727948009836e-10,3.548098703731739e-08
1865,4.706844358715045e-10,4.706844247692743e-09,3.95374932793402e-08
1866,0.0,4.865612912574591e-10,4.962925004292629e-08
1867,1.94112459439566e-09,0.0,2.7661025470138156e-08
1868,1.975949626142892e-09,0.0,3.951899429921468e-08
1869,2.441759683335931e-09,0.0,3.711474505507795e-08
1870,1.7202146374017957e-09,0.0,5.3326655091723296e-08
1871,0.0,0.0,4.991953161948004e-08
1872,9.071008832961525e-09,6.047339295989218e-10,5.5635521079011596e-08
1873,1.1972008939764578e-09,0.0,4.3697831131339626e-08
1874,2.3898436563030145e-09,5.974609140757536e-10,1.8521287614703397e-08
1875,1.716458086775674e-08,5.721527140956084e-10,2.1741803024610817e-08
1876,0.0,3.627608879952504e-09,5.2600327649088285e-08
1877,1.1132669008873108e-08,6.184815992682502e-10,4.7004601100297805e-08
1878,3.6234530931267273e-09,6.039088673581716e-10,5.978697714681402e-08
1879,6.720257683667796e-09,6.10932526790009e-10,4.215434401544371e-08
1880,1.2835692508872398e-09,4.492492600149944e-09,4.8775632421893533e-08
1881,4.8807553554297556e-09,0.0,5.5780059682319916e-08
1882,8.652000893505374e-09,1.3310770263785798e-09,4.9249848643739824e-08
1883,1.8958017378167824e-09,6.319338941018771e-10,5.8769852984141835e-08
1884,4.621187876807653e-09,3.300848483434038e-09,6.601696611596708e-08
1885,6.445635691854079e-10,6.445635691854079e-10,8.701608322780885e-08
1886,4.5174246565693466e-09,0.0,1.1487165352264128e-07
1887,6.528924623161458e-10,0.0,6.528924956228366e-08
1888,2.53624587998047e-09,1.268122939990235e-09,5.0090857683926515e-08
1889,6.265136742733546e-10,0.0,6.891650627949275e-08
1890,2.6217545912032847e-09,1.3108772956016423e-09,6.161123167203186e-08
1891,1.2748440081367107e-09,6.374220040683554e-10,7.01164211136529e-08
1892,2.5074049503359674e-09,6.268512375839919e-10,3.322311670217459e-08
1893,4.926733243593162e-09,0.0,4.434059874824925e-08
1894,6.301539290376468e-10,6.301539290376468e-10,4.285046628638156e-08
1895,6.018614495673091e-09,0.0,3.7315409429083957e-08
1896,5.89702897624278e-10,5.89702897624278e-10,3.184395680477792e-08
1897,0.0,5.826713556089658e-10,3.903898004864459e-08
1898,2.26334195829736e-09,5.6583548957434e-10,1.5277558773618694e-08
1899,1.6582735185011188e-09,5.527578395003729e-10,3.040167939616367e-08
1900,2.07642125715779e-09,5.191053142894475e-10,2.2321527737290126e-08
1901,3.353243460679778e-09,5.588738916095792e-10,3.856229824350521e-08
1902,4.910283846193408e-10,0.0,6.874397229239548e-08
1903,0.0,5.400220270956879e-10,1.674068350610014e-08
1904,0.0,2.1498500757388683e-09,3.117282432185675e-08
1905,5.160759042333041e-10,2.0643036724443675e-09,1.5482276793932215e-08
1906,1.0288369045596824e-09,1.0288369045596824e-09,3.446603713541663e-08
1907,5.142843373384665e-10,0.0,3.291419758966185e-08
1908,1.4734167219643268e-09,0.0,1.817213934884876e-08
1909,4.950885035270858e-09,1.1001967115120692e-09,3.355599886845084e-08
1910,6.947395991829808e-09,0.0,3.20649036211762e-08
1911,2.128149656499545e-09,0.0,2.8730021028877673e-08
1912,4.167536982180309e-09,0.0,3.334029585744247e-08
1913,1.060597942803554e-09,5.30298971401777e-10,4.454511426388308e-08
1914,1.3393487430235496e-09,0.0,1.875088173619588e-08
1915,9.424609537234119e-09,2.3561523843085297e-09,1.8849219074468238e-08
1916,2.197492410260793e-09,0.0,2.4172416956957932e-08
1917,6.57985488317081e-09,0.0,3.289927263949721e-08
1918,1.1486376294556067e-09,0.0,2.5270027848023346e-08
1919,0.0,0.0,6.813807829075813e-08
1920,7.572231730534895e-10,0.0,3.63467123065675e-08
1921,2.2718242842501013e-09,0.0,2.877644078580488e-08
1922,7.377935484775833e-10,7.377935484775833e-10,2.2871599725249325e-08
1923,1.0615948120573648e-09,0.0,1.2739137744688378e-08
1924,0.0,0.0,2.9650736976805092e-08
1925,3.299453377181294e-09,0.0,2.639562701745035e-08
1926,1.1146138456652466e-09,0.0,4.458455293843144e-08
1927,4.4596899506643695e-09,0.0,3.5677519605314956e-08
1928,2.2852082448565625e-09,0.0,5.0274582719112004e-08
1929,5.570202965543558e-09,0.0,3.119313873867213e-08
1930,3.1510811737689437e-09,1.0503603542488804e-09,3.676261073337628e-08
1931,0.0,0.0,3.42160717536899e-08
1932,6.575722188983946e-09,2.1919073223131136e-09,7.6716757391182e-09
1933,0.0,0.0,3.326492148403304e-08
1934,2.3963160344919743e-09,0.0,3.4746584276490466e-08
1935,1.196828414151696e-08,1.196828414151696e-09,1.795242710045386e-08
1936,2.424942913137329e-09,0.0,2.424942913137329e-08
1937,1.2591118148108649e-09,0.0,3.021868266728234e-08
1938,1.2965214457594243e-09,0.0,4.2785206488815675e-08
1939,0.0,0.0,3.8235125288110794e-08
1940,2.5357829169792012e-09,0.0,2.7893612752905028e-08
1941,5.9030051957620344e-09,0.0,2.9515025978810172e-09
1942,0.0,0.0,1.8205270180260413e-08
1943,0.0,0.0,1.7419411690866582e-08
1944,0.0,0.0,2.8918675454292497e-08
1945,4.357008087652048e-09,0.0,1.742803235060819e-08
1946,1.3921104269343232e-09,1.3921104269343232e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,1.1920870957027319e-09,1.907339353124371e-08
1948,1.0871887834440486e-09,0.0,4.240036233227329e-08
1949,0.0,0.0,2.3560819073509265e-08
1950,2.1270722960764488e-09,1.0635361480382244e-09,2.1270722072586068e-08
1951,0.0,0.0,1.5992101864981123e-08
1952,1.0544803918932644e-09,2.1089607837865287e-09,2.741649041126948e-08
1953,5.386913581872932e-09,2.1547654771580937e-09,2.5857186614075545e-08
1954,6.840775057526116e-09,9.772536113672459e-10,2.052232517257835e-08
1955,3.754243138587299e-09,1.8771215692936494e-09,1.6894095011821264e-08
1956,3.488456634670456e-09,0.0,1.4825940475304833e-08
1957,8.835037701437898e-10,8.835037701437898e-10,1.5903067307476704e-08
1958,8.272243445794913e-10,1.6544486891589827e-09,1.7371711180658167e-08
1959,1.5501495642666896e-09,0.0,2.6352543258667538e-08
1960,6.920833350854139e-10,0.0,2.906750040665429e-08
1961,2.08444772553662e-09,2.0844477810477713e-09,2.848745239703021e-08
1962,7.610347907416326e-09,6.341956404476434e-10,1.6489087428794846e-08
1963,1.2932106496776896e-09,0.0,1.4871922360271128e-08
1964,2.4335873316516654e-09,0.0,2.068549243006146e-08
1965,1.6416130677043839e-09,0.0,1.91521518644322e-08
1966,5.539074754423723e-10,0.0,2.3818021332999706e-08
1967,3.451234853457663e-09,9.860671168482327e-10,2.267954357648705e-08
1968,8.982831700699023e-10,4.4914158503495116e-10,2.0211372131484495e-08
1969,1.8167031212712459e-09,9.083515606356229e-10,2.3162964879475112e-08
1970,9.197450023812337e-10,1.3796175313274261e-09,4.598724956395017e-08
1971,0.0,5.138397485282553e-10,2.7747345754391972e-08
1972,5.130146862875051e-10,0.0,1.898154344814884e-08
1973,0.0,1.6539611902288698e-09,1.543697081274331e-08
1974,0.0,1.1251143350321513e-09,1.5751600912494723e-08
1975,1.7134440533084216e-09,0.0,1.8276736568623164e-08
1976,5.713526873840635e-10,0.0,1.3712464053128315e-08
1977,5.876781838942691e-10,0.0,2.3507126911681553e-08
1978,2.970295565063452e-09,5.940591352171509e-10,1.3069301196821925e-08
1979,1.1703946700691858e-09,5.851973350345929e-10,2.1652301285257636e-08
1980,1.7055452605774235e-09,0.0,1.762396628635088e-08
1981,2.5302198114474095e-09,2.5302198114474095e-09,2.4037088763861902e-08
1982,4.345251713999687e-09,1.2415004579935385e-09,2.855450986771757e-08
1983,6.315316047889041e-10,6.315316047889041e-10,1.1999100379966876e-08
1984,5.799008495621649e-10,0.0,3.3054348591576854e-08
1985,0.0,0.0,2.707001200974446e-08
1986,0.0,1.1988970927134801e-09,2.3977941410180392e-08
1987,6.110816852533674e-10,0.0,2.261002229886344e-08
1988,5.996553809062277e-10,0.0,2.4585871116755698e-08
1989,1.6464366536794728e-09,0.0,2.030605195102453e-08
1990,1.089730194969718e-09,0.0,2.7788120249283565e-08
1991,1.7584396161396398e-09,0.0,2.3445860364290638e-08
1992,5.509944167592096e-10,0.0,2.3692759754112558e-08
1993,5.539207315052863e-09,0.0,3.655877023334142e-08
1994,0.0,0.0,1.7407257857371405e-08
1995,1.0844901643380922e-09,0.0,2.3858783393393423e-08
1996,2.6690460952494277e-09,5.338092190498855e-10,2.2953797085278893e-08
1997,1.917957792585412e-09,4.79489448146353e-10,2.7330898433319817e-08
1998,1.9072516899143466e-09,0.0,1.716526476513991e-08
1999,2.7421207526856506e-09,0.0,1.96518641359944e-08
2000,3.092622158362701e-09,0.0,2.164835422036049e-08
2001,2.6287270138425356e-09,0.0,2.716351232834313e-08
2002,0.0,0.0,2.4972962364699924e-08
2003,8.333845835650777e-10,4.1669229178253886e-10,2.1667998950647416e-08
2004,2.2023955992267474e-09,8.809582507929292e-10,1.7178685141061578e-08
2005,1.3511248786457486e-09,0.0,1.8915748967174295e-08
2006,2.8825228870488218e-09,0.0,2.3471972809829822e-08
2007,2.7961355453243186e-09,0.0,1.917350189728495e-08
2008,2.1287198670449925e-09,0.0,1.8732734474724566e-08
2009,2.384096253749135e-09,0.0,2.098004614481397e-08
2010,1.4171379625338432e-09,0.0,1.322662068758973e-08
2011,3.82397197240536e-10,0.0,1.644307978665438e-08
2012,1.3617010852229328e-09,0.0,1.6340413466764403e-08
2013,1.1156500168141292e-09,0.0,1.3945625099154313e-08
2014,1.7323561474213989e-09,0.0,2.3603352161671864e-08
2015,8.866301581811342e-10,0.0,1.795426030071212e-08
2016,6.214020409345267e-10,0.0,1.7606391011781852e-08
2017,7.54683426862357e-10,0.0,1.3835862233690932e-08
2018,2.0651733656507076e-09,0.0,1.858655984676716e-08
2019,7.65296326310505e-10,0.0,1.607122257496485e-08
