year,gros_ADJ oeufs_NOUN,gros_ADJ feux_NOUN
1875,0.0,7.437985338754061e-09
1876,6.04601479992084e-10,4.232210137899983e-09
1877,0.0,6.184815992682502e-10
1878,1.2078177347163432e-09,4.831270938865373e-09
1879,0.0,5.498392852132383e-09
1880,1.2835692508872398e-09,5.776061406947974e-09
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,4.6587693702804245e-09,1.3310770263785798e-09
1883,1.2638677882037541e-09,2.5277355764075082e-09
1884,0.0,3.9610181801208455e-09
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,0.0,0.0
1887,0.0,4.570247291724172e-09
1888,0.0,7.60873763994141e-09
1889,6.265136742733546e-10,2.5060546970934183e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,0.0,1.2748440081367107e-09
1892,6.268512375839919e-10,1.2537024751679837e-09
1893,0.0,0.0
1894,1.8904617871129403e-09,6.9316934414587195e-09
1895,1.2037228991346183e-09,0.0
1896,0.0,5.89702897624278e-10
1897,5.826713556089658e-10,1.7480140668268973e-09
1898,1.7540900287826844e-08,5.6583548957434e-10
1899,1.6582735185011188e-09,5.527578395003729e-10
1900,2.07642125715779e-09,2.07642125715779e-09
1901,2.794369402536745e-09,5.588738916095792e-10
1902,1.4730852093691738e-09,2.455141867585553e-09
1903,5.400220270956879e-10,5.400220270956879e-10
1904,1.6123875568041512e-09,1.4511488011237361e-08
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,1.5432553013283723e-09,5.144184633820714e-09
1907,4.114274698707732e-09,1.5428529565042481e-09
1908,1.964555629285769e-09,1.4734167219643268e-09
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,3.1922244847493175e-09,5.320374141248863e-10
1912,1.0418842455450772e-09,1.0418842455450772e-09
1913,2.6514948014977335e-09,3.181793939432964e-09
1914,2.343860217024485e-08,6.027069510139427e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,1.8415696745321952e-09,3.6831393490643904e-09
1920,3.028892692213958e-09,3.028892692213958e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,0.0,7.377935484775833e-10
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,6.445812328337297e-09,0.0
1925,1.2097995494286806e-08,3.299453377181294e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,3.3447675740205796e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,0.0
1929,4.4561625500705304e-09,4.4561625500705304e-09
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,1.2545892325022123e-08,2.2810713318222042e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,6.371844563091145e-08,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,0.0
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,2.0656587551570738e-08,1.0871887834440486e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,1.2653764258629963e-08,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,8.447047505910632e-09,0.0
1956,5.232684952005684e-09,0.0
1957,6.184526224473075e-09,0.0
1958,0.0,2.4816730892496253e-09
1959,0.0,2.325224457422337e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,4.86371165564492e-09,2.08444772553662e-09
1962,9.512934440181198e-09,2.5367825617905737e-09
1963,3.879631726988464e-09,1.2932106940866106e-08
1964,2.007709554163739e-08,1.8251904432275978e-09
1965,1.2038495533772675e-08,3.2832261354087677e-09
1966,2.769537488234164e-09,1.6617224263271169e-09
1967,2.465167847631733e-09,6.902469706915326e-09
1968,2.245707841908029e-09,2.6948494546985557e-09
1969,3.1792304344691047e-09,4.087581828571274e-09
1970,7.3579600190498695e-09,0.0
1971,4.1107179882260425e-09,2.0553589941130213e-09
1972,2.0520587451500205e-09,5.643161493651405e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,2.812785782069227e-09
1975,6.8537762132336866e-09,5.140332159925265e-09
1976,7.427584769459372e-09,2.856763492431469e-09
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,6.534650598410963e-09,7.72276909088987e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,3.97960553399912e-09
1981,6.325549417596221e-09,0.0
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,9.02333674446254e-09,3.0077789148208467e-09
1986,3.5966913891627428e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,7.795519785247507e-09,3.597932174415064e-09
1989,1.2073869015694072e-08,3.2928733073589456e-09
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,3.856960972825618e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,8.133675954979935e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,2.876936688878118e-09,5.274384040632185e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,9.140402323914998e-10,2.285100553223174e-09
2000,1.3254094488601709e-09,3.5344251969604557e-09
2001,1.7524847129024579e-09,0.0
2002,8.76244299341522e-10,1.3143663935011318e-09
2003,1.6667691671301554e-09,1.2500769308587678e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,2.251874686720612e-09,2.251874686720612e-09
2006,2.8825228870488218e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,9.53638501499654e-10
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,3.823971805871906e-09,7.64794394481072e-10
2012,1.3617010630184723e-08,7.148930780687124e-09
2013,4.741512515948898e-09,3.3469500504423877e-09
2014,3.2481677347817595e-09,4.114345752981308e-09
2015,3.103205470367243e-09,3.103205470367243e-09
2016,6.006886099640951e-09,4.556948152156792e-09
2017,2.7671724911471074e-09,4.024978128569501e-09
2018,6.711813327342497e-09,5.162933192082164e-09
2019,1.02039510174734e-09,7.652963596171958e-09
