year,nombreux_ADJ acteurs_NOUN,nombreux_ADJ facteurs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,0.0,0.0
1808,1.3596443970698147e-08,0.0
1809,2.259030518203531e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,2.1337665856435706e-08
1813,0.0,2.8757416448144113e-09
1814,2.8320094713762956e-08,3.1466771410748606e-09
1815,1.8880564667256294e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,1.556873407970727e-09
1818,4.768470951432846e-09,0.0
1819,9.315945348475907e-09,0.0
1820,9.493184904840746e-09,0.0
1821,1.97229765852569e-09,0.0
1822,0.0,0.0
1823,4.941343334508019e-09,9.882686891060644e-10
1824,0.0,0.0
1825,1.7610886970942374e-08,0.0
1826,3.5231937367541377e-09,0.0
1827,0.0,2.7651818612639545e-09
1828,0.0,1.8344602503717056e-09
1829,1.971830521085849e-08,8.57317605795771e-10
1830,2.0873671680021744e-09,7.305785310052215e-09
1831,1.5591206103948707e-09,0.0
1832,0.0,0.0
1833,1.1583628500844156e-09,1.1583628278799551e-08
1834,5.600718555598405e-09,1.120143711119681e-08
1835,6.050470346963266e-09,7.563087933704082e-10
1836,6.720750067579218e-10,0.0
1837,4.174734336004349e-09,0.0
1838,9.468243078458727e-09,0.0
1839,3.4957374772659477e-09,0.0
1840,1.52872523528913e-08,1.9109065441114126e-09
1841,6.420548537278137e-10,1.2841097074556274e-09
1842,1.341653010911159e-08,6.708265054555795e-10
1843,6.497602011990011e-09,1.1813822142769936e-09
1844,7.1351298203126134e-09,1.097712254427563e-09
1845,6.696273757711424e-09,1.674068439427856e-09
1846,2.0490753982471688e-08,0.0
1847,1.6179670936367074e-09,1.6179670936367074e-09
1848,1.448139919091318e-08,4.82713291560799e-09
1849,2.513824481908955e-09,0.0
1850,1.3577992064028876e-08,7.467895635215882e-09
1851,5.159551008659946e-09,0.0
1852,1.3672145193766028e-08,2.6042181744401205e-09
1853,3.5831591027601917e-09,2.388772735173461e-09
1854,5.195664343204953e-09,5.195664343204953e-09
1855,4.2455496895854594e-09,0.0
1856,1.501384794266869e-08,5.177189232874468e-10
1857,4.881509085841174e-10,2.9289055625270066e-09
1858,4.893676130990343e-09,9.787352039936081e-10
1859,8.147477359443656e-09,5.092173349652285e-10
1860,5.034902272882391e-09,4.577183909670879e-10
1861,1.4147891747029462e-09,2.357981809808507e-09
1862,4.9697850279528666e-09,2.2589932147099034e-09
1863,1.39849385405455e-08,0.0
1864,6.712618905169165e-09,7.671564716815737e-09
1865,8.943004559114343e-09,8.943004559114343e-09
1866,4.379051787850585e-09,4.865612912574591e-10
1867,1.455843445796745e-09,4.367530337390235e-09
1868,1.679557115608077e-08,1.2349684830326169e-08
1869,1.4650557433881772e-09,4.883519144627257e-10
1870,2.2936195165357276e-09,1.0321287824410774e-08
1871,3.18635318130589e-09,0.0
1872,6.047339518033823e-09,1.2094678591978436e-09
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,7.766991494406739e-09,0.0
1875,1.716458086775674e-09,5.149374260327022e-09
1876,8.464420275799966e-09,6.650616057868319e-09
1877,1.8554447978047506e-09,1.608052180301911e-08
1878,0.0,1.7513357875031943e-08
1879,6.10932526790009e-10,7.331190321480108e-09
1880,5.776061406947974e-09,1.9895322722618403e-08
1881,4.183504653809678e-09,1.4642266066289267e-08
1882,2.6621540527571597e-09,1.4641846846075168e-08
1883,3.791603475633565e-09,7.58320695126713e-09
1884,1.9805090900604227e-09,1.7164412113856997e-08
1885,3.86738152613475e-09,1.5469526104539e-08
1886,1.4842966855610484e-08,1.677900662855336e-08
1887,1.3710741875172516e-08,2.4809914123125054e-08
1888,3.1703073499755874e-09,3.550744054336974e-08
1889,1.2530273707511697e-08,1.3783300722991498e-08
1890,5.243509182406569e-09,5.177965434199905e-08
1891,7.649063604731055e-09,2.1672347472190268e-08
1892,1.9432388143059143e-08,3.63573704476039e-08
1893,1.3548516086814288e-08,6.158416709922676e-08
1894,0.0,3.3398158905129094e-08
1895,4.814891596538473e-09,5.8982422501685505e-08
1896,1.179405795248556e-09,6.191880430606034e-08
1897,2.330685422435863e-09,5.535378022614168e-08
1898,1.3580051749784161e-08,8.148030872234813e-08
1899,4.4220627160029835e-09,5.7486815308038786e-08
1900,5.710158568206225e-09,6.281174336209006e-08
1901,9.500856101851696e-09,8.830207320897898e-08
1902,2.9461704187383475e-09,6.432471622019875e-08
1903,3.7801539676252105e-09,8.154332675758269e-08
1904,4.299700151477737e-09,1.0319280363546568e-07
1905,9.805441791854719e-09,9.082936003323994e-08
1906,3.0865106026567446e-09,1.21917167916763e-07
1907,4.6285588695127444e-09,1.0954256168815846e-07
1908,4.911389073214423e-09,1.3358977923871862e-07
1909,4.400786846048277e-09,1.3752459437910147e-07
1910,8.550641084070776e-09,1.2451870645691088e-07
1911,6.916486494645824e-09,1.1438804392582824e-07
1912,1.0418842677495377e-08,1.5367793082532444e-07
1913,2.6514948014977335e-09,1.3522624442430242e-07
1914,2.678697486047099e-09,1.54694774323616e-07
1915,1.1780762143587253e-08,1.284103063881048e-07
1916,1.0987462051303964e-09,1.219608236624481e-07
1917,3.289927441585405e-09,1.601097920911343e-07
1918,9.189101035644853e-09,1.64255183676687e-07
1919,5.524709134618888e-09,1.8784010080707958e-07
1920,3.028892692213958e-09,2.14294161082762e-07
1921,1.1359120755116692e-08,1.961341524747695e-07
1922,6.640141769764796e-09,2.6339230885241705e-07
1923,2.1231896241147297e-09,2.314276628112566e-07
1924,2.578324886925998e-09,2.2560342927135935e-07
1925,8.798542339150117e-09,2.232630151866033e-07
1926,3.343841648018042e-09,2.686219318093208e-07
1927,6.689535148041159e-09,2.463978603373107e-07
1928,1.2568645679778001e-08,2.4794508135528304e-07
1929,5.570202965543558e-09,2.4397490960836876e-07
1930,8.402882833991043e-09,3.1300737646233756e-07
1931,5.7026783295555106e-09,3.364580152265262e-07
1932,5.4797681947604815e-09,3.298820558939042e-07
1933,1.605892663292252e-08,4.0262023048853735e-07
1934,1.1981580172459871e-08,3.8700503068866965e-07
1935,2.393656828303392e-09,4.045280093123438e-07
1936,1.2124714565686645e-09,4.4133960841463704e-07
1937,7.554670666820584e-09,4.885353632744227e-07
1938,1.6854778905894818e-08,5.289807631925214e-07
1939,1.5294050470515685e-09,4.190569882212003e-07
1940,1.0143131667916805e-08,4.513693454555323e-07
1941,2.066051862925633e-08,4.89949457005423e-07
1942,6.068423541449874e-09,4.7333702468677075e-07
1943,1.1612940831184915e-08,5.835502747686405e-07
1944,1.927911696952833e-08,7.61525143389008e-07
1945,1.089252066321933e-08,4.6402135467360495e-07
1946,9.744772988540262e-09,5.331783086148789e-07
1947,1.6689218895749036e-08,5.316708211466903e-07
1948,1.848220954059343e-08,7.392883958345919e-07
1949,4.515823803785679e-08,7.804521828802535e-07
1950,1.595304155443955e-08,7.285222523023549e-07
1951,1.3859822622919182e-08,6.450147793657379e-07
1952,9.490323193972472e-09,8.224947123380844e-07
1953,1.723812381726475e-08,7.45548845770827e-07
1954,1.4658803948464083e-08,7.73984879742784e-07
1955,1.9709776921672528e-08,8.400119213547441e-07
1956,8.72114114258693e-09,9.043823752108437e-07
1957,7.951533653738352e-09,9.055913778865943e-07
1958,1.8198935691771112e-08,1.0315487770640175e-06
1959,1.9376869886400527e-08,8.587828688177979e-07
1960,2.353083417006019e-08,8.775616606726544e-07
1961,2.709782087606527e-08,9.192414722747344e-07
1962,1.2049716779927166e-08,8.580666985835705e-07
1963,2.198458126656533e-08,9.058940690920281e-07
1964,1.520992043424485e-08,8.979937433650775e-07
1965,2.7360217202954118e-08,8.197121132980101e-07
1966,1.163205709531212e-08,9.239176961273188e-07
1967,8.381570104631919e-09,8.938698670135636e-07
1968,2.4702787371211343e-08,8.255222496700299e-07
1969,1.8167030546578644e-08,7.516609343838354e-07
1970,3.449043717296263e-08,7.629284937138436e-07
1971,2.4150468291850302e-08,8.18032901861443e-07
1972,2.0520587895589415e-08,8.634037271804118e-07
1973,2.7566018800939673e-08,7.927986871436588e-07
1974,2.193973003272731e-08,8.145827905536862e-07
1975,3.0270843609514486e-08,8.030341405174113e-07
1976,3.7709277478370495e-08,7.861813173803966e-07
1977,3.526069036752233e-08,7.440006015713152e-07
1978,2.198018833610149e-08,7.265343242579547e-07
1979,3.920822067016161e-08,6.934588441254164e-07
1980,4.2638628627855724e-08,7.845508207537932e-07
1981,7.147870917378896e-08,7.868983402659069e-07
1982,4.96600165433847e-08,7.368305432464695e-07
1983,7.010000757645685e-08,7.894145142017805e-07
1984,7.422730874395711e-08,7.515515108025284e-07
1985,9.263959555028123e-08,7.13445160727133e-07
1986,9.531231626169756e-08,7.499101570829225e-07
1987,1.0449496556930171e-07,7.436864279952715e-07
1988,1.361217698558903e-07,6.380333275046723e-07
1989,1.2018988115869433e-07,7.030284336906334e-07
1990,1.1769085972446192e-07,7.094143370522943e-07
1991,1.2953837824625225e-07,6.523810611724912e-07
1992,1.807261753583589e-07,7.399855235235009e-07
1993,2.005193096010771e-07,6.663666454187478e-07
1994,2.0361216002129368e-07,6.366836373672413e-07
1995,2.5539742409819155e-07,6.799753577979573e-07
1996,2.482212835275277e-07,6.81140591041185e-07
1997,3.1214761975206784e-07,6.732032034051372e-07
1998,3.7048363310532295e-07,7.338151135627413e-07
1999,3.7247139061946655e-07,7.275760367519979e-07
2000,4.1396955907657684e-07,6.936309659977269e-07
2001,4.3593055920609913e-07,8.105241704470245e-07
2002,4.442558463324531e-07,7.456839057340403e-07
2003,5.346162197383819e-07,7.725475370534696e-07
2004,5.118367312206829e-07,8.091601557680406e-07
2005,5.553123401114135e-07,8.890401659300551e-07
2006,5.427378937383764e-07,8.153422186296666e-07
2007,5.057011094322661e-07,8.064853886935452e-07
2008,5.572988470703422e-07,8.131709705594403e-07
2009,5.526335371541791e-07,8.749633479965269e-07
2010,5.668551352755458e-07,8.446141919193906e-07
2011,4.955867893841059e-07,9.525514315100736e-07
2012,4.469783903005009e-07,8.309780810122902e-07
2013,4.788927867593884e-07,6.621382908633677e-07
2014,3.5448337598609214e-07,4.978358560947527e-07
2015,3.918905235877901e-07,5.042709290137282e-07
2016,3.496421925319737e-07,5.066497692496341e-07
2017,4.2161644842053647e-07,5.876468094356824e-07
2018,3.967714405916922e-07,5.428824465525395e-07
2019,3.6453616303333547e-07,5.512684424502368e-07
