year,variations_NOUN in_ADJ,variations_NOUN fines_ADJ
1922,5.164555005876537e-09,0.0
1923,8.492758496458919e-09,0.0
1924,1.1602462102189293e-08,0.0
1925,1.0998177701893042e-08,0.0
1926,6.687682962969177e-09,1.1146138456652466e-09
1927,3.344767462998277e-09,0.0
1928,5.713020723163709e-09,0.0
1929,5.570202965543558e-09,0.0
1930,2.100720708497761e-09,0.0
1931,6.843213995466613e-09,0.0
1932,7.671675850140502e-09,0.0
1933,9.176529980337023e-09,0.0
1934,7.188948103475923e-09,0.0
1935,7.180970484910176e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,1.555825734911309e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,2.02862628917444e-08,7.607348528892999e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.517105863158008e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.927911696952833e-08,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,2.227376594277075e-08,0.0
1947,7.152522796260996e-09,1.1920870957027319e-09
1948,2.0656587107481528e-08,0.0
1949,2.3560819517598475e-08,1.9634016634739737e-09
1950,1.4889506516624351e-08,5.317680518146517e-09
1951,7.462981455041984e-09,0.0
1952,1.3708244983590134e-08,1.0544803918932644e-09
1953,3.1244100195948477e-08,8.619061908632375e-09
1954,2.4431340062136542e-08,1.9545072227344917e-09
1955,4.223523575319632e-08,9.385607846468247e-10
1956,3.662879377586137e-08,7.849027205963921e-09
1957,3.6223655186518045e-08,6.184526224473075e-09
1958,2.3162281426181153e-08,4.9633461784992505e-09
1959,4.650448826026832e-08,2.325224457422337e-09
1960,2.4914999841030294e-08,2.076250060767393e-09
1961,1.32015025577914e-08,5.55852741612739e-09
1962,1.9025868880362395e-08,3.805173953708163e-09
1963,2.7804029301137234e-08,6.466053248388448e-10
1964,2.0685492874150668e-08,1.8251904432275978e-09
1965,2.681301225493371e-08,4.377634699181954e-09
1966,1.9386761973549937e-08,7.200797291773142e-09
1967,2.1200443178770456e-08,5.916402479044791e-09
1968,2.4253645314331607e-08,5.3896989093971115e-09
1969,2.4071316495621886e-08,3.6334062425424918e-09
1970,1.7015282960386457e-08,1.0117195081704722e-08
1971,1.4387512958791149e-08,8.735275613958038e-09
1972,1.5903455441446113e-08,7.182205497002769e-09
1973,3.197658138276438e-08,6.064523994098181e-09
1974,3.600365872102884e-08,1.2376257352286757e-08
1975,3.712462071092659e-08,3.998036124386317e-09
1976,2.4568165279958976e-08,4.570821499072508e-09
1977,3.4085333666666884e-08,3.526069214387917e-09
1978,1.9603951351143678e-08,5.940591130126904e-09
1979,2.2237498065180716e-08,3.5111840102075575e-09
1980,2.4446148660928202e-08,5.6851505725319385e-09
1981,1.9609203150139365e-08,5.69299452024552e-09
1982,2.1726258125909226e-08,9.311253101884631e-09
1983,2.841892232652299e-08,1.326216381158929e-08
1984,2.8415140462811905e-08,8.118611560803402e-09
1985,3.3085568951207733e-08,7.218669662023558e-09
1986,3.596691300344901e-08,1.1988970705090196e-08
1987,3.6053818597281406e-08,9.777306964053878e-09
1988,4.9771397669928774e-08,5.99655392008458e-09
1989,1.8659615186322753e-08,6.585746614717891e-09
1990,3.487136535085256e-08,2.179460389939436e-09
1991,5.4511627212150415e-08,3.5168792322792797e-09
1992,1.7080826530957438e-08,4.958949695321735e-09
1993,2.6034275180109034e-08,8.308811416668505e-09
1994,2.004472099415011e-08,6.857404422078162e-09
1995,2.7112253775385398e-08,3.795715741716776e-09
1996,1.975094132689037e-08,3.736664311304594e-09
1997,1.1987236092636522e-08,4.794894259418925e-09
1998,2.0026142522056034e-08,5.72175506974304e-09
1999,1.5081663917726473e-08,4.570201106446348e-09
2000,7.510653765585573e-09,3.092622158362701e-09
2001,1.2267392879294903e-08,7.448059946568719e-09
2002,1.5772397166102792e-08,4.381221607729913e-09
2003,1.3334153337041244e-08,2.083461403401543e-09
2004,1.497628998592404e-08,3.523833003171717e-09
2005,1.4862373554080932e-08,9.908249332113428e-09
2006,1.2765458912156191e-08,3.294311934354255e-09
2007,9.98619853476157e-09,3.1955835755326234e-09
2008,5.9604156055215185e-09,3.8316958494988285e-09
2009,7.152288761247405e-09,7.1522885392028e-09
2010,8.030448306328708e-09,2.3618964561933353e-09
2011,1.07071211896681e-08,3.823971805871906e-09
2012,3.0638275250183256e-09,4.425528388196653e-09
2013,8.646287685820653e-09,2.2313000336282585e-09
2014,7.795602607885144e-09,3.681256854903836e-09
2015,6.64972610309178e-09,6.649726325136385e-10
2016,2.6927421403755147e-09,1.4499380585064614e-09
2017,8.804639684001359e-09,1.509366853724714e-09
2018,8.002546625363038e-09,1.8070267504555204e-09
2019,9.693753799666638e-09,2.5509878653906526e-09
