year,leurs_DET humeurs_NOUN,leurs_DET fumeurs_NOUN
1852,8.268392392984936e-08,0.0
1853,1.0630038693726362e-07,0.0
1854,1.0027632413311949e-07,0.0
1855,1.003011078637428e-07,1.0613874223963649e-09
1856,1.718826894148151e-07,5.177189232874468e-10
1857,7.56633937726292e-08,9.763018171682347e-10
1858,1.0423529772651818e-07,4.893676019968041e-10
1859,9.87881618730313e-08,0.0
1860,7.598125603691663e-08,0.0
1861,7.639861365760225e-08,2.8295783494058924e-09
1862,7.635397028527002e-08,0.0
1863,1.198709043137569e-07,0.0
1864,7.575670224468922e-08,0.0
1865,6.542514008334166e-08,0.0
1866,6.568577592958036e-08,4.865612912574591e-10
1867,5.629261323747414e-08,0.0
1868,4.98927267278404e-08,0.0
1869,6.934596985530561e-08,0.0
1870,9.002456380358126e-08,0.0
1871,6.054071377548098e-08,2.1242354542039266e-09
1872,7.680121238973214e-08,0.0
1873,5.327543933786316e-08,0.0
1874,6.81105458144593e-08,0.0
1875,6.865832347102696e-08,0.0
1876,6.348315784165948e-08,0.0
1877,8.658742345346582e-08,0.0
1878,4.1065804035067544e-08,0.0
1879,6.72025785020125e-08,0.0
1880,6.482024383913654e-08,6.417846254436199e-10
1881,6.414706860136121e-08,6.972507571312292e-10
1882,5.523969659471106e-08,6.655385131892899e-10
1883,6.38253219165108e-08,0.0
1884,4.291103206099933e-08,0.0
1885,5.2209648382373075e-08,6.445635691854079e-10
1886,5.808117364836107e-08,0.0
1887,5.41900742612178e-08,0.0
1888,6.150396214543719e-08,0.0
1889,5.450668894013688e-08,1.2530273485467092e-09
1890,4.391439034634459e-08,0.0
1891,5.9280245379156327e-08,0.0
1892,6.268512375839919e-08,0.0
1893,4.310891554837326e-08,6.158416554491453e-10
1894,6.364554394622246e-08,4.411077725308132e-09
1895,4.1528441130367355e-08,0.0
1896,4.0689499769541726e-08,0.0
1897,3.26295968022805e-08,0.0
1898,3.904265000187479e-08,5.6583548957434e-10
1899,5.140647907353468e-08,5.527578395003729e-10
1900,3.633737277741744e-08,0.0
1901,3.968004591570207e-08,0.0
1902,2.897067474805226e-08,0.0
1903,3.2401319849384436e-08,0.0
1904,4.1384613069794796e-08,0.0
1905,5.005936376534237e-08,0.0
1906,6.996091062028142e-08,0.0
1907,4.319988455847579e-08,0.0
1908,5.0096170101099347e-08,0.0
1909,3.4106097501762633e-08,5.500983557560346e-10
1910,4.275320675262151e-08,2.137660271017694e-09
1911,4.149891918991955e-08,5.320374141248863e-10
1912,5.15732713202155e-08,5.209421227725386e-10
1913,4.6666310593579396e-08,0.0
1914,6.027069182623634e-08,6.696743715117748e-10
1915,3.652036184575991e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,3.618920008108262e-08,0.0
1918,2.412139110674616e-08,0.0
1919,2.7623545728605592e-08,0.0
1920,4.467616721015588e-08,0.0
1921,5.073740894090406e-08,0.0
1922,8.337067364250217e-08,0.0
1923,4.989495749896378e-08,0.0
1924,5.801231139912488e-08,0.0
1925,5.27912540349007e-08,0.0
1926,4.7928395474627905e-08,0.0
1927,4.7941667635775786e-08,0.0
1928,4.34189573184085e-08,0.0
1929,3.8991420758804907e-08,0.0
1930,5.041729578270093e-08,0.0
1931,6.044839029328841e-08,0.0
1932,5.479768483418468e-08,1.0959536611565568e-09
1933,2.982372038218273e-08,1.1470662197865522e-09
1934,2.995395220750652e-08,0.0
1935,1.0053358767692089e-07,0.0
1936,6.426098764222843e-08,0.0
1937,5.414180748175568e-08,0.0
1938,6.093650739558143e-08,0.0
1939,5.964679417047591e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,5.60785480274717e-08,0.0
1942,8.799214157306778e-08,0.0
1943,9.290352664947932e-08,0.0
1944,5.462416652335378e-08,0.0
1945,5.8819608739213436e-08,0.0
1946,6.40370814153357e-08,0.0
1947,7.27173155024019e-08,0.0
1948,6.088257165082211e-08,0.0
1949,3.435953033203987e-08,0.0
1950,6.38121662177582e-08,1.0635361480382244e-09
1951,3.411648485940333e-08,0.0
1952,4.1124735061792705e-08,0.0
1953,5.171437322815109e-08,0.0
1954,5.668070812703263e-08,0.0
1955,4.035811329572425e-08,0.0
1956,5.930376278939775e-08,0.0
1957,4.6825701538466546e-08,0.0
1958,4.963345984210221e-08,0.0
1959,4.805463515999975e-08,7.750747821333448e-10
1960,5.605875030845198e-08,0.0
1961,6.670232932659559e-08,6.948159270159238e-10
1962,8.751900115733235e-08,6.341956404476434e-10
1963,5.237503031274571e-08,1.2932106496776896e-09
1964,5.901449101619605e-08,0.0
1965,7.113656386170675e-08,0.0
1966,4.37586901158582e-08,0.0
1967,5.916402873173965e-08,0.0
1968,7.186265260639146e-08,8.982831700699023e-10
1969,6.085955248091857e-08,0.0
1970,5.978342587642516e-08,0.0
1971,4.881477622120656e-08,0.0
1972,4.4632277207412585e-08,0.0
1973,4.6310912438229934e-08,1.102640756478479e-09
1974,5.6255715863429145e-08,5.625571675160757e-10
1975,4.283610266497817e-08,5.711480177694739e-10
1976,5.827797266988455e-08,0.0
1977,5.112800033346687e-08,5.876781838942691e-10
1978,5.999997143568692e-08,0.0
1979,5.091216692676426e-08,0.0
1980,7.33384459827846e-08,0.0
1981,7.400893192732738e-08,0.0
1982,4.034876488479e-08,6.207502289967692e-10
1983,4.925946495148992e-08,1.89459470334441e-09
1984,5.97297861171242e-08,5.799008495621649e-10
1985,7.098358811852279e-08,6.015558051686298e-10
1986,7.193382822734407e-08,0.0
1987,5.4997350007468526e-08,6.110816852533674e-10
1988,7.315795602647057e-08,0.0
1989,6.14669662946099e-08,0.0
1990,5.830056437616804e-08,1.6345953479657283e-09
1991,6.623455828247415e-08,0.0
1992,5.620142928819405e-08,5.509944167592096e-10
1993,7.145577873846065e-08,5.539207426075166e-10
1994,6.066165519902356e-08,0.0
1995,6.723839207634086e-08,0.0
1996,6.192186652320686e-08,0.0
1997,8.007473928373088e-08,9.58978896292706e-10
1998,6.532336915832104e-08,0.0
1999,7.403725599264277e-08,0.0
2000,6.273604968853874e-08,8.836062992401139e-10
2001,6.703253985218538e-08,4.3812117822561447e-10
2002,8.455757161129895e-08,4.38122149670761e-10
2003,7.000430546355574e-08,0.0
2004,8.016720390302545e-08,8.809582507929292e-10
2005,8.872386958458378e-08,4.5037495954858286e-10
2006,7.82399061094452e-08,4.1178899179428186e-10
2007,9.027523761862e-08,0.0
2008,8.429730868897423e-08,4.257439678578834e-10
2009,9.393339017726987e-08,9.53638501499654e-10
2010,9.54206162973037e-08,0.0
2011,1.0248245074784279e-07,0.0
2012,1.0927651006298333e-07,3.404252713057332e-10
2013,1.1379629993868434e-07,2.789125042035323e-10
2014,1.0502409231172294e-07,2.1654451842767486e-10
2015,8.046168797903874e-08,8.866301581811342e-10
2016,9.196749495288259e-08,6.214020409345267e-10
2017,9.785728316558107e-08,0.0
2018,1.0016090645770248e-07,1.290733298020541e-09
2019,9.515184418162903e-08,1.02039510174734e-09
