year,mes_DET îles_NOUN,mes_DET iles_NOUN,mes_DET fils_NOUN
1800,0.0,3.144164484325529e-09,7.011486786723253e-07
1801,2.3811825844433088e-09,0.0,7.119735627725277e-07
1802,1.1189200677108602e-08,0.0,7.877197276684456e-07
1803,0.0,0.0,6.631153155467473e-07
1804,0.0,0.0,8.700915259396425e-07
1805,0.0,0.0,7.590483406261228e-07
1806,5.76333825108577e-09,0.0,4.697120594698845e-07
1807,1.4234775136401367e-08,0.0,4.526658567982622e-07
1808,0.0,0.0,7.387401481651068e-07
1809,0.0,0.0,4.4954708755540196e-07
1810,0.0,0.0,7.277794189519682e-07
1811,5.0141535368197765e-09,0.0,4.2620304796514574e-07
1812,0.0,0.0,4.320877238228604e-07
1813,0.0,0.0,1.0122610660801001e-06
1814,0.0,0.0,6.639488638882085e-07
1815,0.0,0.0,5.799030606823408e-07
1816,0.0,0.0,4.1948629281307603e-07
1817,0.0,0.0,6.616712227014432e-07
1818,1.1921177378582115e-09,0.0,5.75792853396706e-07
1819,4.140420117870747e-09,0.0,7.049065331443671e-07
1820,1.1866481131050932e-09,0.0,5.921373986694789e-07
1821,0.0,0.0,1.0561654235630158e-06
1822,2.8071724500478012e-08,1.0025615893027862e-09,9.714821800343998e-07
1823,1.9765373338032077e-08,0.0,8.232278005948501e-07
1824,0.0,0.0,1.019796748380486e-06
1825,4.402721520690989e-09,0.0,1.0135065053873404e-06
1826,3.5231937367541377e-09,0.0,8.200233452271277e-07
1827,1.566936447261469e-08,2.7651818612639545e-09,5.631753854373756e-07
1828,1.8344602503717056e-09,0.0,5.044765636341708e-07
1829,1.714635211591542e-09,0.0,6.541333519294312e-07
1830,7.305785310052215e-09,0.0,6.408217458897525e-07
1831,0.0,0.0,8.637528452482002e-07
1832,1.7588959622116818e-08,6.764984572527055e-09,9.91746780698577e-07
1833,6.950177322551099e-09,0.0,8.502383224140431e-07
1834,5.600718466780563e-08,2.8003592777992026e-09,7.346275694430915e-07
1835,7.563087933704082e-10,0.0,7.079050448055568e-07
1836,6.720750067579218e-10,0.0,9.61739310412213e-07
1837,7.653680356156656e-09,0.0,7.382322166904487e-07
1838,6.943378316748294e-09,6.312161904276081e-10,6.67195514836294e-07
1839,1.4682098026241874e-07,1.0487212875887053e-08,7.201219247576773e-07
1840,7.643626342979104e-09,1.9109065441114126e-09,7.649996121017466e-07
1841,0.0,0.0,9.894065016169407e-07
1842,1.0733224087289273e-08,0.0,8.177375079299054e-07
1843,5.31621990873532e-09,1.7720733769266417e-09,5.339847746199666e-07
1844,5.488561272137815e-10,0.0,7.662031507038591e-07
1845,1.4508592549589139e-08,3.90615950696116e-09,6.623730754995449e-07
1846,8.781752214304106e-09,0.0,6.024281589134262e-07
1847,9.707802561820245e-09,5.393223645455691e-10,4.929406394182934e-07
1848,4.827132860096839e-09,0.0,6.902800411268117e-07
1849,1.005529792763582e-08,0.0,5.438240009425499e-07
1850,9.504594444820214e-09,1.3577992064028876e-09,4.6368841566390984e-07
1851,1.9348316282474798e-09,0.0,5.71420244455112e-07
1852,0.0,0.0,5.677195851205852e-07
1853,0.0,0.0,5.338907236307477e-07
1854,2.5978321716024766e-09,0.0,6.234797567117312e-07
1855,2.653468555990912e-09,0.0,5.699650706958437e-07
1856,5.694908100650764e-09,0.0,5.187543656859361e-07
1857,1.9526036343364694e-09,2.4407544874094356e-09,5.574683399345304e-07
1858,3.8170671956549995e-08,0.0,7.071361594057635e-07
1859,5.09217357169689e-09,5.092173349652285e-10,6.742037541584978e-07
1860,9.612086404597875e-09,1.3731551729012637e-09,6.678111148517019e-07
1861,0.0,0.0,7.814351761226135e-07
1862,7.680577063240435e-09,4.517986262886353e-10,7.106792629940628e-07
1863,1.3485475847119233e-08,0.0,7.057399216137128e-07
1864,3.835782358407869e-09,0.0,7.844175016202826e-07
1865,3.765475486972036e-09,2.8241067262513297e-09,7.403866248978375e-07
1866,1.9462451650298362e-09,0.0,9.502541900019423e-07
1867,1.2132028714972876e-08,9.7056229719783e-10,6.114542543400603e-07
1868,4.93987406535723e-10,0.0,6.239060965640419e-07
1869,9.767038289254515e-10,9.767038289254515e-10,5.337686239670347e-07
1870,5.160643912205387e-09,0.0,4.690451866906642e-07
1871,0.0,0.0,4.885741660132226e-07
1872,1.2094678591978436e-09,6.047339295989218e-10,6.295280172707862e-07
1873,5.986004469882289e-10,0.0,4.6152095478646515e-07
1874,3.5847653734322193e-09,1.1949218281515073e-09,5.066468489189901e-07
1875,0.0,0.0,4.931956389953029e-07
1876,6.04601479992084e-09,0.0,4.867041809575312e-07
1877,4.329371083855449e-09,0.0,6.951733197979593e-07
1878,1.8117265465633636e-09,0.0,4.698411117942669e-07
1879,6.720257683667796e-09,0.0,3.757235162993311e-07
1880,3.2089231272180996e-09,0.0,4.896816641064561e-07
1881,2.091752326904839e-09,0.0,3.6814838821896956e-07
1882,0.0,6.655385131892899e-10,5.078058791241347e-07
1883,0.0,1.2638677882037541e-09,4.2086798401896885e-07
1884,2.6406787867472303e-09,0.0,5.281357431385914e-07
1885,6.445635691854079e-10,0.0,3.4677519167303217e-07
1886,0.0,0.0,4.156030648516662e-07
1887,1.3057849246322917e-09,6.528924623161458e-10,4.1001645634253236e-07
1888,3.1703073499755874e-09,0.0,3.626831652780993e-07
1889,2.5060546970934183e-09,3.7590820456401275e-09,4.2540277789271386e-07
1890,5.898947996740844e-09,6.554386478008212e-10,3.919523088313781e-07
1891,2.5496880162734215e-09,1.912266012205066e-09,3.4866983078529756e-07
1892,2.5074049503359674e-09,6.268512375839919e-10,3.7234964267440773e-07
1893,6.158416554491453e-10,0.0,3.633465759378396e-07
1894,1.2603078580752936e-09,1.8904617871129403e-09,3.3209113325938233e-07
1895,3.0093072478365457e-09,6.018614495673091e-10,3.791727287705271e-07
1896,0.0,1.7691086373616827e-09,3.7976867339750697e-07
1897,5.826713556089658e-10,0.0,4.002952174175789e-07
1898,2.8291773368493978e-09,0.0,5.001985812214116e-07
1899,1.6582735185011188e-09,5.527578395003729e-10,4.6929139330131875e-07
1900,0.0,5.191053142894475e-10,3.332656124399591e-07
1901,3.912117296778206e-09,4.470991132876634e-09,3.3141222388621827e-07
1902,4.910283735171106e-09,0.0,3.122940483990533e-07
1903,2.7001101354784396e-09,0.0,3.6235476486012885e-07
1904,1.0211787859759625e-08,3.2247751136083025e-09,2.988291640804164e-07
1905,0.0,0.0,3.6228529864956727e-07
1906,0.0,1.5432553013283723e-09,4.26967311284443e-07
1907,3.599990305858114e-09,0.0,3.6719902141157945e-07
1908,5.40252820258047e-09,0.0,3.506731758307069e-07
1909,5.500983557560346e-10,0.0,3.96070809927096e-07
1910,5.3441505665219324e-09,0.0,4.05086630905771e-07
1911,4.788336616101674e-09,5.320374141248863e-10,4.3254641468593036e-07
1912,1.0418842455450772e-09,0.0,5.084395127141761e-07
1913,3.075734156254839e-08,2.121195885607108e-09,4.7037518058345995e-07
1914,1.0714789944188396e-08,6.696743715117748e-10,4.968983731146182e-07
1915,0.0,0.0,4.924358592006683e-07
1916,0.0,0.0,5.69150508056282e-07
1917,0.0,0.0,5.099387365703478e-07
1918,0.0,0.0,5.157383000664595e-07
1919,9.207848372660976e-10,0.0,5.174810873143088e-07
1920,0.0,0.0,3.5135155229681914e-07
1921,3.0290989716519334e-09,0.0,3.9984105271173576e-07
1922,5.902348387820666e-09,2.2133805899215986e-09,5.046507780548382e-07
1923,0.0,0.0,4.883336188754583e-07
1924,1.289162443462999e-09,0.0,5.053516929365287e-07
1925,7.698724324711748e-09,0.0,5.796039772576478e-07
1926,6.6876830739914794e-09,4.458455382660986e-09,4.324701698976696e-07
1927,1.1149224765638621e-08,2.2298449753321847e-09,6.042880116297056e-07
1928,4.570416489713125e-09,1.1426041224282812e-09,4.170504936951147e-07
1929,1.1140406375176326e-09,0.0,4.4338816707067963e-07
1930,0.0,1.0503603542488804e-09,3.8443188543624274e-07
