year,leurs_DET ânes_NOUN,leurs_DET anes_NOUN,leurs_DET fans_NOUN
1927,3.7907366134959375e-08,1.1149224876660924e-09,0.0
1928,7.198406137831626e-08,0.0,1.1426041224282812e-09
1929,5.013182757807044e-08,0.0,0.0
1930,4.516549623190258e-08,0.0,0.0
1931,3.42160717536899e-08,2.2810713318222042e-09,0.0
1932,4.055028668403793e-08,1.0959536611565568e-09,0.0
1933,4.473558234963093e-08,0.0,0.0
1934,4.672816089623666e-08,2.3963160344919743e-09,1.1981580172459871e-09
1935,4.787313656606784e-08,0.0,0.0
1936,4.122403041151301e-08,0.0,0.0
1937,4.658713592675667e-08,0.0,0.0
1938,5.0564334941327616e-08,1.2965214457594243e-09,7.779128452511941e-09
1939,2.9058696782158222e-08,0.0,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0,0.0
1941,3.246652724442356e-08,0.0,0.0
1942,3.6410540360520827e-08,0.0,0.0
1943,6.967764676346633e-08,0.0,0.0
1944,3.534504600111177e-08,0.0,0.0
1945,6.317661416233022e-08,0.0,0.0
1946,4.872386583087973e-08,0.0,0.0
1947,5.364391952866754e-08,2.3841741914054637e-09,0.0
1948,4.022598432129598e-08,0.0,3.2615663503321457e-09
1949,4.810334175431308e-08,0.0,0.0
1950,3.722376362702562e-08,0.0,6.381216888229346e-09
1951,4.371174711081949e-08,0.0,0.0
1952,4.323369751091377e-08,2.1089607837865287e-09,0.0
1953,4.417269394707546e-08,2.1547654771580937e-09,1.0773827385790469e-09
1954,2.443134050622575e-08,0.0,9.772536113672459e-10
1955,4.598947711542678e-08,1.8771215692936494e-09,1.8771215692936494e-09
1956,2.7907653077363648e-08,0.0,0.0
1957,3.8874166108371355e-08,0.0,0.0
1958,3.3088973339090444e-08,0.0,3.3088973783179654e-09
1959,4.2629114460623896e-08,0.0,7.750747821333448e-10
1960,4.15249985508126e-08,2.0762500052562416e-09,6.920833350854139e-10
1961,3.890969324515936e-08,0.0,1.3896318540318475e-09
1962,6.088278325933061e-08,0.0,1.2683912808952869e-09
1963,4.4615767080813384e-08,0.0,1.2932106496776896e-09
1964,4.076258619534201e-08,0.0,6.083968329129164e-10
1965,3.447387442179206e-08,0.0,3.283225968875314e-09
1966,3.0464910594218964e-08,0.0,1.1078149508847446e-09
1967,4.240088458118407e-08,4.930335584241163e-10,4.437302081328198e-09
1968,3.5931325470528463e-08,4.4914158503495116e-10,3.1439910674890825e-09
1969,4.5871754394966047e-08,4.5417578031781147e-10,2.7250546263957176e-09
1970,4.046878032681889e-08,0.0,4.598724956395017e-09
1971,3.802414028086787e-08,5.138397485282553e-10,2.0553589941130213e-09
1972,2.0007572487656944e-08,0.0,4.6171320100540925e-09
1973,3.583582497412863e-08,0.0,0.0
1974,4.219178606490459e-08,0.0,3.937900117101378e-09
1975,4.454954449784054e-08,0.0,3.998036124386317e-09
1976,3.94233339306993e-08,5.713526873840635e-10,5.713526984862938e-09
1977,3.467301112891619e-08,2.3507127355770763e-09,7.052138095708926e-09
1978,3.6237608469491533e-08,0.0,7.722768757822962e-09
1979,3.6867433550469286e-08,0.0,7.022368020415115e-09
1980,3.467942022439274e-08,0.0,1.0233271119375331e-08
1981,2.213942273954217e-08,6.325549528618524e-10,3.795329828193417e-09
1982,4.903926864585628e-08,1.2415004579935385e-09,1.1794254461960918e-08
1983,2.5892795463278162e-08,0.0,1.515675762675528e-08
1984,5.683028447833749e-08,5.799008495621649e-10,9.858314165001048e-09
1985,4.992913105184016e-08,0.0,1.62420065175084e-08
1986,3.2969669661042644e-08,5.994485463567401e-10,2.2179596825822046e-08
1987,3.666490044906823e-08,6.110816852533674e-10,9.166224945733603e-09
1988,3.47800117594943e-08,0.0,1.1393452348240629e-08
1989,4.225854155492925e-08,0.0,9.329808037250586e-09
1990,3.705082818328265e-08,0.0,1.253189690908485e-08
1991,3.9271817797725816e-08,0.0,2.2859715009815318e-08
1992,2.644773289262048e-08,0.0,1.3774860363469088e-08
1993,3.822053074031828e-08,5.539207426075166e-10,1.4401939196773128e-08
1994,2.637463225596548e-08,0.0,1.0022360608097358e-08
1995,3.470368525881895e-08,5.422450821690461e-10,1.5182862966867106e-08
1996,3.4163790019192675e-08,5.338092190498855e-10,1.7615704450690828e-08
1997,4.123609187445254e-08,0.0,2.6851409984374186e-08
1998,3.5284156041370807e-08,4.768129224785866e-10,2.9562400527538557e-08
1999,3.6104587763929885e-08,4.570201161957499e-10,1.3710603236072316e-08
2000,3.269343196166119e-08,0.0,2.518277875118713e-08
2001,3.329720854594598e-08,0.0,1.7524847351069184e-08
2002,4.687906951517107e-08,4.38122149670761e-10,1.4896152755738967e-08
2003,4.750292248445476e-08,0.0,2.4168153534009917e-08
2004,4.757174565384048e-08,4.404791253964646e-10,2.6869226316117434e-08
2005,3.1075870765562286e-08,0.0,3.107587176476301e-08
2006,3.5413854959642777e-08,0.0,3.747279730959008e-08
2007,3.435252438066527e-08,0.0,2.6363564220588387e-08
2008,3.278228533076799e-08,0.0,3.448526281202291e-08
2009,4.672828524121542e-08,0.0,2.7655516099400757e-08
2010,3.3066552163063534e-08,4.723793023408973e-10,4.6765552763616824e-08
2011,4.627005978363741e-08,0.0,5.5447594904389774e-08
2012,6.127655183263414e-08,0.0,9.90637571973707e-08
2013,5.80137999861563e-08,0.0,8.451049082758288e-08
2014,5.976628614234869e-08,0.0,5.868356434124422e-08
2015,6.893549198139226e-08,2.2165753954528356e-10,8.422986597089732e-08
2016,7.601818197144894e-08,0.0,6.669714913698499e-08
2017,1.6351474130260613e-07,0.0,8.024800435268986e-08
2018,5.162933547353532e-08,5.162933414126769e-10,1.0816345508146696e-07
2019,4.7448370565916775e-08,0.0,7.627453668668238e-08
