year,leurs_DET ânes_NOUN,leurs_DET anes_NOUN,leurs_DET fans_NOUN
1800,7.860410988769218e-08,9.432493897065797e-09,9.432493897065797e-09
1801,8.096020565062645e-08,4.7623651688866175e-09,7.143547975374531e-09
1802,1.2979472785445978e-07,0.0,1.1189200677108602e-08
1803,9.166594594489652e-08,1.3652374342143503e-08,9.751696339321825e-09
1804,7.909923027682453e-08,2.4718509461507665e-09,4.943701892301533e-09
1805,1.5351540127994667e-07,2.842877711017877e-09,0.0
1806,6.339671898558663e-08,2.0171683878800195e-08,5.76333825108577e-09
1807,7.686778502602465e-08,0.0,1.7081731584767113e-08
1808,7.251436784372345e-08,0.0,0.0
1809,5.1957702140725814e-08,0.0,0.0
1810,5.148278958699848e-08,2.3401267590372754e-09,4.680253518074551e-09
1811,4.011322829455821e-08,0.0,0.0
1812,6.401299401659344e-08,5.3344164641089264e-09,2.6672082320544632e-09
1813,3.738464116054274e-08,0.0,2.8757416448144113e-09
1814,3.1466772298927026e-08,0.0,0.0
1815,3.236668177919455e-08,0.0,5.394447111228828e-09
1816,9.270415546325239e-08,2.3176038865813098e-09,9.270415546325239e-09
1817,4.670620157298799e-08,0.0,4.670620334934483e-09
1818,1.0133000927226021e-07,2.384235475716423e-09,1.1921177378582115e-09
1819,9.315944993204539e-08,0.0,4.140420006848444e-09
1820,8.781196214613374e-08,1.1866481131050932e-09,8.306536791735653e-09
1821,8.382264837791809e-08,0.0,9.86148829262845e-10
1822,8.822541985864518e-08,0.0,3.0076847679083585e-09
1823,7.016707570528524e-08,1.9765373782121287e-09,9.882686891060644e-10
1824,6.736890156844311e-08,8.421112696055388e-10,1.6842225392110777e-09
1825,1.259178361578961e-07,1.7610886082763955e-09,2.641632912414593e-09
1826,6.78214817639855e-08,3.5231936257318353e-09,1.7615968683770689e-09
1827,3.594736597278825e-08,2.7651819167751057e-09,2.7651818612639545e-09
1828,3.3020285172824515e-08,0.0,2.7516904310687096e-09
1829,6.858540757548326e-08,8.57317605795771e-10,8.57317605795771e-10
1830,1.2524202475105994e-07,0.0,1.0436835840010872e-09
1831,5.76874619184764e-08,0.0,4.677361609140007e-09
1832,1.8806657919867575e-07,1.3529969367098715e-09,1.3529969367098715e-09
1833,6.486831694019202e-08,0.0,0.0
1834,6.814207864636046e-08,3.733812370398937e-09,1.8669061851994684e-09
1835,1.2554725969948777e-07,4.5378527602224494e-09,2.2689263801112247e-09
1836,7.392824841190304e-08,2.016224964762614e-09,6.720750067579218e-10
1837,8.001574514082677e-08,6.957890930081589e-10,0.0
1838,1.0351945434194931e-07,1.2624323808552163e-09,1.8936485712828244e-09
1839,5.3135210009713774e-08,1.3982950353153e-09,0.0
1840,8.72647376581881e-08,0.0,0.0
1841,1.0979137954336693e-07,6.420548537278137e-10,1.2841097074556274e-09
1842,8.049917710195587e-08,1.341653010911159e-09,0.0
1843,9.037574244530333e-08,2.3627644285539873e-09,0.0
1844,4.8848196598783034e-08,0.0,0.0
1845,5.133809821700197e-08,5.580227946389016e-10,1.1160455892778032e-09
1846,7.259581735752363e-08,0.0,0.0
1847,6.525800699819229e-08,5.393223645455691e-10,8.629157832729106e-09
1848,6.114368744647436e-08,0.0,0.0
1849,1.0055298105271504e-07,0.0,0.0
1850,5.159636984330973e-08,6.788996032014438e-10,0.0
1851,7.15887722435582e-08,1.2898877521649865e-09,0.0
1852,5.729280161403949e-08,6.510545436100301e-10,6.510545436100301e-10
1853,1.009256465067665e-07,1.7915795513800958e-09,0.0
1854,7.949366676029967e-08,0.0,1.506742641765868e-08
1855,5.306937111981824e-08,5.306937111981824e-10,4.2455496895854594e-09
1856,6.678573782892272e-08,2.070875637638636e-09,0.0
1857,5.9554409403972386e-08,9.763018171682347e-10,0.0
1858,6.704335930862726e-08,1.9574704079872163e-09,0.0
1859,6.568903643255908e-08,1.018434669930457e-09,1.5276520048956854e-09
1860,6.636916793922865e-08,0.0,6.865775947773045e-09
1861,9.196129013844256e-08,1.4147891747029462e-09,0.0
1862,4.608346060308577e-08,4.517986262886353e-10,0.0
1863,4.145535115185339e-08,9.989241656072068e-10,0.0
1864,4.3632024215867204e-08,4.794727948009836e-10,4.794727948009836e-10
1865,7.248540612181387e-08,1.882737743486018e-09,0.0
1866,8.514822269489741e-08,1.9462451650298362e-09,0.0
1867,7.036576477048584e-08,2.91168689159349e-09,0.0
1868,6.174842326345242e-08,4.93987406535723e-10,0.0
1869,8.155476649562843e-08,9.767038289254515e-10,0.0
1870,4.472558146062511e-08,1.1468097582678638e-09,0.0
1871,4.991953161948004e-08,0.0,4.248470908407853e-09
1872,3.507456725060365e-08,3.023669647994609e-09,6.047339295989218e-10
1873,6.644464889404844e-08,5.986004469882289e-10,0.0
1874,5.914862910572083e-08,1.1949218281515073e-09,0.0
1875,6.751402281679475e-08,4.00506905418041e-09,0.0
1876,3.748529309177684e-08,6.04601479992084e-10,6.04601479992084e-10
1877,6.80329748092845e-08,1.2369631985365004e-09,0.0
1878,6.703388777395958e-08,6.039088673581716e-10,0.0
1879,7.819936342912115e-08,1.832797580370027e-09,0.0
1880,1.1552123169167317e-07,1.2835692508872398e-09,0.0
1881,7.460582907015123e-08,1.3945015142624584e-09,0.0
1882,7.387477296560974e-08,6.655385131892899e-10,0.0
1883,8.594300737740923e-08,6.319338941018771e-10,0.0
1884,7.459917839014452e-08,1.3203393933736152e-09,0.0
1885,4.576401479994274e-08,0.0,0.0
1886,3.613939725255477e-08,3.2267318816892043e-09,6.453463874400711e-10
1887,5.549586035158427e-08,2.6115699047757346e-09,0.0
1888,4.375024076352929e-08,6.340614699951175e-10,0.0
1889,6.703696442400542e-08,6.265136742733546e-10,0.0
1890,4.260351360585446e-08,1.3108772956016423e-09,0.0
1891,5.16311828846483e-08,0.0,0.0
1892,6.080456671497814e-08,6.268512375839919e-10,6.268512375839919e-10
1893,5.357822274731916e-08,1.8475249663474358e-09,1.2316833108982905e-09
1894,5.608369946230596e-08,6.301539290376468e-10,0.0
1895,8.185315891751088e-08,0.0,1.2037228991346183e-09
1896,5.484237064479203e-08,0.0,0.0
1897,4.7196380137393135e-08,5.826713556089658e-10,0.0
1898,4.356933303029109e-08,0.0,0.0
1899,5.085372123403431e-08,5.527578395003729e-10,0.0
1900,4.3085741197046445e-08,5.191053142894475e-10,0.0
1901,7.32124831870351e-08,6.147612696683069e-09,0.0
1902,4.075535642300565e-08,0.0,0.0
1903,4.968202560462487e-08,0.0,0.0
1904,4.944655174199397e-08,2.6873125946735854e-09,0.0
1905,5.8316576456718394e-08,1.0321518084666081e-09,0.0
1906,7.613392938310426e-08,1.5432553568395235e-09,0.0
1907,4.319988278211895e-08,5.142843373384665e-10,0.0
1908,4.862275204686739e-08,9.822778146428846e-10,4.911389073214423e-10
1909,4.7308457595818254e-08,1.1001967115120692e-09,0.0
1910,5.237267686197811e-08,1.6032452032632705e-09,1.068830135508847e-09
1911,2.8730021028877673e-08,0.0,0.0
1912,5.3136098188133474e-08,1.5628263683176158e-09,0.0
1913,2.969674284258872e-08,0.0,0.0
1914,6.763711013491047e-08,1.3393487430235496e-09,0.0
1915,4.5944972271172446e-08,1.1780761921542648e-09,0.0
1916,4.2851102222130066e-08,2.197492410260793e-09,1.0987462051303964e-09
1917,8.334482259897413e-08,1.0966424435210342e-09,0.0
1918,1.252014953934122e-07,0.0,0.0
1919,6.813807829075813e-08,0.0,0.0
1920,5.982062845077962e-08,7.572231730534895e-10,7.572231730534895e-10
1921,9.39020665668977e-08,7.572747429129834e-10,0.0
1922,5.82856891639949e-08,7.377935484775833e-10,0.0
1923,5.201814445854325e-08,4.246379248229459e-09,3.1847844361720945e-09
1924,6.574728672603669e-08,0.0,0.0
1925,4.6192347724627325e-08,0.0,0.0
1926,4.681378129589575e-08,1.1146138456652466e-09,1.1146138456652466e-09
