year,nos_DET oies_NOUN,nos_DET fois_NOUN
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,2.424942913137329e-09
1937,5.036447148221157e-09,5.0364472592434595e-09
1938,0.0,1.0372171566075394e-08
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,7.607348750937604e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,1.4133454406817236e-08,3.2615663503321457e-09
1949,2.945102384188658e-09,6.8719057111366055e-09
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,4.264560815592233e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,6.464296431474281e-09,1.0773827385790469e-09
1954,4.886268056836229e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,4.6928039232341234e-09
1956,3.488456634670456e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,9.718541527092839e-09
1958,8.272243445794913e-10,1.6544486891589827e-09
1959,3.8753740216890264e-09,2.325224457422337e-09
1960,6.228750015768725e-09,1.3841666701708277e-09
1961,4.86371165564492e-09,9.032606829162404e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,7.112658795271898e-09
1964,1.2167936658258327e-09,1.8251904432275978e-09
1965,1.6416130677043839e-09,4.924839203113152e-09
1966,1.6617224263271169e-09,1.1078149508847446e-09
1967,1.9721342336964653e-09,1.6270107705551595e-08
1968,1.1228539820162808e-08,5.838840494432063e-09
1969,4.995933444718048e-09,4.5417578031781147e-10
1970,2.7592350626548523e-09,1.3796175313274261e-09
1971,6.166076982339064e-09,3.596878239697787e-09
1972,4.104117490300041e-09,4.104117490300041e-09
1973,2.205281512956958e-09,5.513203671370093e-09
1974,2.2502286700643026e-09,6.750686232237513e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,3.4281161798155324e-09,3.9994687561772935e-09
1977,7.052138428775834e-09,4.11374712072643e-09
1978,2.3762365408686037e-09,5.346532105932056e-09
1979,2.9259866751729646e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,2.2740602734216964e-09
1981,5.692994575756671e-09,6.325549528618524e-10
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,3.0077789148208467e-09
1986,2.3977942409381114e-09,2.3977941854269602e-09
1987,2.4443267410134695e-09,9.166225112267057e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,5.488122178931576e-10,3.841685525252103e-09
1990,3.8140557934163155e-09,2.179460389939436e-09
1991,5.861465035561508e-09,5.861465202094962e-09
1992,1.65298330578878e-09,5.509944167592096e-09
1993,2.2156829704300662e-09,3.877445142741465e-09
1994,1.5824779264761446e-09,3.692448513614721e-09
1995,3.795715575183323e-09,3.253470548525428e-09
1996,2.6690460952494277e-09,6.4057106285986265e-09
1997,1.438468344439059e-09,4.315404922294874e-09
1998,5.2449422582867555e-09,6.198567881199324e-09
1999,3.1991408688814005e-09,3.656160929565999e-09
2000,2.6508188977203417e-09,3.092622158362701e-09
2001,6.1336963841363e-09,2.6287270138425356e-09
2002,4.819343757400674e-09,6.1337101509018055e-09
2003,4.583615376141381e-09,5.416999737661854e-09
2004,6.607187019724847e-09,1.7619165015858584e-09
2005,5.854874363109275e-09,9.007499190971657e-10
2006,1.2353669753828456e-09,5.7650457740976435e-09
2007,1.1983438685803094e-09,1.997239706952314e-09
2008,8.514879357157668e-10,4.257439817356712e-09
2009,5.245011536203492e-09,4.76819250749827e-09
2010,2.3618964561933353e-09,5.196172381261022e-09
2011,5.353560705856353e-09,6.118355155848576e-09
2012,7.489356135259584e-09,8.510631643865452e-09
2013,9.761937924679387e-09,3.62586255464592e-09
2014,6.71287994635783e-09,3.4647122948427977e-09
2015,5.098123256885856e-09,4.876466008774116e-09
2016,4.55694829093467e-09,6.0068859331074975e-09
2017,3.018733624182701e-09,4.52810025586281e-09
2018,4.388493513030056e-09,3.872199894061623e-09
2019,6.377469385920875e-09,3.3162841917011576e-09
