year,deux_DET oeufs_NOUN,deux_DET feux_NOUN
1800,1.792173778270012e-07,4.5904801027063513e-07
1801,1.5239568051939045e-07,4.500435011323134e-07
1802,1.1636768704192946e-07,4.072869046467531e-07
1803,7.118738443168127e-07,4.44677350941447e-07
1804,1.8786066657838774e-07,2.199947335412844e-07
1805,2.5585899399160894e-08,5.742613211623393e-07
1806,2.305335300434308e-08,8.961991158074056e-07
1807,3.701041606518629e-08,6.889631549711339e-07
1808,3.3991110370834576e-08,4.577469607802698e-07
1809,2.710836710662079e-08,7.996968065526744e-07
1810,2.8081521108447305e-08,2.8081521463718673e-07
1811,1.2535384286138651e-08,4.0113229715643683e-07
1812,2.6672082320544632e-09,4.534254109955782e-07
1813,4.3136124450171565e-08,3.393375085369854e-07
1814,1.2586708564299443e-08,7.111490276656696e-07
1815,4.0458352890127e-08,4.74711359776947e-07
1816,1.622322720606917e-08,3.221469455638726e-07
1817,9.029865566390072e-08,8.687353556524613e-07
1818,1.2517236314124602e-07,7.367287366832898e-07
1819,4.140420006848444e-09,5.651673404827307e-07
1820,2.3732963150280284e-08,7.760678499835194e-07
1821,1.7750679148775816e-08,4.901159805781319e-07
1822,1.1028177482330648e-08,6.787341817471315e-07
1823,4.644862983127496e-08,6.769640377157771e-07
1824,1.0947446504872005e-08,6.711626614475108e-07
1825,2.905796137042671e-08,6.014117666097718e-07
1826,2.9947145208097936e-08,4.782735345543188e-07
1827,1.3825909916942436e-08,6.811564954301019e-07
1828,1.9261833017480967e-08,6.448127578551066e-07
1829,1.2002446148073886e-08,5.761174499685495e-07
1830,1.2524203230057651e-08,6.168169992548656e-07
1831,2.494592976631793e-08,6.423576763836536e-07
1832,5.411987746839486e-09,5.100798174950683e-07
1833,1.7375443306377747e-08,5.050462057454297e-07
1834,1.120143711119681e-08,5.694063816008565e-07
1835,2.3445572594482655e-08,4.4470957050180004e-07
1836,1.7473950453261722e-08,6.243576642361859e-07
1837,9.74104708006962e-09,5.148839292701268e-07
1838,1.009945904684173e-08,7.10118198021803e-07
1839,1.5381245721535208e-08,5.439367480875035e-07
1840,1.7198159785181133e-08,8.630928194364174e-07
1841,1.4767261635739715e-08,5.412522590120261e-07
1842,1.0062397581833693e-08,6.52714213345007e-07
1843,7.088293230150811e-09,5.652913892539857e-07
1844,1.591682791124427e-08,5.982531572357175e-07
1845,6.696273757711424e-09,7.243136068701972e-07
1846,1.1123552079439492e-08,6.299443455759501e-07
1847,7.011190739092399e-09,8.661517414410014e-07
1848,1.0458788002321029e-08,7.393558618673524e-07
1849,1.5920887719289567e-08,9.250874271060638e-07
1850,1.5614690873633208e-08,6.211931093957901e-07
1851,1.3543821175687754e-08,7.474899472725838e-07
1852,2.6042181744401205e-09,5.019630373581663e-07
1853,1.4332635966951557e-08,5.709167076872745e-07
1854,6.754363734984281e-09,4.5617934762987034e-07
1855,7.960405667972736e-09,4.282698284896469e-07
1856,8.28350277259915e-09,4.064093532818447e-07
1857,6.345961978126979e-09,4.3543059913275783e-07
1858,1.1744822003834088e-08,4.5021820227475473e-07
1859,3.5645213447565993e-09,5.973119172608676e-07
1860,5.034902272882391e-09,5.359882155886453e-07
1861,5.187559992680946e-09,5.215855711782069e-07
1862,3.6595690033891515e-08,5.792058610509798e-07
1863,1.148762801550518e-08,4.89472826714632e-07
1864,7.1920918109924514e-09,6.67905593942919e-07
1865,6.118897832863013e-09,4.862170164265933e-07
1866,3.8924903300596725e-09,5.235399385128403e-07
1867,9.7056229719783e-10,5.129421669636258e-07
1868,9.385760613156435e-09,5.512899448056885e-07
1869,3.4184632902167778e-09,4.88351917127261e-07
1870,5.160643912205387e-09,4.684717751501921e-07
1871,4.248470908407853e-09,7.891534519188781e-07
1872,9.071008721939222e-09,5.878013782378844e-07
1873,6.58460502789282e-09,6.075794303228577e-07
1874,9.559374625212058e-09,5.675878842481552e-07
1875,6.293679688518239e-09,4.6973739209477117e-07
1876,5.441413541973361e-09,4.945640164066845e-07
1877,8.658742389755503e-09,3.543899629310232e-07
1878,1.8117265465633636e-09,6.129675220734043e-07
1879,9.163987568783227e-09,5.089068002561703e-07
1880,6.417846032391594e-09,3.831454220559749e-07
1881,8.367009307619355e-09,4.5739648868448057e-07
1882,3.9932310791357395e-09,4.1529602867740323e-07
1883,7.583206618200222e-09,4.7458236096531436e-07
1884,5.281357573494461e-09,6.014145856880759e-07
1885,1.0957580676151935e-08,4.466825567206456e-07
1886,7.744156427236248e-09,5.065969181927699e-07
1887,3.9173548849191775e-09,4.211156454658749e-07
1888,7.60873763994141e-09,5.522675232683127e-07
1889,8.14467782106476e-09,4.993313877932337e-07
1890,1.245333464128251e-08,4.817474152929435e-07
1891,5.099376032546843e-09,5.309725263913379e-07
1892,1.002961980134387e-08,5.014809758563388e-07
1893,2.0938616618337846e-08,4.5325944686425146e-07
1894,1.1972924207626079e-08,5.072739215350452e-07
1895,7.22233739480771e-09,6.090837896266521e-07
1896,6.486731873867058e-09,5.053754046357994e-07
1897,7.574727511894253e-09,5.244042284857642e-07
1898,7.921696743018458e-09,4.6681427456896074e-07
1899,1.3818945987509323e-08,4.5989451180616925e-07
1900,1.3496738171525635e-08,4.267045623507215e-07
1901,6.14761275219422e-09,5.717279742967207e-07
1902,1.276673833316977e-08,4.4045246916368797e-07
1903,7.560308379339631e-09,4.7197924413211467e-07
1904,5.374625189347171e-09,3.611748011778104e-07
1905,1.8062656703676794e-08,3.364814769035718e-07
1906,7.201858387428928e-09,3.950733828972375e-07
1907,1.3371392937333582e-08,3.558847563311929e-07
1908,1.3260750053589732e-08,3.565668569294189e-07
1909,1.3202360427122528e-08,3.6801579383904937e-07
1910,1.0153886287334046e-08,3.2652760539875203e-07
1911,2.3409646110472693e-08,3.4103598567369886e-07
1912,1.458637982620914e-08,3.057930211269877e-07
1913,1.007568034561146e-08,4.0620899977028557e-07
1914,1.3393487763302403e-08,4.044833303851192e-07
1915,3.534228543156104e-08,6.396953685650075e-07
1916,4.394984820521586e-09,5.680518029294035e-07
1917,8.773139548168274e-09,4.309804921831528e-07
1918,1.1486376294556067e-08,3.618208435085535e-07
1919,1.012863304339362e-08,3.498982259486638e-07
1920,8.329454903588385e-09,3.278776219417523e-07
1921,1.287367074054302e-08,2.733761716999794e-07
1922,1.4018077698629838e-08,3.0028196018605513e-07
1923,2.5478275045287546e-08,2.728298591492262e-07
1924,2.7072411756812187e-08,3.351822246422387e-07
1925,2.0896537389347714e-08,2.3206155774779802e-07
1926,3.1209186346359274e-08,3.1766495300900033e-07
1927,2.3413372574054847e-08,3.199827616207074e-07
1928,1.3711249802206282e-08,2.6165635125252606e-07
1929,2.2280812750352652e-08,3.698614898794972e-07
1930,2.100720719599991e-08,4.148923289370998e-07
1931,1.9389106320488736e-08,4.1173337983479996e-07
1932,1.7535258800549514e-08,4.0111903931716597e-07
1933,4.588264879146209e-09,3.5788465968522587e-07
1934,1.0783422155213884e-08,4.1576083731342806e-07
1935,8.377798899061872e-09,3.0519123495054146e-07
1936,8.487299751891442e-09,3.0796773842212133e-07
1937,1.3850230295986421e-08,3.5003307630177005e-07
1938,1.555825723809079e-08,2.64490378043547e-07
1939,1.070583532936098e-08,3.1352804708006943e-07
1940,2.2822046474857416e-08,2.840076811505554e-07
1941,1.4757512545315876e-08,2.74489750928808e-07
1942,9.102635312174812e-09,3.5803697784331234e-07
1943,1.161294105322952e-08,2.3806528348657707e-07
1944,6.4263723231761105e-09,3.984350733787778e-07
1945,1.9606536838523425e-08,2.7013451520119247e-07
1946,1.8097434661967782e-08,3.22969619048763e-07
1947,1.1920871401116528e-08,3.06366388702628e-07
1948,3.479004129225416e-08,2.544021686645692e-07
1949,1.7670614971265763e-08,2.5131540093425997e-07
1950,1.3825970146541522e-08,2.5631220101907104e-07
1951,2.8785785421980847e-08,2.516090846782504e-07
1952,2.9525451195056007e-08,2.003512727943857e-07
1953,2.2625037843226892e-08,3.04899307579376e-07
1954,2.1499579672124014e-08,2.9513059018881904e-07
1955,1.407841221379158e-08,2.4402580933724494e-07
1956,2.8779767902165077e-08,2.755880732507876e-07
1957,2.650511243817988e-08,2.5709959583508635e-07
1958,2.2335057803246627e-08,2.6140288800213796e-07
1959,1.4726421193600459e-08,2.6817588683059057e-07
1960,2.0762499552962055e-08,2.643758350018288e-07
1961,1.8760030306985698e-08,2.3693222583887064e-07
1962,1.7123282014530616e-08,3.107558645965014e-07
1963,1.6165133009948818e-08,2.922656170412097e-07
1964,1.3384730435106462e-08,2.2936560162278852e-07
1965,8.755269675919664e-09,3.2886980338986405e-07
1966,1.1632056873267516e-08,2.8803187746007097e-07
1967,1.5284040255636455e-08,2.918758594816495e-07
1968,1.1228539820162808e-08,3.4898301315422486e-07
1969,8.175164045720607e-09,4.03308103358313e-07
1970,1.9314645188783786e-08,4.888444644635115e-07
1971,1.2332154297745035e-08,2.5486451060707793e-07
1972,2.0520588228656322e-08,2.6061145463884827e-07
1973,1.8744892527067236e-08,3.1370130137986507e-07
1974,1.63141580800108e-08,4.241681104133477e-07
1975,2.056132863970106e-08,3.192717370481546e-07
1976,1.656922776760439e-08,2.9881745389204184e-07
1977,3.2322300835829765e-08,3.432040589501639e-07
1978,2.851483826837864e-08,2.964355125811835e-07
1979,1.4044735929807928e-08,3.2068812749752595e-07
1980,2.103505747363954e-08,2.8539455332321495e-07
1981,1.707898356073656e-08,2.7516141809513783e-07
1982,2.0484757001781873e-08,2.625773598552428e-07
1983,1.9577480414589843e-08,3.189234600853297e-07
1984,3.0154843622121064e-08,2.986489384682045e-07
1985,3.729645892125433e-08,2.8032499432839586e-07
1986,2.517683933556114e-08,2.715502009920101e-07
1987,2.3221103706561053e-08,2.5298782091454086e-07
